% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
4768 +2.382755838e+02 +2.382755838e+02 +2.839558379e+01 +2.839558379e+01 +3.9667e+00 +3.2590e+00 +1.7205e-01 +2.8892e-01 +2.3996e+00 +1.8986e+00 +2.8267e+00 +2.0331e-01 -8.7522e-01 +2.5620e+00 +7.9335e-01 +1.4759e+00 +3.9678e+00 -1.4218e+00 -1.5271e+00 -3.7623e+00 -3.0709e+00 +3.0672e+00 -2.3809e+00 +1.9207e+00
4873 +1.544312827e+02 +1.544312827e+02 -5.544871733e+01 -5.544871733e+01 +3.9586e+00 +3.2410e+00 +2.5613e-01 +3.7992e-01 +2.3782e+00 +2.2112e+00 +2.6975e+00 +2.5518e-01 -1.1283e+00 +2.6236e+00 +9.0029e-01 +1.5599e+00 +3.9774e+00 -1.4115e+00 -1.5330e+00 -3.7703e+00 -3.0619e+00 +3.0641e+00 -2.3805e+00 +1.9202e+00
5503 +9.913494941e+01 +9.913494941e+01 -1.107450506e+02 -1.107450506e+02 +3.9267e+00 +3.1725e+00 +5.7020e-01 +6.8039e-01 +2.1756e+00 +2.9266e+00 +2.2097e+00 +6.3548e-04 -1.1251e+00 +2.6136e+00 +8.6153e-01 +1.5480e+00 +3.9784e+00 -1.4186e+00 -1.5373e+00 -3.7704e+00 -3.0629e+00 +3.0640e+00 -2.3813e+00 +1.9196e+00
6175 +5.876285790e+01 +5.876285790e+01 -1.511171421e+02 -1.511171421e+02 +3.8158e+00 +2.9420e+00 +1.5146e+00 +1.5485e+00 +1.7761e+00 +2.8117e+00 +2.3581e+00 -2.0521e-01 -1.1181e+00 +2.5817e+00 +8.8292e-01 +1.5283e+00 +3.9809e+00 -1.4181e+00 -1.5365e+00 -3.7709e+00 -3.0657e+00 +3.0670e+00 -2.3788e+00 +1.9193e+00
6259 +3.548440233e+01 +3.548440233e+01 -1.743955977e+02 -1.743955977e+02 +3.7575e+00 +2.8209e+00 +2.0056e+00 +2.0012e+00 +1.6129e+00 +2.6670e+00 +2.3652e+00 -9.8001e-02 -1.1119e+00 +2.6129e+00 +8.8058e-01 +1.5515e+00 +3.9754e+00 -1.4161e+00 -1.5358e+00 -3.7711e+00 -3.0626e+00 +3.0640e+00 -2.3799e+00 +1.9201e+00
6343 +2.507396888e+01 +2.507396888e+01 -1.848060311e+02 -1.848060311e+02 +3.6608e+00 +2.6197e+00 +2.8313e+00 +2.7648e+00 +1.2951e+00 +2.6391e+00 +2.3249e+00 -8.8916e-02 -1.1065e+00 +2.6075e+00 +8.7919e-01 +1.5554e+00 +3.9766e+00 -1.4194e+00 -1.5333e+00 -3.7693e+00 -3.0618e+00 +3.0636e+00 -2.3802e+00 +1.9203e+00
6931 +1.471623447e+01 +1.471623447e+01 -1.951637655e+02 -1.951637655e+02 +3.4816e+00 +2.0606e+00 +2.9708e+00 +2.5289e+00 +1.8532e+00 +2.7862e+00 +2.2929e+00 -9.6882e-02 -1.0963e+00 +2.5638e+00 +8.6284e-01 +1.5624e+00 +3.9759e+00 -1.4184e+00 -1.5329e+00 -3.7682e+00 -3.0617e+00 +3.0634e+00 -2.3806e+00 +1.9200e+00
7750 +9.999901737e+00 +9.999901737e+00 -1.998800983e+02 -1.998800983e+02 +3.2476e+00 +1.3987e+00 +3.6405e+00 +2.7967e+00 +2.1904e+00 +2.6948e+00 +2.3230e+00 -9.8208e-02 -1.1090e+00 +2.6036e+00 +8.8308e-01 +1.5576e+00 +3.9776e+00 -1.4192e+00 -1.5336e+00 -3.7688e+00 -3.0616e+00 +3.0632e+00 -2.3800e+00 +1.9200e+00
8086 +5.780954507e+00 +5.780954507e+00 -2.040990455e+02 -2.040990455e+02 +2.8315e+00 +8.0106e-01 +3.5808e+00 +2.3287e+00 +2.0022e+00 +2.7130e+00 +2.3947e+00 -6.3072e-02 -1.1108e+00 +2.5901e+00 +8.9324e-01 +1.5644e+00 +3.9757e+00 -1.4210e+00 -1.5341e+00 -3.7644e+00 -3.0618e+00 +3.0632e+00 -2.3795e+00 +1.9200e+00
8149 +3.316859848e+00 +3.316859848e+00 -2.065631402e+02 -2.065631402e+02 +2.7663e+00 +7.2593e-01 +3.6108e+00 +2.3088e+00 +1.9020e+00 +2.6953e+00 +2.3676e+00 -1.0225e-01 -1.1049e+00 +2.5997e+00 +8.9145e-01 +1.5615e+00 +3.9813e+00 -1.4188e+00 -1.5319e+00 -3.7682e+00 -3.0614e+00 +3.0639e+00 -2.3800e+00 +1.9200e+00
8212 +2.370492354e+00 +2.370492354e+00 -2.075095076e+02 -2.075095076e+02 +2.6662e+00 +5.9881e-01 +3.6697e+00 +2.2863e+00 +1.7828e+00 +2.6701e+00 +2.3298e+00 -8.6835e-02 -1.0999e+00 +2.6022e+00 +8.8839e-01 +1.5565e+00 +3.9770e+00 -1.4184e+00 -1.5339e+00 -3.7689e+00 -3.0614e+00 +3.0634e+00 -2.3802e+00 +1.9200e+00
9409 +1.583078340e+00 +1.583078340e+00 -2.082969217e+02 -2.082969217e+02 +2.1751e+00 -5.6163e-02 +3.5054e+00 +2.4257e+00 +1.7307e+00 +2.6715e+00 +2.3227e+00 -1.0249e-01 -1.1142e+00 +2.6057e+00 +8.8657e-01 +1.5587e+00 +3.9773e+00 -1.4188e+00 -1.5335e+00 -3.7684e+00 -3.0617e+00 +3.0632e+00 -2.3798e+00 +1.9201e+00
10354 +9.605792242e-01 +9.605792242e-01 -2.089194208e+02 -2.089194208e+02 +2.0106e+00 +1.7023e-01 +3.5602e+00 +2.3515e+00 +1.8102e+00 +2.6881e+00 +2.3146e+00 -1.0895e-01 -1.1042e+00 +2.5983e+00 +8.8704e-01 +1.5603e+00 +3.9764e+00 -1.4205e+00 -1.5339e+00 -3.7690e+00 -3.0613e+00 +3.0632e+00 -2.3802e+00 +1.9202e+00
10438 +5.748826792e-01 +5.748826792e-01 -2.093051173e+02 -2.093051173e+02 +1.9583e+00 +3.9864e-01 +3.5671e+00 +2.3911e+00 +1.7912e+00 +2.6926e+00 +2.3229e+00 -9.6839e-02 -1.1119e+00 +2.5970e+00 +8.8349e-01 +1.5585e+00 +3.9775e+00 -1.4187e+00 -1.5333e+00 -3.7690e+00 -3.0619e+00 +3.0632e+00 -2.3799e+00 +1.9200e+00
10501 +3.001275925e-01 +3.001275925e-01 -2.095798724e+02 -2.095798724e+02 +1.6816e+00 +5.2117e-01 +3.5124e+00 +2.3506e+00 +1.7701e+00 +2.6837e+00 +2.3181e+00 -8.4402e-02 -1.1110e+00 +2.6014e+00 +8.8113e-01 +1.5564e+00 +3.9772e+00 -1.4192e+00 -1.5341e+00 -3.7687e+00 -3.0613e+00 +3.0633e+00 -2.3802e+00 +1.9200e+00
10564 +2.462446261e-01 +2.462446261e-01 -2.096337554e+02 -2.096337554e+02 +1.5774e+00 +4.9958e-01 +3.4999e+00 +2.3545e+00 +1.7647e+00 +2.6821e+00 +2.3188e+00 -8.1188e-02 -1.1094e+00 +2.6031e+00 +8.8117e-01 +1.5561e+00 +3.9773e+00 -1.4194e+00 -1.5344e+00 -3.7685e+00 -3.0613e+00 +3.0633e+00 -2.3802e+00 +1.9200e+00
10627 +1.245828929e-01 +1.245828929e-01 -2.097554171e+02 -2.097554171e+02 +1.5213e+00 +4.3973e-01 +3.5485e+00 +2.4033e+00 +1.7846e+00 +2.6871e+00 +2.3252e+00 -9.0342e-02 -1.1081e+00 +2.6020e+00 +8.8375e-01 +1.5573e+00 +3.9779e+00 -1.4194e+00 -1.5341e+00 -3.7687e+00 -3.0617e+00 +3.0632e+00 -2.3801e+00 +1.9200e+00
10648 +3.702342560e-02 +3.702342560e-02 -2.098429766e+02 -2.098429766e+02 +1.2136e+00 +4.9536e-01 +3.5612e+00 +2.4204e+00 +1.7910e+00 +2.6908e+00 +2.3275e+00 -9.0303e-02 -1.1069e+00 +2.6038e+00 +8.8445e-01 +1.5573e+00 +3.9783e+00 -1.4196e+00 -1.5336e+00 -3.7689e+00 -3.0618e+00 +3.0632e+00 -2.3800e+00 +1.9201e+00
10669 +2.006189174e-02 +2.006189174e-02 -2.098599381e+02 -2.098599381e+02 +1.2415e+00 +4.5732e-01 +3.5465e+00 +2.4120e+00 +1.7868e+00 +2.6885e+00 +2.3268e+00 -9.0131e-02 -1.1097e+00 +2.6043e+00 +8.8385e-01 +1.5573e+00 +3.9782e+00 -1.4195e+00 -1.5336e+00 -3.7689e+00 -3.0617e+00 +3.0632e+00 -2.3800e+00 +1.9200e+00
10690 +1.169101868e-02 +1.169101868e-02 -2.098683090e+02 -2.098683090e+02 +1.2821e+00 +4.4559e-01 +3.5320e+00 +2.3894e+00 +1.7846e+00 +2.6867e+00 +2.3256e+00 -8.9704e-02 -1.1115e+00 +2.6045e+00 +8.8287e-01 +1.5573e+00 +3.9779e+00 -1.4194e+00 -1.5336e+00 -3.7689e+00 -3.0617e+00 +3.0632e+00 -2.3800e+00 +1.9200e+00
10711 +5.758091781e-03 +5.758091781e-03 -2.098742419e+02 -2.098742419e+02 +1.2456e+00 +4.4912e-01 +3.5366e+00 +2.3888e+00 +1.7859e+00 +2.6868e+00 +2.3241e+00 -9.0060e-02 -1.1112e+00 +2.6046e+00 +8.8287e-01 +1.5574e+00 +3.9778e+00 -1.4194e+00 -1.5336e+00 -3.7689e+00 -3.0616e+00 +3.0632e+00 -2.3800e+00 +1.9200e+00
10732 +3.522971170e-03 +3.522971170e-03 -2.098764770e+02 -2.098764770e+02 +1.1879e+00 +4.5469e-01 +3.5460e+00 +2.3922e+00 +1.7873e+00 +2.6871e+00 +2.3246e+00 -9.0689e-02 -1.1105e+00 +2.6046e+00 +8.8314e-01 +1.5574e+00 +3.9775e+00 -1.4194e+00 -1.5335e+00 -3.7689e+00 -3.0616e+00 +3.0632e+00 -2.3800e+00 +1.9200e+00
10753 +2.218511510e-03 +2.218511510e-03 -2.098777815e+02 -2.098777815e+02 +1.2036e+00 +4.5237e-01 +3.5476e+00 +2.3912e+00 +1.7867e+00 +2.6869e+00 +2.3237e+00 -9.0635e-02 -1.1104e+00 +2.6045e+00 +8.8303e-01 +1.5574e+00 +3.9775e+00 -1.4194e+00 -1.5336e+00 -3.7688e+00 -3.0616e+00 +3.0632e+00 -2.3800e+00 +1.9200e+00
10774 +1.553108390e-03 +1.553108390e-03 -2.098784469e+02 -2.098784469e+02 +1.2294e+00 +4.4793e-01 +3.5524e+00 +2.3894e+00 +1.7865e+00 +2.6872e+00 +2.3209e+00 -9.0633e-02 -1.1102e+00 +2.6041e+00 +8.8282e-01 +1.5575e+00 +3.9775e+00 -1.4193e+00 -1.5336e+00 -3.7688e+00 -3.0616e+00 +3.0632e+00 -2.3800e+00 +1.9200e+00
10795 +7.920802841e-04 +7.920802841e-04 -2.098792079e+02 -2.098792079e+02 +1.2116e+00 +4.4909e-01 +3.5526e+00 +2.3904e+00 +1.7867e+00 +2.6874e+00 +2.3216e+00 -9.0569e-02 -1.1102e+00 +2.6042e+00 +8.8290e-01 +1.5575e+00 +3.9775e+00 -1.4193e+00 -1.5336e+00 -3.7688e+00 -3.0616e+00 +3.0632e+00 -2.3800e+00 +1.9200e+00
10816 +4.146077101e-04 +4.146077101e-04 -2.098795854e+02 -2.098795854e+02 +1.2058e+00 +4.4772e-01 +3.5521e+00 +2.3878e+00 +1.7869e+00 +2.6880e+00 +2.3218e+00 -9.0483e-02 -1.1104e+00 +2.6043e+00 +8.8292e-01 +1.5575e+00 +3.9776e+00 -1.4193e+00 -1.5336e+00 -3.7688e+00 -3.0616e+00 +3.0632e+00 -2.3800e+00 +1.9200e+00
10837 +3.020228151e-04 +3.020228151e-04 -2.098796980e+02 -2.098796980e+02 +1.2061e+00 +4.4797e-01 +3.5543e+00 +2.3878e+00 +1.7877e+00 +2.6887e+00 +2.3219e+00 -9.0465e-02 -1.1103e+00 +2.6042e+00 +8.8305e-01 +1.5576e+00 +3.9776e+00 -1.4192e+00 -1.5336e+00 -3.7688e+00 -3.0616e+00 +3.0632e+00 -2.3800e+00 +1.9200e+00
10858 +1.606188432e-04 +1.606188432e-04 -2.098798394e+02 -2.098798394e+02 +1.2075e+00 +4.4876e-01 +3.5555e+00 +2.3880e+00 +1.7871e+00 +2.6888e+00 +2.3216e+00 -9.0366e-02 -1.1103e+00 +2.6041e+00 +8.8307e-01 +1.5576e+00 +3.9776e+00 -1.4192e+00 -1.5336e+00 -3.7688e+00 -3.0616e+00 +3.0632e+00 -2.3800e+00 +1.9200e+00
10879 +8.751067503e-05 +8.751067503e-05 -2.098799125e+02 -2.098799125e+02 +1.2082e+00 +4.4935e-01 +3.5556e+00 +2.3874e+00 +1.7867e+00 +2.6888e+00 +2.3213e+00 -9.0274e-02 -1.1103e+00 +2.6040e+00 +8.8309e-01 +1.5576e+00 +3.9776e+00 -1.4192e+00 -1.5336e+00 -3.7688e+00 -3.0616e+00 +3.0632e+00 -2.3800e+00 +1.9200e+00
10900 +4.179153686e-05 +4.179153686e-05 -2.098799582e+02 -2.098799582e+02 +1.2075e+00 +4.4968e-01 +3.5550e+00 +2.3865e+00 +1.7858e+00 +2.6888e+00 +2.3213e+00 -9.0182e-02 -1.1105e+00 +2.6040e+00 +8.8314e-01 +1.5576e+00 +3.9776e+00 -1.4192e+00 -1.5336e+00 -3.7688e+00 -3.0616e+00 +3.0632e+00 -2.3800e+00 +1.9200e+00
10921 +1.892491906e-05 +1.892491906e-05 -2.098799811e+02 -2.098799811e+02 +1.2073e+00 +4.4852e-01 +3.5543e+00 +2.3865e+00 +1.7855e+00 +2.6888e+00 +2.3215e+00 -9.0182e-02 -1.1105e+00 +2.6040e+00 +8.8316e-01 +1.5576e+00 +3.9776e+00 -1.4192e+00 -1.5336e+00 -3.7688e+00 -3.0616e+00 +3.0632e+00 -2.3800e+00 +1.9200e+00
10942 +1.100617956e-05 +1.100617956e-05 -2.098799890e+02 -2.098799890e+02 +1.2072e+00 +4.4800e-01 +3.5544e+00 +2.3866e+00 +1.7855e+00 +2.6889e+00 +2.3216e+00 -9.0202e-02 -1.1105e+00 +2.6040e+00 +8.8318e-01 +1.5576e+00 +3.9776e+00 -1.4192e+00 -1.5336e+00 -3.7688e+00 -3.0616e+00 +3.0632e+00 -2.3800e+00 +1.9200e+00
10963 +4.064198976e-06 +4.064198976e-06 -2.098799959e+02 -2.098799959e+02 +1.2071e+00 +4.4769e-01 +3.5545e+00 +2.3866e+00 +1.7856e+00 +2.6888e+00 +2.3216e+00 -9.0273e-02 -1.1104e+00 +2.6040e+00 +8.8319e-01 +1.5576e+00 +3.9776e+00 -1.4192e+00 -1.5336e+00 -3.7688e+00 -3.0616e+00 +3.0632e+00 -2.3800e+00 +1.9200e+00
10984 +2.337980362e-06 +2.337980362e-06 -2.098799977e+02 -2.098799977e+02 +1.2072e+00 +4.4772e-01 +3.5545e+00 +2.3866e+00 +1.7857e+00 +2.6888e+00 +2.3216e+00 -9.0325e-02 -1.1104e+00 +2.6040e+00 +8.8320e-01 +1.5576e+00 +3.9776e+00 -1.4192e+00 -1.5336e+00 -3.7688e+00 -3.0616e+00 +3.0632e+00 -2.3800e+00 +1.9200e+00
11068 +1.173892144e-06 +1.173892144e-06 -2.098799988e+02 -2.098799988e+02 +1.2073e+00 +4.4789e-01 +3.5544e+00 +2.3866e+00 +1.7856e+00 +2.6887e+00 +2.3216e+00 -9.0410e-02 -1.1104e+00 +2.6040e+00 +8.8320e-01 +1.5576e+00 +3.9776e+00 -1.4192e+00 -1.5336e+00 -3.7688e+00 -3.0616e+00 +3.0632e+00 -2.3800e+00 +1.9200e+00
11089 +4.213710554e-07 +4.213710554e-07 -2.098799996e+02 -2.098799996e+02 +1.2073e+00 +4.4802e-01 +3.5544e+00 +2.3865e+00 +1.7856e+00 +2.6888e+00 +2.3216e+00 -9.0391e-02 -1.1104e+00 +2.6040e+00 +8.8320e-01 +1.5576e+00 +3.9776e+00 -1.4192e+00 -1.5336e+00 -3.7688e+00 -3.0616e+00 +3.0632e+00 -2.3800e+00 +1.9200e+00
11110 +2.058423831e-07 +2.058423831e-07 -2.098799998e+02 -2.098799998e+02 +1.2072e+00 +4.4806e-01 +3.5544e+00 +2.3864e+00 +1.7856e+00 +2.6888e+00 +2.3216e+00 -9.0386e-02 -1.1104e+00 +2.6040e+00 +8.8320e-01 +1.5576e+00 +3.9776e+00 -1.4192e+00 -1.5336e+00 -3.7688e+00 -3.0616e+00 +3.0632e+00 -2.3800e+00 +1.9200e+00
