% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
694 +2.233837501e+01 +2.233837501e+01 +5.230837501e+01 +5.230837501e+01 +6.9773e-01 -1.7187e+00 -3.7535e+00 -1.9181e+00 +3.1720e+00 +3.6112e+00 -3.8334e+00 -2.6626e+00 +1.0931e+00 -1.7478e+00 +1.5051e+00 -1.8587e+00 +4.1423e+00 +2.4056e+00 -1.5711e+00 +2.6622e+00 -2.4506e+00 -1.2666e+00 +1.4879e+00 -3.2789e+00
883 +1.484267604e+01 +1.484267604e+01 +4.481267604e+01 +4.481267604e+01 +7.2382e-01 -1.6967e+00 -3.7096e+00 -1.8910e+00 +3.1583e+00 +3.5824e+00 -3.8237e+00 -2.6812e+00 +1.0746e+00 -1.7439e+00 +1.4647e+00 -1.8744e+00 +4.0898e+00 +2.4117e+00 -1.5617e+00 +2.6439e+00 -2.4377e+00 -1.2524e+00 +1.4841e+00 -3.2315e+00
1072 +9.743821850e+00 +9.743821850e+00 +3.971382185e+01 +3.971382185e+01 +7.3952e-01 -1.6936e+00 -3.6969e+00 -1.8827e+00 +3.1320e+00 +3.5272e+00 -3.8182e+00 -2.7090e+00 +1.0564e+00 -1.7193e+00 +1.4611e+00 -1.8456e+00 +4.1111e+00 +2.4134e+00 -1.5607e+00 +2.6480e+00 -2.4427e+00 -1.2341e+00 +1.4578e+00 -3.2055e+00
1324 +5.834023207e+00 +5.834023207e+00 +3.580402321e+01 +3.580402321e+01 +7.4535e-01 -1.6868e+00 -3.7116e+00 -1.8854e+00 +3.1356e+00 +3.4941e+00 -3.8275e+00 -2.7101e+00 +1.0176e+00 -1.7270e+00 +1.4282e+00 -1.8291e+00 +4.0941e+00 +2.4278e+00 -1.5523e+00 +2.6437e+00 -2.4440e+00 -1.2145e+00 +1.4650e+00 -3.2049e+00
1576 +3.705542620e+00 +3.705542620e+00 +3.367554262e+01 +3.367554262e+01 +7.5948e-01 -1.6897e+00 -3.7240e+00 -1.8947e+00 +3.1354e+00 +3.4784e+00 -3.8369e+00 -2.7234e+00 +9.9136e-01 -1.7368e+00 +1.4208e+00 -1.8082e+00 +4.0839e+00 +2.4148e+00 -1.5467e+00 +2.6479e+00 -2.4655e+00 -1.1911e+00 +1.4758e+00 -3.2238e+00
1786 +2.486883636e+00 +2.486883636e+00 +3.245688364e+01 +3.245688364e+01 +7.7750e-01 -1.6921e+00 -3.7112e+00 -1.9070e+00 +3.1350e+00 +3.4654e+00 -3.8642e+00 -2.7575e+00 +9.5817e-01 -1.7549e+00 +1.3886e+00 -1.7878e+00 +4.0635e+00 +2.4001e+00 -1.5414e+00 +2.6538e+00 -2.5027e+00 -1.1291e+00 +1.4926e+00 -3.2568e+00
1954 +1.298648435e+00 +1.298648435e+00 +3.126864843e+01 +3.126864843e+01 +8.0144e-01 -1.6933e+00 -3.6943e+00 -1.9130e+00 +3.1273e+00 +3.4283e+00 -3.8813e+00 -2.7952e+00 +9.2558e-01 -1.7587e+00 +1.3540e+00 -1.7603e+00 +4.0482e+00 +2.3951e+00 -1.5339e+00 +2.6621e+00 -2.5297e+00 -1.0768e+00 +1.4934e+00 -3.2745e+00
2080 +9.489074406e-01 +9.489074406e-01 +3.091890744e+01 +3.091890744e+01 +8.1383e-01 -1.6957e+00 -3.6921e+00 -1.9180e+00 +3.1235e+00 +3.4106e+00 -3.8922e+00 -2.8152e+00 +9.0210e-01 -1.7648e+00 +1.3366e+00 -1.7428e+00 +4.0390e+00 +2.3884e+00 -1.5292e+00 +2.6652e+00 -2.5488e+00 -1.0459e+00 +1.4998e+00 -3.2844e+00
2206 +6.281848308e-01 +6.281848308e-01 +3.059818483e+01 +3.059818483e+01 +8.2595e-01 -1.6986e+00 -3.6849e+00 -1.9243e+00 +3.1228e+00 +3.3951e+00 -3.9063e+00 -2.8350e+00 +8.7982e-01 -1.7728e+00 +1.3145e+00 -1.7277e+00 +4.0258e+00 +2.3814e+00 -1.5253e+00 +2.6692e+00 -2.5695e+00 -1.0124e+00 +1.5062e+00 -3.3005e+00
2332 +3.863867853e-01 +3.863867853e-01 +3.035638679e+01 +3.035638679e+01 +8.3865e-01 -1.7001e+00 -3.6779e+00 -1.9277e+00 +3.1192e+00 +3.3779e+00 -3.9163e+00 -2.8552e+00 +8.6257e-01 -1.7766e+00 +1.2976e+00 -1.7130e+00 +4.0179e+00 +2.3762e+00 -1.5216e+00 +2.6730e+00 -2.5854e+00 -9.8419e-01 +1.5093e+00 -3.3114e+00
2500 +2.049555825e-01 +2.049555825e-01 +3.017495558e+01 +3.017495558e+01 +8.5142e-01 -1.7009e+00 -3.6726e+00 -1.9328e+00 +3.1164e+00 +3.3598e+00 -3.9280e+00 -2.8750e+00 +8.4017e-01 -1.7821e+00 +1.2780e+00 -1.6975e+00 +4.0068e+00 +2.3699e+00 -1.5168e+00 +2.6765e+00 -2.6031e+00 -9.5287e-01 +1.5150e+00 -3.3223e+00
2605 +1.552636982e-01 +1.552636982e-01 +3.012526370e+01 +3.012526370e+01 +8.5612e-01 -1.7017e+00 -3.6704e+00 -1.9348e+00 +3.1155e+00 +3.3539e+00 -3.9327e+00 -2.8821e+00 +8.3260e-01 -1.7843e+00 +1.2712e+00 -1.6918e+00 +4.0028e+00 +2.3675e+00 -1.5158e+00 +2.6780e+00 -2.6102e+00 -9.4152e-01 +1.5169e+00 -3.3274e+00
2773 +8.693242527e-02 +8.693242527e-02 +3.005693243e+01 +3.005693243e+01 +8.6367e-01 -1.7027e+00 -3.6660e+00 -1.9375e+00 +3.1135e+00 +3.3433e+00 -3.9399e+00 -2.8947e+00 +8.2008e-01 -1.7873e+00 +1.2591e+00 -1.6824e+00 +3.9968e+00 +2.3642e+00 -1.5131e+00 +2.6800e+00 -2.6211e+00 -9.2241e-01 +1.5196e+00 -3.3349e+00
2899 +5.559352639e-02 +5.559352639e-02 +3.002559353e+01 +3.002559353e+01 +8.6785e-01 -1.7031e+00 -3.6641e+00 -1.9391e+00 +3.1126e+00 +3.3376e+00 -3.9435e+00 -2.9008e+00 +8.1321e-01 -1.7891e+00 +1.2531e+00 -1.6776e+00 +3.9934e+00 +2.3624e+00 -1.5117e+00 +2.6813e+00 -2.6265e+00 -9.1293e-01 +1.5214e+00 -3.3384e+00
3046 +3.670921581e-02 +3.670921581e-02 +3.000670922e+01 +3.000670922e+01 +8.7014e-01 -1.7034e+00 -3.6630e+00 -1.9400e+00 +3.1122e+00 +3.3346e+00 -3.9456e+00 -2.9045e+00 +8.0944e-01 -1.7902e+00 +1.2497e+00 -1.6748e+00 +3.9914e+00 +2.3611e+00 -1.5110e+00 +2.6820e+00 -2.6299e+00 -9.0715e-01 +1.5224e+00 -3.3407e+00
3214 +2.114418901e-02 +2.114418901e-02 +2.999114419e+01 +2.999114419e+01 +8.7124e-01 -1.7036e+00 -3.6624e+00 -1.9404e+00 +3.1119e+00 +3.3331e+00 -3.9467e+00 -2.9062e+00 +8.0757e-01 -1.7907e+00 +1.2479e+00 -1.6734e+00 +3.9905e+00 +2.3606e+00 -1.5106e+00 +2.6823e+00 -2.6316e+00 -9.0442e-01 +1.5228e+00 -3.3419e+00
3340 +1.543058036e-02 +1.543058036e-02 +2.998543058e+01 +2.998543058e+01 +8.7262e-01 -1.7038e+00 -3.6617e+00 -1.9409e+00 +3.1116e+00 +3.3312e+00 -3.9480e+00 -2.9084e+00 +8.0537e-01 -1.7912e+00 +1.2459e+00 -1.6718e+00 +3.9895e+00 +2.3601e+00 -1.5102e+00 +2.6827e+00 -2.6335e+00 -9.0118e-01 +1.5232e+00 -3.3431e+00
3529 +8.343317456e-03 +8.343317456e-03 +2.997834332e+01 +2.997834332e+01 +8.7314e-01 -1.7038e+00 -3.6614e+00 -1.9411e+00 +3.1115e+00 +3.3305e+00 -3.9484e+00 -2.9092e+00 +8.0446e-01 -1.7914e+00 +1.2451e+00 -1.6711e+00 +3.9890e+00 +2.3598e+00 -1.5100e+00 +2.6828e+00 -2.6342e+00 -8.9989e-01 +1.5235e+00 -3.3436e+00
3655 +5.327781812e-03 +5.327781812e-03 +2.997532778e+01 +2.997532778e+01 +8.7336e-01 -1.7039e+00 -3.6613e+00 -1.9412e+00 +3.1114e+00 +3.3302e+00 -3.9486e+00 -2.9096e+00 +8.0410e-01 -1.7916e+00 +1.2448e+00 -1.6709e+00 +3.9888e+00 +2.3597e+00 -1.5099e+00 +2.6829e+00 -2.6345e+00 -8.9933e-01 +1.5236e+00 -3.3438e+00
3823 +3.587154281e-03 +3.587154281e-03 +2.997358715e+01 +2.997358715e+01 +8.7375e-01 -1.7039e+00 -3.6611e+00 -1.9414e+00 +3.1114e+00 +3.3297e+00 -3.9490e+00 -2.9102e+00 +8.0347e-01 -1.7917e+00 +1.2442e+00 -1.6704e+00 +3.9885e+00 +2.3595e+00 -1.5098e+00 +2.6830e+00 -2.6351e+00 -8.9838e-01 +1.5238e+00 -3.3442e+00
4033 +2.170656343e-03 +2.170656343e-03 +2.997217066e+01 +2.997217066e+01 +8.7411e-01 -1.7040e+00 -3.6609e+00 -1.9415e+00 +3.1113e+00 +3.3292e+00 -3.9493e+00 -2.9107e+00 +8.0288e-01 -1.7919e+00 +1.2436e+00 -1.6699e+00 +3.9882e+00 +2.3593e+00 -1.5097e+00 +2.6831e+00 -2.6356e+00 -8.9750e-01 +1.5239e+00 -3.3445e+00
4222 +1.274190107e-03 +1.274190107e-03 +2.997127419e+01 +2.997127419e+01 +8.7421e-01 -1.7040e+00 -3.6609e+00 -1.9415e+00 +3.1112e+00 +3.3291e+00 -3.9494e+00 -2.9109e+00 +8.0272e-01 -1.7919e+00 +1.2435e+00 -1.6698e+00 +3.9882e+00 +2.3593e+00 -1.5097e+00 +2.6831e+00 -2.6357e+00 -8.9727e-01 +1.5239e+00 -3.3446e+00
4348 +8.906233866e-04 +8.906233866e-04 +2.997089062e+01 +2.997089062e+01 +8.7429e-01 -1.7040e+00 -3.6609e+00 -1.9416e+00 +3.1112e+00 +3.3290e+00 -3.9495e+00 -2.9110e+00 +8.0258e-01 -1.7919e+00 +1.2434e+00 -1.6697e+00 +3.9881e+00 +2.3593e+00 -1.5096e+00 +2.6832e+00 -2.6358e+00 -8.9708e-01 +1.5240e+00 -3.3447e+00
4474 +6.057902206e-04 +6.057902206e-04 +2.997060579e+01 +2.997060579e+01 +8.7416e-01 -1.7040e+00 -3.6609e+00 -1.9415e+00 +3.1113e+00 +3.3291e+00 -3.9494e+00 -2.9108e+00 +8.0279e-01 -1.7919e+00 +1.2436e+00 -1.6699e+00 +3.9882e+00 +2.3593e+00 -1.5097e+00 +2.6831e+00 -2.6357e+00 -8.9738e-01 +1.5239e+00 -3.3446e+00
4705 +3.469014450e-04 +3.469014450e-04 +2.997034690e+01 +2.997034690e+01 +8.7399e-01 -1.7039e+00 -3.6610e+00 -1.9414e+00 +3.1113e+00 +3.3294e+00 -3.9492e+00 -2.9106e+00 +8.0307e-01 -1.7918e+00 +1.2438e+00 -1.6701e+00 +3.9883e+00 +2.3594e+00 -1.5097e+00 +2.6831e+00 -2.6354e+00 -8.9779e-01 +1.5238e+00 -3.3444e+00
4880 +2.505596727e-04 +2.505596727e-04 +2.997025056e+01 +2.997025056e+01 +8.7406e-01 -1.7040e+00 -3.6610e+00 -1.9415e+00 +3.1113e+00 +3.3293e+00 -3.9493e+00 -2.9107e+00 +8.0296e-01 -1.7919e+00 +1.2437e+00 -1.6700e+00 +3.9883e+00 +2.3594e+00 -1.5097e+00 +2.6831e+00 -2.6355e+00 -8.9763e-01 +1.5239e+00 -3.3445e+00
5171 +1.560420103e-04 +1.560420103e-04 +2.997015604e+01 +2.997015604e+01 +8.7403e-01 -1.7040e+00 -3.6610e+00 -1.9415e+00 +3.1113e+00 +3.3293e+00 -3.9493e+00 -2.9106e+00 +8.0301e-01 -1.7918e+00 +1.2438e+00 -1.6700e+00 +3.9883e+00 +2.3594e+00 -1.5097e+00 +2.6831e+00 -2.6355e+00 -8.9769e-01 +1.5239e+00 -3.3445e+00
5317 +9.936743023e-05 +9.936743023e-05 +2.997009937e+01 +2.997009937e+01 +8.7403e-01 -1.7040e+00 -3.6610e+00 -1.9415e+00 +3.1113e+00 +3.3293e+00 -3.9493e+00 -2.9106e+00 +8.0301e-01 -1.7918e+00 +1.2438e+00 -1.6700e+00 +3.9883e+00 +2.3594e+00 -1.5097e+00 +2.6831e+00 -2.6355e+00 -8.9770e-01 +1.5239e+00 -3.3444e+00
5530 +6.159985842e-05 +6.159985842e-05 +2.997006160e+01 +2.997006160e+01 +8.7403e-01 -1.7040e+00 -3.6610e+00 -1.9415e+00 +3.1113e+00 +3.3293e+00 -3.9493e+00 -2.9106e+00 +8.0302e-01 -1.7918e+00 +1.2438e+00 -1.6701e+00 +3.9883e+00 +2.3594e+00 -1.5097e+00 +2.6831e+00 -2.6355e+00 -8.9771e-01 +1.5239e+00 -3.3444e+00
5881 +3.755669206e-05 +3.755669206e-05 +2.997003756e+01 +2.997003756e+01 +8.7402e-01 -1.7040e+00 -3.6610e+00 -1.9415e+00 +3.1113e+00 +3.3293e+00 -3.9493e+00 -2.9106e+00 +8.0302e-01 -1.7918e+00 +1.2438e+00 -1.6701e+00 +3.9883e+00 +2.3594e+00 -1.5097e+00 +2.6831e+00 -2.6355e+00 -8.9772e-01 +1.5239e+00 -3.3444e+00
280459 +2.453147932e-05 +2.453147932e-05 +2.997002453e+01 +2.997002453e+01 +8.7421e-01 -1.7040e+00 -3.6609e+00 -1.9415e+00 +3.1112e+00 +3.3291e+00 -3.9494e+00 -2.9109e+00 +8.0271e-01 -1.7919e+00 +1.2435e+00 -1.6698e+00 +3.9882e+00 +2.3593e+00 -1.5097e+00 +2.6831e+00 -2.6357e+00 -8.9725e-01 +1.5239e+00 -3.3446e+00
% function evaluation | noise-free fitness - Fopt (-5.171000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.422128854e+03 +3.422128854e+03 +3.370418854e+03 +3.370418854e+03 -4.7868e+00 +3.9081e-01 -6.3631e-01 -1.4039e+00 +5.5780e-01 -2.1804e+00 +2.4778e+00 -4.7011e+00 +1.9088e+00 +2.9576e+00 +1.6657e+00 -1.9456e+00 -4.9593e+00 +2.8132e+00 -4.5397e-01 +8.4767e-01 -2.8530e+00 -1.7906e+00 +8.4411e-01 +4.0954e+00
43 +2.012547549e+03 +2.012547549e+03 +1.960837549e+03 +1.960837549e+03 +2.4524e+00 +1.5370e+00 -2.5744e+00 -6.3346e+00 +8.5497e-01 +2.6488e+00 -3.4501e+00 +6.3713e-01 -3.4800e+00 -1.6805e+00 +4.6815e+00 -2.0373e-01 -5.0254e+00 -2.5741e+00 -2.0999e+00 +1.4392e+00 -3.7296e+00 -1.3697e+00 +2.2412e+00 +4.7872e+00
64 +1.132946734e+03 +1.132946734e+03 +1.081236734e+03 +1.081236734e+03 +9.9768e-01 +1.6426e+00 -3.1199e+00 -4.2629e+00 +4.5406e-01 +9.6977e-01 -1.8594e+00 +1.7832e-01 -1.5517e+00 +9.2645e-01 +4.1034e+00 -2.0253e-01 -2.8759e+00 -2.3715e-01 -1.7846e+00 +1.2109e+00 -3.8376e+00 +2.7212e-01 +1.8515e+00 +4.0514e+00
85 +6.415853725e+02 +6.415853725e+02 +5.898753725e+02 +5.898753725e+02 +2.6543e+00 +2.3341e+00 -4.8287e+00 -3.3204e+00 +1.0042e+00 +1.4993e+00 -2.7207e+00 +3.1259e+00 -2.1499e+00 +1.8346e+00 +4.4965e+00 +1.3142e+00 +1.9581e+00 +3.9212e-01 -2.7759e+00 +1.3400e+00 -4.7066e+00 +3.5771e+00 +1.6902e+00 +3.3482e+00
127 +3.365050075e+02 +3.365050075e+02 +2.847950075e+02 +2.847950075e+02 +3.1851e+00 +2.3642e+00 -4.5292e+00 -3.5582e+00 +1.7270e+00 +1.8840e+00 -3.2299e+00 +3.8439e+00 -3.0177e+00 +7.9362e-01 +4.2578e+00 +1.8511e+00 +3.1707e+00 -1.9365e-01 -3.2541e+00 +1.8991e+00 -4.7509e+00 +4.0260e+00 +1.5926e+00 +3.3896e+00
169 +2.021841474e+02 +2.021841474e+02 +1.504741474e+02 +1.504741474e+02 +3.2165e+00 +2.4834e+00 -4.0143e+00 -3.9735e+00 +1.6123e+00 +1.6363e+00 -3.4586e+00 +3.4885e+00 -3.1891e+00 +2.4940e-01 +4.0355e+00 +1.8798e+00 +3.1217e+00 -5.4864e-01 -3.2424e+00 +2.4332e+00 -4.4889e+00 +3.9086e+00 +1.6552e+00 +3.3795e+00
211 +1.522048085e+02 +1.522048085e+02 +1.004948085e+02 +1.004948085e+02 +2.7756e+00 +2.5858e+00 -3.5167e+00 -4.0006e+00 +1.5896e+00 +1.5384e+00 -3.4846e+00 +3.0098e+00 -3.1862e+00 +9.3409e-02 +3.8688e+00 +1.8903e+00 +3.0712e+00 -5.1813e-01 -3.3258e+00 +2.6238e+00 -4.4196e+00 +3.7207e+00 +1.6035e+00 +3.4454e+00
295 +8.735794913e+01 +8.735794913e+01 +3.564794913e+01 +3.564794913e+01 +2.6579e+00 +2.8199e+00 -3.2311e+00 -4.0474e+00 +1.1814e+00 +1.3156e+00 -3.6259e+00 +2.7122e+00 -3.0821e+00 +1.4139e-01 +3.9772e+00 +1.8694e+00 +3.0876e+00 -2.9022e-01 -3.2941e+00 +2.9207e+00 -4.4809e+00 +3.5748e+00 +1.7127e+00 +3.3101e+00
463 +5.406382760e+01 +5.406382760e+01 +2.353827603e+00 +2.353827603e+00 +2.7444e+00 +2.8772e+00 -3.5061e+00 -3.9388e+00 +1.1756e+00 +1.5660e+00 -3.4955e+00 +3.1127e+00 -3.3419e+00 +3.0416e-01 +4.0122e+00 +1.9540e+00 +3.2716e+00 +1.1996e-01 -3.1274e+00 +2.9688e+00 -4.4045e+00 +3.5648e+00 +1.7263e+00 +3.3609e+00
652 +3.627580134e+01 +3.627580134e+01 -1.543419866e+01 -1.543419866e+01 +2.6584e+00 +2.9045e+00 -3.3185e+00 -3.8410e+00 +1.2207e+00 +1.6028e+00 -3.5356e+00 +2.9654e+00 -3.4227e+00 +1.8819e-01 +3.9904e+00 +1.9279e+00 +3.1009e+00 +2.0548e-01 -3.1078e+00 +3.1958e+00 -4.2927e+00 +3.4912e+00 +1.6720e+00 +3.2230e+00
862 +2.354406461e+01 +2.354406461e+01 -2.816593539e+01 -2.816593539e+01 +2.6473e+00 +2.9563e+00 -3.3978e+00 -3.7775e+00 +1.1217e+00 +1.5609e+00 -3.5584e+00 +3.0223e+00 -3.4417e+00 +2.4733e-01 +3.9701e+00 +1.9143e+00 +3.0540e+00 +3.2239e-01 -3.0257e+00 +3.2318e+00 -4.2245e+00 +3.4194e+00 +1.6695e+00 +3.2601e+00
988 +1.574217017e+01 +1.574217017e+01 -3.596782983e+01 -3.596782983e+01 +2.6751e+00 +2.9745e+00 -3.4147e+00 -3.7780e+00 +1.1229e+00 +1.5861e+00 -3.5273e+00 +3.0515e+00 -3.5042e+00 +2.3851e-01 +3.9973e+00 +1.9558e+00 +3.1082e+00 +3.9420e-01 -3.0208e+00 +3.2471e+00 -4.2350e+00 +3.4091e+00 +1.6866e+00 +3.2238e+00
1240 +8.678007885e+00 +8.678007885e+00 -4.303199211e+01 -4.303199211e+01 +2.6609e+00 +2.9886e+00 -3.4006e+00 -3.7851e+00 +1.1239e+00 +1.6183e+00 -3.5109e+00 +3.1244e+00 -3.5392e+00 +2.3146e-01 +3.9867e+00 +1.9798e+00 +3.1213e+00 +4.2345e-01 -2.9975e+00 +3.2864e+00 -4.1938e+00 +3.4017e+00 +1.6953e+00 +3.2521e+00
1366 +6.282170525e+00 +6.282170525e+00 -4.542782948e+01 -4.542782948e+01 +2.6587e+00 +2.9833e+00 -3.3925e+00 -3.7697e+00 +1.1282e+00 +1.6288e+00 -3.5132e+00 +3.1317e+00 -3.5559e+00 +2.1986e-01 +3.9799e+00 +1.9920e+00 +3.1198e+00 +4.5191e-01 -2.9847e+00 +3.3085e+00 -4.1705e+00 +3.3858e+00 +1.6906e+00 +3.2519e+00
1597 +3.610611549e+00 +3.610611549e+00 -4.809938845e+01 -4.809938845e+01 +2.6428e+00 +3.0181e+00 -3.3828e+00 -3.7494e+00 +1.1167e+00 +1.6358e+00 -3.5124e+00 +3.1490e+00 -3.5906e+00 +2.1017e-01 +3.9542e+00 +2.0011e+00 +3.1069e+00 +5.1260e-01 -2.9554e+00 +3.3681e+00 -4.1193e+00 +3.3455e+00 +1.6851e+00 +3.2624e+00
1765 +2.145178976e+00 +2.145178976e+00 -4.956482102e+01 -4.956482102e+01 +2.6309e+00 +3.0582e+00 -3.3838e+00 -3.7147e+00 +1.0899e+00 +1.6580e+00 -3.5036e+00 +3.1940e+00 -3.6552e+00 +2.0437e-01 +3.9434e+00 +2.0234e+00 +3.1095e+00 +6.2273e-01 -2.9107e+00 +3.4484e+00 -4.0566e+00 +3.2995e+00 +1.6837e+00 +3.2516e+00
1912 +1.499994689e+00 +1.499994689e+00 -5.021000531e+01 -5.021000531e+01 +2.6265e+00 +3.0758e+00 -3.3737e+00 -3.7040e+00 +1.0814e+00 +1.6725e+00 -3.5025e+00 +3.2182e+00 -3.6889e+00 +1.9882e-01 +3.9380e+00 +2.0364e+00 +3.1183e+00 +6.6905e-01 -2.8924e+00 +3.4897e+00 -4.0285e+00 +3.2806e+00 +1.6873e+00 +3.2502e+00
2080 +8.710022911e-01 +8.710022911e-01 -5.083899771e+01 -5.083899771e+01 +2.6149e+00 +3.0964e+00 -3.3688e+00 -3.6853e+00 +1.0702e+00 +1.6865e+00 -3.4976e+00 +3.2394e+00 -3.7213e+00 +1.9282e-01 +3.9275e+00 +2.0473e+00 +3.1138e+00 +7.2210e-01 -2.8675e+00 +3.5333e+00 -3.9920e+00 +3.2533e+00 +1.6835e+00 +3.2479e+00
2248 +5.771977457e-01 +5.771977457e-01 -5.113280225e+01 -5.113280225e+01 +2.6142e+00 +3.1049e+00 -3.3680e+00 -3.6774e+00 +1.0639e+00 +1.6919e+00 -3.4946e+00 +3.2484e+00 -3.7372e+00 +1.8891e-01 +3.9248e+00 +2.0536e+00 +3.1156e+00 +7.4927e-01 -2.8558e+00 +3.5536e+00 -3.9765e+00 +3.2437e+00 +1.6842e+00 +3.2462e+00
2416 +3.425865287e-01 +3.425865287e-01 -5.136741347e+01 -5.136741347e+01 +2.6115e+00 +3.1127e+00 -3.3669e+00 -3.6729e+00 +1.0602e+00 +1.6953e+00 -3.4931e+00 +3.2578e+00 -3.7493e+00 +1.8811e-01 +3.9225e+00 +2.0581e+00 +3.1176e+00 +7.6616e-01 -2.8492e+00 +3.5677e+00 -3.9643e+00 +3.2361e+00 +1.6848e+00 +3.2468e+00
