% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
4327 +3.725414182e+02 +3.725414182e+02 +4.425714182e+02 +4.425714182e+02 +1.2483e+00 -1.6029e+00 -5.8034e+00 -2.1174e+00 +1.3430e+00 -5.3463e+00 +6.6781e-01 +2.8116e-01 -3.5693e+00 -6.6238e-01 +1.7894e+00 +1.2417e+00 +4.8583e+00 +1.2523e+00 -3.0874e+00 -7.8952e-01 +1.2282e-01 +1.0624e+00 -2.3541e+00 -3.0279e+00
% function evaluation | noise-free fitness - Fopt (-4.822000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.420624684e+03 +1.420624684e+03 +1.372404684e+03 +1.372404684e+03 +4.0187e+00 +2.5982e+00 +2.9112e+00 -3.2076e+00 -4.0836e+00 -3.8374e+00 +3.2515e+00 -1.7777e+00 +5.8502e-01 -6.3397e-02 -2.9313e+00 +1.8794e+00 +1.9570e+00 +2.5099e-01 -1.4219e+00 -4.2911e+00 -2.7506e+00 +3.8471e+00 +3.9825e+00 +4.6175e+00
2668 +9.104950114e+02 +9.104950114e+02 +8.622750114e+02 +8.622750114e+02 +1.1834e+00 +2.9891e+00 -3.4628e+00 +4.0725e+00 -1.5954e+00 -2.4370e+00 -3.5120e+00 -2.6586e-01 +5.7887e-01 +1.9946e-01 +6.8133e-01 -3.6242e+00 +2.8915e+00 +1.9100e+00 +1.7490e-01 -1.3432e+00 -2.9442e+00 -4.8984e+00 -1.5520e+00 -2.2054e+00
2878 +6.229891029e+02 +6.229891029e+02 +5.747691029e+02 +5.747691029e+02 +8.1247e-01 +2.3430e+00 -3.9947e+00 +4.4159e+00 -2.1624e+00 -2.4121e+00 -3.3771e+00 -3.9477e-02 +5.2466e-01 +1.3437e+00 +1.0332e+00 -3.3700e+00 +3.3533e+00 +1.9649e+00 -2.0485e-01 -1.3299e+00 -2.8838e+00 -4.5824e+00 -1.8794e+00 -1.3398e+00
12874 +3.916062959e+02 +3.916062959e+02 +3.433862959e+02 +3.433862959e+02 -5.4784e-01 -3.4086e+00 -5.6896e-01 +1.7172e+00 -2.1927e+00 +3.1751e+00 -8.0793e-01 -1.3669e+00 -4.0405e+00 +1.8621e-01 -1.2967e+00 -2.8493e+00 +1.4474e-01 +1.4352e+00 -3.5867e+00 +4.4432e+00 -2.8693e+00 -1.0037e+00 -2.7077e-01 +4.7949e+00
26797 +2.480249502e+02 +2.480249502e+02 +1.998049502e+02 +1.998049502e+02 -1.3250e+00 -1.6174e+00 -1.3070e+00 -8.2498e-01 -2.4821e+00 -2.8136e-01 -6.5099e+00 -2.9789e+00 -2.7493e+00 +2.3962e+00 +3.1385e+00 -2.6982e+00 -3.1080e-01 +3.7818e+00 -4.0590e+00 +8.5014e-01 -3.4809e+00 -7.7974e-01 +2.7899e+00 -9.0719e-03
% function evaluation | noise-free fitness - Fopt (2.547000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.992988693e+03 +1.992988693e+03 +2.018458693e+03 +2.018458693e+03 -2.1206e+00 +4.6177e-01 +3.4405e+00 +2.0744e+00 -2.4345e+00 +7.3219e-01 -4.1057e+00 -1.9208e+00 -2.1579e+00 +1.7989e+00 +3.1519e+00 -3.3680e+00 +4.2803e+00 -2.6889e+00 -1.3520e+00 -4.1558e+00 +1.1027e-01 -3.3080e+00 -3.2322e-01 +1.8488e+00
22 +1.355129057e+03 +1.355129057e+03 +1.380599057e+03 +1.380599057e+03 -2.6030e+00 +1.3141e-01 +2.8878e+00 +1.7108e+00 -2.5400e+00 +1.3015e+00 -4.1433e+00 -1.7116e+00 -2.4467e+00 +1.5493e+00 +2.6810e+00 -4.3680e+00 +4.1195e+00 -2.6185e+00 -7.9362e-01 -4.3439e+00 +2.0872e-01 -3.0788e+00 -1.2892e+00 +1.6430e+00
64 +9.547931507e+02 +9.547931507e+02 +9.802631507e+02 +9.802631507e+02 -4.0153e+00 -1.1606e+00 +2.1013e+00 +1.2581e+00 -2.1078e+00 +2.9124e+00 -4.0414e+00 -1.3542e+00 -3.1133e+00 +8.4202e-01 +1.5039e+00 -6.2569e+00 +3.7135e+00 -1.9774e+00 +8.6240e-01 -4.8811e+00 +2.4031e-01 -2.0520e+00 -2.5057e+00 +1.1632e+00
463 +6.242205674e+02 +6.242205674e+02 +6.496905674e+02 +6.496905674e+02 -6.6084e+00 -2.8123e+00 +3.7285e+00 -4.8432e-01 -5.2956e-01 +1.1438e+00 -4.0354e+00 -3.4659e-01 -1.1088e+00 +3.2756e+00 +4.5394e+00 -3.4077e+00 +1.1031e+00 -1.2285e+00 +1.2407e+00 -5.3922e+00 +1.3112e-01 -1.2253e+00 -7.4499e-01 -2.1948e+00
6133 +3.930880755e+02 +3.930880755e+02 +4.185580755e+02 +4.185580755e+02 -4.3843e+00 -1.0139e+00 +2.2490e+00 -4.7970e+00 -1.6262e+00 +2.4286e+00 -1.6147e+00 -2.0672e+00 +4.6489e+00 -1.2426e+00 -1.1559e-01 -3.5308e+00 +4.5485e+00 +9.3424e-01 +1.3233e+00 -4.3578e+00 +1.6639e+00 +3.8529e+00 +1.0716e+00 +1.4776e+00
34882 +2.419973221e+02 +2.419973221e+02 +2.674673221e+02 +2.674673221e+02 -4.7051e+00 -1.1434e+00 -3.2126e+00 -4.2731e+00 -1.2808e+00 +1.4049e+00 -2.3563e+00 -5.4358e-01 +1.2113e+00 +2.6187e+00 -4.1005e+00 -2.4999e+00 -5.1674e-01 -1.5610e+00 +3.7852e+00 -1.4548e+00 -1.0661e+00 +2.3146e+00 +2.5047e+00 -3.6616e-01
% function evaluation | noise-free fitness - Fopt (-1.008100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.712621873e+03 +4.712621873e+03 +4.611811873e+03 +4.611811873e+03 +3.6363e+00 -1.8208e+00 -2.8643e-01 +2.5379e+00 +3.4077e-01 -1.1349e+00 -2.9601e+00 -3.9651e+00 +3.7109e-02 -4.7588e+00 +3.7336e+00 +2.0877e+00 +4.4953e+00 +4.8861e+00 -3.9004e-01 -4.7412e+00 -6.0386e-01 +1.2627e+00 -9.7404e-01 +8.5390e-01
22 +3.242227000e+03 +3.242227000e+03 +3.141417000e+03 +3.141417000e+03 +3.0299e+00 -1.6374e+00 +3.8035e-02 +2.2800e+00 +5.6937e-01 -1.2485e+00 -2.8607e+00 -4.0815e+00 -9.6289e-01 -4.7439e+00 +3.8707e+00 +1.3592e+00 +4.1179e+00 +4.4188e+00 +1.4069e-01 -4.1983e+00 -2.5102e-01 +1.0186e+00 -1.2122e+00 +7.2587e-01
43 +1.689934229e+03 +1.689934229e+03 +1.589124229e+03 +1.589124229e+03 +2.0541e+00 -1.2814e+00 +3.3026e-01 +1.7192e+00 +7.4584e-01 -1.1476e+00 -1.8246e+00 -3.9503e+00 -2.3386e+00 -4.5602e+00 +4.4143e+00 +4.1188e-01 +3.4100e+00 +4.2077e+00 +6.0532e-01 -3.8104e+00 -3.0434e-02 +5.2514e-01 -1.6247e+00 +3.5141e-01
64 +1.236532378e+03 +1.236532378e+03 +1.135722378e+03 +1.135722378e+03 +1.7225e+00 -6.1283e-01 +8.5068e-01 +1.1415e+00 +9.7670e-01 -9.1926e-01 -1.5604e+00 -3.9610e+00 -3.6454e+00 -4.4369e+00 +4.3831e+00 -2.7986e-01 +3.0595e+00 +4.3751e+00 +1.0016e+00 -3.6909e+00 +3.5268e-01 -3.2591e-02 -1.5852e+00 +2.6005e-01
211 +9.652130857e+02 +9.652130857e+02 +8.644030857e+02 +8.644030857e+02 +7.8675e-01 +1.2752e+00 +2.3647e+00 -8.5162e-01 +1.2955e+00 +2.5899e-01 -9.1721e-01 -4.1206e+00 -7.0662e+00 -3.9322e+00 +4.7216e+00 -2.5045e+00 +2.2382e+00 +4.4768e+00 +2.1585e+00 -2.6028e+00 +2.2276e+00 -2.1723e+00 -1.4493e+00 +8.6634e-01
484 +6.031574692e+02 +6.031574692e+02 +5.023474692e+02 +5.023474692e+02 +2.9022e+00 +1.8361e+00 +6.9941e-01 +1.6513e+00 +4.0539e-01 -1.5467e-01 -2.4715e+00 -6.9139e-01 -6.0479e+00 -3.8303e+00 +4.8277e+00 -6.4182e-01 +2.7002e+00 +1.4004e+00 +5.1358e+00 +4.2448e-01 +1.9760e+00 -1.4839e+00 -1.3346e+00 +1.3549e+00
4180 +3.854506519e+02 +3.854506519e+02 +2.846406519e+02 +2.846406519e+02 -3.5195e+00 +6.9875e-01 +3.8711e+00 +1.9597e+00 +1.2609e+00 +6.3390e-01 +4.0416e+00 +1.6537e+00 -5.8977e+00 -2.4838e+00 +6.5265e-01 -6.2280e+00 +2.6185e+00 -5.5083e-01 +3.4915e+00 +2.5875e+00 +2.7870e+00 -2.8981e+00 +4.6541e+00 +6.4059e-01
20728 +2.459233295e+02 +2.459233295e+02 +1.451133295e+02 +1.451133295e+02 +2.2826e+00 +2.1986e+00 -6.0228e-01 -2.0430e+00 +3.5962e+00 +8.9933e-01 +1.3367e+00 -4.9828e+00 -4.2986e+00 -2.0109e+00 +2.4313e+00 -1.5426e+00 +2.7055e+00 -2.3933e+00 +3.3308e-01 +4.1492e+00 +5.7627e-01 -2.0368e+00 +6.8369e-01 +2.4413e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.437935721e+03 +1.437935721e+03 +2.437935721e+03 +2.437935721e+03 +2.5673e+00 +4.1858e+00 +2.8501e-01 +3.4117e+00 -3.6338e+00 -3.8382e+00 +4.0126e+00 +3.8754e+00 +2.2628e+00 -2.2598e-01 -4.2327e-01 +2.0183e+00 -1.1859e+00 -4.3650e-01 -1.1239e+00 +1.4349e+00 -3.6694e+00 +2.1301e+00 +4.4719e+00 +6.6209e-01
862 +9.640108207e+02 +9.640108207e+02 +1.964010821e+03 +1.964010821e+03 -6.7148e-01 +3.6358e+00 -2.3449e+00 +2.5856e-01 -8.0268e-02 +9.2891e-01 -3.0202e+00 +1.2633e+00 -1.0653e+00 +3.2693e+00 -2.9218e+00 +2.9620e+00 -3.0976e+00 +1.8204e-01 +2.6777e+00 -1.0928e+00 -1.1500e+00 +1.6538e+00 -5.1276e-01 -9.4951e-01
3634 +5.816086843e+02 +5.816086843e+02 +1.581608684e+03 +1.581608684e+03 -4.8843e+00 +1.4721e+00 +2.2238e+00 +2.4663e-01 +1.7711e+00 -4.8678e-01 -3.0797e+00 -1.8689e+00 -2.5133e+00 -3.5464e+00 -6.4758e+00 -1.7039e+00 +5.3756e-01 -6.3894e+00 +4.5740e+00 +5.9949e+00 +3.2813e+00 +3.0452e+00 -3.3488e+00 -1.0274e+00
19048 +3.953833103e+02 +3.953833103e+02 +1.395383310e+03 +1.395383310e+03 +1.5302e+00 +2.9385e+00 +4.4457e-01 +4.6299e+00 +4.7902e+00 -3.2033e+00 +2.6295e+00 -4.5756e-01 +7.2374e-01 -1.7680e+00 -1.2190e+00 -6.7262e+00 -3.3721e+00 -4.7420e+00 +3.5623e+00 +2.2216e-02 +1.4642e+00 -1.4630e+00 -2.2233e+00 -2.2663e+00
% function evaluation | noise-free fitness - Fopt (7.003000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.523418457e+03 +2.523418457e+03 +2.593448457e+03 +2.593448457e+03 +2.7580e+00 -1.5233e+00 -2.1017e+00 -1.4596e-01 +1.2596e+00 +3.8764e+00 +4.4775e+00 +2.3135e+00 +1.1668e+00 +4.2876e+00 +3.0449e+00 +1.3557e+00 -4.5859e+00 +1.1551e+00 -3.4966e+00 -3.2020e-01 -4.8286e+00 +3.5445e+00 +3.9902e-01 -1.1764e+00
22 +2.099503312e+03 +2.099503312e+03 +2.169533312e+03 +2.169533312e+03 +3.0302e+00 -1.9922e+00 -2.2139e+00 -7.8525e-02 +1.0816e+00 +3.5324e+00 +4.5608e+00 +2.4242e+00 +2.3186e-01 +4.6859e+00 +3.1155e+00 +3.5571e-01 -3.8803e+00 +1.4830e+00 -3.0376e+00 -3.4465e-01 -4.6413e+00 +3.1755e+00 -3.6825e-01 -1.3917e+00
64 +1.534281838e+03 +1.534281838e+03 +1.604311838e+03 +1.604311838e+03 +3.0621e+00 -2.8235e+00 -2.8254e+00 -4.1344e-01 +1.2843e+00 +2.7586e+00 +4.3056e+00 +2.2103e+00 -1.3844e+00 +2.9658e+00 +2.1347e+00 +3.3948e-01 -1.2921e+00 +2.9751e+00 -1.0839e+00 -6.7564e-01 -4.3506e+00 +2.8048e+00 -1.3344e+00 -1.0612e+00
169 +9.563420682e+02 +9.563420682e+02 +1.026372068e+03 +1.026372068e+03 +1.4085e+00 -3.1764e+00 -4.3623e+00 -1.9553e-01 +3.6489e-01 +1.4358e+00 +3.7844e+00 +1.5173e+00 -2.4266e+00 +1.2413e+00 +4.5942e-01 +8.7430e-01 +1.8829e+00 +3.7691e+00 +1.2310e+00 -1.8071e+00 -4.1724e+00 +2.4237e+00 -1.9729e+00 -3.2446e-01
1681 +5.565653884e+02 +5.565653884e+02 +6.265953884e+02 +6.265953884e+02 -5.8671e-02 +2.6624e-01 -1.3485e+00 +3.3367e+00 -6.4614e-01 -3.2573e+00 -1.3892e+00 +4.1395e-02 -6.9815e-02 +1.7233e-01 +7.9473e-01 -2.5125e-01 -5.3801e-01 +1.9408e+00 -2.0108e+00 +1.1025e+00 -1.3424e+00 +3.6278e+00 -5.9632e+00 -9.9830e-01
1996 +3.871304660e+02 +3.871304660e+02 +4.571604660e+02 +4.571604660e+02 -3.1332e-01 +2.0499e-01 -1.3924e+00 +3.5316e+00 -6.0949e-01 -3.4975e+00 -1.2142e+00 +2.0545e-01 -3.5608e-02 +5.2905e-02 +6.6022e-01 -3.5254e-01 -2.4989e-01 +1.6923e+00 -1.7353e+00 +1.0919e+00 -1.3291e+00 +3.4510e+00 -6.1366e+00 -7.6332e-01
104119 +2.367907846e+02 +2.367907846e+02 +3.068207846e+02 +3.068207846e+02 +7.0470e-01 -2.5626e+00 -1.2996e+00 -2.7684e+00 -1.8880e+00 -1.7354e+00 -4.4261e+00 +9.3102e-01 -2.3123e+00 -8.8724e-02 -2.7987e-01 -1.7567e+00 +4.2391e+00 -1.0065e+00 +3.4971e-01 -4.3433e+00 -1.4536e+00 +8.3141e-01 -2.7257e+00 +3.4939e+00
% function evaluation | noise-free fitness - Fopt (-4.822000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.765882121e+03 +1.765882121e+03 +1.717662121e+03 +1.717662121e+03 -4.5768e+00 -1.4103e+00 +9.5310e-01 -4.0030e+00 +7.7291e-01 +4.6892e+00 -8.9404e-01 -8.4242e-01 -5.9743e-01 +2.8091e+00 +6.8781e-01 -2.1409e+00 +1.1280e-01 -3.2347e+00 -3.4629e+00 -2.7953e-01 +3.5278e+00 -3.9978e+00 -3.4567e+00 +3.6246e+00
190 +1.566173305e+03 +1.566173305e+03 +1.517953305e+03 +1.517953305e+03 -4.5217e+00 -1.4077e+00 +1.0678e+00 -4.0836e+00 +7.9338e-01 +4.7439e+00 -8.6261e-01 -8.0956e-01 -7.2368e-01 +2.7073e+00 +6.3893e-01 -2.2700e+00 +1.0422e-01 -3.1371e+00 -3.3350e+00 -4.0033e-01 +3.3411e+00 -3.9697e+00 -3.2789e+00 +3.6405e+00
1870 +6.390937946e+02 +6.390937946e+02 +5.908737946e+02 +5.908737946e+02 -2.4606e+00 -3.6278e+00 -2.3361e+00 -9.8446e-01 +2.2694e+00 -1.8532e+00 -3.9186e+00 -6.9335e-01 -3.4541e+00 -1.5086e-01 -4.5588e+00 -2.4547e+00 +1.5214e+00 +3.8418e+00 +1.4627e+00 -4.7234e+00 -4.4573e+00 +1.3415e+00 +8.5967e-01 +2.6668e+00
1933 +5.965798817e+02 +5.965798817e+02 +5.483598817e+02 +5.483598817e+02 -2.4825e+00 -3.6518e+00 -2.3813e+00 -1.0027e+00 +2.3006e+00 -1.8467e+00 -3.9371e+00 -7.2295e-01 -3.4575e+00 -7.4123e-02 -4.5651e+00 -2.4697e+00 +1.4808e+00 +3.8550e+00 +1.4951e+00 -4.7573e+00 -4.4597e+00 +1.3197e+00 +8.6886e-01 +2.6804e+00
19741 +3.882166551e+02 +3.882166551e+02 +3.399966551e+02 +3.399966551e+02 +3.4696e-01 -1.3023e+00 +2.4887e-01 -1.5250e-01 -5.7116e+00 +2.2187e+00 -1.0261e+00 +1.4111e+00 -6.9626e+00 +1.5149e+00 +3.6074e+00 -1.6800e+00 -2.7888e+00 -8.1115e-01 -2.3492e+00 -6.5541e+00 -2.0428e+00 -3.5229e+00 +3.8604e-01 -2.3832e+00
