% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
64 +3.703720995e+03 +3.703720995e+03 +4.703720995e+03 +4.703720995e+03 +3.1751e+00 -8.6070e-01 +3.2558e+00 +1.5625e-01 -7.3899e-01 -2.2825e+00 -2.4274e+00 +3.0237e-01 +3.9862e-01 +1.8016e-01 -3.0015e+00 -2.2118e+00 +1.1467e-01 -7.2829e-01 -2.6987e+00 -9.5963e-01 -9.6559e-01 -2.5051e+00 -1.5997e+00 +1.5156e+00
85 +6.254919596e+02 +6.254919596e+02 +1.625491960e+03 +1.625491960e+03 +2.9206e+00 -5.9017e-01 +2.2826e+00 +1.5008e-01 -9.8492e-01 -1.2986e+00 -2.4274e+00 +3.7009e-01 +7.1927e-03 -2.6425e-01 -2.7858e+00 -1.9552e+00 -1.1848e-01 -9.2414e-01 -2.5515e+00 -1.0108e+00 -1.1700e+00 -2.4052e+00 -1.2185e+00 +1.5160e+00
106 +1.201587131e+02 +1.201587131e+02 +1.120158713e+03 +1.120158713e+03 +2.7671e+00 -4.4428e-01 +1.7523e+00 +1.4697e-01 -1.0918e+00 -8.7098e-01 -2.4272e+00 +3.9868e-01 -1.5624e-01 -4.4511e-01 -2.7043e+00 -1.8563e+00 -2.2953e-01 -1.0215e+00 -2.5026e+00 -1.0347e+00 -1.2652e+00 -2.3576e+00 -1.0399e+00 +1.5158e+00
127 +2.079680914e+01 +2.079680914e+01 +1.020796809e+03 +1.020796809e+03 +2.6684e+00 -3.6540e-01 +1.4644e+00 +1.4526e-01 -1.1389e+00 -6.8240e-01 -2.4271e+00 +4.1316e-01 -2.3915e-01 -5.3681e-01 -2.6638e+00 -1.8067e+00 -2.8562e-01 -1.0697e+00 -2.4773e+00 -1.0468e+00 -1.3132e+00 -2.3336e+00 -9.5058e-01 +1.5158e+00
148 +8.367431623e+00 +8.367431623e+00 +1.008367432e+03 +1.008367432e+03 +2.6101e+00 -3.3047e-01 +1.3377e+00 +1.4438e-01 -1.1604e+00 -5.9654e-01 -2.4272e+00 +4.1972e-01 -2.7677e-01 -5.7813e-01 -2.6452e+00 -1.7844e+00 -3.1128e-01 -1.0914e+00 -2.4656e+00 -1.0524e+00 -1.3350e+00 -2.3225e+00 -9.0981e-01 +1.5159e+00
169 +6.233229222e+00 +6.233229222e+00 +1.006233229e+03 +1.006233229e+03 +2.5825e+00 -3.2121e-01 +1.3049e+00 +1.4402e-01 -1.1666e+00 -5.7182e-01 -2.4273e+00 +4.2157e-01 -2.8745e-01 -5.8961e-01 -2.6397e+00 -1.7784e+00 -3.1881e-01 -1.0973e+00 -2.4619e+00 -1.0541e+00 -1.3411e+00 -2.3192e+00 -8.9803e-01 +1.5161e+00
190 +3.539383172e+00 +3.539383172e+00 +1.003539383e+03 +1.003539383e+03 +2.5008e+00 -2.9380e-01 +1.2081e+00 +1.4291e-01 -1.1852e+00 -4.9860e-01 -2.4277e+00 +4.2703e-01 -3.1891e-01 -6.2327e-01 -2.6232e+00 -1.7610e+00 -3.4127e-01 -1.1146e+00 -2.4508e+00 -1.0590e+00 -1.3590e+00 -2.3093e+00 -8.6314e-01 +1.5170e+00
421 +2.371388780e+00 +2.371388780e+00 +1.002371389e+03 +1.002371389e+03 +2.5019e+00 -2.6144e-01 +1.3610e+00 +9.1896e-02 -1.2427e+00 -4.1119e-01 -2.5206e+00 +4.1337e-01 -2.5066e-01 -4.3701e-01 -2.5035e+00 -1.9631e+00 -4.5148e-01 -1.0207e+00 -2.3063e+00 -1.0995e+00 -1.2858e+00 -2.2822e+00 -8.5335e-01 +1.6176e+00
1618 +1.584180307e+00 +1.584180307e+00 +1.001584180e+03 +1.001584180e+03 +2.5014e+00 -1.7621e-01 +1.4050e+00 +4.1791e-02 -1.2500e+00 -3.4231e-01 -2.7212e+00 +4.8465e-01 -2.9026e-01 -4.6108e-01 -2.5149e+00 -2.0051e+00 -3.7914e-01 -8.8539e-01 -2.4114e+00 -1.1294e+00 -1.3126e+00 -2.3023e+00 -8.4285e-01 +1.5604e+00
34231 +9.977385566e-01 +9.977385566e-01 +1.000997739e+03 +1.000997739e+03 -2.1393e+00 +2.0758e+00 -2.1036e+00 -1.2604e+00 -1.3380e+00 +2.3223e+00 +4.6429e-01 +2.7487e+00 -1.9452e+00 -1.4404e-02 -6.7640e-01 -6.2443e-01 -2.4889e+00 -2.0045e+00 -2.1107e+00 -2.1045e+00 -1.6797e+00 -1.2430e+00 -1.0892e+00 +1.9971e+00
% function evaluation | noise-free fitness - Fopt (2.083800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.488737687e+05 +2.488737687e+05 +2.490821487e+05 +2.490821487e+05 -4.2959e+00 -2.5695e+00 +4.6143e+00 -3.2081e-01 +2.4447e+00 -8.6546e-01 +4.9215e+00 -2.2553e+00 +3.4582e+00 -3.4380e+00 +1.4288e+00 -2.4513e-01 -4.3325e+00 -2.1649e+00 +2.4155e+00 +3.4214e+00 +4.4094e+00 -1.2318e+00 -1.3729e+00 -4.3656e+00
43 +1.367450129e+04 +1.367450129e+04 +1.388288129e+04 +1.388288129e+04 -3.9940e+00 -2.6219e+00 +4.4055e+00 -3.2081e-01 +2.4450e+00 -1.0147e+00 +4.3757e+00 -1.6724e+00 +1.4966e+00 -1.5575e+00 +1.4607e+00 -3.3468e-01 -3.4044e+00 -1.8577e+00 +2.8321e+00 +7.7794e-01 +3.5539e+00 -1.0108e-01 +1.5211e+00 +9.9913e-01
64 +5.201072612e+03 +5.201072612e+03 +5.409452612e+03 +5.409452612e+03 -3.8375e+00 -2.6478e+00 +4.3025e+00 -3.2078e-01 +2.4452e+00 -1.0819e+00 +4.1205e+00 -1.4902e+00 +8.3003e-01 -9.2220e-01 +1.4834e+00 -3.0651e-01 -3.1508e+00 -1.7765e+00 +2.7266e+00 +2.3041e-01 +3.1616e+00 +9.9316e-02 +1.6645e+00 +1.2962e+00
85 +7.617588651e+02 +7.617588651e+02 +9.701388651e+02 +9.701388651e+02 -3.5390e+00 -2.6954e+00 +4.1133e+00 -3.2068e-01 +2.4455e+00 -1.1955e+00 +3.6807e+00 -1.2607e+00 -6.7694e-02 -7.1539e-02 +1.5254e+00 -2.1459e-01 -2.8404e+00 -1.6473e+00 +2.4518e+00 -3.1736e-01 +2.6441e+00 +3.4287e-01 +1.8555e+00 +1.6840e+00
106 +5.240824867e+02 +5.240824867e+02 +7.324624867e+02 +7.324624867e+02 -3.4181e+00 -2.7022e+00 +4.0418e+00 -3.2060e-01 +2.4457e+00 -1.2291e+00 +3.5482e+00 -1.2345e+00 -1.7000e-01 +1.9179e-02 +1.5379e+00 -1.7229e-01 -2.8073e+00 -1.6265e+00 +2.3971e+00 -3.8050e-01 +2.5917e+00 +3.6918e-01 +1.8810e+00 +1.7349e+00
127 +1.760982530e+02 +1.760982530e+02 +3.844782530e+02 +3.844782530e+02 -3.0706e+00 -2.7030e+00 +3.8415e+00 -3.2030e-01 +2.4461e+00 -1.3128e+00 +3.2185e+00 -1.1781e+00 -3.8871e-01 +2.2372e-01 +1.5651e+00 -8.2533e-02 -2.7295e+00 -1.5908e+00 +2.3221e+00 -5.2888e-01 +2.4683e+00 +4.3029e-01 +1.9399e+00 +1.8533e+00
148 +8.898988327e+01 +8.898988327e+01 +2.973698833e+02 +2.973698833e+02 -2.8582e+00 -2.6802e+00 +3.7252e+00 -3.2009e-01 +2.4464e+00 -1.3509e+00 +3.0697e+00 -1.1484e+00 -5.0477e-01 +3.3199e-01 +1.5776e+00 -4.2531e-02 -2.6883e+00 -1.5715e+00 +2.2814e+00 -6.0719e-01 +2.4035e+00 +4.6218e-01 +1.9707e+00 +1.9151e+00
169 +3.994874170e+01 +3.994874170e+01 +2.483287417e+02 +2.483287417e+02 -2.5798e+00 -2.6205e+00 +3.5798e+00 -3.1980e-01 +2.4469e+00 -1.4007e+00 +2.8756e+00 -1.1101e+00 -6.5533e-01 +4.7213e-01 +1.5939e+00 +9.5802e-03 -2.6350e+00 -1.5462e+00 +2.2282e+00 -7.0829e-01 +2.3201e+00 +5.0317e-01 +2.0103e+00 +1.9949e+00
190 +3.187116492e+01 +3.187116492e+01 +2.402511649e+02 +2.402511649e+02 -2.5248e+00 -2.5811e+00 +3.5506e+00 -3.1974e-01 +2.4479e+00 -1.4074e+00 +2.8374e+00 -1.1007e+00 -6.8461e-01 +4.9913e-01 +1.5971e+00 +2.0024e-02 -2.6246e+00 -1.5410e+00 +2.2175e+00 -7.2768e-01 +2.3041e+00 +5.1090e-01 +2.0180e+00 +2.0106e+00
211 +1.289303106e+01 +1.289303106e+01 +2.212730311e+02 +2.212730311e+02 -2.4340e+00 -2.4503e+00 +3.4968e+00 -3.1961e-01 +2.4526e+00 -1.4088e+00 +2.7733e+00 -1.0810e+00 -7.3263e-01 +5.4290e-01 +1.6022e+00 +3.7913e-02 -2.6076e+00 -1.5320e+00 +2.1990e+00 -7.5891e-01 +2.2787e+00 +5.2296e-01 +2.0308e+00 +2.0368e+00
232 +4.300078345e+00 +4.300078345e+00 +2.126800783e+02 +2.126800783e+02 -2.3546e+00 -2.3103e+00 +3.4479e+00 -3.1949e-01 +2.4585e+00 -1.4035e+00 +2.7176e+00 -1.0623e+00 -7.7387e-01 +5.8030e-01 +1.6065e+00 +5.3685e-02 -2.5929e+00 -1.5239e+00 +2.1827e+00 -7.8549e-01 +2.2571e+00 +5.3300e-01 +2.0420e+00 +2.0597e+00
295 +3.914192274e+00 +3.914192274e+00 +2.122941923e+02 +2.122941923e+02 -2.3529e+00 -2.2847e+00 +3.4458e+00 -3.1957e-01 +2.4635e+00 -1.3868e+00 +2.7194e+00 -1.0622e+00 -7.7099e-01 +5.7761e-01 +1.6057e+00 +5.3523e-02 -2.5939e+00 -1.5237e+00 +2.1837e+00 -7.8334e-01 +2.2593e+00 +5.3145e-01 +2.0426e+00 +2.0600e+00
862 +2.443143352e+00 +2.443143352e+00 +2.108231434e+02 +2.108231434e+02 -2.4136e+00 -2.3180e+00 +3.4334e+00 -3.3004e-01 +2.5568e+00 -1.2972e+00 +2.9114e+00 -1.1099e+00 -6.0608e-01 +3.9981e-01 +1.5458e+00 -2.5909e-02 -2.6419e+00 -1.5021e+00 +2.2593e+00 -6.3428e-01 +2.4214e+00 +3.8116e-01 +2.1119e+00 +2.0685e+00
1345 +1.584553865e+00 +1.584553865e+00 +2.099645539e+02 +2.099645539e+02 -2.1884e+00 -2.2426e+00 +3.2484e+00 -3.5039e-01 +2.6210e+00 -1.4076e+00 +2.8673e+00 -1.1015e+00 -6.7426e-01 +3.9759e-01 +1.5285e+00 -1.1617e-01 -2.6287e+00 -1.4640e+00 +2.2356e+00 -6.0469e-01 +2.4989e+00 +3.6190e-01 +2.1882e+00 +2.0617e+00
190723 +9.926617224e-01 +9.926617224e-01 +2.093726617e+02 +2.093726617e+02 -1.0308e+00 -1.0014e+00 +2.7546e+00 -9.7892e-01 -7.3805e-01 +2.7971e+00 +1.1786e+00 +2.3110e+00 -2.0660e+00 -5.5375e-01 +2.7715e+00 +8.9141e-02 -8.5178e-01 -2.4180e+00 +4.7413e-01 -1.0393e+00 +2.3393e+00 +7.5612e-01 +2.4243e+00 +2.0171e+00
% function evaluation | noise-free fitness - Fopt (-1.449600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.829877055e+05 +1.829877055e+05 +1.828427455e+05 +1.828427455e+05 +2.2492e+00 -1.1150e+00 +8.8428e-02 +4.2708e+00 -5.8997e-01 +1.1361e+00 +1.0666e+00 -3.6617e+00 -4.7074e+00 +4.1000e+00 +9.5921e-01 -2.5761e+00 -1.8952e+00 +8.4221e-01 -1.4453e+00 +2.4726e+00 -4.0970e+00 +4.7818e+00 -9.9397e-03 +1.3337e+00
22 +1.204520291e+05 +1.204520291e+05 +1.203070691e+05 +1.203070691e+05 +2.2492e+00 -1.1150e+00 +6.2224e-02 +4.1660e+00 -5.9000e-01 +1.1387e+00 +1.0073e+00 -3.4803e+00 -4.6077e+00 +3.9301e+00 +1.0176e+00 -2.2683e+00 -1.5926e+00 +9.2250e-01 -1.2009e+00 +2.3932e+00 -3.9993e+00 +3.7818e+00 +6.1778e-01 +7.4033e-01
43 +1.124743452e+04 +1.124743452e+04 +1.110247452e+04 +1.110247452e+04 +2.2494e+00 -1.1150e+00 -1.1175e-01 +3.4699e+00 -5.9028e-01 +1.1465e+00 +6.6539e-01 -2.3253e+00 -3.9928e+00 +2.9126e+00 +1.3292e+00 -6.3028e-01 -5.6648e-02 +1.1049e+00 +4.3263e-02 +1.8953e+00 -2.9129e+00 -1.9726e-02 +1.7279e+00 -8.7862e-01
64 +4.581633335e+03 +4.581633335e+03 +4.436673335e+03 +4.436673335e+03 +2.2495e+00 -1.1149e+00 -2.0997e-01 +3.0767e+00 -5.9039e-01 +1.1471e+00 +5.0779e-01 -1.7500e+00 -3.7106e+00 +2.4966e+00 +1.4136e+00 -1.8711e-01 +3.6019e-01 +1.1665e+00 +3.5201e-01 +1.7395e+00 -2.4229e+00 -5.6585e-01 +1.8111e+00 -1.0203e+00
85 +1.625440937e+03 +1.625440937e+03 +1.480480937e+03 +1.480480937e+03 +2.2496e+00 -1.1149e+00 -3.3520e-01 +2.5758e+00 -5.9039e-01 +1.1478e+00 +3.2870e-01 -1.0954e+00 -3.4039e+00 +2.1090e+00 +1.4623e+00 +6.5497e-02 +5.8957e-01 +1.1930e+00 +4.9747e-01 +1.6596e+00 -2.1805e+00 -8.8585e-01 +1.8882e+00 -1.1368e+00
106 +2.749700716e+02 +2.749700716e+02 +1.300100716e+02 +1.300100716e+02 +2.2499e+00 -1.1149e+00 -4.8219e-01 +1.9880e+00 -5.9023e-01 +1.1485e+00 +1.4618e-01 -4.3320e-01 -3.0972e+00 +1.8152e+00 +1.5026e+00 +2.7532e-01 +7.8381e-01 +1.2179e+00 +6.3411e-01 +1.5915e+00 -1.9820e+00 -1.1942e+00 +1.9611e+00 -1.2468e+00
127 +7.151790964e+01 +7.151790964e+01 -7.344209036e+01 -7.344209036e+01 +2.2500e+00 -1.1148e+00 -5.5733e-01 +1.6876e+00 -5.9010e-01 +1.1487e+00 +7.8760e-02 -1.9525e-01 -2.9562e+00 +1.7004e+00 +1.5199e+00 +3.6460e-01 +8.6618e-01 +1.2284e+00 +6.9218e-01 +1.5625e+00 -1.8974e+00 -1.3238e+00 +1.9918e+00 -1.2932e+00
148 +8.937280394e+00 +8.937280394e+00 -1.360227196e+02 -1.360227196e+02 +2.2503e+00 -1.1148e+00 -6.1592e-01 +1.4531e+00 -5.9005e-01 +1.1489e+00 +3.2780e-02 -3.2594e-02 -2.8586e+00 +1.6169e+00 +1.5326e+00 +4.2948e-01 +9.2580e-01 +1.2360e+00 +7.3461e-01 +1.5413e+00 -1.8356e+00 -1.4181e+00 +2.0137e+00 -1.3266e+00
169 +4.348320313e+00 +4.348320313e+00 -1.406116797e+02 -1.406116797e+02 +2.2504e+00 -1.1148e+00 -6.3596e-01 +1.3730e+00 -5.9010e-01 +1.1490e+00 +1.7301e-02 +2.3206e-02 -2.8278e+00 +1.5886e+00 +1.5370e+00 +4.5127e-01 +9.4577e-01 +1.2384e+00 +7.4905e-01 +1.5342e+00 -1.8147e+00 -1.4500e+00 +2.0209e+00 -1.3378e+00
274 +3.619117985e+00 +3.619117985e+00 -1.413408820e+02 -1.413408820e+02 +2.2861e+00 -1.1107e+00 -6.7311e-01 +1.2651e+00 -6.1817e-01 +1.1451e+00 +4.4777e-02 +1.0830e-01 -2.7147e+00 +1.5892e+00 +1.5846e+00 +3.9596e-01 +8.8637e-01 +1.2016e+00 +7.9294e-01 +1.5556e+00 -1.8346e+00 -1.4264e+00 +1.9462e+00 -1.3125e+00
1261 +2.485132622e+00 +2.485132622e+00 -1.424748674e+02 -1.424748674e+02 +2.4990e+00 -1.1555e+00 -8.2525e-01 +7.6174e-01 -7.2954e-01 +1.1361e+00 +1.7896e-01 +3.2649e-01 -2.5774e+00 +1.3079e+00 +1.7083e+00 +3.6140e-01 +8.0145e-01 +1.1790e+00 +7.7515e-01 +1.5248e+00 -1.7987e+00 -1.3846e+00 +1.9335e+00 -1.2933e+00
9724 +1.579458011e+00 +1.579458011e+00 -1.433805420e+02 -1.433805420e+02 +2.4965e+00 +1.0828e+00 +1.1455e+00 -2.9300e+00 -1.1607e+00 +1.0336e+00 +2.1071e-01 +3.2477e-01 -2.8487e-01 -1.1043e-01 +2.6674e+00 +1.9645e+00 +3.8952e-01 +2.5390e+00 +2.0009e+00 +2.7452e-01 -2.1260e+00 -2.1046e+00 +9.3412e-01 -2.0568e+00
326278 +9.965997886e-01 +9.965997886e-01 -1.439634002e+02 -1.439634002e+02 -2.1103e+00 +2.2320e+00 -3.1838e+00 -1.8208e+00 -2.1979e+00 +2.0801e+00 +3.9647e-01 +2.7170e+00 +2.7034e-01 +6.0427e-01 +1.8827e+00 +7.6482e-01 +6.8684e-01 +2.4669e+00 +8.5474e-01 +9.7060e-01 -1.0199e+00 -2.3791e+00 +2.0326e+00 -1.7792e+00
% function evaluation | noise-free fitness - Fopt (-6.300000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.120738531e+04 +7.120738531e+04 +7.120108531e+04 +7.120108531e+04 -4.5756e+00 +3.8965e+00 -5.0318e-01 +1.9454e-02 -3.8023e+00 +4.2833e+00 -4.6456e+00 -2.1672e+00 -3.1407e+00 +4.1325e+00 -4.8989e+00 -2.5143e+00 +4.9808e-01 +1.3881e+00 -3.0896e+00 +1.8043e+00 -2.1730e+00 -2.7865e+00 -1.8525e+00 -3.7554e+00
22 +4.118783159e+04 +4.118783159e+04 +4.118153159e+04 +4.118153159e+04 -4.3692e+00 +3.6390e+00 -5.0314e-01 -4.5389e-03 -3.7863e+00 +3.7800e+00 -3.9169e+00 -2.2751e+00 -2.7338e+00 +3.8561e+00 -4.2903e+00 -1.9985e+00 +4.9450e-02 +1.3288e+00 -2.8518e+00 +1.8044e+00 -2.0981e+00 -2.4868e+00 -1.6028e+00 -2.7554e+00
43 +5.094072571e+03 +5.094072571e+03 +5.087772571e+03 +5.087772571e+03 -3.6289e+00 +2.7093e+00 -5.0289e-01 -9.8521e-02 -3.6621e+00 +2.1739e+00 -1.5333e+00 -2.6207e+00 -1.4100e+00 +3.0826e+00 -2.4433e+00 -5.4136e-01 -9.8729e-01 +1.1978e+00 -2.3261e+00 +1.8055e+00 -1.9929e+00 -2.0625e+00 -1.4247e+00 -2.0412e+00
64 +1.215187447e+03 +1.215187447e+03 +1.208887447e+03 +1.208887447e+03 -3.2082e+00 +2.1703e+00 -5.0280e-01 -1.6352e-01 -3.4888e+00 +1.5806e+00 -5.4910e-01 -2.7487e+00 -9.0975e-01 +2.8780e+00 -1.9062e+00 -1.2872e-01 -1.1958e+00 +1.1711e+00 -2.2200e+00 +1.8057e+00 -1.9710e+00 -1.9733e+00 -1.3824e+00 -1.8718e+00
85 +4.456056747e+02 +4.456056747e+02 +4.393056747e+02 +4.393056747e+02 -2.9209e+00 +1.7922e+00 -5.0287e-01 -2.1386e-01 -3.3141e+00 +1.3731e+00 -1.4104e-01 -2.7882e+00 -7.5724e-01 +2.8048e+00 -1.7257e+00 +1.2275e-02 -1.2862e+00 +1.1595e+00 -2.1745e+00 +1.8056e+00 -1.9615e+00 -1.9343e+00 -1.3632e+00 -1.7947e+00
