% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.885737406e+03 +2.885737406e+03 +3.017917406e+03 +3.017917406e+03 -2.1168e+00 +4.0646e+00 -4.2282e+00 -3.0512e+00 -3.5679e+00 -3.8358e-01 +2.4081e+00 -3.1501e+00 -4.3600e+00 -5.9454e-01 +1.8080e+00 -3.6073e-01 -2.4117e+00 +7.6961e-01 -1.1793e+00 +1.5719e+00 +4.0718e+00 +7.5684e-01 +4.7239e+00 +4.2487e+00
22 +1.792064635e+03 +1.792064635e+03 +1.924244635e+03 +1.924244635e+03 -2.1114e+00 +4.1009e+00 -4.0457e+00 -2.8819e+00 -3.4502e+00 -3.6512e-01 +2.1298e+00 -3.2411e+00 -4.1922e+00 -8.5672e-01 +2.0519e+00 -3.9727e-01 -2.1399e+00 +1.0008e+00 -1.4509e+00 +1.7807e+00 +4.3024e+00 +1.1135e+00 +3.7239e+00 +4.2547e+00
43 +1.061185340e+03 +1.061185340e+03 +1.193365340e+03 +1.193365340e+03 -2.0932e+00 +4.1783e+00 -3.6930e+00 -2.5660e+00 -3.0142e+00 -3.2471e-01 +2.0373e+00 -3.2232e+00 -3.7965e+00 -8.7302e-01 +2.4767e+00 -6.3979e-01 -1.8450e+00 +1.1622e+00 -2.6465e+00 +2.5761e+00 +4.4193e+00 +1.8507e+00 +1.6836e+00 +4.4814e+00
64 +8.797411315e+02 +8.797411315e+02 +1.011921132e+03 +1.011921132e+03 -2.0792e+00 +4.1894e+00 -3.6720e+00 -2.5627e+00 -2.9777e+00 -3.1219e-01 +2.0324e+00 -3.1810e+00 -3.7540e+00 -7.5737e-01 +2.5239e+00 -5.4090e-01 -1.9510e+00 +1.1130e+00 -2.9793e+00 +2.7973e+00 +4.5225e+00 +1.8715e+00 +1.4924e+00 +3.7094e+00
127 +5.288363594e+02 +5.288363594e+02 +6.610163594e+02 +6.610163594e+02 -1.9145e+00 +4.2009e+00 -3.7192e+00 -2.8058e+00 -3.1087e+00 -2.3271e-01 +1.6179e+00 -3.2719e+00 -3.4677e+00 +1.2154e-01 +1.9691e+00 -5.8813e-01 -2.0020e+00 +5.5323e-01 -3.9184e+00 +3.1524e+00 +2.9976e+00 +1.4343e+00 -3.4250e-03 +8.8766e-01
421 +3.791729581e+02 +3.791729581e+02 +5.113529581e+02 +5.113529581e+02 -1.7701e+00 +4.1854e+00 -3.9310e+00 -2.8261e+00 -3.3450e+00 -2.4186e-01 +1.3498e+00 -3.2071e+00 -3.3754e+00 +4.5288e-01 +1.8702e+00 -5.7668e-01 -1.9576e+00 +5.0803e-01 -4.4338e+00 +3.3779e+00 +2.5084e+00 +1.2957e+00 -7.6073e-01 -1.2470e-01
% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.625514076e+03 +3.625514076e+03 +3.163424076e+03 +3.163424076e+03 -1.2621e+00 +3.2280e+00 -1.9752e-01 +2.6066e+00 -2.4450e+00 -3.0913e+00 +3.4032e+00 -3.1570e+00 -4.1479e-01 +2.9409e-01 -3.5810e-01 -2.5874e+00 +4.4545e+00 +4.6774e+00 -1.9870e+00 -2.8481e+00 +7.5865e-01 +1.5605e+00 +2.9459e+00 -4.0747e-01
43 +2.399159047e+03 +2.399159047e+03 +1.937069047e+03 +1.937069047e+03 -1.3391e+00 +3.2635e+00 -2.4760e-01 +2.5021e+00 -2.4423e+00 -3.1098e+00 +3.3531e+00 -3.0756e+00 -4.3141e-01 +2.0828e-01 -5.1487e-01 -2.4768e+00 +4.2396e+00 +4.0198e+00 -1.8785e+00 -2.8994e+00 +4.0982e-01 +1.6119e+00 +1.8624e+00 -4.2313e-01
64 +1.247214543e+03 +1.247214543e+03 +7.851245427e+02 +7.851245427e+02 -1.6124e+00 +3.3841e+00 -5.0326e-01 +2.1361e+00 -2.4304e+00 -3.1917e+00 +3.1817e+00 -2.6489e+00 -5.2147e-01 -2.4068e-01 -1.5251e+00 -2.0063e+00 +3.9357e+00 +1.7101e+00 -1.3431e+00 -4.1309e+00 -1.0636e+00 +1.0728e+00 +1.1114e+00 -4.0895e-01
85 +7.951092422e+02 +7.951092422e+02 +3.330192422e+02 +3.330192422e+02 -1.8931e+00 +3.3991e+00 -7.8205e-01 +1.7581e+00 -2.4210e+00 -3.2566e+00 +3.0105e+00 -2.2456e+00 -6.7983e-01 -7.3086e-01 -2.5719e+00 -1.5621e+00 +3.4058e+00 -1.0380e+00 -8.8888e-01 -5.4510e+00 -2.7695e+00 +5.8158e-01 +5.8087e-02 -4.2320e-01
190 +6.111480526e+02 +6.111480526e+02 +1.490580526e+02 +1.490580526e+02 -1.9636e+00 +3.1620e+00 -5.9188e-01 +1.5026e+00 -2.4367e+00 -3.1518e+00 +3.2537e+00 -2.0485e+00 -7.5661e-01 -5.0268e-01 -2.7694e+00 -2.1848e+00 +3.4599e+00 -1.0038e+00 -9.3458e-01 -5.3907e+00 -2.5840e+00 +8.4946e-01 -1.7392e-01 -4.2151e-01
5860 +3.904883764e+02 +3.904883764e+02 -7.160162364e+01 -7.160162364e+01 -2.3430e+00 -4.7712e-01 +5.6805e-01 +8.0792e-01 -9.1634e-01 +1.7684e+00 +4.9593e+00 -4.1080e+00 +1.9311e+00 +6.4914e-01 -1.3020e+00 -1.3341e+00 -1.9334e+00 -2.2598e+00 -1.8369e+00 -1.8989e+00 -7.5095e-01 +1.6523e+00 -8.4979e-01 +1.8281e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.752703723e+03 +7.752703723e+03 +7.830363723e+03 +7.830363723e+03 +4.0750e+00 +3.4462e+00 -2.9122e+00 +1.2318e+00 +1.3088e+00 -4.9135e+00 -3.8227e+00 +6.7263e-01 +4.8016e+00 -8.0627e-01 +4.1404e+00 +1.9867e+00 +4.5204e+00 -2.1551e+00 -4.8524e+00 -3.8493e+00 +3.4436e+00 -3.1337e-03 -4.2322e+00 +4.1225e+00
22 +4.995055428e+03 +4.995055428e+03 +5.072715428e+03 +5.072715428e+03 +4.0805e+00 +3.4730e+00 -2.9132e+00 +1.2333e+00 +1.2481e+00 -4.9247e+00 -3.7835e+00 +7.1487e-01 +4.8265e+00 -8.6693e-01 +4.1220e+00 +2.0635e+00 +4.5944e+00 -2.1177e+00 -4.8924e+00 -3.8454e+00 +3.5120e+00 +4.1086e-02 -4.2439e+00 +3.1225e+00
43 +1.605021498e+03 +1.605021498e+03 +1.682681498e+03 +1.682681498e+03 +4.1104e+00 +3.5997e+00 -2.9174e+00 +1.2410e+00 +9.7509e-01 -4.9667e+00 -3.5784e+00 +7.7116e-01 +4.8447e+00 -1.0296e+00 +3.9386e+00 +2.1628e+00 +4.2588e+00 -1.9758e+00 -5.0531e+00 -3.8165e+00 +2.4369e+00 +3.0219e-01 -4.3420e+00 -3.1632e-01
64 +1.373234405e+03 +1.373234405e+03 +1.450894405e+03 +1.450894405e+03 +4.1443e+00 +3.6685e+00 -2.9193e+00 +1.2489e+00 +9.5957e-01 -4.9757e+00 -3.4921e+00 +7.7647e-01 +4.8089e+00 -1.0146e+00 +4.0699e+00 +1.9911e+00 +4.0835e+00 -2.0333e+00 -5.0141e+00 -3.7561e+00 +2.1436e+00 +5.4149e-01 -4.2975e+00 -1.8787e+00
1219 +9.874611050e+02 +9.874611050e+02 +1.065121105e+03 +1.065121105e+03 +2.3846e+00 -2.6407e+00 -3.9947e+00 -1.7798e+00 +4.5058e-01 +4.8714e+00 +9.6270e-01 -3.7761e+00 -3.5557e+00 -2.3454e+00 -2.7575e+00 +1.7446e-01 +1.6221e+00 -4.8357e+00 -2.4349e+00 +4.9928e-01 -2.5850e+00 -2.4388e-01 -3.9738e+00 -5.4160e+00
4285 +5.999995933e+02 +5.999995933e+02 +6.776595933e+02 +6.776595933e+02 -1.4130e+00 +1.6171e+00 +1.4013e+00 -3.7740e+00 -4.8126e+00 -5.8906e-01 -1.2479e-01 -3.1945e+00 +7.8484e-01 +3.1929e-01 +1.4425e+00 +2.2734e+00 -1.2697e+00 +1.4062e+00 -2.6705e+00 +8.3340e-01 -1.6145e+00 -4.8827e-01 +1.7904e+00 -1.9972e+00
56743 +3.976810175e+02 +3.976810175e+02 +4.753410175e+02 +4.753410175e+02 -6.4541e-01 +1.8297e+00 +1.1235e+00 -1.7805e+00 -2.4598e+00 +3.8276e+00 -4.3268e+00 +1.2818e+00 +1.9978e+00 -1.4909e+00 +1.4651e+00 -2.4939e+00 -1.8789e-01 -2.8576e+00 -4.9672e+00 -1.1203e+00 -3.0247e+00 -4.8856e+00 +1.7622e+00 -3.7570e+00
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.511882938e+03 +1.511882938e+03 +1.627562938e+03 +1.627562938e+03 +1.3936e+00 -1.1169e+00 +2.4164e+00 +1.9533e+00 -1.0027e+00 -5.9511e-01 -4.2304e+00 +4.3037e+00 +4.5343e+00 -1.3481e+00 +2.6275e+00 -4.6243e+00 -4.8626e+00 +2.1365e+00 -2.5326e+00 -2.0830e+00 -3.1189e+00 +4.7855e+00 -4.7596e+00 -2.5249e+00
1240 +9.842263678e+02 +9.842263678e+02 +1.099906368e+03 +1.099906368e+03 -2.1846e+00 +3.4981e+00 +2.9109e-01 -4.6435e+00 -2.4364e-01 -3.6471e+00 +3.5484e+00 -1.8143e-02 -6.3002e-01 -1.6039e+00 -4.5048e-01 -2.9849e+00 -4.7398e+00 +2.2713e+00 -2.0055e+00 -1.9796e+00 +3.1041e-01 +5.1865e+00 -6.4721e-01 -4.7599e+00
1975 +6.222112333e+02 +6.222112333e+02 +7.378912333e+02 +7.378912333e+02 -2.1774e+00 +3.5472e+00 +2.8327e-01 -4.7076e+00 +5.6215e-01 -5.4461e+00 -4.2103e-01 +3.7636e-01 -1.7874e+00 +1.1020e-01 -1.6913e+00 -3.6588e+00 -2.8963e+00 +1.8553e+00 -2.0705e+00 +1.1127e-01 +2.0496e+00 +5.0906e+00 +3.6944e-01 -4.3885e+00
83938 +3.954434527e+02 +3.954434527e+02 +5.111234527e+02 +5.111234527e+02 -1.1494e+00 -1.9515e+00 +1.8526e-01 +3.9985e+00 +1.2199e+00 +6.4244e-01 -4.3008e+00 -1.9095e+00 -1.2830e+00 +1.0740e-01 +3.7818e+00 -2.8240e+00 -2.8770e+00 +2.6538e+00 -4.2251e+00 +2.0259e+00 -1.5682e+00 +3.8185e+00 +6.8702e-01 -5.8279e-01
