% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
5209 +7.829988194e-04 +7.829988194e-04 +1.491507830e+02 +1.491507830e+02 -5.5256e-02 -3.7085e-01 +1.9125e-02 +1.8503e+00 -2.7361e+00 -1.1873e+00 -8.0950e-01 -1.0710e+00 +9.2188e-02 +5.1006e-01 -1.6728e+00 +7.7695e-01 +2.7428e+00 -5.6084e-01 -6.9287e-01 -4.7556e-01 +1.4115e-01 +6.2737e-01 -1.8112e+00 -2.8707e+00
5230 +1.045775772e-04 +1.045775772e-04 +1.491501046e+02 +1.491501046e+02 -5.5204e-02 -3.7080e-01 +1.9192e-02 +1.8504e+00 -2.7360e+00 -1.1874e+00 -8.0946e-01 -1.0710e+00 +9.2375e-02 +5.1048e-01 -1.6723e+00 +7.7688e-01 +2.7424e+00 -5.6113e-01 -6.9274e-01 -4.7536e-01 +1.4177e-01 +6.2816e-01 -1.8095e+00 -2.8655e+00
5251 +3.324199665e-05 +3.324199665e-05 +1.491500332e+02 +1.491500332e+02 -5.5203e-02 -3.7080e-01 +1.9209e-02 +1.8504e+00 -2.7360e+00 -1.1874e+00 -8.0938e-01 -1.0710e+00 +9.2407e-02 +5.1065e-01 -1.6722e+00 +7.7704e-01 +2.7426e+00 -5.6116e-01 -6.9260e-01 -4.7493e-01 +1.4280e-01 +6.3103e-01 -1.8041e+00 -2.8546e+00
5272 +3.263447383e-06 +3.263447383e-06 +1.491500033e+02 +1.491500033e+02 -5.5199e-02 -3.7080e-01 +1.9200e-02 +1.8504e+00 -2.7360e+00 -1.1874e+00 -8.0939e-01 -1.0710e+00 +9.2419e-02 +5.1065e-01 -1.6722e+00 +7.7703e-01 +2.7426e+00 -5.6098e-01 -6.9234e-01 -4.7452e-01 +1.4358e-01 +6.3206e-01 -1.8019e+00 -2.8503e+00
5293 +4.275628385e-07 +4.275628385e-07 +1.491500004e+02 +1.491500004e+02 -5.5198e-02 -3.7080e-01 +1.9201e-02 +1.8504e+00 -2.7360e+00 -1.1874e+00 -8.0941e-01 -1.0710e+00 +9.2393e-02 +5.1058e-01 -1.6722e+00 +7.7698e-01 +2.7426e+00 -5.6101e-01 -6.9242e-01 -4.7462e-01 +1.4336e-01 +6.3171e-01 -1.8026e+00 -2.8515e+00
5314 +2.381068498e-08 +2.381068498e-08 +1.491500000e+02 +1.491500000e+02 -5.5200e-02 -3.7080e-01 +1.9200e-02 +1.8504e+00 -2.7360e+00 -1.1874e+00 -8.0940e-01 -1.0710e+00 +9.2400e-02 +5.1060e-01 -1.6722e+00 +7.7700e-01 +2.7426e+00 -5.6100e-01 -6.9240e-01 -4.7461e-01 +1.4338e-01 +6.3177e-01 -1.8025e+00 -2.8513e+00
5335 +4.271697662e-09 +4.271697662e-09 +1.491500000e+02 +1.491500000e+02 -5.5200e-02 -3.7080e-01 +1.9200e-02 +1.8504e+00 -2.7360e+00 -1.1874e+00 -8.0940e-01 -1.0710e+00 +9.2400e-02 +5.1060e-01 -1.6722e+00 +7.7700e-01 +2.7426e+00 -5.6100e-01 -6.9240e-01 -4.7460e-01 +1.4341e-01 +6.3182e-01 -1.8024e+00 -2.8511e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.440021679e+05 +4.440021679e+05 +4.430021679e+05 +4.430021679e+05 -3.7283e+00 -2.5116e+00 -4.1754e+00 +3.2031e+00 -4.5574e-01 +4.2020e+00 -4.1141e+00 -3.7868e+00 +1.0422e+00 -3.7063e+00 +3.0403e+00 +2.6184e+00 +2.4920e-01 -2.1943e+00 -1.8940e+00 +3.4218e+00 -1.7956e+00 -2.6692e+00 -1.1750e+00 -3.1091e+00
22 +2.314885908e+05 +2.314885908e+05 +2.304885908e+05 +2.304885908e+05 -3.7302e+00 -2.3121e+00 -3.6816e+00 +2.2031e+00 -3.9021e-01 +3.4060e+00 -4.0146e+00 -3.7624e+00 +1.0150e+00 -2.7793e+00 +2.5703e+00 +2.0927e+00 +2.9681e-01 -2.2336e+00 -1.8960e+00 +2.5624e+00 -1.7023e+00 -2.6609e+00 -1.2159e+00 -3.0983e+00
43 +6.667445150e+04 +6.667445150e+04 +6.567445150e+04 +6.567445150e+04 -3.7367e+00 -1.7516e+00 -2.5598e+00 +1.0625e+00 -4.2875e-01 +2.1695e+00 -3.7758e+00 -3.6755e+00 +9.4157e-01 -1.5533e+00 +1.4733e+00 +1.0471e+00 +3.8503e-01 -2.3708e+00 -1.8467e+00 +1.2831e+00 -1.4975e+00 -2.6350e+00 -1.3603e+00 -3.0589e+00
64 +2.572759650e+04 +2.572759650e+04 +2.472759650e+04 +2.472759650e+04 -3.7430e+00 -1.3225e+00 -1.8967e+00 +3.3002e-01 -5.8289e-01 +1.4648e+00 -3.5842e+00 -3.5836e+00 +8.7523e-01 -7.9745e-01 +8.2021e-01 +4.2349e-01 +4.0110e-01 -2.5071e+00 -1.7558e+00 +5.3943e-01 -1.3427e+00 -2.6124e+00 -1.5065e+00 -3.0164e+00
85 +1.001064015e+04 +1.001064015e+04 +9.010640146e+03 +9.010640146e+03 -3.7498e+00 -9.2467e-01 -1.3420e+00 -2.8322e-01 -8.2007e-01 +8.8658e-01 -3.3950e+00 -3.4763e+00 +8.0580e-01 -1.5853e-01 +2.7144e-01 -8.9600e-02 +3.6213e-01 -2.6558e+00 -1.6225e+00 -8.1535e-02 -1.1975e+00 -2.5921e+00 -1.6685e+00 -2.9659e+00
106 +4.584204554e+03 +4.584204554e+03 +3.584204554e+03 +3.584204554e+03 -3.7559e+00 -6.0716e-01 -9.2706e-01 -7.4110e-01 -1.0737e+00 +4.6306e-01 -3.2362e+00 -3.3722e+00 +7.4480e-01 +3.2400e-01 -1.4111e-01 -4.6497e-01 +2.7925e-01 -2.7897e+00 -1.4732e+00 -5.4502e-01 -1.0819e+00 -2.5800e+00 -1.8163e+00 -2.9165e+00
127 +2.412633915e+03 +2.412633915e+03 +1.412633915e+03 +1.412633915e+03 -3.7615e+00 -3.3911e-01 -5.9111e-01 -1.1109e+00 -1.3313e+00 +1.2809e-01 -3.0978e+00 -3.2688e+00 +6.8941e-01 +7.1856e-01 -4.7682e-01 -7.6131e-01 +1.6376e-01 -2.9133e+00 -1.3108e+00 -9.1886e-01 -9.8614e-01 -2.5768e+00 -1.9536e+00 -2.8670e+00
148 +1.453401388e+03 +1.453401388e+03 +4.534013879e+02 +4.534013879e+02 -3.7665e+00 -1.0960e-01 -3.1092e-01 -1.4183e+00 -1.5827e+00 -1.4395e-01 -2.9776e+00 -3.1669e+00 +6.3924e-01 +1.0511e+00 -7.5815e-01 -1.0017e+00 +2.6592e-02 -3.0271e+00 -1.1410e+00 -1.2285e+00 -9.0675e-01 -2.5837e+00 -2.0796e+00 -2.8181e+00
169 +9.563645318e+02 +9.563645318e+02 -4.363546821e+01 -4.363546821e+01 -3.7712e+00 +1.0088e-01 -5.6760e-02 -1.6961e+00 -1.8367e+00 -3.8382e-01 -2.8677e+00 -3.0614e+00 +5.9129e-01 +1.3558e+00 -1.0143e+00 -1.2136e+00 -1.3087e-01 -3.1375e+00 -9.5882e-01 -1.5061e+00 -8.3670e-01 -2.6019e+00 -2.2008e+00 -2.7677e+00
211 +4.576945463e+02 +4.576945463e+02 -5.423054537e+02 -5.423054537e+02 -3.7805e+00 +5.4785e-01 +4.9159e-01 -2.2920e+00 -2.4299e+00 -8.8249e-01 -2.6434e+00 -2.8051e+00 +4.8637e-01 +2.0192e+00 -1.5671e+00 -1.6549e+00 -5.3748e-01 -3.3859e+00 -5.0530e-01 -2.0862e+00 -6.9374e-01 -2.6845e+00 -2.4653e+00 -2.6473e+00
253 +3.753179051e+02 +3.753179051e+02 -6.246820949e+02 -6.246820949e+02 -3.7827e+00 +7.0430e-01 +6.9911e-01 -2.5161e+00 -2.6764e+00 -1.0615e+00 -2.5752e+00 -2.6915e+00 +4.4856e-01 +2.2675e+00 -1.7732e+00 -1.8142e+00 -7.2462e-01 -3.4825e+00 -3.0283e-01 -2.2784e+00 -6.4023e-01 -2.7509e+00 -2.5601e+00 -2.5978e+00
274 +1.767779867e+02 +1.767779867e+02 -8.232220133e+02 -8.232220133e+02 -3.7714e+00 +5.2062e-01 +5.6720e-01 -2.3668e+00 -2.7120e+00 -8.7954e-01 -2.7304e+00 -2.6276e+00 +4.8137e-01 +2.0834e+00 -1.6179e+00 -1.6588e+00 -8.7764e-01 -3.4529e+00 -1.8489e-01 -1.9490e+00 -6.6762e-01 -2.9657e+00 -2.4763e+00 -2.5950e+00
295 +1.209161074e+02 +1.209161074e+02 -8.790838926e+02 -8.790838926e+02 -3.7649e+00 +4.5832e-01 +5.5491e-01 -2.3498e+00 -2.8130e+00 -8.2758e-01 -2.8035e+00 -2.5513e+00 +4.8797e-01 +2.0522e+00 -1.5905e+00 -1.6180e+00 -1.0286e+00 -3.4681e+00 -4.8688e-02 -1.8113e+00 -6.6626e-01 -3.1160e+00 -2.4588e+00 -2.5765e+00
316 +9.774861904e+01 +9.774861904e+01 -9.022513810e+02 -9.022513810e+02 -3.7607e+00 +4.5379e-01 +5.9810e-01 -2.3947e+00 -2.9389e+00 -8.3814e-01 -2.8360e+00 -2.4725e+00 +4.8169e-01 +2.0919e+00 -1.6229e+00 -1.6336e+00 -1.1710e+00 -3.5036e+00 +8.9270e-02 -1.7673e+00 -6.5064e-01 -3.2303e+00 -2.4738e+00 -2.5516e+00
442 +5.092835097e+01 +5.092835097e+01 -9.490716490e+02 -9.490716490e+02 -3.7078e+00 +2.5601e-01 +6.7419e-01 -2.5351e+00 -3.2046e+00 -8.2550e-01 -3.0280e+00 -2.1950e+00 +3.6990e-01 +2.1058e+00 -1.6674e+00 -1.9410e+00 -1.4541e+00 -3.6943e+00 +3.4625e-01 -1.5560e+00 -5.0003e-01 -3.5349e+00 -2.7580e+00 -2.4620e+00
484 +3.972492205e+01 +3.972492205e+01 -9.602750779e+02 -9.602750779e+02 -3.6912e+00 +1.9306e-01 +6.4772e-01 -2.5403e+00 -3.1045e+00 -8.2256e-01 -3.0416e+00 -2.2081e+00 +3.2229e-01 +2.0639e+00 -1.6537e+00 -2.0761e+00 -1.3246e+00 -3.7264e+00 +2.1126e-01 -1.5755e+00 -4.4995e-01 -3.4578e+00 -2.8750e+00 -2.4685e+00
610 +2.444031759e+01 +2.444031759e+01 -9.755596824e+02 -9.755596824e+02 -3.6756e+00 +2.3291e-01 +6.0466e-01 -2.6046e+00 -3.0605e+00 -8.8935e-01 -2.9459e+00 -2.1720e+00 +2.1143e-01 +2.0671e+00 -1.8312e+00 -2.2014e+00 -1.3993e+00 -3.7891e+00 +9.6662e-02 -1.7725e+00 -3.2293e-01 -3.5489e+00 -2.9755e+00 -2.6233e+00
1786 +1.573597968e+01 +1.573597968e+01 -9.842640203e+02 -9.842640203e+02 -2.9913e+00 +9.1554e-01 +1.0633e+00 -2.2682e+00 -2.9946e+00 -8.2819e-01 -2.9511e+00 -2.1980e+00 +1.9584e-01 +1.9389e+00 -1.8221e+00 -2.1048e+00 -1.4490e+00 -3.7921e+00 +5.7741e-02 -1.7048e+00 -3.2624e-01 -3.6282e+00 -2.9423e+00 -2.6824e+00
3193 +9.978248380e+00 +9.978248380e+00 -9.900217516e+02 -9.900217516e+02 -2.8514e+00 +1.1726e+00 +1.5129e+00 -1.5719e+00 -2.0858e+00 +7.5035e-02 -2.1178e+00 -1.4998e+00 +6.9123e-01 +2.1666e+00 -1.7782e+00 -2.1086e+00 -1.4674e+00 -3.7799e+00 +7.5691e-02 -1.6939e+00 -3.2596e-01 -3.6077e+00 -2.9475e+00 -2.6986e+00
3949 +6.252174035e+00 +6.252174035e+00 -9.937478260e+02 -9.937478260e+02 -2.8498e+00 +1.1761e+00 +1.5199e+00 -1.5533e+00 -2.0505e+00 +1.4978e-01 -1.9680e+00 -1.2188e+00 +1.1735e+00 +2.8956e+00 -8.9698e-01 -1.2447e+00 -7.0782e-01 -3.2389e+00 +3.0563e-01 -1.6670e+00 -2.4453e-01 -3.5746e+00 -2.9068e+00 -2.6708e+00
4117 +3.922117390e+00 +3.922117390e+00 -9.960778826e+02 -9.960778826e+02 -2.8482e+00 +1.1758e+00 +1.5247e+00 -1.5519e+00 -2.0427e+00 +1.5660e-01 -1.9616e+00 -1.2081e+00 +1.1893e+00 +2.9216e+00 -8.6000e-01 -1.1816e+00 -6.2269e-01 -3.0863e+00 +5.5111e-01 -1.4766e+00 -2.9677e-01 -3.6327e+00 -2.9498e+00 -2.6779e+00
4306 +2.315278764e+00 +2.315278764e+00 -9.976847212e+02 -9.976847212e+02 -2.8468e+00 +1.1785e+00 +1.5250e+00 -1.5507e+00 -2.0432e+00 +1.6006e-01 -1.9619e+00 -1.2095e+00 +1.1833e+00 +2.9195e+00 -8.4032e-01 -1.1413e+00 -5.2272e-01 -2.8907e+00 +8.9926e-01 -1.0244e+00 +1.6675e-01 -3.4289e+00 -2.9317e+00 -2.6669e+00
4411 +1.457231876e+00 +1.457231876e+00 -9.985427681e+02 -9.985427681e+02 -2.8485e+00 +1.1758e+00 +1.5242e+00 -1.5506e+00 -2.0422e+00 +1.5710e-01 -1.9592e+00 -1.2043e+00 +1.2000e+00 +2.9427e+00 -8.1987e-01 -1.1184e+00 -4.9463e-01 -2.8413e+00 +9.8240e-01 -8.6643e-01 +3.8085e-01 -3.1656e+00 -2.7696e+00 -2.6629e+00
