% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
274 +1.141107587e+02 +1.141107587e+02 +1.500107587e+02 +1.500107587e+02 +2.7075e+00 +2.6295e+00 +3.9045e+00 +2.5074e+00 -7.9251e-01 -4.9298e+00 -8.1533e-02 -3.0265e+00 -2.1251e+00 -4.8433e+00 -3.0186e+00 +1.2533e+00 -1.3105e+00 -3.0134e+00 +1.7447e+00 -5.4514e+00 -9.0629e-01 +8.6109e+00 +1.7624e-01 -2.7017e+00
1618 +9.950077039e+01 +9.950077039e+01 +1.354007704e+02 +1.354007704e+02 +2.4977e+00 +2.5225e+00 +3.9222e+00 +2.5018e+00 -2.0153e-01 -4.3510e+00 +3.5543e-01 -2.8235e+00 -2.4797e+00 -4.3681e+00 -2.3091e+00 +1.5718e+00 -1.0326e+00 -2.7212e+00 +1.6514e+00 -5.1525e+00 -8.8441e-01 +7.8796e+00 +2.2721e-01 -2.5444e+00
2080 +5.985257910e+01 +5.985257910e+01 +9.575257910e+01 +9.575257910e+01 +3.0894e+00 +2.8807e+00 +3.7116e+00 +3.0756e+00 -4.6336e-01 -4.0972e+00 -6.6291e-01 -2.5885e+00 -1.9159e+00 -4.1532e+00 -2.0986e+00 +4.0589e-01 -8.0751e-01 -2.0998e+00 +1.4089e+00 -5.3772e+00 -6.6641e-01 +7.1007e+00 +2.0485e-01 -3.0180e+00
2773 +3.980330718e+01 +3.980330718e+01 +7.570330718e+01 +7.570330718e+01 +3.0596e+00 +2.3752e+00 +3.3670e+00 +3.5292e+00 -1.0111e+00 -4.0969e+00 -1.3847e+00 -2.0615e+00 -1.6948e+00 -3.8692e+00 -1.8214e+00 -2.4191e-01 -7.8445e-01 -1.5577e+00 +9.5424e-01 -5.1021e+00 -5.2258e-01 +6.1869e+00 +5.3749e-02 -3.3494e+00
3508 +2.479204526e+01 +2.479204526e+01 +6.069204526e+01 +6.069204526e+01 +3.0118e+00 +2.1305e+00 +3.2233e+00 +3.6370e+00 -9.2910e-01 -4.0082e+00 -1.4491e+00 -1.9378e+00 -1.9149e+00 -3.7106e+00 -1.6595e+00 -7.4728e-02 -6.8753e-01 -1.1392e+00 +1.0684e+00 -4.6926e+00 -3.8133e-01 +5.4005e+00 -3.7095e-01 -3.3705e+00
4537 +1.397201293e+01 +1.397201293e+01 +4.987201293e+01 +4.987201293e+01 +2.8657e+00 +1.6795e+00 +3.0935e+00 +3.4802e+00 -8.8562e-01 -4.0999e+00 -1.5337e+00 -1.9010e+00 -2.3556e+00 -3.7012e+00 -1.6036e+00 +4.3772e-01 -6.6986e-01 -8.1535e-01 +1.2969e+00 -4.3306e+00 -1.0621e-01 +4.7328e+00 -8.9489e-01 -3.0635e+00
5587 +9.969731505e+00 +9.969731505e+00 +4.586973151e+01 +4.586973151e+01 +2.9391e+00 +1.4696e+00 +2.9830e+00 +3.5301e+00 -9.6386e-01 -4.1351e+00 -1.8862e+00 -1.8676e+00 -2.4884e+00 -3.6755e+00 -1.5677e+00 +4.8983e-01 -5.6456e-01 -4.4459e-01 +1.3963e+00 -4.1669e+00 +1.6655e-01 +4.0845e+00 -1.2766e+00 -2.9938e+00
6490 +4.313533958e+00 +4.313533958e+00 +4.021353396e+01 +4.021353396e+01 +2.7526e+00 +1.3026e+00 +2.9993e+00 +3.6015e+00 -1.4383e+00 -3.7539e+00 -2.1986e+00 -2.0797e+00 -2.5562e+00 -3.3382e+00 -1.4364e+00 +6.4549e-01 -2.8025e-01 -4.2743e-01 +1.3485e+00 -4.0558e+00 +3.7442e-01 +3.4276e+00 -1.3871e+00 -3.3551e+00
6784 +2.810880752e+00 +2.810880752e+00 +3.871088075e+01 +3.871088075e+01 +2.6518e+00 +1.1901e+00 +2.9479e+00 +3.4682e+00 -1.5561e+00 -3.6803e+00 -2.2788e+00 -2.1612e+00 -2.6712e+00 -3.2092e+00 -1.4209e+00 +8.9563e-01 -2.8173e-01 -4.6948e-01 +1.3315e+00 -3.9769e+00 +4.6531e-01 +3.3550e+00 -1.2732e+00 -3.3469e+00
7162 +2.383579675e+00 +2.383579675e+00 +3.828357968e+01 +3.828357968e+01 +2.6040e+00 +1.1394e+00 +2.9052e+00 +3.3996e+00 -1.6719e+00 -3.5748e+00 -2.3681e+00 -2.2488e+00 -2.7228e+00 -3.0854e+00 -1.4236e+00 +1.0396e+00 -2.4932e-01 -4.9754e-01 +1.3135e+00 -3.9218e+00 +5.6263e-01 +3.2929e+00 -1.1548e+00 -3.3801e+00
7666 +1.583617895e+00 +1.583617895e+00 +3.748361790e+01 +3.748361790e+01 +2.6254e+00 +1.1393e+00 +2.8401e+00 +3.3704e+00 -1.7106e+00 -3.4137e+00 -2.4536e+00 -2.3307e+00 -2.7700e+00 -2.9743e+00 -1.4374e+00 +1.1252e+00 -1.8585e-01 -4.4437e-01 +1.3473e+00 -3.8242e+00 +6.7811e-01 +3.1912e+00 -1.0415e+00 -3.3816e+00
9178 +9.755008301e-01 +9.755008301e-01 +3.687550083e+01 +3.687550083e+01 +2.6767e+00 +1.1750e+00 +2.7569e+00 +3.4090e+00 -1.4851e+00 -3.3585e+00 -2.3888e+00 -2.2799e+00 -2.8248e+00 -3.0285e+00 -1.3920e+00 +1.1737e+00 -2.3486e-01 -3.5335e-01 +1.4974e+00 -3.8090e+00 +6.1756e-01 +3.1885e+00 -1.0678e+00 -3.2195e+00
10417 +5.220955916e-01 +5.220955916e-01 +3.642209559e+01 +3.642209559e+01 +2.7125e+00 +1.1783e+00 +2.6869e+00 +3.3588e+00 -1.4874e+00 -3.2724e+00 -2.4232e+00 -2.2690e+00 -2.9031e+00 -2.9748e+00 -1.4334e+00 +1.2518e+00 -2.6696e-01 -4.0385e-01 +1.5519e+00 -3.7572e+00 +6.1740e-01 +3.1122e+00 -9.4137e-01 -3.1687e+00
10669 +3.823633105e-01 +3.823633105e-01 +3.628236331e+01 +3.628236331e+01 +2.7305e+00 +1.1912e+00 +2.6586e+00 +3.3602e+00 -1.4848e+00 -3.2536e+00 -2.4462e+00 -2.2468e+00 -2.9365e+00 -2.9648e+00 -1.4536e+00 +1.2677e+00 -3.0202e-01 -4.2512e-01 +1.5840e+00 -3.7679e+00 +6.1188e-01 +3.0737e+00 -9.0795e-01 -3.1428e+00
11635 +2.511011731e-01 +2.511011731e-01 +3.615110117e+01 +3.615110117e+01 +2.7439e+00 +1.2032e+00 +2.6301e+00 +3.3656e+00 -1.4874e+00 -3.2347e+00 -2.4837e+00 -2.2236e+00 -2.9875e+00 -2.9511e+00 -1.4767e+00 +1.2894e+00 -3.4835e-01 -4.5764e-01 +1.6216e+00 -3.7909e+00 +6.1001e-01 +3.0319e+00 -8.7247e-01 -3.1194e+00
12223 +1.548743838e-01 +1.548743838e-01 +3.605487438e+01 +3.605487438e+01 +2.7732e+00 +1.2028e+00 +2.5911e+00 +3.3811e+00 -1.4496e+00 -3.1891e+00 -2.4985e+00 -2.1898e+00 -3.0631e+00 -2.9416e+00 -1.5224e+00 +1.3285e+00 -3.9507e-01 -4.7840e-01 +1.6847e+00 -3.7957e+00 +6.0844e-01 +3.0341e+00 -8.3748e-01 -3.0715e+00
13084 +9.828274215e-02 +9.828274215e-02 +3.599828274e+01 +3.599828274e+01 +2.7674e+00 +1.1785e+00 +2.5946e+00 +3.3937e+00 -1.4438e+00 -3.1577e+00 -2.5064e+00 -2.1861e+00 -3.1051e+00 -2.9149e+00 -1.5351e+00 +1.3543e+00 -3.8903e-01 -4.7236e-01 +1.6972e+00 -3.7788e+00 +6.1548e-01 +3.0254e+00 -8.2727e-01 -3.0739e+00
14134 +6.250743840e-02 +6.250743840e-02 +3.596250744e+01 +3.596250744e+01 +2.7636e+00 +1.1570e+00 +2.6110e+00 +3.4145e+00 -1.4423e+00 -3.1340e+00 -2.5212e+00 -2.1784e+00 -3.1333e+00 -2.8904e+00 -1.5415e+00 +1.3484e+00 -3.7323e-01 -4.5027e-01 +1.7023e+00 -3.7649e+00 +6.1484e-01 +3.0125e+00 -8.2612e-01 -3.0891e+00
15940 +3.976869516e-02 +3.976869516e-02 +3.593976870e+01 +3.593976870e+01 +2.7649e+00 +1.1500e+00 +2.6139e+00 +3.4295e+00 -1.4459e+00 -3.1274e+00 -2.5453e+00 -2.1597e+00 -3.1501e+00 -2.8860e+00 -1.5417e+00 +1.3414e+00 -3.7755e-01 -4.4559e-01 +1.7240e+00 -3.7743e+00 +6.1830e-01 +2.9982e+00 -8.2264e-01 -3.0908e+00
16486 +2.511508921e-02 +2.511508921e-02 +3.592511509e+01 +3.592511509e+01 +2.7703e+00 +1.1454e+00 +2.6065e+00 +3.4307e+00 -1.4373e+00 -3.1133e+00 -2.5440e+00 -2.1463e+00 -3.1570e+00 -2.8901e+00 -1.5390e+00 +1.3438e+00 -3.7840e-01 -4.4299e-01 +1.7375e+00 -3.7727e+00 +6.1546e-01 +2.9920e+00 -8.1445e-01 -3.0849e+00
17263 +1.578128173e-02 +1.578128173e-02 +3.591578128e+01 +3.591578128e+01 +2.7751e+00 +1.1388e+00 +2.6124e+00 +3.4352e+00 -1.4362e+00 -3.1102e+00 -2.5457e+00 -2.1363e+00 -3.1450e+00 -2.9029e+00 -1.5223e+00 +1.3272e+00 -3.6481e-01 -4.2428e-01 +1.7447e+00 -3.7737e+00 +6.1702e-01 +2.9825e+00 -8.2100e-01 -3.0875e+00
18145 +9.967505368e-03 +9.967505368e-03 +3.590996751e+01 +3.590996751e+01 +2.7755e+00 +1.1325e+00 +2.6084e+00 +3.4369e+00 -1.4412e+00 -3.1058e+00 -2.5503e+00 -2.1298e+00 -3.1499e+00 -2.9052e+00 -1.5195e+00 +1.3315e+00 -3.6053e-01 -4.2286e-01 +1.7481e+00 -3.7738e+00 +6.2018e-01 +2.9764e+00 -8.1723e-01 -3.0884e+00
19069 +5.587517125e-03 +5.587517125e-03 +3.590558752e+01 +3.590558752e+01 +2.7763e+00 +1.1247e+00 +2.6009e+00 +3.4347e+00 -1.4405e+00 -3.0986e+00 -2.5488e+00 -2.1261e+00 -3.1580e+00 -2.9060e+00 -1.5173e+00 +1.3448e+00 -3.5343e-01 -4.2095e-01 +1.7492e+00 -3.7712e+00 +6.2451e-01 +2.9760e+00 -8.1088e-01 -3.0872e+00
20077 +3.711323827e-03 +3.711323827e-03 +3.590371132e+01 +3.590371132e+01 +2.7776e+00 +1.1222e+00 +2.5981e+00 +3.4324e+00 -1.4376e+00 -3.0968e+00 -2.5455e+00 -2.1255e+00 -3.1596e+00 -2.9068e+00 -1.5133e+00 +1.3500e+00 -3.4695e-01 -4.1350e-01 +1.7469e+00 -3.7708e+00 +6.2859e-01 +2.9764e+00 -8.1058e-01 -3.0891e+00
20392 +2.484075083e-03 +2.484075083e-03 +3.590248408e+01 +3.590248408e+01 +2.7779e+00 +1.1214e+00 +2.5956e+00 +3.4311e+00 -1.4381e+00 -3.0977e+00 -2.5460e+00 -2.1242e+00 -3.1609e+00 -2.9060e+00 -1.5125e+00 +1.3531e+00 -3.4514e-01 -4.1071e-01 +1.7454e+00 -3.7734e+00 +6.3180e-01 +2.9748e+00 -8.1079e-01 -3.0919e+00
21610 +1.517216076e-03 +1.517216076e-03 +3.590151722e+01 +3.590151722e+01 +2.7786e+00 +1.1177e+00 +2.5921e+00 +3.4307e+00 -1.4361e+00 -3.0980e+00 -2.5472e+00 -2.1203e+00 -3.1618e+00 -2.9071e+00 -1.5122e+00 +1.3544e+00 -3.4555e-01 -4.1027e-01 +1.7460e+00 -3.7751e+00 +6.3183e-01 +2.9736e+00 -8.1132e-01 -3.0923e+00
22366 +9.732614245e-04 +9.732614245e-04 +3.590097326e+01 +3.590097326e+01 +2.7792e+00 +1.1151e+00 +2.5895e+00 +3.4302e+00 -1.4320e+00 -3.0986e+00 -2.5469e+00 -2.1180e+00 -3.1619e+00 -2.9081e+00 -1.5112e+00 +1.3556e+00 -3.4617e-01 -4.0864e-01 +1.7455e+00 -3.7773e+00 +6.3222e-01 +2.9730e+00 -8.1309e-01 -3.0936e+00
23017 +5.540684918e-04 +5.540684918e-04 +3.590055407e+01 +3.590055407e+01 +2.7795e+00 +1.1140e+00 +2.5884e+00 +3.4290e+00 -1.4286e+00 -3.0976e+00 -2.5467e+00 -2.1177e+00 -3.1606e+00 -2.9085e+00 -1.5092e+00 +1.3572e+00 -3.4436e-01 -4.0652e-01 +1.7445e+00 -3.7767e+00 +6.3225e-01 +2.9725e+00 -8.1388e-01 -3.0947e+00
23942 +3.981010350e-04 +3.981010350e-04 +3.590039810e+01 +3.590039810e+01 +2.7797e+00 +1.1137e+00 +2.5879e+00 +3.4284e+00 -1.4266e+00 -3.0973e+00 -2.5467e+00 -2.1174e+00 -3.1599e+00 -2.9083e+00 -1.5083e+00 +1.3579e+00 -3.4403e-01 -4.0576e-01 +1.7436e+00 -3.7770e+00 +6.3188e-01 +2.9718e+00 -8.1463e-01 -3.0956e+00
25243 +2.335049945e-04 +2.335049945e-04 +3.590023350e+01 +3.590023350e+01 +2.7801e+00 +1.1143e+00 +2.5884e+00 +3.4280e+00 -1.4260e+00 -3.0964e+00 -2.5473e+00 -2.1178e+00 -3.1604e+00 -2.9068e+00 -1.5081e+00 +1.3592e+00 -3.4437e-01 -4.0608e-01 +1.7426e+00 -3.7773e+00 +6.3038e-01 +2.9707e+00 -8.1534e-01 -3.0963e+00
25327 +1.529404934e-04 +1.529404934e-04 +3.590015294e+01 +3.590015294e+01 +2.7803e+00 +1.1144e+00 +2.5885e+00 +3.4279e+00 -1.4262e+00 -3.0960e+00 -2.5473e+00 -2.1181e+00 -3.1607e+00 -2.9065e+00 -1.5081e+00 +1.3598e+00 -3.4395e-01 -4.0606e-01 +1.7424e+00 -3.7769e+00 +6.3001e-01 +2.9706e+00 -8.1519e-01 -3.0962e+00
26041 +9.661920760e-05 +9.661920760e-05 +3.590009662e+01 +3.590009662e+01 +2.7807e+00 +1.1145e+00 +2.5885e+00 +3.4284e+00 -1.4270e+00 -3.0963e+00 -2.5482e+00 -2.1176e+00 -3.1621e+00 -2.9057e+00 -1.5087e+00 +1.3606e+00 -3.4490e-01 -4.0663e-01 +1.7422e+00 -3.7771e+00 +6.2922e-01 +2.9698e+00 -8.1522e-01 -3.0964e+00
26797 +6.191699275e-05 +6.191699275e-05 +3.590006192e+01 +3.590006192e+01 +2.7808e+00 +1.1140e+00 +2.5880e+00 +3.4282e+00 -1.4264e+00 -3.0959e+00 -2.5478e+00 -2.1174e+00 -3.1622e+00 -2.9059e+00 -1.5082e+00 +1.3608e+00 -3.4417e-01 -4.0610e-01 +1.7426e+00 -3.7762e+00 +6.2942e-01 +2.9698e+00 -8.1474e-01 -3.0958e+00
27742 +3.685045497e-05 +3.685045497e-05 +3.590003685e+01 +3.590003685e+01 +2.7811e+00 +1.1140e+00 +2.5879e+00 +3.4283e+00 -1.4264e+00 -3.0962e+00 -2.5481e+00 -2.1173e+00 -3.1626e+00 -2.9056e+00 -1.5080e+00 +1.3611e+00 -3.4439e-01 -4.0612e-01 +1.7424e+00 -3.7765e+00 +6.2916e-01 +2.9692e+00 -8.1501e-01 -3.0959e+00
28099 +2.313647719e-05 +2.313647719e-05 +3.590002314e+01 +3.590002314e+01 +2.7813e+00 +1.1139e+00 +2.5878e+00 +3.4283e+00 -1.4263e+00 -3.0962e+00 -2.5481e+00 -2.1172e+00 -3.1628e+00 -2.9056e+00 -1.5077e+00 +1.3612e+00 -3.4419e-01 -4.0593e-01 +1.7424e+00 -3.7763e+00 +6.2920e-01 +2.9689e+00 -8.1501e-01 -3.0957e+00
28750 +1.583030387e-05 +1.583030387e-05 +3.590001583e+01 +3.590001583e+01 +2.7814e+00 +1.1138e+00 +2.5877e+00 +3.4282e+00 -1.4262e+00 -3.0962e+00 -2.5481e+00 -2.1173e+00 -3.1629e+00 -2.9055e+00 -1.5075e+00 +1.3613e+00 -3.4405e-01 -4.0585e-01 +1.7424e+00 -3.7762e+00 +6.2924e-01 +2.9688e+00 -8.1499e-01 -3.0955e+00
29296 +9.947111330e-06 +9.947111330e-06 +3.590000995e+01 +3.590000995e+01 +2.7815e+00 +1.1138e+00 +2.5875e+00 +3.4282e+00 -1.4262e+00 -3.0962e+00 -2.5480e+00 -2.1175e+00 -3.1629e+00 -2.9053e+00 -1.5073e+00 +1.3613e+00 -3.4401e-01 -4.0588e-01 +1.7425e+00 -3.7763e+00 +6.2944e-01 +2.9686e+00 -8.1504e-01 -3.0954e+00
30262 +6.234047504e-06 +6.234047504e-06 +3.590000623e+01 +3.590000623e+01 +2.7815e+00 +1.1138e+00 +2.5874e+00 +3.4281e+00 -1.4262e+00 -3.0962e+00 -2.5479e+00 -2.1176e+00 -3.1630e+00 -2.9052e+00 -1.5072e+00 +1.3614e+00 -3.4395e-01 -4.0591e-01 +1.7424e+00 -3.7763e+00 +6.2951e-01 +2.9684e+00 -8.1511e-01 -3.0953e+00
31060 +3.779196483e-06 +3.779196483e-06 +3.590000378e+01 +3.590000378e+01 +2.7816e+00 +1.1137e+00 +2.5873e+00 +3.4281e+00 -1.4263e+00 -3.0962e+00 -2.5480e+00 -2.1177e+00 -3.1631e+00 -2.9050e+00 -1.5071e+00 +1.3615e+00 -3.4388e-01 -4.0590e-01 +1.7423e+00 -3.7762e+00 +6.2947e-01 +2.9683e+00 -8.1518e-01 -3.0953e+00
32152 +2.225011350e-06 +2.225011350e-06 +3.590000223e+01 +3.590000223e+01 +2.7817e+00 +1.1136e+00 +2.5874e+00 +3.4281e+00 -1.4264e+00 -3.0962e+00 -2.5480e+00 -2.1176e+00 -3.1631e+00 -2.9050e+00 -1.5072e+00 +1.3615e+00 -3.4392e-01 -4.0579e-01 +1.7423e+00 -3.7761e+00 +6.2948e-01 +2.9682e+00 -8.1514e-01 -3.0953e+00
32929 +1.580389458e-06 +1.580389458e-06 +3.590000158e+01 +3.590000158e+01 +2.7817e+00 +1.1136e+00 +2.5873e+00 +3.4281e+00 -1.4264e+00 -3.0961e+00 -2.5479e+00 -2.1177e+00 -3.1631e+00 -2.9049e+00 -1.5072e+00 +1.3615e+00 -3.4400e-01 -4.0570e-01 +1.7423e+00 -3.7760e+00 +6.2955e-01 +2.9681e+00 -8.1516e-01 -3.0953e+00
33349 +9.905472211e-07 +9.905472211e-07 +3.590000099e+01 +3.590000099e+01 +2.7816e+00 +1.1136e+00 +2.5873e+00 +3.4281e+00 -1.4264e+00 -3.0961e+00 -2.5480e+00 -2.1177e+00 -3.1631e+00 -2.9049e+00 -1.5073e+00 +1.3615e+00 -3.4401e-01 -4.0568e-01 +1.7423e+00 -3.7760e+00 +6.2957e-01 +2.9681e+00 -8.1518e-01 -3.0953e+00
91897 +5.873670688e-07 +5.873670688e-07 +3.590000059e+01 +3.590000059e+01 +2.7816e+00 +1.1136e+00 +2.5872e+00 +3.4280e+00 -1.4264e+00 -3.0960e+00 -2.5480e+00 -2.1176e+00 -3.1631e+00 -2.9048e+00 -1.5073e+00 +1.3616e+00 -3.4398e-01 -4.0563e-01 +1.7424e+00 -3.7760e+00 +6.2964e-01 +2.9681e+00 -8.1522e-01 -3.0952e+00
92275 +3.920926730e-07 +3.920926730e-07 +3.590000039e+01 +3.590000039e+01 +2.7816e+00 +1.1136e+00 +2.5872e+00 +3.4280e+00 -1.4264e+00 -3.0960e+00 -2.5480e+00 -2.1176e+00 -3.1631e+00 -2.9048e+00 -1.5073e+00 +1.3616e+00 -3.4399e-01 -4.0562e-01 +1.7424e+00 -3.7760e+00 +6.2965e-01 +2.9681e+00 -8.1522e-01 -3.0952e+00
93178 +2.426684560e-07 +2.426684560e-07 +3.590000024e+01 +3.590000024e+01 +2.7816e+00 +1.1136e+00 +2.5872e+00 +3.4280e+00 -1.4264e+00 -3.0960e+00 -2.5480e+00 -2.1176e+00 -3.1632e+00 -2.9048e+00 -1.5073e+00 +1.3616e+00 -3.4400e-01 -4.0561e-01 +1.7424e+00 -3.7760e+00 +6.2964e-01 +2.9681e+00 -8.1523e-01 -3.0952e+00
212677 +1.582545650e-07 +1.582545650e-07 +3.590000016e+01 +3.590000016e+01 +2.7816e+00 +1.1136e+00 +2.5872e+00 +3.4280e+00 -1.4264e+00 -3.0960e+00 -2.5480e+00 -2.1176e+00 -3.1632e+00 -2.9048e+00 -1.5072e+00 +1.3616e+00 -3.4401e-01 -4.0559e-01 +1.7424e+00 -3.7760e+00 +6.2961e-01 +2.9680e+00 -8.1521e-01 -3.0952e+00
213508 +6.098647987e-08 +6.098647987e-08 +3.590000006e+01 +3.590000006e+01 +2.7816e+00 +1.1136e+00 +2.5872e+00 +3.4280e+00 -1.4264e+00 -3.0960e+00 -2.5480e+00 -2.1176e+00 -3.1632e+00 -2.9048e+00 -1.5072e+00 +1.3616e+00 -3.4401e-01 -4.0560e-01 +1.7424e+00 -3.7760e+00 +6.2960e-01 +2.9680e+00 -8.1521e-01 -3.0952e+00
% function evaluation | noise-free fitness - Fopt (3.137000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.925646029e+05 +3.925646029e+05 +3.925959729e+05 +3.925959729e+05 +4.1003e+00 -1.0970e+00 +2.6708e+00 +2.5023e+00 -4.8387e+00 +4.1103e-02 -1.9963e+00 +4.2995e+00 -4.7031e+00 +4.9326e+00 +8.6865e-03 +4.3601e+00 -9.1368e-01 +2.9595e+00 +4.4940e+00 -1.1419e+00 -2.3622e+00 -1.9270e+00 +1.4803e+00 +9.5629e-02
22 +2.379622028e+05 +2.379622028e+05 +2.379935728e+05 +2.379935728e+05 +4.3702e+00 -1.3913e+00 +1.6708e+00 +3.0874e+00 -5.0836e+00 +1.7086e-02 -2.1261e+00 +4.3143e+00 -4.3748e+00 +4.5969e+00 -1.8249e-01 +3.6691e+00 -4.9265e-01 +2.8875e+00 +4.5872e+00 -7.7632e-01 -1.9542e+00 -2.3762e+00 +1.3506e+00 -1.7423e-01
43 +3.866790600e+04 +3.866790600e+04 +3.869927600e+04 +3.869927600e+04 +4.8351e+00 -1.9792e+00 -6.3996e-02 +4.0744e+00 -5.3841e+00 -7.7963e-03 -2.3936e+00 +4.3095e+00 -3.9487e+00 +3.8217e+00 -5.5016e-01 +2.6277e+00 +3.1807e-01 +2.9919e+00 +4.7832e+00 -6.6659e-02 -1.0552e+00 -3.4622e+00 +1.0653e+00 -7.5376e-01
64 +7.515227640e+02 +7.515227640e+02 +7.828927640e+02 +7.828927640e+02 +5.1246e+00 -2.7528e+00 -1.8020e+00 +4.7544e+00 -5.5156e+00 -3.6811e-01 -2.6561e+00 +4.4914e+00 -4.0016e+00 +2.7810e+00 -8.1058e-01 +1.7878e+00 +8.5755e-01 +3.1452e+00 +4.8595e+00 +3.5516e-01 -1.9755e-01 -4.1895e+00 +9.0709e-01 -1.3500e+00
