% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.216478434e+01 +8.216478434e+01 +3.553147843e+02 +3.553147843e+02 +8.0304e-01 -2.6200e+00 -3.7687e-01 +7.1725e-01 +1.8951e-01 -2.2854e+00 -2.5256e+00 +1.1626e+00 -1.8510e+00 -1.5909e+00 -4.9811e+00 +2.7139e+00 -2.8341e+00 +1.2601e+00 +4.2032e+00 -4.3088e+00 -4.3179e+00 -4.1431e+00 +2.3489e+00 +1.7701e+00
22 +4.840111816e+01 +4.840111816e+01 +3.215511182e+02 +3.215511182e+02 +1.0178e+00 -2.2523e+00 -7.8489e-02 +1.1565e+00 -1.9774e-02 -2.2625e+00 -3.0717e+00 +1.6263e-01 -2.1797e+00 -1.4517e+00 -5.1887e+00 +2.8682e+00 -2.7363e+00 +9.5004e-01 +4.4407e+00 -4.3575e+00 -3.7897e+00 -3.7679e+00 +2.3154e+00 +8.4414e-01
169 +3.842529043e+01 +3.842529043e+01 +3.115752904e+02 +3.115752904e+02 +1.1673e+00 -2.2134e+00 -3.1575e-01 +1.0005e+00 -1.8228e-01 -2.1727e+00 -2.7102e+00 -2.0364e-01 -2.3305e+00 -1.2663e+00 -4.8508e+00 +2.8737e+00 -2.7710e+00 +7.7368e-01 +4.3396e+00 -4.5415e+00 -3.5461e+00 -3.8848e+00 +2.2818e+00 +1.1266e+00
1240 +2.511870285e+01 +2.511870285e+01 +2.982687029e+02 +2.982687029e+02 +7.9040e-01 -1.7132e+00 -5.8438e-01 +9.4078e-01 -6.4614e-01 -2.8851e+00 -2.8331e+00 -5.0050e-01 -1.7877e+00 -1.3558e+00 -4.7839e+00 +1.7461e+00 -1.8703e+00 +9.0164e-01 +4.4220e+00 -5.0434e+00 -3.7967e+00 -5.0056e+00 +1.2503e+00 +5.6205e-01
12265 +1.564331730e+01 +1.564331730e+01 +2.887933173e+02 +2.887933173e+02 +3.2067e+00 +3.9414e+00 +3.8365e+00 +1.0713e+00 +3.1774e+00 +1.8285e-01 +1.1969e+00 -4.3378e+00 -4.3077e+00 +2.2525e+00 -3.3580e+00 +3.5925e+00 -4.0569e+00 +2.4582e+00 -4.1553e+00 -3.6666e+00 -8.9336e-01 -1.3014e+00 +1.0936e+00 -3.4315e+00
111826 +9.957175141e+00 +9.957175141e+00 +2.831071751e+02 +2.831071751e+02 -2.3133e-01 +6.4531e-01 -1.7732e+00 +4.0972e+00 +1.6758e+00 +3.1692e+00 -1.0393e+00 -1.6703e+00 -4.6894e+00 +6.1830e-01 +2.0197e+00 -4.4732e+00 -3.2998e+00 -1.3275e+00 +2.7200e+00 -4.8945e+00 -1.6320e+00 -2.0989e+00 -2.5884e+00 -2.4872e+00
385015 +6.290626126e+00 +6.290626126e+00 +2.794406261e+02 +2.794406261e+02 -3.9412e+00 +2.4589e+00 +2.4553e+00 +2.8923e+00 +4.7118e+00 -3.1567e+00 +4.1475e-01 +3.9646e-02 -4.2684e+00 +5.0647e+00 +9.7294e-01 +3.8034e+00 +3.0351e-01 -1.0997e+00 +1.2477e+00 -2.5449e+00 -1.7278e+00 -1.0614e+00 +5.0507e+00 -5.0305e+00
% function evaluation | noise-free fitness - Fopt (3.718000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.395162873e+01 +3.395162873e+01 +7.113162873e+01 +7.113162873e+01 -5.6002e-01 +2.5157e+00 +2.5525e+00 -3.5878e+00 -1.5684e+00 +3.3614e+00 -1.1987e+00 -1.7197e+00 +4.0324e+00 -1.9932e+00 +3.2677e+00 -3.6085e+00 -1.4402e+00 +3.7767e+00 -4.9945e+00 +4.1596e+00 -1.1362e+00 +4.1857e+00 +3.2883e-01 -2.4355e+00
232 +2.218769347e+01 +2.218769347e+01 +5.936769347e+01 +5.936769347e+01 -2.7778e-01 +2.5014e+00 +2.2939e+00 -3.6217e+00 -1.5982e+00 +3.3371e+00 -1.4762e+00 -1.6510e+00 +3.8913e+00 -2.5139e+00 +2.9265e+00 -3.6481e+00 -1.3012e+00 +4.2340e+00 -5.0490e+00 +3.5163e+00 -1.1666e+00 +3.9413e+00 +3.3177e-01 -2.0810e+00
358 +1.583057233e+01 +1.583057233e+01 +5.301057233e+01 +5.301057233e+01 -1.9582e-01 +2.1639e+00 +2.5189e+00 -3.3164e+00 -1.7054e+00 +3.2163e+00 -1.8561e+00 -1.5992e+00 +3.8596e+00 -2.5351e+00 +2.7918e+00 -3.8062e+00 -8.6187e-01 +4.1447e+00 -4.9836e+00 +3.3123e+00 -1.3357e+00 +4.0602e+00 +6.4601e-01 -1.7578e+00
2794 +9.838815711e+00 +9.838815711e+00 +4.701881571e+01 +4.701881571e+01 -1.6062e+00 +3.6991e+00 -4.1485e+00 -2.0100e+00 -3.3384e+00 +1.3418e+00 +2.4298e-01 -2.1333e+00 -3.4807e-01 +5.7700e-01 -1.1841e+00 -3.4047e+00 -1.4328e+00 +1.2019e+00 +4.9956e+00 +3.7371e+00 -4.0734e+00 -5.8776e-01 -8.2199e-01 +4.5179e+00
120184 +6.282217542e+00 +6.282217542e+00 +4.346221754e+01 +4.346221754e+01 -3.0186e+00 -1.3475e+00 +8.3964e-01 -3.5232e+00 -1.2840e+00 +1.3230e+00 +3.9449e-01 +1.3025e+00 -3.4104e+00 +4.7364e+00 +1.8425e+00 +7.6274e-01 +2.9395e+00 -2.0258e+00 +9.0396e-01 -3.3884e+00 -2.3709e-01 +9.1645e-01 -3.3108e+00 +2.6877e+00
% function evaluation | noise-free fitness - Fopt (-1.479000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.836073513e+02 +2.836073513e+02 +1.357073513e+02 +1.357073513e+02 +2.2735e+00 +4.2827e+00 -4.0705e+00 +2.9562e+00 +2.2036e+00 +3.2950e+00 -3.6012e+00 -2.5458e+00 +2.1670e+00 -8.1447e-01 +4.7574e+00 -4.5048e+00 -4.1479e+00 +4.1861e+00 +1.4986e+00 -2.8041e+00 +4.9837e+00 +3.4251e+00 -3.4502e+00 -3.4539e+00
190 +2.486519905e+02 +2.486519905e+02 +1.007519905e+02 +1.007519905e+02 +2.3283e+00 +4.0987e+00 -3.9862e+00 +2.7884e+00 +2.3278e+00 +3.5139e+00 -3.8623e+00 -2.7377e+00 +2.3753e+00 -9.8132e-01 +4.5743e+00 -4.6967e+00 -4.2373e+00 +4.1127e+00 +1.7176e+00 -2.9493e+00 +5.3662e+00 +3.1750e+00 -3.6098e+00 -3.4033e+00
4957 +3.815390670e+01 +3.815390670e+01 -1.097460933e+02 -1.097460933e+02 -4.3461e+00 +3.4522e+00 +4.1175e+00 +2.7094e+00 +3.8162e+00 +4.5829e+00 -2.5923e+00 +3.7776e+00 +4.0103e+00 +4.2252e+00 -1.8009e+00 +4.1268e+00 -1.0822e+00 +4.4485e+00 +3.1861e+00 +1.7869e+00 -3.0902e+00 -4.3679e+00 -4.2069e+00 +4.8593e+00
5041 +2.474126774e+01 +2.474126774e+01 -1.231587323e+02 -1.231587323e+02 -3.6234e+00 +3.1149e+00 +3.0916e+00 +2.7092e+00 +4.2312e+00 +4.4121e+00 -2.2481e+00 +4.4064e+00 +4.1580e+00 +5.1329e+00 -2.2488e+00 +4.7165e+00 -9.7275e-01 +4.5845e+00 +2.5561e+00 +1.6630e+00 -2.6145e+00 -4.3480e+00 -5.0245e+00 +3.9970e+00
5335 +1.537377450e+01 +1.537377450e+01 -1.325262255e+02 -1.325262255e+02 -4.0156e+00 +4.3792e+00 +3.3426e+00 +2.1123e+00 +4.8299e+00 +3.9294e+00 -2.5475e+00 +4.5768e+00 +3.6063e+00 +5.0892e+00 -2.5006e+00 +4.5789e+00 -6.6920e-01 +4.3708e+00 +1.7530e+00 +1.7514e+00 -2.4067e+00 -4.7362e+00 -4.9825e+00 +4.2558e+00
11593 +9.993108915e+00 +9.993108915e+00 -1.379068911e+02 -1.379068911e+02 +1.9232e+00 +2.7171e-01 +2.5481e+00 +3.7125e+00 -8.1153e-01 +2.2998e-01 -2.5309e+00 +4.3988e+00 -9.4634e-01 +1.0134e+00 -2.4402e+00 -1.1442e+00 -4.9221e+00 -4.4646e+00 -1.1879e+00 -8.3157e-01 -3.5053e+00 +2.8390e+00 -4.4618e+00 -4.1129e+00
% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.528319399e+01 +6.528319399e+01 +4.834319399e+01 +4.834319399e+01 +4.4424e+00 +2.9637e+00 +1.7726e+00 -3.3985e+00 -1.9123e+00 -3.5014e+00 -2.5896e+00 +4.4610e-01 +1.7981e+00 -4.5400e+00 -3.5169e-01 +1.4901e+00 +2.5190e+00 +9.1362e-01 +3.6671e+00 -4.9009e+00 -1.7418e+00 +2.6536e+00 -1.1684e+00 -4.7372e+00
22 +5.918399948e+01 +5.918399948e+01 +4.224399948e+01 +4.224399948e+01 +5.0050e+00 +3.3104e+00 +1.9994e+00 -3.5121e+00 -1.4184e+00 -3.6510e+00 -3.5896e+00 +7.9308e-01 +2.1073e+00 -4.6524e+00 +5.6171e-01 +1.3929e+00 +2.5507e+00 +1.5019e+00 +3.5199e+00 -4.9784e+00 -2.5006e+00 +2.7990e+00 -5.2638e-01 -4.0996e+00
568 +3.956345751e+01 +3.956345751e+01 +2.262345751e+01 +2.262345751e+01 +5.0831e+00 +3.7412e+00 +2.1715e+00 -3.9248e+00 -2.2380e+00 -3.4595e+00 -3.7279e+00 +5.1513e-01 +2.0089e+00 -5.0974e+00 +8.2371e-01 +9.6301e-01 +2.7540e+00 +1.6264e+00 +3.3136e+00 -5.1212e+00 -1.8988e+00 +2.7941e+00 -5.0457e-01 -3.9557e+00
8317 +2.467266520e+01 +2.467266520e+01 +7.732665204e+00 +7.732665204e+00 -4.2939e+00 -3.8033e-01 -3.6241e+00 -3.4491e+00 -2.3478e+00 -3.2971e+00 +1.4927e+00 -3.7602e+00 +3.6480e+00 +1.1975e+00 +5.1114e+00 -2.8101e+00 +3.3384e+00 -2.9823e+00 +4.5796e+00 +3.5638e+00 -3.1483e+00 -4.0319e+00 -4.4225e+00 -4.2917e+00
39460 +1.549454749e+01 +1.549454749e+01 -1.445452509e+00 -1.445452509e+00 +4.3314e+00 -4.9161e+00 +7.2558e-01 +3.7829e+00 -2.6244e+00 -1.1942e+00 +1.6025e-01 -1.3086e+00 -1.6123e+00 -3.9118e+00 -6.8065e-01 -2.4087e+00 -1.0790e+00 -3.4077e+00 +4.5930e+00 +4.4931e+00 +1.9831e+00 -1.0458e+00 -1.0319e+00 -2.3859e+00
40216 +9.997688381e+00 +9.997688381e+00 -6.942311619e+00 -6.942311619e+00 +4.1167e+00 -4.9433e+00 +6.6974e-01 +3.7472e+00 -2.5203e+00 -9.8007e-01 +4.5082e-01 -1.3202e+00 -1.5518e+00 -3.9994e+00 -9.3370e-01 -1.8546e+00 -9.9292e-01 -3.4395e+00 +3.9848e+00 +4.7117e+00 +2.4164e+00 -7.4685e-01 -1.0411e+00 -2.9140e+00
300553 +6.286122505e+00 +6.286122505e+00 -1.065387750e+01 -1.065387750e+01 +3.2457e+00 -3.8441e-01 -4.3668e+00 +2.6656e+00 +5.0003e+00 -1.3923e+00 -5.1544e-01 -1.6135e+00 -2.9820e+00 -4.1162e+00 -1.0539e+00 -2.1498e+00 -4.8576e+00 +4.7444e-01 +3.8728e+00 +9.4778e-01 +1.5467e+00 -2.7275e+00 -2.2968e+00 +3.6613e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.837166070e+01 +3.837166070e+01 +5.718166070e+01 +5.718166070e+01 -1.5786e-01 -3.1148e+00 +2.5608e-01 +2.0770e+00 +2.2341e+00 +1.4660e+00 -1.1479e+00 -9.1848e-01 +1.5038e+00 +1.6162e+00 +4.5991e+00 -4.8798e+00 -2.5252e+00 +3.3527e+00 +3.9249e+00 +2.4979e+00 +4.7882e+00 -1.4983e+00 -2.9940e-01 +2.7253e+00
253 +2.507928650e+01 +2.507928650e+01 +4.388928650e+01 +4.388928650e+01 -1.2893e-01 -2.9399e+00 +2.7435e-01 +2.2302e+00 +2.0886e+00 +1.0388e+00 -1.2528e+00 -8.6045e-01 +1.4871e+00 +1.6960e+00 +4.3213e+00 -4.6561e+00 -2.4919e+00 +3.4078e+00 +3.9224e+00 +2.3616e+00 +4.4862e+00 -1.7152e+00 -3.1778e-01 +2.6418e+00
8023 +1.376751929e+01 +1.376751929e+01 +3.257751929e+01 +3.257751929e+01 +1.7196e-01 +3.5878e+00 +1.4358e+00 -2.7087e-01 +3.5258e-01 -3.2820e+00 +3.0386e+00 -2.3059e-01 +4.2257e+00 +2.9398e+00 -1.8583e+00 -1.3921e+00 +3.9676e+00 +4.6258e+00 +4.1339e+00 +1.7637e+00 -3.7000e+00 +4.3464e+00 +1.3502e+00 -3.3131e+00
8128 +9.647292431e+00 +9.647292431e+00 +2.845729243e+01 +2.845729243e+01 +8.6852e-02 +3.4529e+00 +1.2980e+00 -3.2607e-01 +3.5466e-01 -3.2594e+00 +3.0343e+00 -1.7796e-01 +4.1507e+00 +2.7947e+00 -2.0076e+00 -1.2790e+00 +3.8827e+00 +4.4612e+00 +4.0189e+00 +1.7340e+00 -3.7256e+00 +4.3353e+00 +1.4370e+00 -3.3904e+00
8296 +6.309328528e+00 +6.309328528e+00 +2.511932853e+01 +2.511932853e+01 +2.1528e-01 +3.3318e+00 +1.3986e+00 -4.7785e-01 +3.9229e-01 -3.1550e+00 +2.9318e+00 -1.4621e-01 +3.8523e+00 +2.7297e+00 -1.8836e+00 -1.0658e+00 +3.6581e+00 +4.3364e+00 +3.7221e+00 +1.9804e+00 -3.7021e+00 +4.2436e+00 +1.2294e+00 -3.2442e+00
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.038705433e+02 +1.038705433e+02 +3.770205433e+02 +3.770205433e+02 +9.0559e-01 +3.2915e+00 -8.0348e-01 -2.4038e+00 -4.4746e+00 +2.5872e+00 -2.5170e+00 +4.7610e+00 -3.0643e+00 +3.5484e+00 +2.5259e+00 +1.4201e+00 -3.5890e+00 -6.0317e-02 +1.8963e+00 +4.8358e+00 +1.6832e+00 -1.1098e+00 +3.6736e-01 +2.0612e+00
64 +8.371550955e+01 +8.371550955e+01 +3.568655096e+02 +3.568655096e+02 +9.8836e-01 +3.3494e+00 -7.5878e-01 -2.3652e+00 -4.4958e+00 +2.6421e+00 -2.6116e+00 +4.7225e+00 -3.0980e+00 +3.6525e+00 +2.5431e+00 +1.4191e+00 -3.5306e+00 -2.1331e-01 +2.0074e+00 +4.9580e+00 +1.6679e+00 -1.1609e+00 +2.9984e-01 +1.9876e+00
589 +6.287465598e+01 +6.287465598e+01 +3.360246560e+02 +3.360246560e+02 +2.3963e-01 +3.5722e+00 -8.9084e-01 -2.2156e+00 -4.7371e+00 +2.3938e+00 -2.5555e+00 +4.7102e+00 -3.0808e+00 +3.4919e+00 +2.3246e+00 +1.4416e+00 -3.6715e+00 -2.3815e-01 +1.8111e+00 +5.0117e+00 +1.0793e+00 -1.7363e+00 +4.5125e-01 +1.4414e+00
5587 +3.981060105e+01 +3.981060105e+01 +3.129606010e+02 +3.129606010e+02 +1.3780e+00 +2.7030e+00 -3.6368e+00 -3.9601e+00 +3.9141e+00 -3.8068e-01 +1.5554e-01 -7.7542e-01 -5.0898e+00 +7.3334e-01 -1.6850e+00 +3.8845e-01 +4.3667e+00 +4.1554e-01 -2.7624e+00 +3.1661e+00 +3.1095e+00 +2.6839e+00 -2.1129e+00 +2.6286e+00
21085 +2.233623622e+01 +2.233623622e+01 +2.954862362e+02 +2.954862362e+02 -3.6862e+00 +1.3601e+00 -8.2596e-02 +2.0643e+00 +2.9133e+00 +5.6791e-01 +2.7442e-01 -3.7281e+00 -2.8468e+00 +9.4034e-01 +3.0038e+00 -2.8377e+00 +1.3902e+00 -3.7310e+00 -7.2816e-01 +4.1930e-01 +3.1419e+00 -9.6971e-01 +1.0505e+00 -2.1244e+00
21316 +1.451113534e+01 +1.451113534e+01 +2.876611353e+02 +2.876611353e+02 -3.0709e+00 +3.3434e+00 +9.1996e-01 +3.2186e+00 +2.8587e+00 +1.0721e-01 -3.6521e-01 -4.7796e+00 -4.3569e+00 +1.5778e+00 +2.9102e+00 -2.3472e+00 +2.0982e+00 -5.1974e+00 +6.7762e-01 -6.8327e-01 +4.2492e+00 +9.6106e-01 +4.4541e-01 -4.4820e+00
21442 +9.717494908e+00 +9.717494908e+00 +2.828674949e+02 +2.828674949e+02 -3.0181e+00 +3.3453e+00 +8.5295e-01 +3.5233e+00 +2.7038e+00 -2.3057e-02 -6.2033e-01 -4.4533e+00 -4.6437e+00 +1.5213e+00 +2.7536e+00 -2.2670e+00 +2.3159e+00 -4.9682e+00 +8.6178e-01 -5.1627e-01 +4.4041e+00 +9.7511e-01 +3.1396e-01 -4.5792e+00
