% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
64 +9.712279101e+00 +9.712279101e+00 +1.658227910e+01 +1.658227910e+01 -2.5314e+00 -2.3980e+00 +1.2734e+00 +4.4695e-01 +5.2948e-01 +3.7949e+00 -2.9360e+00 +3.0990e+00 -2.4454e+00 -1.4722e+00 +2.2002e+00 -1.0269e+00 -1.5314e+00 +9.4869e-01 +3.1182e+00 +3.7011e+00 -4.9246e+00 -2.2136e+00 +1.5802e+00 +4.4977e+00
169 +5.961690844e+00 +5.961690844e+00 +1.283169084e+01 +1.283169084e+01 -2.5506e+00 -2.4016e+00 +1.2657e+00 +4.5385e-01 +5.1997e-01 +3.7770e+00 -2.9184e+00 +3.0462e+00 -2.4282e+00 -1.4949e+00 +2.1922e+00 -1.0308e+00 -1.5330e+00 +9.5904e-01 +3.1085e+00 +3.7140e+00 -4.9351e+00 -2.1784e+00 +1.5606e+00 +4.4800e+00
2101 +3.658837774e+00 +3.658837774e+00 +1.052883777e+01 +1.052883777e+01 +1.7791e+00 -4.0200e+00 +4.2932e+00 -2.7020e+00 +3.5915e+00 +3.0739e+00 -7.3368e-01 +2.5067e+00 +1.8791e+00 +2.4383e+00 -4.9683e+00 +2.1006e+00 -3.4631e+00 +1.0269e+00 +4.6536e+00 +3.4437e+00 -2.3402e+00 +4.4505e+00 -4.2831e+00 -2.3588e+00
57793 +2.511853512e+00 +2.511853512e+00 +9.381853512e+00 +9.381853512e+00 -4.1935e+00 -9.0428e-01 +1.5436e-01 +5.4195e-01 -4.2610e+00 +2.5773e+00 -1.5163e+00 +9.5767e-02 -2.4752e+00 -6.5514e-01 -3.1684e+00 +2.1808e+00 +1.8894e-01 +4.6007e+00 -7.5609e-01 -4.3311e+00 +1.7171e+00 +2.9213e+00 +4.2438e+00 +1.4112e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e-02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.279563572e+01 +1.279563572e+01 +1.280563572e+01 +1.280563572e+01 -4.9219e+00 +5.3783e-01 +4.9285e+00 -2.5034e+00 +3.8458e+00 -1.0641e+00 -2.1814e+00 +2.7083e+00 -3.0289e+00 -4.2496e+00 +8.0512e-01 +2.3802e+00 -1.8998e+00 -3.4720e+00 -4.0239e+00 +2.6606e+00 -3.1689e+00 +2.2845e+00 -3.1652e+00 -4.8132e+00
64 +9.596556889e+00 +9.596556889e+00 +9.606556889e+00 +9.606556889e+00 -4.8447e+00 +6.1927e-01 +4.8702e+00 -2.4888e+00 +3.8651e+00 -1.1501e+00 -2.0663e+00 +2.7656e+00 -3.0487e+00 -4.2014e+00 +7.7721e-01 +2.4225e+00 -2.0009e+00 -3.5234e+00 -4.0241e+00 +2.6704e+00 -3.0722e+00 +2.3165e+00 -3.2380e+00 -4.7652e+00
274 +5.151339110e+00 +5.151339110e+00 +5.161339110e+00 +5.161339110e+00 -4.9036e+00 +5.5857e-01 +4.9148e+00 -2.4963e+00 +3.8397e+00 -1.0829e+00 -2.1576e+00 +2.7310e+00 -3.0253e+00 -4.2462e+00 +7.9062e-01 +2.4009e+00 -1.9135e+00 -3.4827e+00 -4.0181e+00 +2.6746e+00 -3.1508e+00 +2.3001e+00 -3.1901e+00 -4.8062e+00
610 +3.747930899e+00 +3.747930899e+00 +3.757930899e+00 +3.757930899e+00 -4.9038e+00 +5.5655e-01 +4.9156e+00 -2.4967e+00 +3.8399e+00 -1.0834e+00 -2.1576e+00 +2.7309e+00 -3.0260e+00 -4.2470e+00 +7.8999e-01 +2.4026e+00 -1.9128e+00 -3.4822e+00 -4.0173e+00 +2.6762e+00 -3.1503e+00 +2.3009e+00 -3.1912e+00 -4.8064e+00
841 +2.419165540e+00 +2.419165540e+00 +2.429165540e+00 +2.429165540e+00 -4.9037e+00 +5.5444e-01 +4.9161e+00 -2.4999e+00 +3.8410e+00 -1.0835e+00 -2.1514e+00 +2.7304e+00 -3.0296e+00 -4.2455e+00 +7.9472e-01 +2.4060e+00 -1.9182e+00 -3.4820e+00 -4.0189e+00 +2.6728e+00 -3.1526e+00 +2.2999e+00 -3.1877e+00 -4.8066e+00
2794 +1.492118861e+00 +1.492118861e+00 +1.502118861e+00 +1.502118861e+00 -3.5191e+00 -1.1862e+00 -2.5842e+00 -6.7315e-01 +1.5378e+00 +4.7204e+00 +2.5118e+00 +4.8915e+00 -1.4964e+00 +3.5328e+00 +5.4658e-01 -3.9050e+00 +2.6960e+00 +4.0914e+00 -2.9118e+00 -4.2544e+00 +3.7991e+00 +4.0493e+00 +2.9803e-01 +4.6653e-01
% function evaluation | noise-free fitness - Fopt (-1.306100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.104168084e+01 +2.104168084e+01 -1.095683192e+02 -1.095683192e+02 +4.6919e+00 +4.2882e-01 +6.8241e-01 -1.7883e+00 -1.4767e+00 +4.7545e+00 +5.9732e-01 -4.7393e+00 +4.6258e+00 +1.2689e+00 -1.7711e+00 -3.7396e+00 +3.4603e+00 +4.7597e+00 -4.5292e+00 -4.4442e+00 +4.1228e+00 -2.8161e-01 +3.3828e+00 -3.8265e+00
106 +7.435213852e+00 +7.435213852e+00 -1.231747861e+02 -1.231747861e+02 +4.6778e+00 +3.2437e-01 +6.2152e-01 -1.8167e+00 -1.5336e+00 +4.7136e+00 +5.7533e-01 -4.6575e+00 +4.7249e+00 +1.2101e+00 -1.8017e+00 -3.7185e+00 +3.3515e+00 +4.7882e+00 -4.5180e+00 -4.4294e+00 +4.0908e+00 -3.1724e-01 +3.4259e+00 -3.8961e+00
274 +6.178749869e+00 +6.178749869e+00 -1.244312501e+02 -1.244312501e+02 +4.6843e+00 +3.2164e-01 +6.2036e-01 -1.8169e+00 -1.5391e+00 +4.7099e+00 +5.9234e-01 -4.6526e+00 +4.7360e+00 +1.1981e+00 -1.8060e+00 -3.7156e+00 +3.3500e+00 +4.7993e+00 -4.5161e+00 -4.4203e+00 +4.0835e+00 -3.1830e-01 +3.4503e+00 -3.9040e+00
4222 +3.822330503e+00 +3.822330503e+00 -1.267876695e+02 -1.267876695e+02 +1.1133e+00 +2.2242e+00 +9.3841e-01 -8.1627e-01 +3.8019e+00 -8.4007e-01 -4.2559e+00 -4.2822e+00 +4.3329e+00 -3.0979e-01 +1.4929e+00 +3.4544e+00 -8.4779e-01 -2.2853e+00 -4.6461e+00 -4.5405e+00 -1.2692e-01 -1.8920e-01 +3.9177e+00 -4.8072e+00
34378 +2.415414286e+00 +2.415414286e+00 -1.281945857e+02 -1.281945857e+02 +2.4694e+00 -4.2433e+00 -3.2184e+00 +1.6086e+00 -3.2090e+00 +3.6289e+00 +2.6837e+00 +3.2227e+00 -1.3660e+00 -3.1480e+00 -4.7316e+00 -1.6796e+00 -1.0153e-01 -1.0217e+00 -8.5087e-01 -6.8830e-01 +2.3104e-01 -3.9628e+00 -2.8019e+00 +3.5614e+00
34798 +1.432627658e+00 +1.432627658e+00 -1.291773723e+02 -1.291773723e+02 +2.4696e+00 -4.2421e+00 -3.2169e+00 +1.6038e+00 -3.2112e+00 +3.6256e+00 +2.6875e+00 +3.2198e+00 -1.3679e+00 -3.1499e+00 -4.7311e+00 -1.6776e+00 -1.0390e-01 -1.0232e+00 -8.4604e-01 -6.9059e-01 +2.3185e-01 -3.9584e+00 -2.8037e+00 +3.5594e+00
34903 +9.847583576e-01 +9.847583576e-01 -1.296252416e+02 -1.296252416e+02 +2.4705e+00 -4.2421e+00 -3.2158e+00 +1.5988e+00 -3.2132e+00 +3.6224e+00 +2.6908e+00 +3.2169e+00 -1.3700e+00 -3.1511e+00 -4.7301e+00 -1.6750e+00 -1.0612e-01 -1.0264e+00 -8.4093e-01 -6.9388e-01 +2.3252e-01 -3.9551e+00 -2.8051e+00 +3.5567e+00
35386 +6.280442407e-01 +6.280442407e-01 -1.299819558e+02 -1.299819558e+02 +2.4703e+00 -4.2394e+00 -3.2177e+00 +1.5998e+00 -3.2122e+00 +3.6238e+00 +2.6922e+00 +3.2162e+00 -1.3688e+00 -3.1503e+00 -4.7290e+00 -1.6761e+00 -1.0490e-01 -1.0267e+00 -8.4235e-01 -6.9279e-01 +2.3203e-01 -3.9580e+00 -2.8050e+00 +3.5584e+00
