% function evaluation | noise-free fitness - Fopt (4.078000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
44101 +2.141054564e-02 +2.141054564e-02 +4.080141055e+01 +4.080141055e+01 -2.6719e+00 -1.4443e+00 +3.4844e+00 -2.3421e+00 -3.7872e+00 +6.2656e-01 -2.8681e+00 -1.6645e+00 +3.0592e+00 -3.1696e+00 +1.7244e+00 -2.5613e+00 +1.4366e+00 +3.2899e+00 -8.1410e-01 -1.4156e+00 +1.4907e+00 +6.7181e-01 +1.1770e+00 +7.4990e-01
44185 +1.539401385e-02 +1.539401385e-02 +4.079539401e+01 +4.079539401e+01 -2.7931e+00 -1.4015e+00 +3.5054e+00 -2.3307e+00 -3.6575e+00 +6.6260e-01 -2.8568e+00 -1.6233e+00 +3.0020e+00 -3.1407e+00 +1.7747e+00 -2.5678e+00 +1.4775e+00 +3.2881e+00 -8.2521e-01 -1.3520e+00 +1.4577e+00 +7.1218e-01 +1.0529e+00 +7.7225e-01
44353 +7.946313698e-03 +7.946313698e-03 +4.078794631e+01 +4.078794631e+01 -2.7610e+00 -1.5291e+00 +3.5559e+00 -2.2743e+00 -3.7202e+00 +5.9653e-01 -2.8041e+00 -1.7154e+00 +3.0051e+00 -3.1720e+00 +1.6784e+00 -2.5714e+00 +1.3962e+00 +3.1450e+00 -6.5799e-01 -1.3236e+00 +1.4513e+00 +6.4221e-01 +1.0509e+00 +7.0651e-01
44374 +6.104153495e-03 +6.104153495e-03 +4.078610415e+01 +4.078610415e+01 -2.7721e+00 -1.5626e+00 +3.5894e+00 -2.2595e+00 -3.7270e+00 +5.7823e-01 -2.8050e+00 -1.7396e+00 +2.9980e+00 -3.1752e+00 +1.6542e+00 -2.5539e+00 +1.3867e+00 +3.0920e+00 -6.1509e-01 -1.3108e+00 +1.4596e+00 +6.1945e-01 +1.0440e+00 +7.0878e-01
44458 +3.802326291e-03 +3.802326291e-03 +4.078380233e+01 +4.078380233e+01 -2.7795e+00 -1.6107e+00 +3.6849e+00 -2.2619e+00 -3.7796e+00 +5.3175e-01 -2.8706e+00 -1.7970e+00 +2.9937e+00 -3.1752e+00 +1.5996e+00 -2.4561e+00 +1.3983e+00 +2.9909e+00 -5.8512e-01 -1.3177e+00 +1.5432e+00 +5.6243e-01 +1.0853e+00 +7.7920e-01
44689 +2.440157895e-03 +2.440157895e-03 +4.078244016e+01 +4.078244016e+01 -2.7894e+00 -1.6136e+00 +3.6880e+00 -2.2680e+00 -3.7605e+00 +5.1438e-01 -2.8197e+00 -1.8446e+00 +2.9695e+00 -3.1766e+00 +1.5499e+00 -2.4675e+00 +1.3617e+00 +2.9738e+00 -5.6048e-01 -1.2785e+00 +1.5739e+00 +5.8939e-01 +1.0039e+00 +7.5521e-01
44710 +1.377968636e-03 +1.377968636e-03 +4.078137797e+01 +4.078137797e+01 -2.7955e+00 -1.6235e+00 +3.7071e+00 -2.2720e+00 -3.7608e+00 +4.9726e-01 -2.8069e+00 -1.8791e+00 +2.9571e+00 -3.1773e+00 +1.5148e+00 -2.4545e+00 +1.3457e+00 +2.9468e+00 -5.4338e-01 -1.2608e+00 +1.6056e+00 +5.9254e-01 +9.7103e-01 +7.5697e-01
44773 +9.908367941e-04 +9.908367941e-04 +4.078099084e+01 +4.078099084e+01 -2.8044e+00 -1.6425e+00 +3.7346e+00 -2.2744e+00 -3.7581e+00 +4.7337e-01 -2.7872e+00 -1.9302e+00 +2.9430e+00 -3.1798e+00 +1.4618e+00 -2.4356e+00 +1.3197e+00 +2.9018e+00 -5.1135e-01 -1.2358e+00 +1.6507e+00 +5.9539e-01 +9.2135e-01 +7.5821e-01
45067 +6.249699897e-04 +6.249699897e-04 +4.078062497e+01 +4.078062497e+01 -2.7907e+00 -1.6952e+00 +3.7687e+00 -2.2625e+00 -3.7468e+00 +4.6922e-01 -2.8218e+00 -1.9811e+00 +3.0069e+00 -3.1956e+00 +1.3930e+00 -2.3641e+00 +1.2946e+00 +2.8056e+00 -4.5431e-01 -1.2674e+00 +1.7322e+00 +5.7031e-01 +9.1493e-01 +8.0722e-01
45193 +3.721656593e-04 +3.721656593e-04 +4.078037217e+01 +4.078037217e+01 -2.7461e+00 -1.6849e+00 +3.7629e+00 -2.2762e+00 -3.7489e+00 +4.8298e-01 -2.8445e+00 -1.9726e+00 +3.0272e+00 -3.1899e+00 +1.4072e+00 -2.3509e+00 +1.3182e+00 +2.8240e+00 -5.0881e-01 -1.2793e+00 +1.7467e+00 +5.9079e-01 +9.3945e-01 +8.4682e-01
45235 +2.468299133e-04 +2.468299133e-04 +4.078024683e+01 +4.078024683e+01 -2.7179e+00 -1.7030e+00 +3.7722e+00 -2.2696e+00 -3.7404e+00 +4.8242e-01 -2.8381e+00 -1.9880e+00 +3.0323e+00 -3.1879e+00 +1.4000e+00 -2.3474e+00 +1.3195e+00 +2.8002e+00 -5.1069e-01 -1.2639e+00 +1.7505e+00 +6.0213e-01 +9.2694e-01 +8.6246e-01
45298 +1.287305038e-04 +1.287305038e-04 +4.078012873e+01 +4.078012873e+01 -2.6563e+00 -1.7626e+00 +3.8043e+00 -2.2449e+00 -3.7142e+00 +4.7371e-01 -2.8120e+00 -2.0432e+00 +3.0432e+00 -3.1862e+00 +1.3648e+00 -2.3357e+00 +1.3091e+00 +2.7156e+00 -4.8713e-01 -1.2174e+00 +1.7660e+00 +6.2438e-01 +8.7691e-01 +8.9433e-01
45466 +9.554630068e-05 +9.554630068e-05 +4.078009555e+01 +4.078009555e+01 -2.6691e+00 -1.7519e+00 +3.7870e+00 -2.2229e+00 -3.6982e+00 +4.7718e-01 -2.7775e+00 -2.0684e+00 +3.0222e+00 -3.1775e+00 +1.3747e+00 -2.3442e+00 +1.2874e+00 +2.6963e+00 -4.5501e-01 -1.2060e+00 +1.7622e+00 +6.3101e-01 +8.3941e-01 +8.7883e-01
45571 +6.174695659e-05 +6.174695659e-05 +4.078006175e+01 +4.078006175e+01 -2.6150e+00 -1.7527e+00 +3.7885e+00 -2.2115e+00 -3.7067e+00 +5.0007e-01 -2.7735e+00 -2.0757e+00 +3.0111e+00 -3.1569e+00 +1.3959e+00 -2.3297e+00 +1.2998e+00 +2.6830e+00 -4.8324e-01 -1.2008e+00 +1.7641e+00 +6.6427e-01 +8.5299e-01 +9.1983e-01
45613 +3.727987291e-05 +3.727987291e-05 +4.078003728e+01 +4.078003728e+01 -2.6041e+00 -1.7809e+00 +3.8199e+00 -2.2081e+00 -3.7328e+00 +5.0634e-01 -2.7855e+00 -2.0802e+00 +3.0086e+00 -3.1541e+00 +1.3678e+00 -2.2995e+00 +1.2941e+00 +2.6512e+00 -4.6513e-01 -1.2085e+00 +1.7835e+00 +6.6480e-01 +8.7490e-01 +9.4067e-01
45949 +2.507772359e-05 +2.507772359e-05 +4.078002508e+01 +4.078002508e+01 -2.5978e+00 -1.8032e+00 +3.8385e+00 -2.1889e+00 -3.7326e+00 +5.3197e-01 -2.7750e+00 -2.0961e+00 +3.0055e+00 -3.1493e+00 +1.3515e+00 -2.3202e+00 +1.2661e+00 +2.6565e+00 -4.3127e-01 -1.2076e+00 +1.7806e+00 +6.9007e-01 +8.7047e-01 +9.4340e-01
46327 +1.404243353e-05 +1.404243353e-05 +4.078001404e+01 +4.078001404e+01 -2.5957e+00 -1.7928e+00 +3.8449e+00 -2.1814e+00 -3.7049e+00 +5.5534e-01 -2.7958e+00 -2.0977e+00 +3.0119e+00 -3.1479e+00 +1.3682e+00 -2.3249e+00 +1.2659e+00 +2.6633e+00 -4.3448e-01 -1.2134e+00 +1.7892e+00 +7.0770e-01 +8.6690e-01 +9.7141e-01
46369 +7.672077771e-06 +7.672077771e-06 +4.078000767e+01 +4.078000767e+01 -2.5872e+00 -1.7911e+00 +3.8488e+00 -2.1802e+00 -3.7066e+00 +5.5932e-01 -2.8005e+00 -2.0938e+00 +3.0014e+00 -3.1544e+00 +1.3702e+00 -2.3308e+00 +1.2577e+00 +2.6581e+00 -4.2655e-01 -1.2114e+00 +1.7882e+00 +7.1312e-01 +8.7266e-01 +9.6983e-01
46474 +3.691179025e-06 +3.691179025e-06 +4.078000369e+01 +4.078000369e+01 -2.5567e+00 -1.7880e+00 +3.8635e+00 -2.1752e+00 -3.7073e+00 +5.6586e-01 -2.8099e+00 -2.1105e+00 +2.9776e+00 -3.1661e+00 +1.3662e+00 -2.3341e+00 +1.2321e+00 +2.6310e+00 -4.0633e-01 -1.2035e+00 +1.8089e+00 +7.3212e-01 +8.7330e-01 +9.8178e-01
46747 +2.457711709e-06 +2.457711709e-06 +4.078000246e+01 +4.078000246e+01 -2.5371e+00 -1.7887e+00 +3.8652e+00 -2.1670e+00 -3.7042e+00 +5.7220e-01 -2.8042e+00 -2.1236e+00 +2.9703e+00 -3.1618e+00 +1.3688e+00 -2.3316e+00 +1.2204e+00 +2.6145e+00 -4.0172e-01 -1.1963e+00 +1.8144e+00 +7.4363e-01 +8.6831e-01 +9.9444e-01
46852 +6.723309269e-07 +6.723309269e-07 +4.078000067e+01 +4.078000067e+01 -2.5266e+00 -1.7829e+00 +3.8709e+00 -2.1676e+00 -3.6963e+00 +5.7529e-01 -2.8051e+00 -2.1193e+00 +2.9595e+00 -3.1618e+00 +1.3689e+00 -2.3360e+00 +1.1808e+00 +2.6031e+00 -3.9601e-01 -1.1789e+00 +1.8086e+00 +7.4373e-01 +8.7182e-01 +1.0045e+00
46873 +5.387813005e-07 +5.387813005e-07 +4.078000054e+01 +4.078000054e+01 -2.5226e+00 -1.7795e+00 +3.8751e+00 -2.1693e+00 -3.6918e+00 +5.7608e-01 -2.8073e+00 -2.1169e+00 +2.9550e+00 -3.1621e+00 +1.3675e+00 -2.3376e+00 +1.1582e+00 +2.5979e+00 -3.9361e-01 -1.1697e+00 +1.8067e+00 +7.4219e-01 +8.7437e-01 +1.0109e+00
46936 +3.211472901e-07 +3.211472901e-07 +4.078000032e+01 +4.078000032e+01 -2.5320e+00 -1.7808e+00 +3.8787e+00 -2.1742e+00 -3.6938e+00 +5.7339e-01 -2.8161e+00 -2.1192e+00 +2.9661e+00 -3.1621e+00 +1.3618e+00 -2.3316e+00 +1.1683e+00 +2.6069e+00 -3.9936e-01 -1.1790e+00 +1.8163e+00 +7.3722e-01 +8.7710e-01 +1.0148e+00
47587 +2.298053090e-07 +2.298053090e-07 +4.078000023e+01 +4.078000023e+01 -2.5285e+00 -1.7727e+00 +3.8744e+00 -2.1717e+00 -3.6877e+00 +5.8244e-01 -2.8098e+00 -2.1186e+00 +2.9593e+00 -3.1592e+00 +1.3691e+00 -2.3415e+00 +1.1598e+00 +2.6136e+00 -4.0133e-01 -1.1773e+00 +1.8128e+00 +7.4188e-01 +8.7607e-01 +1.0171e+00
47692 +1.432909187e-07 +1.432909187e-07 +4.078000014e+01 +4.078000014e+01 -2.5311e+00 -1.7740e+00 +3.8820e+00 -2.1738e+00 -3.6816e+00 +5.8587e-01 -2.8058e+00 -2.1135e+00 +2.9529e+00 -3.1607e+00 +1.3643e+00 -2.3471e+00 +1.1548e+00 +2.6104e+00 -4.0180e-01 -1.1738e+00 +1.8125e+00 +7.3229e-01 +8.7776e-01 +1.0204e+00
47734 +9.812040247e-08 +9.812040247e-08 +4.078000010e+01 +4.078000010e+01 -2.5333e+00 -1.7770e+00 +3.8845e+00 -2.1770e+00 -3.6827e+00 +5.8169e-01 -2.8059e+00 -2.1165e+00 +2.9572e+00 -3.1612e+00 +1.3576e+00 -2.3414e+00 +1.1598e+00 +2.6068e+00 -4.0497e-01 -1.1768e+00 +1.8199e+00 +7.2358e-01 +8.7826e-01 +1.0231e+00
47797 +5.922296253e-08 +5.922296253e-08 +4.078000006e+01 +4.078000006e+01 -2.5283e+00 -1.7731e+00 +3.8799e+00 -2.1748e+00 -3.6817e+00 +5.8475e-01 -2.8032e+00 -2.1163e+00 +2.9543e+00 -3.1608e+00 +1.3628e+00 -2.3438e+00 +1.1569e+00 +2.6057e+00 -4.0476e-01 -1.1773e+00 +1.8182e+00 +7.2498e-01 +8.7948e-01 +1.0232e+00
100843 +3.926534475e-08 +3.926534475e-08 +4.078000004e+01 +4.078000004e+01 -2.5314e+00 -1.7745e+00 +3.8847e+00 -2.1705e+00 -3.6691e+00 +5.9216e-01 -2.8008e+00 -2.1157e+00 +2.9461e+00 -3.1644e+00 +1.3767e+00 -2.3541e+00 +1.1414e+00 +2.6063e+00 -4.2870e-01 -1.1894e+00 +1.8213e+00 +7.1848e-01 +8.8968e-01 +1.0077e+00
100927 +2.207817573e-08 +2.207817573e-08 +4.078000002e+01 +4.078000002e+01 -2.5278e+00 -1.7743e+00 +3.8813e+00 -2.1692e+00 -3.6655e+00 +5.9720e-01 -2.8038e+00 -2.1143e+00 +2.9459e+00 -3.1585e+00 +1.3757e+00 -2.3542e+00 +1.1395e+00 +2.6112e+00 -4.2475e-01 -1.1855e+00 +1.8214e+00 +7.1706e-01 +8.8762e-01 +1.0062e+00
101011 +1.571449104e-08 +1.571449104e-08 +4.078000002e+01 +4.078000002e+01 -2.5274e+00 -1.7749e+00 +3.8824e+00 -2.1693e+00 -3.6657e+00 +5.9777e-01 -2.8037e+00 -2.1118e+00 +2.9444e+00 -3.1585e+00 +1.3743e+00 -2.3535e+00 +1.1389e+00 +2.6104e+00 -4.2616e-01 -1.1845e+00 +1.8207e+00 +7.1815e-01 +8.8691e-01 +1.0060e+00
% function evaluation | noise-free fitness - Fopt (-1.600000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.573860461e+01 +8.573860461e+01 +8.413860461e+01 +8.413860461e+01 -2.7086e+00 -1.9759e+00 +3.9224e+00 +4.4302e+00 -4.3907e+00 -1.0768e+00 +2.5069e+00 -7.3454e-01 -2.0528e+00 -2.9776e+00 +4.7802e+00 +3.6420e+00 +4.5314e-01 +2.9805e+00 -4.5094e+00 -1.6266e+00 +3.0217e+00 -1.4176e+00 +3.3896e+00 -1.6361e+00
85 +3.973240820e+01 +3.973240820e+01 +3.813240820e+01 +3.813240820e+01 -6.1067e+00 -2.1807e+00 +6.3614e-01 -2.2211e+00 -3.6917e+00 +9.0069e-01 +2.9732e+00 +3.6621e+00 -1.4988e+00 +2.4391e+00 +1.5160e+00 +3.4330e+00 +2.9443e+00 +3.6609e+00 -3.3053e+00 -1.3239e+00 +7.6965e-01 -1.7032e+00 +4.2518e+00 -4.8443e-01
253 +2.002947853e+01 +2.002947853e+01 +1.842947853e+01 +1.842947853e+01 -5.0412e+00 -1.5772e+00 +6.6613e-01 -2.6840e+00 -3.9713e+00 +9.6478e-01 +2.4587e+00 +3.6395e+00 -1.4954e+00 +1.8702e+00 +2.1430e+00 +3.7038e+00 +2.3975e+00 +3.9665e+00 -3.1948e+00 -5.7704e-01 -7.1491e-02 -2.2508e+00 +4.4072e+00 -7.7519e-01
337 +1.509939580e+01 +1.509939580e+01 +1.349939580e+01 +1.349939580e+01 -4.5778e+00 -1.1653e+00 +1.7408e-01 -3.4193e+00 -4.3358e+00 +1.1575e+00 +1.8438e+00 +3.3444e+00 -1.9190e+00 +1.7349e+00 +2.1089e+00 +3.7596e+00 +1.9724e+00 +4.9637e+00 -3.5126e+00 +8.4913e-02 -1.2320e+00 -2.6768e+00 +4.8772e+00 -7.4769e-01
1366 +8.370431864e+00 +8.370431864e+00 +6.770431864e+00 +6.770431864e+00 +2.9507e+00 -2.3575e+00 -1.8709e+00 -1.6531e+00 -5.5034e-01 +6.4678e-02 -4.7167e+00 +1.1290e+00 -2.7425e+00 +3.4909e+00 -4.3290e+00 -4.5330e+00 +4.8598e+00 -4.6644e+00 -3.7610e+00 +3.7683e+00 +2.9441e+00 -5.7704e-01 -3.5344e+00 +1.1979e+00
1492 +3.678457117e+00 +3.678457117e+00 +2.078457117e+00 +2.078457117e+00 +2.7969e+00 -2.8785e+00 -1.4814e+00 -2.6051e+00 -5.8964e-01 +1.4691e+00 -5.0777e+00 +2.7127e+00 -2.8700e+00 +4.0219e+00 -4.5769e+00 -5.1518e+00 +4.9141e+00 -4.7034e+00 -3.8523e+00 +4.1684e+00 +3.8703e+00 -3.0889e-01 -4.2779e+00 -1.3045e-01
1639 +2.478627970e+00 +2.478627970e+00 +8.786279699e-01 +8.786279699e-01 +2.8246e+00 -2.9772e+00 -1.4021e+00 -2.4691e+00 -7.4003e-01 +1.2161e+00 -4.8697e+00 +2.4969e+00 -2.5173e+00 +3.9403e+00 -4.5350e+00 -4.9787e+00 +4.8019e+00 -4.4409e+00 -3.7386e+00 +4.1547e+00 +3.2781e+00 -4.6133e-01 -3.8822e+00 +1.1147e-03
16549 +1.575723636e+00 +1.575723636e+00 -2.427636368e-02 -2.427636368e-02 -3.3045e+00 +9.5049e-01 -4.8989e+00 +2.9491e+00 -4.4323e+00 -4.9068e+00 -3.2918e+00 +8.5806e-01 -4.3865e+00 +2.1290e+00 +2.6253e+00 -1.6653e-01 -4.5998e+00 -2.0339e+00 +2.8639e+00 +3.4146e+00 +2.6690e+00 +6.9283e-01 -3.8880e+00 -1.6529e+00
57310 +4.503312647e-01 +4.503312647e-01 -1.149668735e+00 -1.149668735e+00 +1.1178e+00 -2.9062e+00 +1.0114e-02 +2.6141e+00 -1.7896e+00 -1.6385e+00 -2.8478e+00 -3.5211e+00 +7.6572e-01 +2.7356e+00 -3.6568e+00 +3.6434e+00 -3.3431e+00 +2.8702e+00 -3.4464e+00 -2.0140e+00 +1.9752e+00 -5.2464e-01 -2.7912e+00 +3.8856e-01
57331 +2.513743297e-01 +2.513743297e-01 -1.348625670e+00 -1.348625670e+00 +1.0843e+00 -2.8607e+00 +1.1267e-01 +2.6073e+00 -1.7791e+00 -1.6092e+00 -2.9402e+00 -3.5517e+00 +7.3612e-01 +2.7691e+00 -3.6671e+00 +3.6596e+00 -3.2919e+00 +2.8617e+00 -3.4106e+00 -2.0298e+00 +2.0632e+00 -4.9568e-01 -2.8270e+00 +3.8888e-01
57352 +1.570749303e-01 +1.570749303e-01 -1.442925070e+00 -1.442925070e+00 +1.0507e+00 -2.8152e+00 +2.1523e-01 +2.6006e+00 -1.7686e+00 -1.5800e+00 -3.0327e+00 -3.5823e+00 +7.0653e-01 +2.8026e+00 -3.6774e+00 +3.6759e+00 -3.2407e+00 +2.8533e+00 -3.3747e+00 -2.0455e+00 +2.1511e+00 -4.6671e-01 -2.8627e+00 +3.8920e-01
57394 +9.365066383e-02 +9.365066383e-02 -1.506349336e+00 -1.506349336e+00 +9.8685e-01 -2.6729e+00 +3.3415e-01 +2.6346e+00 -1.7446e+00 -1.4691e+00 -3.1686e+00 -3.6270e+00 +6.0353e-01 +2.8546e+00 -3.7020e+00 +3.6892e+00 -3.2696e+00 +2.7909e+00 -3.3542e+00 -2.2071e+00 +2.2917e+00 -4.1578e-01 -2.9604e+00 +3.9204e-01
57415 +4.854932507e-02 +4.854932507e-02 -1.551450675e+00 -1.551450675e+00 +9.1657e-01 -2.5028e+00 +4.4776e-01 +2.6844e+00 -1.7183e+00 -1.3332e+00 -3.3080e+00 -3.6736e+00 +4.7687e-01 +2.9101e+00 -3.7318e+00 +3.6998e+00 -3.3307e+00 +2.7028e+00 -3.3416e+00 -2.4173e+00 +2.4478e+00 -3.5949e-01 -3.0717e+00 +3.9540e-01
57436 +3.806017322e-02 +3.806017322e-02 -1.561939827e+00 -1.561939827e+00 +8.8683e-01 -2.4138e+00 +4.8282e-01 +2.7198e+00 -1.7085e+00 -1.2590e+00 -3.3592e+00 -3.6918e+00 +4.0673e-01 +2.9340e+00 -3.7489e+00 +3.7007e+00 -3.3831e+00 +2.6365e+00 -3.3442e+00 -2.5424e+00 +2.5263e+00 -3.3225e-01 -3.1217e+00 +3.9716e-01
57478 +1.743659895e-02 +1.743659895e-02 -1.582563401e+00 -1.582563401e+00 +8.6775e-01 -2.2534e+00 +4.6695e-01 +2.8203e+00 -1.7114e+00 -1.1157e+00 -3.3714e+00 -3.7013e+00 +2.6980e-01 +2.9632e+00 -3.7877e+00 +3.6862e+00 -3.5270e+00 +2.4208e+00 -3.3734e+00 -2.8168e+00 +2.6828e+00 -2.8257e-01 -3.1722e+00 +4.0140e-01
57499 +1.579485614e-02 +1.579485614e-02 -1.584205144e+00 -1.584205144e+00 +8.7751e-01 -2.2556e+00 +4.5537e-01 +2.8268e+00 -1.7173e+00 -1.1163e+00 -3.3558e+00 -3.6961e+00 +2.7137e-01 +2.9615e+00 -3.7890e+00 +3.6834e+00 -3.5265e+00 +2.3996e+00 -3.3753e+00 -2.8206e+00 +2.6909e+00 -2.8049e-01 -3.1619e+00 +4.0204e-01
57583 +7.802259960e-03 +7.802259960e-03 -1.592197740e+00 -1.592197740e+00 +1.0049e+00 -2.2567e+00 +3.6149e-01 +2.9130e+00 -1.7967e+00 -1.1100e+00 -3.1928e+00 -3.6360e+00 +2.9223e-01 +2.9598e+00 -3.8067e+00 +3.6502e+00 -3.4638e+00 +2.1117e+00 -3.3800e+00 -2.8772e+00 +2.8528e+00 -2.3031e-01 -3.0457e+00 +4.1453e-01
