% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
127 +1.408680716e+03 +1.408680716e+03 +1.404970716e+03 +1.404970716e+03 -1.8859e+00 -4.6466e+00 -5.5727e-01 -1.0165e+00 +2.9239e+00 -2.6378e+00 +9.3198e-02 -1.3363e+00 +2.5797e+00 +3.2630e+00 -4.0859e+00 -5.9850e-01 -2.7668e+00 +3.8399e-01 -1.2747e-01 -2.1675e+00 +3.8321e+00 -3.5939e+00 +1.9634e+00 +1.5052e-01
1450 +8.503988016e+02 +8.503988016e+02 +8.466888016e+02 +8.466888016e+02 -4.3551e+00 -2.4551e+00 +1.0884e+00 +4.9631e+00 -2.5758e+00 +1.2820e+00 -4.7660e+00 -3.9157e+00 +7.2295e-01 +4.4949e+00 +4.3576e+00 -3.1845e+00 +3.1466e+00 -4.1627e+00 +2.0949e+00 -2.1114e+00 +1.2535e+00 +2.3057e+00 +1.1457e+00 +1.7766e-01
2794 +6.303647212e+02 +6.303647212e+02 +6.266547212e+02 +6.266547212e+02 +7.0480e-02 -1.3262e+00 -2.6295e+00 -2.2251e+00 +4.8139e+00 -2.5544e+00 +3.2889e+00 -9.1168e-02 -2.9774e+00 +4.3739e+00 -5.2873e-02 -4.4502e-01 +2.6364e+00 -1.2399e+00 -3.3138e+00 -2.1860e+00 +1.2690e-01 +1.1808e+00 -7.8922e-01 -1.4286e+00
6196 +3.845222171e+02 +3.845222171e+02 +3.808122171e+02 +3.808122171e+02 +1.1613e+00 -1.3791e+00 +1.1504e-01 +4.7478e+00 +3.0769e+00 -1.5718e+00 -1.9674e+00 -2.0012e+00 -1.6388e+00 -2.2485e+00 +3.1032e+00 -5.3398e-01 +2.2742e+00 -1.2437e+00 -2.4737e+00 -4.7614e+00 -3.4925e+00 +4.7224e-01 +3.5631e+00 -3.4942e+00
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.095141123e+03 +2.095141123e+03 +2.227321123e+03 +2.227321123e+03 -1.5584e+00 +4.7179e+00 -1.4821e+00 +2.0520e+00 +3.0421e+00 +2.0500e+00 -3.9372e+00 +4.9825e+00 +2.3384e+00 -1.6363e+00 -4.3222e+00 +4.1539e-01 +1.0986e+00 +3.7383e+00 -7.4857e-01 +4.4638e+00 +2.7704e-01 -2.5925e+00 +3.5547e+00 -4.3196e+00
43 +1.424668375e+03 +1.424668375e+03 +1.556848375e+03 +1.556848375e+03 -1.7894e+00 +4.6039e+00 -1.4315e+00 +1.8326e+00 +2.8372e+00 +2.0884e+00 -3.9926e+00 +4.9916e+00 +2.2990e+00 -1.6746e+00 -4.1657e+00 +3.9371e-01 +5.9800e-01 +3.5735e+00 -5.2293e-01 +4.2506e+00 +1.9303e-01 -2.5308e+00 +1.9939e+00 -3.9075e+00
358 +9.831377877e+02 +9.831377877e+02 +1.115317788e+03 +1.115317788e+03 -1.7902e+00 +3.5120e+00 -8.9132e-01 +1.8950e+00 +3.3272e+00 +3.0970e+00 -5.1513e+00 +5.5481e+00 +1.5218e+00 -2.4880e+00 -4.1338e+00 +3.9638e-01 -1.3675e+00 +4.2336e+00 -9.8427e-01 +5.3819e+00 +1.1910e+00 -2.5353e+00 +5.9107e-01 -3.8144e-01
6007 +5.652580196e+02 +5.652580196e+02 +6.974380196e+02 +6.974380196e+02 +1.8465e+00 +5.2262e+00 +7.1256e-01 -4.1901e+00 -4.8802e+00 -6.4136e-01 +2.6805e+00 -3.7985e+00 +8.3431e-01 +4.3773e+00 +2.1444e+00 +3.5386e+00 +3.8748e-01 +3.7176e+00 -1.8625e+00 +2.1673e-01 -1.9758e+00 +2.8746e+00 -7.1871e-01 +1.0364e+00
12391 +3.917899378e+02 +3.917899378e+02 +5.239699378e+02 +5.239699378e+02 -3.7963e+00 -2.2769e+00 -9.4907e-01 +1.2452e+00 +1.1068e+00 +1.5531e+00 -2.6052e-01 -4.4915e+00 -4.0617e+00 -2.2151e-01 +7.6380e-01 +2.5261e+00 -4.3551e+00 +1.9824e+00 -2.4293e+00 +1.5248e-01 +1.6658e+00 +1.3090e+00 -2.0608e+00 +1.7783e+00
112729 +2.480227634e+02 +2.480227634e+02 +3.802027634e+02 +3.802027634e+02 -2.7804e+00 -3.2737e+00 +7.2977e-01 -2.3698e-01 -3.3610e+00 +4.4642e-01 -4.3423e+00 +7.9997e-02 +2.0465e+00 -2.1299e-01 -1.4027e+00 +9.8130e-01 +1.0769e+00 +2.0171e+00 -1.0218e+00 +3.6226e+00 +1.2992e+00 +4.2640e+00 -3.7891e+00 +7.5412e-01
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.888851855e+03 +2.888851855e+03 +2.885141855e+03 +2.885141855e+03 -4.7235e+00 +4.9404e+00 +4.5965e+00 +3.3813e+00 +2.9699e+00 -4.4654e+00 +3.5103e+00 +4.8147e+00 +4.7632e+00 +4.2899e-01 -3.6013e+00 -1.0479e+00 +2.6100e+00 -2.1913e+00 -1.1216e+00 +2.2658e+00 +4.1594e+00 +4.9354e+00 -7.7500e-01 +7.7806e-01
253 +2.484487953e+03 +2.484487953e+03 +2.480777953e+03 +2.480777953e+03 -4.6588e+00 +4.7882e+00 +4.5616e+00 +3.2682e+00 +2.5051e+00 -4.0073e+00 +4.6149e+00 +5.5236e+00 +5.3785e+00 +7.4236e-01 -2.2076e+00 -7.5318e-01 +1.8066e+00 -2.5147e+00 -2.1815e+00 +2.4729e+00 +4.5225e+00 +2.2219e+00 +7.9890e-01 -9.0897e-01
799 +1.576124845e+03 +1.576124845e+03 +1.572414845e+03 +1.572414845e+03 -2.4548e+00 +1.4484e+00 +2.2464e+00 +7.0804e-01 +1.9429e+00 -6.3513e+00 +7.9026e-01 +2.5665e+00 +3.0688e+00 -8.3610e-01 -3.1034e+00 +2.3277e+00 +4.2362e+00 -2.8760e+00 -3.9387e+00 +7.8142e-01 +3.9515e+00 +4.9503e+00 +1.1701e+00 -1.1008e+00
2374 +9.291267434e+02 +9.291267434e+02 +9.254167434e+02 +9.254167434e+02 +3.1382e+00 -1.3969e+00 +4.3398e+00 +3.5012e+00 -1.5125e+00 -7.0869e-01 +2.5088e+00 +7.5132e-01 -2.2837e+00 +2.4917e+00 +1.5534e+00 -4.6598e-01 +2.2714e+00 +2.2941e+00 +1.2388e+00 -9.6314e-01 -8.1335e-01 -2.2757e+00 -1.9975e+00 -4.5812e+00
4663 +6.110845215e+02 +6.110845215e+02 +6.073745215e+02 +6.073745215e+02 +1.2702e+00 -2.2274e+00 +6.6144e+00 +2.3399e+00 -2.4501e+00 +6.8600e-01 -3.0285e+00 -3.5982e-01 -3.4053e+00 +1.3451e+00 +2.6267e+00 -2.9619e+00 +3.7024e+00 -3.2062e+00 -6.3305e-01 -8.1822e+00 -1.8497e-01 +1.4338e+00 +1.6179e+00 -4.7713e+00
23353 +3.969967151e+02 +3.969967151e+02 +3.932867151e+02 +3.932867151e+02 -1.9833e+00 -4.0811e+00 +1.7679e+00 +1.3308e+00 +4.6360e+00 -1.6513e+00 +8.7441e-01 +3.4268e+00 -3.5128e+00 -8.9201e-01 +5.3580e+00 +1.5635e+00 +2.3492e+00 -7.3926e-01 -1.6448e+00 -4.1151e+00 -2.2929e-01 +3.7054e+00 +2.5783e+00 -3.2174e+00
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.268719470e+02 +9.268719470e+02 +1.059051947e+03 +1.059051947e+03 +2.8101e+00 -1.0983e+00 +1.3657e+00 +1.3681e+00 +3.6124e+00 +1.3908e+00 -2.9316e+00 -2.5924e+00 -2.2276e+00 +3.5103e+00 +2.6433e+00 +1.4674e+00 -6.1843e-01 +4.1206e-01 -1.1275e+00 -2.1069e+00 -2.0601e+00 +4.8734e-01 -1.5207e+00 +2.9182e+00
2647 +6.307834844e+02 +6.307834844e+02 +7.629634844e+02 +7.629634844e+02 -7.3662e-01 -3.0382e-01 -3.0593e+00 +4.3270e+00 +3.5507e-01 -1.0002e+00 +3.1976e+00 +3.5146e+00 -2.7166e+00 -1.1589e+00 -4.1888e+00 +3.0119e+00 -1.9519e+00 -1.8345e+00 -1.4889e+00 +3.6469e+00 +1.6472e+00 +2.4068e+00 +2.2007e-01 +4.0064e-01
3802 +3.892852668e+02 +3.892852668e+02 +5.214652668e+02 +5.214652668e+02 -3.8458e+00 -3.1592e+00 +2.5313e+00 -1.8315e+00 -3.9363e+00 -4.0835e+00 -1.5918e+00 +1.0114e-01 -1.6308e+00 -8.4714e-02 -1.5777e-01 +3.7534e+00 +8.5753e-01 +3.2889e+00 -2.3056e+00 -1.6290e+00 -9.3219e-02 +3.0988e+00 -4.4651e+00 +3.5502e-01
90847 +2.391150623e+02 +2.391150623e+02 +3.712950623e+02 +3.712950623e+02 -1.8422e+00 -1.4376e+00 +5.3048e+00 -3.5348e+00 -4.9025e+00 +4.3850e-01 -2.2180e+00 +3.9599e+00 +1.5264e+00 -1.9184e+00 -1.4652e+00 +3.1058e+00 -3.6179e-02 +9.7541e-01 -2.3676e+00 +1.8769e+00 +2.7248e+00 +3.1348e+00 +1.5336e-01 +3.9323e-01
