% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
43 +8.387246453e-11 +8.387246453e-11 -2.471100000e+02 -2.471100000e+02 -3.7984e+00 +2.0320e-01 -6.9120e-01 -3.6912e+00 -3.0992e+00 +2.3168e+00 +3.2200e+00 -3.9160e+00 -7.1197e-02 +2.8224e+00 +2.3304e+00 +1.3848e+00 +2.8232e+00 +8.7840e-01 +3.9736e+00 +5.7120e-01 +2.9448e+00 -1.5920e-01 +2.2280e+00 +2.8400e-01
% function evaluation | noise-free fitness - Fopt (-1.520400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.444003592e+02 +3.444003592e+02 +1.923603592e+02 +1.923603592e+02 +2.4633e+00 -3.9033e+00 +2.4618e+00 -4.2200e+00 +1.2732e+00 -1.0763e+00 -4.7803e-01 +3.8208e+00 +3.9438e+00 -2.2992e+00 +4.5135e+00 +2.8698e+00 -1.9231e-01 +2.6799e+00 -1.4199e+00 +3.4985e+00 -3.2577e+00 -4.3456e+00 +3.4275e+00 +2.5501e+00
43 +5.103970580e-10 +5.103970580e-10 -1.520400000e+02 -1.520400000e+02 -2.6720e-01 +1.4240e+00 -3.9248e+00 +3.2968e+00 +2.4192e+00 +1.5040e-01 -8.7841e-01 -7.0080e-01 +1.5000e+00 +3.4808e+00 -8.4400e-01 -2.6416e+00 -3.9088e+00 +3.8936e+00 +2.8401e-01 +1.2368e+00 +2.0504e+00 +2.9920e-01 -3.6400e-01 +3.9512e+00
% function evaluation | noise-free fitness - Fopt (-2.525000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.317767094e+02 +3.317767094e+02 +3.065267094e+02 +3.065267094e+02 -2.7730e+00 +5.5928e-01 -4.4015e+00 +3.5036e+00 -3.6268e+00 -3.8212e+00 +4.1695e+00 +2.1364e+00 -4.3350e+00 -3.7433e+00 +5.1698e-01 +1.8857e+00 +3.1575e-01 +1.4755e+00 -2.2776e+00 -3.5991e+00 +4.1837e+00 -2.0199e+00 -4.3164e+00 -1.8602e+00
22 +2.428581513e+02 +2.428581513e+02 +2.176081513e+02 +2.176081513e+02 -1.8504e+00 +5.7025e-01 -3.9711e+00 +2.6867e+00 -2.6268e+00 -3.2840e+00 +3.2098e+00 +1.5656e+00 -3.5192e+00 -3.5887e+00 +8.2396e-01 +1.7751e+00 -1.0111e-01 +1.2685e+00 -1.6539e+00 -3.0339e+00 +3.4883e+00 -1.9171e+00 -3.6408e+00 -1.7584e+00
43 +1.119957460e-10 +1.119957460e-10 -2.525000000e+01 -2.525000000e+01 +3.6144e+00 +6.3520e-01 -1.4216e+00 -2.1528e+00 +3.2968e+00 -1.0160e-01 -2.4752e+00 -1.8152e+00 +1.3128e+00 -2.6728e+00 +2.6424e+00 +1.1200e+00 -2.5704e+00 +4.2398e-02 +2.0408e+00 +3.1440e-01 -6.3120e-01 -1.3080e+00 +3.6080e-01 -1.1552e+00
% function evaluation | noise-free fitness - Fopt (-1.520400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.140578389e+02 +1.140578389e+02 -3.798216112e+01 -3.798216112e+01 -6.2158e-01 +1.6063e+00 -4.8641e+00 +4.6379e+00 +2.4947e+00 +1.5032e+00 +1.6873e+00 -3.9887e+00 +2.4153e+00 -1.7485e-01 -3.0774e+00 -2.7780e+00 -1.2893e+00 +3.4930e+00 -2.6101e+00 +4.3387e+00 -1.8722e+00 +1.2088e+00 +3.3091e+00 -2.9810e-01
22 +6.669147183e+01 +6.669147183e+01 -8.534852817e+01 -8.534852817e+01 -5.3818e-01 +1.5634e+00 -4.6431e+00 +4.3223e+00 +2.4769e+00 +1.1849e+00 +1.0835e+00 -3.2149e+00 +2.1999e+00 +6.8545e-01 -2.5518e+00 -2.7459e+00 -1.9058e+00 +3.5873e+00 -1.9290e+00 +3.6087e+00 -9.4907e-01 +9.9478e-01 +2.4447e+00 +7.0190e-01
43 +1.404032446e-11 +1.404032446e-11 -1.520400000e+02 -1.520400000e+02 -2.6720e-01 +1.4240e+00 -3.9248e+00 +3.2968e+00 +2.4192e+00 +1.5040e-01 -8.7840e-01 -7.0080e-01 +1.5000e+00 +3.4808e+00 -8.4400e-01 -2.6416e+00 -3.9088e+00 +3.8936e+00 +2.8400e-01 +1.2368e+00 +2.0504e+00 +2.9920e-01 -3.6400e-01 +3.9512e+00
% function evaluation | noise-free fitness - Fopt (-2.525000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.351982638e+02 +2.351982638e+02 +2.099482638e+02 +2.099482638e+02 -1.6465e+00 -4.8752e+00 +3.6623e+00 -1.1572e+00 +2.9077e+00 +1.7718e+00 +1.9540e+00 -2.7652e-01 +2.6276e+00 +1.0073e+00 -4.1824e+00 +1.2799e-01 +1.1627e+00 -3.0409e+00 +4.7494e-01 -2.3460e+00 -8.8890e-01 +3.1755e+00 +1.9112e+00 +1.3539e+00
43 +6.583888990e-11 +6.583888990e-11 -2.525000000e+01 -2.525000000e+01 +3.6144e+00 +6.3520e-01 -1.4216e+00 -2.1528e+00 +3.2968e+00 -1.0160e-01 -2.4752e+00 -1.8152e+00 +1.3128e+00 -2.6728e+00 +2.6424e+00 +1.1200e+00 -2.5704e+00 +4.2400e-02 +2.0408e+00 +3.1440e-01 -6.3120e-01 -1.3080e+00 +3.6080e-01 -1.1552e+00
