% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
862 +1.950306822e+06 +1.950306822e+06 +1.949685712e+06 +1.949685712e+06 -2.1707e+00 +3.5740e+00 -8.8941e-01 -6.1044e+00 +5.3803e-01 -2.4419e+00 -6.7954e-01 -7.2001e-01 +1.5771e+00 +6.9203e-01 +6.8535e-01 +2.1890e+00 +3.9971e+00 +9.2795e-01 +3.5064e+00 -2.5785e+00 +2.4998e+00 +9.0683e-01 -1.9104e+00 +1.3419e-01
883 +4.334639145e+05 +4.334639145e+05 +4.328428045e+05 +4.328428045e+05 -2.1054e+00 +3.5795e+00 -9.5160e-01 -5.8735e+00 +7.4094e-01 -2.4929e+00 -5.8987e-01 -7.0665e-01 +1.7582e+00 +2.7473e-01 +9.7475e-01 +2.3243e+00 +4.1181e+00 +6.6067e-01 +3.5491e+00 -2.3241e+00 +2.3539e+00 +9.5294e-01 -1.7850e+00 +3.4871e-01
904 +1.003918108e+05 +1.003918108e+05 +9.977070082e+04 +9.977070082e+04 -2.1516e+00 +3.4964e+00 -9.0549e-01 -5.7244e+00 +7.9844e-01 -2.5429e+00 -5.3536e-01 -6.6563e-01 +1.8045e+00 +1.3017e-01 +1.0513e+00 +2.3992e+00 +4.2213e+00 +6.6339e-01 +3.5044e+00 -2.0557e+00 +2.2735e+00 +9.2698e-01 -1.8090e+00 +4.9942e-01
925 +6.697489046e+04 +6.697489046e+04 +6.635378046e+04 +6.635378046e+04 -2.1932e+00 +3.4381e+00 -8.6259e-01 -5.6664e+00 +8.0562e-01 -2.5565e+00 -5.1189e-01 -6.4630e-01 +1.8005e+00 +9.9619e-02 +1.0555e+00 +2.4236e+00 +4.2639e+00 +7.0386e-01 +3.4703e+00 -1.9255e+00 +2.2478e+00 +9.0534e-01 -1.8446e+00 +5.5925e-01
967 +6.237530597e+04 +6.237530597e+04 +6.175419597e+04 +6.175419597e+04 -2.1969e+00 +3.4404e+00 -8.5892e-01 -5.6819e+00 +7.9919e-01 -2.5445e+00 -5.1525e-01 -6.5360e-01 +1.7872e+00 +1.0939e-01 +1.0465e+00 +2.4156e+00 +4.2529e+00 +7.0717e-01 +3.4760e+00 -1.9399e+00 +2.2582e+00 +9.0601e-01 -1.8478e+00 +5.4221e-01
1156 +2.907574885e+04 +2.907574885e+04 +2.845463885e+04 +2.845463885e+04 -2.2042e+00 +3.4522e+00 -9.3514e-01 -5.6506e+00 +7.8630e-01 -2.5957e+00 -4.8183e-01 -6.9014e-01 +1.8229e+00 +8.1668e-02 +1.0647e+00 +2.4276e+00 +4.2714e+00 +6.8373e-01 +3.5481e+00 -1.8599e+00 +2.2080e+00 +8.7073e-01 -1.8588e+00 +5.0815e-01
1177 +1.091518350e+04 +1.091518350e+04 +1.029407350e+04 +1.029407350e+04 -2.2010e+00 +3.4265e+00 -9.7329e-01 -5.6329e+00 +7.7757e-01 -2.5898e+00 -4.5063e-01 -7.1988e-01 +1.8346e+00 +1.0845e-01 +1.0521e+00 +2.4156e+00 +4.2603e+00 +6.8221e-01 +3.5657e+00 -1.8624e+00 +2.1882e+00 +8.6032e-01 -1.8710e+00 +4.8533e-01
1198 +1.944489922e+03 +1.944489922e+03 +1.323379922e+03 +1.323379922e+03 -2.1967e+00 +3.4001e+00 -9.8491e-01 -5.6259e+00 +7.7367e-01 -2.5700e+00 -4.3234e-01 -7.3593e-01 +1.8345e+00 +1.3898e-01 +1.0360e+00 +2.4020e+00 +4.2455e+00 +6.8747e-01 +3.5609e+00 -1.8859e+00 +2.1849e+00 +8.6095e-01 -1.8789e+00 +4.7497e-01
1219 +2.589517720e+02 +2.589517720e+02 -3.621582280e+02 -3.621582280e+02 -2.1946e+00 +3.3908e+00 -9.7833e-01 -5.6278e+00 +7.7428e-01 -2.5574e+00 -4.3123e-01 -7.3599e-01 +1.8297e+00 +1.5111e-01 +1.0291e+00 +2.3965e+00 +4.2388e+00 +6.9194e-01 +3.5503e+00 -1.9026e+00 +2.1904e+00 +8.6568e-01 -1.8798e+00 +4.7637e-01
1240 +1.912143123e+02 +1.912143123e+02 -4.298956877e+02 -4.298956877e+02 -2.1944e+00 +3.3906e+00 -9.7514e-01 -5.6292e+00 +7.7485e-01 -2.5556e+00 -4.3280e-01 -7.3434e-01 +1.8283e+00 +1.5186e-01 +1.0286e+00 +2.3962e+00 +4.2382e+00 +6.9280e-01 +3.5475e+00 -1.9056e+00 +2.1925e+00 +8.6709e-01 -1.8793e+00 +4.7784e-01
1387 +1.558415967e+02 +1.558415967e+02 -4.652684033e+02 -4.652684033e+02 -2.1956e+00 +3.3927e+00 -9.7349e-01 -5.6295e+00 +7.7536e-01 -2.5577e+00 -4.3399e-01 -7.3235e-01 +1.8274e+00 +1.5031e-01 +1.0297e+00 +2.3964e+00 +4.2390e+00 +6.9330e-01 +3.5465e+00 -1.9053e+00 +2.1947e+00 +8.6759e-01 -1.8787e+00 +4.7912e-01
1429 +6.808675175e+01 +6.808675175e+01 -5.530232483e+02 -5.530232483e+02 -2.1984e+00 +3.3936e+00 -9.7430e-01 -5.6274e+00 +7.7613e-01 -2.5608e+00 -4.3178e-01 -7.3202e-01 +1.8262e+00 +1.4987e-01 +1.0311e+00 +2.3948e+00 +4.2384e+00 +6.9381e-01 +3.5460e+00 -1.9062e+00 +2.1983e+00 +8.6810e-01 -1.8790e+00 +4.7920e-01
1450 +3.718073107e+01 +3.718073107e+01 -5.839292689e+02 -5.839292689e+02 -2.1992e+00 +3.3928e+00 -9.7571e-01 -5.6260e+00 +7.7628e-01 -2.5613e+00 -4.2978e-01 -7.3302e-01 +1.8260e+00 +1.5056e-01 +1.0312e+00 +2.3937e+00 +4.2377e+00 +6.9381e-01 +3.5463e+00 -1.9069e+00 +2.1991e+00 +8.6812e-01 -1.8794e+00 +4.7850e-01
4159 +2.441436042e+01 +2.441436042e+01 -5.966956396e+02 -5.966956396e+02 +1.2609e-01 +4.2018e+00 +9.2645e-01 -2.2892e+00 -1.3466e+00 -1.8136e+00 +2.6144e+00 -6.2625e-01 +9.1661e-01 -5.5625e-01 +9.2257e-01 +3.0920e+00 +3.5051e+00 +1.9301e+00 +1.5368e+00 -2.2753e+00 +3.0962e-01 +2.9510e+00 +2.1102e+00 -4.0963e-01
4369 +1.572979927e+01 +1.572979927e+01 -6.053802007e+02 -6.053802007e+02 +1.2591e-01 +4.2016e+00 +9.2708e-01 -2.2894e+00 -1.3453e+00 -1.8123e+00 +2.6153e+00 -6.2702e-01 +9.1669e-01 -5.5650e-01 +9.2164e-01 +3.0921e+00 +3.5042e+00 +1.9296e+00 +1.5364e+00 -2.2757e+00 +3.1025e-01 +2.9508e+00 +2.1105e+00 -4.0907e-01
7561 +9.834428942e+00 +9.834428942e+00 -6.112755711e+02 -6.112755711e+02 -1.2531e-01 +4.1405e+00 +7.4593e-01 -2.6662e+00 -1.1177e+00 -1.8785e+00 +2.3424e+00 -6.7840e-01 +9.2461e-01 -4.9749e-01 +9.1367e-01 +2.9758e+00 +3.5788e+00 +1.7859e+00 +1.7874e+00 -2.1764e+00 +5.1578e-01 +2.7154e+00 +1.6755e+00 -3.6510e-01
8191 +5.780479073e+00 +5.780479073e+00 -6.153295209e+02 -6.153295209e+02 -2.5675e-01 +4.1125e+00 +6.4882e-01 -2.8629e+00 -1.0005e+00 -1.9130e+00 +2.1928e+00 -6.9968e-01 +9.3924e-01 -4.6527e-01 +9.1164e-01 +2.9232e+00 +3.6160e+00 +1.7135e+00 +1.9179e+00 -2.1338e+00 +6.2461e-01 +2.5948e+00 +1.4519e+00 -3.3919e-01
8821 +3.952519823e+00 +3.952519823e+00 -6.171574802e+02 -6.171574802e+02 -3.0014e-01 +4.1029e+00 +6.1599e-01 -2.9285e+00 -9.6133e-01 -1.9250e+00 +2.1420e+00 -7.0590e-01 +9.4611e-01 -4.5452e-01 +9.1059e-01 +2.9066e+00 +3.6280e+00 +1.6902e+00 +1.9613e+00 -2.1206e+00 +6.6170e-01 +2.5550e+00 +1.3772e+00 -3.3051e-01
9115 +2.389371176e+00 +2.389371176e+00 -6.187206288e+02 -6.187206288e+02 -4.2296e-01 +4.0783e+00 +5.2365e-01 -3.1125e+00 -8.5315e-01 -1.9589e+00 +1.9951e+00 -7.1957e-01 +9.7101e-01 -4.2327e-01 +9.0837e-01 +2.8634e+00 +3.6604e+00 +1.6264e+00 +2.0824e+00 -2.0886e+00 +7.6498e-01 +2.4449e+00 +1.1701e+00 -3.0385e-01
9367 +1.571612656e+00 +1.571612656e+00 -6.195383873e+02 -6.195383873e+02 -5.1571e-01 +4.0608e+00 +4.5339e-01 -3.2510e+00 -7.7275e-01 -1.9849e+00 +1.8805e+00 -7.2703e-01 +9.9549e-01 -3.9929e-01 +9.0721e-01 +2.8346e+00 +3.6838e+00 +1.5801e+00 +2.1733e+00 -2.0688e+00 +8.4327e-01 +2.3634e+00 +1.0155e+00 -2.8239e-01
9619 +9.686307561e-01 +9.686307561e-01 -6.201413692e+02 -6.201413692e+02 -6.1820e-01 +4.0425e+00 +3.7556e-01 -3.4033e+00 -6.8575e-01 -2.0140e+00 +1.7501e+00 -7.3237e-01 +1.0286e+00 -3.7270e-01 +9.0669e-01 +2.8067e+00 +3.7083e+00 +1.5312e+00 +2.2731e+00 -2.0518e+00 +9.2986e-01 +2.2752e+00 +8.4707e-01 -2.5727e-01
9955 +6.201628548e-01 +6.201628548e-01 -6.204898371e+02 -6.204898371e+02 -6.9989e-01 +4.0283e+00 +3.1344e-01 -3.5239e+00 -6.1818e-01 -2.0374e+00 +1.6430e+00 -7.3439e-01 +1.0599e+00 -3.5150e-01 +9.0696e-01 +2.7876e+00 +3.7269e+00 +1.4942e+00 +2.3519e+00 -2.0420e+00 +9.9880e-01 +2.2066e+00 +7.1476e-01 -2.3617e-01
10228 +3.499504123e-01 +3.499504123e-01 -6.207600496e+02 -6.207600496e+02 -7.9440e-01 +4.0117e+00 +2.4209e-01 -3.6618e+00 -5.4266e-01 -2.0642e+00 +1.5161e+00 -7.3457e-01 +1.1012e+00 -3.2733e-01 +9.0838e-01 +2.7691e+00 +3.7475e+00 +1.4537e+00 +2.4416e+00 -2.0346e+00 +1.0781e+00 +2.1296e+00 +5.6442e-01 -2.1072e-01
10375 +2.419602059e-01 +2.419602059e-01 -6.208680398e+02 -6.208680398e+02 -8.2209e-01 +4.0066e+00 +2.2156e-01 -3.7017e+00 -5.2123e-01 -2.0716e+00 +1.4784e+00 -7.3432e-01 +1.1141e+00 -3.2052e-01 +9.0917e-01 +2.7643e+00 +3.7533e+00 +1.4423e+00 +2.4674e+00 -2.0333e+00 +1.1011e+00 +2.1077e+00 +5.2108e-01 -2.0303e-01
10564 +1.546157450e-01 +1.546157450e-01 -6.209553843e+02 -6.209553843e+02 -8.6344e-01 +3.9982e+00 +1.9138e-01 -3.7606e+00 -4.8996e-01 -2.0823e+00 +1.4222e+00 -7.3402e-01 +1.1335e+00 -3.1054e-01 +9.1068e-01 +2.7573e+00 +3.7623e+00 +1.4254e+00 +2.5051e+00 -2.0312e+00 +1.1351e+00 +2.0752e+00 +4.5699e-01 -1.9168e-01
11404 +9.418315649e-02 +9.418315649e-02 -6.210158168e+02 -6.210158168e+02 -8.9278e-01 +3.9910e+00 +1.7071e-01 -3.8019e+00 -4.6820e-01 -2.0890e+00 +1.3831e+00 -7.3466e-01 +1.1457e+00 -3.0389e-01 +9.1206e-01 +2.7516e+00 +3.7691e+00 +1.4132e+00 +2.5310e+00 -2.0287e+00 +1.1590e+00 +2.0523e+00 +4.1170e-01 -1.8393e-01
11446 +4.975568261e-02 +4.975568261e-02 -6.210602443e+02 -6.210602443e+02 -8.9326e-01 +3.9909e+00 +1.7042e-01 -3.8025e+00 -4.6794e-01 -2.0891e+00 +1.3826e+00 -7.3473e-01 +1.1458e+00 -3.0385e-01 +9.1207e-01 +2.7516e+00 +3.7692e+00 +1.4131e+00 +2.5314e+00 -2.0286e+00 +1.1594e+00 +2.0519e+00 +4.1100e-01 -1.8377e-01
11467 +2.501030735e-02 +2.501030735e-02 -6.210849897e+02 -6.210849897e+02 -8.9340e-01 +3.9908e+00 +1.7033e-01 -3.8027e+00 -4.6785e-01 -2.0891e+00 +1.3824e+00 -7.3472e-01 +1.1458e+00 -3.0383e-01 +9.1207e-01 +2.7516e+00 +3.7692e+00 +1.4130e+00 +2.5316e+00 -2.0285e+00 +1.1595e+00 +2.0517e+00 +4.1075e-01 -1.8371e-01
11488 +1.011730134e-02 +1.011730134e-02 -6.210998827e+02 -6.210998827e+02 -8.9319e-01 +3.9908e+00 +1.7045e-01 -3.8025e+00 -4.6798e-01 -2.0890e+00 +1.3826e+00 -7.3464e-01 +1.1458e+00 -3.0384e-01 +9.1206e-01 +2.7516e+00 +3.7691e+00 +1.4131e+00 +2.5315e+00 -2.0285e+00 +1.1593e+00 +2.0518e+00 +4.1101e-01 -1.8374e-01
11509 +3.387979277e-03 +3.387979277e-03 -6.211066120e+02 -6.211066120e+02 -8.9278e-01 +3.9909e+00 +1.7070e-01 -3.8019e+00 -4.6825e-01 -2.0889e+00 +1.3831e+00 -7.3453e-01 +1.1457e+00 -3.0387e-01 +9.1205e-01 +2.7518e+00 +3.7690e+00 +1.4133e+00 +2.5311e+00 -2.0286e+00 +1.1590e+00 +2.0522e+00 +4.1159e-01 -1.8383e-01
11530 +1.766066393e-03 +1.766066393e-03 -6.211082339e+02 -6.211082339e+02 -8.9248e-01 +3.9910e+00 +1.7089e-01 -3.8015e+00 -4.6845e-01 -2.0889e+00 +1.3834e+00 -7.3447e-01 +1.1457e+00 -3.0391e-01 +9.1203e-01 +2.7518e+00 +3.7689e+00 +1.4134e+00 +2.5308e+00 -2.0287e+00 +1.1588e+00 +2.0524e+00 +4.1204e-01 -1.8390e-01
11551 +1.134157929e-03 +1.134157929e-03 -6.211088658e+02 -6.211088658e+02 -8.9234e-01 +3.9911e+00 +1.7098e-01 -3.8013e+00 -4.6855e-01 -2.0889e+00 +1.3836e+00 -7.3445e-01 +1.1457e+00 -3.0393e-01 +9.1202e-01 +2.7519e+00 +3.7689e+00 +1.4135e+00 +2.5307e+00 -2.0287e+00 +1.1587e+00 +2.0525e+00 +4.1227e-01 -1.8393e-01
11572 +8.315389831e-04 +8.315389831e-04 -6.211091685e+02 -6.211091685e+02 -8.9224e-01 +3.9911e+00 +1.7104e-01 -3.8011e+00 -4.6863e-01 -2.0888e+00 +1.3837e+00 -7.3443e-01 +1.1456e+00 -3.0395e-01 +9.1202e-01 +2.7519e+00 +3.7689e+00 +1.4135e+00 +2.5306e+00 -2.0288e+00 +1.1586e+00 +2.0526e+00 +4.1244e-01 -1.8395e-01
11782 +4.806038421e-04 +4.806038421e-04 -6.211095194e+02 -6.211095194e+02 -8.9197e-01 +3.9912e+00 +1.7122e-01 -3.8007e+00 -4.6883e-01 -2.0888e+00 +1.3840e+00 -7.3440e-01 +1.1456e+00 -3.0400e-01 +9.1200e-01 +2.7520e+00 +3.7688e+00 +1.4136e+00 +2.5304e+00 -2.0288e+00 +1.1584e+00 +2.0528e+00 +4.1286e-01 -1.8402e-01
11803 +3.841038603e-04 +3.841038603e-04 -6.211096159e+02 -6.211096159e+02 -8.9181e-01 +3.9913e+00 +1.7133e-01 -3.8005e+00 -4.6894e-01 -2.0888e+00 +1.3842e+00 -7.3438e-01 +1.1456e+00 -3.0404e-01 +9.1199e-01 +2.7520e+00 +3.7687e+00 +1.4137e+00 +2.5302e+00 -2.0288e+00 +1.1582e+00 +2.0530e+00 +4.1310e-01 -1.8405e-01
11845 +2.104753302e-04 +2.104753302e-04 -6.211097895e+02 -6.211097895e+02 -8.9185e-01 +3.9913e+00 +1.7131e-01 -3.8006e+00 -4.6892e-01 -2.0888e+00 +1.3842e+00 -7.3439e-01 +1.1456e+00 -3.0404e-01 +9.1199e-01 +2.7520e+00 +3.7688e+00 +1.4137e+00 +2.5303e+00 -2.0288e+00 +1.1583e+00 +2.0529e+00 +4.1305e-01 -1.8404e-01
11866 +6.064876595e-05 +6.064876595e-05 -6.211099394e+02 -6.211099394e+02 -8.9186e-01 +3.9912e+00 +1.7130e-01 -3.8006e+00 -4.6891e-01 -2.0888e+00 +1.3842e+00 -7.3439e-01 +1.1456e+00 -3.0403e-01 +9.1199e-01 +2.7520e+00 +3.7688e+00 +1.4137e+00 +2.5303e+00 -2.0288e+00 +1.1583e+00 +2.0529e+00 +4.1303e-01 -1.8404e-01
11887 +7.069595313e-06 +7.069595313e-06 -6.211099929e+02 -6.211099929e+02 -8.9183e-01 +3.9913e+00 +1.7132e-01 -3.8006e+00 -4.6893e-01 -2.0888e+00 +1.3842e+00 -7.3439e-01 +1.1455e+00 -3.0404e-01 +9.1199e-01 +2.7520e+00 +3.7688e+00 +1.4137e+00 +2.5302e+00 -2.0288e+00 +1.1583e+00 +2.0529e+00 +4.1308e-01 -1.8404e-01
11908 +4.973174214e-06 +4.973174214e-06 -6.211099950e+02 -6.211099950e+02 -8.9181e-01 +3.9913e+00 +1.7133e-01 -3.8005e+00 -4.6894e-01 -2.0888e+00 +1.3842e+00 -7.3438e-01 +1.1455e+00 -3.0404e-01 +9.1199e-01 +2.7521e+00 +3.7687e+00 +1.4137e+00 +2.5302e+00 -2.0288e+00 +1.1583e+00 +2.0530e+00 +4.1309e-01 -1.8405e-01
12349 +3.912540706e-06 +3.912540706e-06 -6.211099961e+02 -6.211099961e+02 -8.9156e-01 +3.9913e+00 +1.7150e-01 -3.8002e+00 -4.6913e-01 -2.0887e+00 +1.3846e+00 -7.3437e-01 +1.1455e+00 -3.0409e-01 +9.1198e-01 +2.7521e+00 +3.7687e+00 +1.4138e+00 +2.5300e+00 -2.0289e+00 +1.1581e+00 +2.0531e+00 +4.1348e-01 -1.8410e-01
54559 +2.080595777e-06 +2.080595777e-06 -6.211099979e+02 -6.211099979e+02 -8.9247e-01 +3.9911e+00 +1.7091e-01 -3.8014e+00 -4.6847e-01 -2.0889e+00 +1.3834e+00 -7.3447e-01 +1.1457e+00 -3.0392e-01 +9.1202e-01 +2.7519e+00 +3.7689e+00 +1.4134e+00 +2.5308e+00 -2.0287e+00 +1.1588e+00 +2.0524e+00 +4.1208e-01 -1.8391e-01
54622 +1.364309810e-06 +1.364309810e-06 -6.211099986e+02 -6.211099986e+02 -8.9235e-01 +3.9911e+00 +1.7098e-01 -3.8013e+00 -4.6855e-01 -2.0889e+00 +1.3836e+00 -7.3445e-01 +1.1457e+00 -3.0394e-01 +9.1201e-01 +2.7519e+00 +3.7689e+00 +1.4134e+00 +2.5307e+00 -2.0287e+00 +1.1587e+00 +2.0525e+00 +4.1227e-01 -1.8393e-01
54700 +9.951814945e-07 +9.951814945e-07 -6.211099990e+02 -6.211099990e+02 -8.9223e-01 +3.9911e+00 +1.7105e-01 -3.8011e+00 -4.6864e-01 -2.0888e+00 +1.3837e+00 -7.3443e-01 +1.1456e+00 -3.0396e-01 +9.1201e-01 +2.7519e+00 +3.7689e+00 +1.4135e+00 +2.5306e+00 -2.0287e+00 +1.1586e+00 +2.0526e+00 +4.1245e-01 -1.8396e-01
54706 +5.451428251e-07 +5.451428251e-07 -6.211099995e+02 -6.211099995e+02 -8.9220e-01 +3.9911e+00 +1.7107e-01 -3.8011e+00 -4.6866e-01 -2.0888e+00 +1.3838e+00 -7.3443e-01 +1.1456e+00 -3.0397e-01 +9.1201e-01 +2.7519e+00 +3.7689e+00 +1.4135e+00 +2.5306e+00 -2.0288e+00 +1.1586e+00 +2.0526e+00 +4.1249e-01 -1.8396e-01
54748 +2.913888011e-07 +2.913888011e-07 -6.211099997e+02 -6.211099997e+02 -8.9215e-01 +3.9912e+00 +1.7110e-01 -3.8010e+00 -4.6869e-01 -2.0888e+00 +1.3838e+00 -7.3442e-01 +1.1456e+00 -3.0397e-01 +9.1201e-01 +2.7520e+00 +3.7688e+00 +1.4135e+00 +2.5305e+00 -2.0288e+00 +1.1585e+00 +2.0527e+00 +4.1257e-01 -1.8397e-01
