% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
56974 +3.979645978e+02 +3.979645978e+02 +4.116045978e+02 +4.116045978e+02 +1.8449e+00 +4.2755e+00 -3.5501e+00 -3.1158e+00 +1.6606e+00 -4.2222e+00 -2.1098e-01 -1.7543e+00 -3.3795e+00 -3.5312e+00 -2.5852e-01 +1.8910e+00 -5.2135e-01 -3.5738e+00 +2.0810e+00 -4.2817e+00 -2.4255e+00 +1.5473e+00 -6.5327e-02 -1.6864e+00
% function evaluation | noise-free fitness - Fopt (1.948000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.148050630e+02 +9.148050630e+02 +1.109605063e+03 +1.109605063e+03 +2.2339e+00 +3.8051e+00 -4.8338e+00 -3.2972e+00 -1.7658e+00 -4.2170e+00 -3.7805e+00 +3.3781e+00 +4.6127e+00 +3.2651e+00 -2.6883e+00 +1.6879e+00 -2.5225e+00 -9.9403e-02 -4.2108e+00 +1.2512e+00 +7.7304e-01 +8.2051e-02 -2.3674e+00 +3.8635e+00
1030 +6.031563411e+02 +6.031563411e+02 +7.979563411e+02 +7.979563411e+02 -5.8585e-01 +3.3961e+00 +1.5221e+00 -7.9468e-01 +3.6496e+00 +2.9004e+00 +6.8302e-01 +2.6717e+00 +3.6211e+00 +4.9109e+00 -1.6708e+00 -1.7736e+00 -1.4182e+00 -1.0269e+00 +1.4538e-01 +2.0390e+00 -2.3706e+00 +5.5139e-01 +4.0198e+00 +3.0124e+00
19720 +3.905596572e+02 +3.905596572e+02 +5.853596572e+02 +5.853596572e+02 -3.5986e+00 +1.5180e+00 +6.3019e-01 -2.0352e-02 +3.7407e+00 -9.2718e-01 -2.5675e+00 +1.3698e+00 +6.2529e-01 -8.6451e-01 +2.5208e-01 -4.1868e+00 +1.7445e+00 +6.9342e-01 -4.7539e+00 +8.7198e-01 -1.0540e+00 +8.9399e-01 -4.0331e+00 -2.4513e-01
% function evaluation | noise-free fitness - Fopt (-1.335900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.100539218e+02 +8.100539218e+02 +6.764639218e+02 +6.764639218e+02 -2.5378e+00 +2.1468e+00 -3.9750e+00 +2.3266e-02 -4.3940e-01 +1.9955e+00 -3.0418e+00 -3.9256e-01 -1.6166e+00 +3.8785e+00 +1.3029e+00 -2.3881e+00 +7.7684e-01 -3.5461e-01 -2.4377e+00 -4.4971e+00 -4.2985e+00 +7.1638e-01 -4.8425e+00 +2.5841e+00
316 +6.225205646e+02 +6.225205646e+02 +4.889305646e+02 +4.889305646e+02 -2.4461e+00 +2.3022e+00 -4.1222e+00 +2.2948e-01 -7.3209e-01 +2.3050e+00 -3.3767e+00 -1.5329e-01 -1.4236e+00 +3.7247e+00 +1.3791e+00 -2.6292e+00 +9.4231e-01 -7.7905e-02 -2.5338e+00 -4.4802e+00 -4.4101e+00 +1.0433e+00 -4.7730e+00 +2.6596e+00
12244 +3.889285476e+02 +3.889285476e+02 +2.553385476e+02 +2.553385476e+02 -1.5250e+00 -1.5411e+00 -3.7962e+00 -3.6209e-03 +4.2714e+00 -1.9725e+00 -2.3439e+00 +5.9279e-01 +2.0341e+00 -4.7878e-01 +1.0731e+00 +6.2094e-01 -1.3017e-01 -2.5556e+00 -3.5555e+00 -3.3116e-01 -3.6002e+00 +1.0396e+00 +7.0949e-01 -1.7083e+00
% function evaluation | noise-free fitness - Fopt (1.026100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.163850484e+02 +9.163850484e+02 +1.018995048e+03 +1.018995048e+03 -2.5450e+00 -4.2894e+00 -3.2839e+00 -4.3549e+00 +3.8371e+00 -3.7294e+00 +4.6819e+00 +4.3103e+00 +2.7218e+00 -4.3229e+00 +4.7680e+00 -1.0112e+00 +6.0628e-01 +4.0379e+00 +1.1537e+00 -1.0383e+00 -6.6887e-01 -3.4137e+00 -3.1617e+00 -2.8647e+00
3046 +6.231559396e+02 +6.231559396e+02 +7.257659396e+02 +7.257659396e+02 +1.4367e+00 -5.6520e-01 +2.5795e+00 -2.9050e+00 -1.7170e+00 -4.5383e+00 -1.4839e+00 +1.1640e+00 -3.7155e+00 -2.4703e+00 -2.4065e+00 -1.2750e+00 +3.2871e-01 -1.3517e+00 +9.9527e-01 +3.3005e+00 -1.8009e+00 +2.4939e+00 +1.8755e+00 -3.7354e+00
30892 +3.976332611e+02 +3.976332611e+02 +5.002432611e+02 +5.002432611e+02 +1.0802e+00 -2.1743e+00 +4.9427e+00 -9.8279e-01 +3.4473e-02 +4.8203e-01 +4.0867e-01 +3.9161e+00 -1.5646e+00 -2.0791e-01 -1.4441e+00 +5.2146e-02 -2.3702e+00 +2.8552e+00 -3.8985e+00 -1.9630e+00 +2.2971e+00 -1.1554e+00 +1.7793e+00 +2.4786e+00
% function evaluation | noise-free fitness - Fopt (9.330000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.020948989e+03 +1.020948989e+03 +1.114248989e+03 +1.114248989e+03 -9.9642e-02 +4.0932e+00 -3.0332e+00 +1.5419e+00 +4.9680e+00 +1.5456e+00 +4.8372e-01 -3.3736e+00 -4.0449e+00 +5.2534e-01 +3.0708e+00 +2.1621e-01 -4.9003e+00 -4.5695e+00 -3.0322e+00 -3.8108e+00 +3.6568e+00 +3.8650e+00 +3.3958e+00 +3.3302e+00
22 +9.886412476e+02 +9.886412476e+02 +1.081941248e+03 +1.081941248e+03 -6.5626e-02 +4.0176e+00 -2.5840e+00 +1.4166e+00 +3.9680e+00 +1.4692e+00 +9.8334e-01 -3.3096e+00 -4.0846e+00 +4.5927e-01 +3.7137e+00 -5.5697e-02 -4.6836e+00 -3.6910e+00 -2.9218e+00 -3.3598e+00 +3.3853e+00 +3.4813e+00 +3.2949e+00 +3.4785e+00
2248 +5.859111779e+02 +5.859111779e+02 +6.792111779e+02 +6.792111779e+02 -3.7225e+00 -2.7423e+00 +2.8238e+00 -4.9492e-01 +3.1531e-01 -3.5910e-01 -1.8295e+00 +2.0992e+00 -3.2622e+00 +2.5888e-01 +4.6161e+00 -2.6445e+00 -9.7645e-01 +8.9531e-01 -3.0955e+00 -4.0184e+00 +4.5170e+00 -7.9321e-01 -3.4225e+00 -2.2591e-01
3361 +3.814038955e+02 +3.814038955e+02 +4.747038955e+02 +4.747038955e+02 -4.5666e-01 -2.4269e+00 -4.1835e-01 -1.9896e-01 -4.3416e+00 +1.9507e+00 +1.1261e+00 +1.3629e-01 -2.2380e+00 -3.1858e-01 +9.8202e-02 +7.7041e-01 +3.8857e+00 -2.8622e+00 +3.8981e+00 -4.1966e+00 -1.2086e+00 +3.5529e+00 -1.4710e+00 +6.3048e-01
83959 +2.506992838e+02 +2.506992838e+02 +3.439992838e+02 +3.439992838e+02 +4.3738e+00 -1.2011e+00 -2.4398e-01 +1.7799e+00 -3.3932e+00 -1.5758e+00 -1.0256e+00 +1.0753e+00 -2.2622e+00 -1.1531e+00 +3.5279e+00 +8.4110e-02 -2.1969e+00 +2.9680e+00 -4.1737e+00 +3.9812e-01 -3.0455e+00 +8.9450e-01 -2.7759e+00 -2.7218e+00
% function evaluation | noise-free fitness - Fopt (1.364000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.914798071e+02 +8.914798071e+02 +9.051198071e+02 +9.051198071e+02 +4.4224e+00 -2.1932e+00 -4.1896e+00 +2.5639e+00 +4.3418e+00 -3.0359e+00 -3.8384e+00 +3.1724e+00 -2.6235e+00 +1.4169e+00 -1.8448e-01 +1.1740e+00 -3.2219e+00 +2.1650e+00 +3.4820e+00 -7.5611e-01 -7.6342e-03 -4.2447e+00 -4.8122e+00 -5.9456e-01
2122 +5.778829716e+02 +5.778829716e+02 +5.915229716e+02 +5.915229716e+02 -1.8905e+00 -3.5728e+00 +4.1982e+00 -2.4972e+00 -9.0731e-01 +4.2142e+00 -7.6281e-01 -1.1710e+00 +2.5462e+00 +1.2845e-01 +7.2046e-02 -8.4143e-01 +1.3442e+00 +2.1129e+00 -2.1200e+00 -1.3847e+00 -2.4933e+00 +2.8208e+00 -2.2891e+00 +1.5845e+00
10627 +3.977466589e+02 +3.977466589e+02 +4.113866589e+02 +4.113866589e+02 +2.9282e-01 -3.8073e+00 +1.7623e+00 +1.0482e+00 -3.9036e-01 +3.9938e-01 +1.0258e-02 +3.5485e+00 -2.3992e+00 -2.4915e+00 +3.9092e+00 -1.2921e+00 -1.2597e+00 +2.8113e+00 -7.2360e-01 +1.7557e+00 -6.9208e-01 +2.2455e+00 +3.8743e+00 -1.8508e+00
