% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
736 +9.963159453e+04 +9.963159453e+04 +9.957665453e+04 +9.957665453e+04 -1.2540e+00 +2.6338e-01 +9.5975e-02 +4.4410e+00 -8.8244e-01 +2.7742e+00 +3.4253e+00 -2.7006e+00 -3.4947e+00 +1.4310e+00 -3.1883e+00 -3.5846e+00 -4.2448e+00 -1.4100e+00 -1.0802e+00 +1.3816e+00 +4.8971e+00 +5.3278e+00 +4.0584e+00 +7.0959e+00
946 +6.198687597e+04 +6.198687597e+04 +6.193193597e+04 +6.193193597e+04 -1.1811e+00 -8.8265e-02 -3.2309e-01 +4.2109e+00 -6.7197e-01 +2.2955e+00 +2.6057e+00 -2.3167e+00 -3.6619e+00 +1.7182e+00 -2.8435e+00 -4.5238e+00 -3.7039e+00 -1.7834e+00 +3.3287e-01 +3.3364e+00 +4.5897e+00 +4.8347e+00 +3.6303e+00 +7.2311e+00
1282 +3.812497877e+04 +3.812497877e+04 +3.807003877e+04 +3.807003877e+04 -9.6416e-01 -1.4809e-01 -5.8413e-01 +4.2978e+00 -5.5702e-01 +2.1948e+00 +2.1441e+00 -2.2345e+00 -3.6597e+00 +2.0440e+00 -2.3762e+00 -5.1195e+00 -3.0760e+00 -2.5633e+00 +8.7198e-01 +4.8532e+00 +4.4162e+00 +4.5509e+00 +3.5951e+00 +6.8161e+00
1450 +2.267297400e+04 +2.267297400e+04 +2.261803400e+04 +2.261803400e+04 -7.7259e-01 +1.9820e-01 -5.9710e-01 +4.4285e+00 -6.3930e-01 +2.3602e+00 +2.0699e+00 -2.3898e+00 -3.5445e+00 +2.2339e+00 -2.0251e+00 -5.1960e+00 -2.7111e+00 -3.1776e+00 +6.8752e-01 +5.5118e+00 +4.2560e+00 +4.4421e+00 +3.8088e+00 +6.2846e+00
1744 +1.487824906e+04 +1.487824906e+04 +1.482330906e+04 +1.482330906e+04 -1.0588e+00 +2.3119e-01 -3.5153e-01 +4.3909e+00 -3.9735e-01 +2.3908e+00 +1.8782e+00 -2.1536e+00 -3.5489e+00 +2.5504e+00 -1.5397e+00 -5.1687e+00 -2.2065e+00 -3.5870e+00 +1.0737e+00 +6.4833e+00 +4.4806e+00 +4.2790e+00 +3.9723e+00 +6.2131e+00
1828 +9.962990792e+03 +9.962990792e+03 +9.908050792e+03 +9.908050792e+03 -1.2818e+00 +4.0383e-01 +1.0102e-01 +4.2437e+00 -2.2777e-01 +2.5484e+00 +1.8992e+00 -1.9694e+00 -3.4434e+00 +2.8655e+00 -1.0899e+00 -5.0456e+00 -1.7819e+00 -3.8354e+00 +1.3065e+00 +7.1132e+00 +4.7315e+00 +4.0682e+00 +4.2124e+00 +6.0453e+00
2227 +5.717010024e+03 +5.717010024e+03 +5.662070024e+03 +5.662070024e+03 -1.9645e+00 +3.6533e-01 +7.1470e-01 +4.0490e+00 -4.1748e-01 +2.9530e+00 +2.2401e+00 -1.8177e+00 -2.8272e+00 +3.3163e+00 -7.1658e-01 -4.0037e+00 -8.9042e-01 -3.2088e+00 +1.2547e+00 +7.1066e+00 +5.0713e+00 +4.1742e+00 +3.9761e+00 +5.7514e+00
2353 +3.156602127e+03 +3.156602127e+03 +3.101662127e+03 +3.101662127e+03 -2.1696e+00 -9.5488e-03 +4.2194e-01 +4.2014e+00 -8.4711e-01 +3.0927e+00 +2.1813e+00 -1.8026e+00 -2.0491e+00 +3.7286e+00 -5.0298e-01 -3.4900e+00 +1.0738e-01 -2.6482e+00 +1.3986e+00 +7.5558e+00 +4.8282e+00 +4.2832e+00 +3.2336e+00 +5.3031e+00
2605 +2.459062553e+03 +2.459062553e+03 +2.404122553e+03 +2.404122553e+03 -2.1192e+00 -1.2715e-01 +3.0037e-01 +4.2854e+00 -9.4725e-01 +3.0752e+00 +2.1048e+00 -1.7969e+00 -2.0525e+00 +3.7474e+00 -5.6677e-01 -3.5458e+00 +1.1722e-01 -2.6343e+00 +1.3840e+00 +7.6187e+00 +4.6750e+00 +4.2738e+00 +3.1433e+00 +5.2549e+00
3025 +1.455637255e+03 +1.455637255e+03 +1.400697255e+03 +1.400697255e+03 -2.2986e+00 -5.0785e-01 +6.2308e-01 +4.6025e+00 -1.2617e+00 +3.3866e+00 +1.9058e+00 -1.6580e+00 -1.9675e+00 +4.4549e+00 -6.7593e-01 -3.0694e+00 +5.9009e-01 -2.2753e+00 +1.3751e+00 +7.6762e+00 +4.3167e+00 +4.1394e+00 +3.0073e+00 +5.0836e+00
3130 +9.955742081e+02 +9.955742081e+02 +9.406342081e+02 +9.406342081e+02 -2.2401e+00 -5.3243e-01 +6.9839e-01 +4.7077e+00 -1.2727e+00 +3.4301e+00 +1.7490e+00 -1.6587e+00 -2.1660e+00 +4.6811e+00 -7.3968e-01 -3.0827e+00 +6.5225e-01 -2.3341e+00 +1.4438e+00 +7.7330e+00 +4.2600e+00 +4.0102e+00 +3.1499e+00 +5.1666e+00
4012 +5.993022701e+02 +5.993022701e+02 +5.443622701e+02 +5.443622701e+02 -2.0964e+00 -6.3666e-01 +6.5333e-01 +4.6223e+00 -8.1696e-01 +3.2322e+00 +1.3408e+00 -1.7366e+00 -2.4123e+00 +4.9917e+00 -1.0559e+00 -2.8750e+00 +6.0659e-01 -2.0644e+00 +9.8352e-01 +7.7157e+00 +4.1868e+00 +3.5463e+00 +3.3189e+00 +4.9944e+00
4789 +3.778130837e+02 +3.778130837e+02 +3.228730837e+02 +3.228730837e+02 -1.8574e+00 -7.4284e-01 +3.1853e-01 +4.1060e+00 +1.6148e-02 +2.9986e+00 +6.1689e-01 -1.3718e+00 -2.5973e+00 +5.0749e+00 -1.0320e+00 -2.3282e+00 +6.7577e-01 -2.1179e+00 +4.2039e-01 +7.4381e+00 +4.1586e+00 +2.6020e+00 +3.0664e+00 +4.6860e+00
4873 +2.487402052e+02 +2.487402052e+02 +1.938002052e+02 +1.938002052e+02 -1.5896e+00 -8.5497e-01 -2.8126e-02 +3.6575e+00 +4.5021e-01 +3.1627e+00 -7.2659e-02 -5.9405e-01 -2.7076e+00 +5.0492e+00 -6.3402e-01 -1.5992e+00 +8.9925e-01 -2.6669e+00 +1.7005e-01 +6.6831e+00 +3.9710e+00 +1.6683e+00 +2.4487e+00 +4.5192e+00
5356 +1.482416951e+02 +1.482416951e+02 +9.330169508e+01 +9.330169508e+01 -7.8255e-01 -1.2777e+00 -7.5880e-01 +2.6694e+00 +1.4581e+00 +3.5422e+00 -1.4365e+00 +7.2756e-01 -3.1305e+00 +4.9139e+00 +2.6718e-01 -1.0778e-01 +1.3841e+00 -3.2578e+00 -1.2398e-01 +5.5165e+00 +3.4202e+00 +2.9138e-01 +1.8562e+00 +4.0679e+00
6070 +9.969920165e+01 +9.969920165e+01 +4.475920165e+01 +4.475920165e+01 -4.9704e-01 -1.4155e+00 -9.1749e-01 +2.4330e+00 +1.6866e+00 +3.7380e+00 -1.6218e+00 +9.5179e-01 -3.2974e+00 +4.7136e+00 +5.9680e-01 +2.2698e-01 +1.4855e+00 -3.2862e+00 -2.9083e-02 +5.3190e+00 +3.2168e+00 +2.5304e-01 +1.9899e+00 +3.9616e+00
6238 +6.157779173e+01 +6.157779173e+01 +6.637791733e+00 +6.637791733e+00 -3.8858e-01 -1.6119e+00 -1.1033e+00 +2.4433e+00 +2.3841e+00 +4.1651e+00 -1.6304e+00 +1.0587e+00 -3.5782e+00 +4.0877e+00 +7.5660e-01 +7.5951e-01 +1.8689e+00 -3.4970e+00 +7.6527e-02 +4.9975e+00 +2.7585e+00 -5.9766e-01 +1.7563e+00 +3.8914e+00
7057 +3.657071869e+01 +3.657071869e+01 -1.836928131e+01 -1.836928131e+01 -7.0502e-01 -1.6513e+00 -1.4082e+00 +2.4030e+00 +2.9870e+00 +4.3775e+00 -2.1594e+00 +1.4493e+00 -3.5206e+00 +3.5367e+00 +5.1665e-01 +1.0427e+00 +2.5230e+00 -3.6109e+00 +2.8126e-01 +4.4540e+00 +2.2967e+00 -1.3041e+00 +2.0372e+00 +3.4266e+00
7204 +2.351374282e+01 +2.351374282e+01 -3.142625718e+01 -3.142625718e+01 -7.5142e-01 -1.6318e+00 -1.4264e+00 +2.4845e+00 +2.9690e+00 +4.5026e+00 -2.0625e+00 +1.4451e+00 -3.5263e+00 +3.3271e+00 +5.1893e-01 +1.0071e+00 +2.5942e+00 -3.6953e+00 +4.4387e-01 +4.3445e+00 +2.2084e+00 -1.3003e+00 +2.0684e+00 +3.4600e+00
7288 +1.518955733e+01 +1.518955733e+01 -3.975044267e+01 -3.975044267e+01 -9.0698e-01 -1.5720e+00 -1.4315e+00 +2.5177e+00 +3.0366e+00 +4.4874e+00 -2.1066e+00 +1.4699e+00 -3.4630e+00 +3.2035e+00 +3.9503e-01 +9.2738e-01 +2.6773e+00 -3.7075e+00 +5.0185e-01 +4.2923e+00 +2.1885e+00 -1.3402e+00 +2.2153e+00 +3.3779e+00
7330 +9.282104058e+00 +9.282104058e+00 -4.565789594e+01 -4.565789594e+01 -1.0720e+00 -1.5419e+00 -1.4310e+00 +2.6520e+00 +3.0555e+00 +4.5624e+00 -2.0388e+00 +1.4161e+00 -3.4205e+00 +2.9989e+00 +2.4947e-01 +8.2410e-01 +2.8065e+00 -3.7020e+00 +6.6008e-01 +4.2437e+00 +2.0826e+00 -1.3537e+00 +2.3501e+00 +3.3373e+00
8296 +5.226340024e+00 +5.226340024e+00 -4.971365998e+01 -4.971365998e+01 -1.2674e+00 -1.5171e+00 -1.4091e+00 +2.8650e+00 +2.9723e+00 +4.2407e+00 -1.9436e+00 +1.2193e+00 -3.5140e+00 +3.0061e+00 +3.7879e-01 +7.9963e-01 +2.7146e+00 -3.6149e+00 +8.5418e-01 +4.1736e+00 +2.1144e+00 -1.4103e+00 +2.4310e+00 +3.0866e+00
8338 +3.570843294e+00 +3.570843294e+00 -5.136915671e+01 -5.136915671e+01 -1.3819e+00 -1.5151e+00 -1.3960e+00 +3.0210e+00 +2.8793e+00 +3.9670e+00 -1.8890e+00 +1.0862e+00 -3.6239e+00 +3.0477e+00 +5.6213e-01 +8.2518e-01 +2.6171e+00 -3.5626e+00 +1.0205e+00 +4.0891e+00 +2.1359e+00 -1.4595e+00 +2.4676e+00 +2.8695e+00
8380 +1.628404528e+00 +1.628404528e+00 -5.331159547e+01 -5.331159547e+01 -1.4561e+00 -1.4987e+00 -1.3858e+00 +3.0773e+00 +2.8958e+00 +4.0107e+00 -1.8372e+00 +1.0505e+00 -3.5929e+00 +2.9527e+00 +4.8126e-01 +7.6637e-01 +2.6706e+00 -3.5513e+00 +1.0758e+00 +4.0967e+00 +2.1000e+00 -1.4525e+00 +2.5268e+00 +2.8710e+00
8401 +1.225117295e+00 +1.225117295e+00 -5.371488270e+01 -5.371488270e+01 -1.4939e+00 -1.4955e+00 -1.3720e+00 +3.1275e+00 +2.8711e+00 +3.9528e+00 -1.8045e+00 +1.0010e+00 -3.6127e+00 +2.9555e+00 +5.0279e-01 +7.5344e-01 +2.6484e+00 -3.5285e+00 +1.1173e+00 +4.0958e+00 +2.1051e+00 -1.4504e+00 +2.5468e+00 +2.8298e+00
8443 +5.188236657e-01 +5.188236657e-01 -5.442117633e+01 -5.442117633e+01 -1.6137e+00 -1.4851e+00 -1.3283e+00 +3.2863e+00 +2.7931e+00 +3.7693e+00 -1.7007e+00 +8.4426e-01 -3.6754e+00 +2.9646e+00 +5.7102e-01 +7.1249e-01 +2.5779e+00 -3.4560e+00 +1.2488e+00 +4.0930e+00 +2.1213e+00 -1.4438e+00 +2.6099e+00 +2.6993e+00
8464 +3.867755124e-01 +3.867755124e-01 -5.455322449e+01 -5.455322449e+01 -1.5959e+00 -1.4869e+00 -1.3403e+00 +3.2571e+00 +2.8098e+00 +3.7983e+00 -1.7291e+00 +8.7867e-01 -3.6654e+00 +2.9614e+00 +5.6017e-01 +7.2378e-01 +2.5939e+00 -3.4710e+00 +1.2285e+00 +4.0821e+00 +2.1150e+00 -1.4522e+00 +2.6026e+00 +2.7135e+00
8506 +2.240349031e-01 +2.240349031e-01 -5.471596510e+01 -5.471596510e+01 -1.6294e+00 -1.4854e+00 -1.3525e+00 +3.2833e+00 +2.8081e+00 +3.7541e+00 -1.7418e+00 +8.7480e-01 -3.6798e+00 +2.9483e+00 +5.8434e-01 +7.3420e-01 +2.5970e+00 -3.4719e+00 +1.2671e+00 +4.0387e+00 +2.1035e+00 -1.4844e+00 +2.6165e+00 +2.6578e+00
8569 +1.003168123e-01 +1.003168123e-01 -5.483968319e+01 -5.483968319e+01 -1.6857e+00 -1.4851e+00 -1.3581e+00 +3.3396e+00 +2.8077e+00 +3.6848e+00 -1.7344e+00 +8.4368e-01 -3.7127e+00 +2.9216e+00 +6.2344e-01 +7.4774e-01 +2.5945e+00 -3.4633e+00 +1.3343e+00 +3.9860e+00 +2.0853e+00 -1.5334e+00 +2.6407e+00 +2.5755e+00
8590 +7.816651278e-02 +7.816651278e-02 -5.486183349e+01 -5.486183349e+01 -1.6928e+00 -1.4904e+00 -1.3672e+00 +3.3468e+00 +2.8288e+00 +3.6762e+00 -1.7425e+00 +8.4692e-01 -3.7307e+00 +2.9015e+00 +6.4353e-01 +7.7179e-01 +2.6029e+00 -3.4702e+00 +1.3514e+00 +3.9568e+00 +2.0694e+00 -1.5726e+00 +2.6394e+00 +2.5494e+00
8611 +4.526428854e-02 +4.526428854e-02 -5.489473571e+01 -5.489473571e+01 -1.6895e+00 -1.4901e+00 -1.3714e+00 +3.3384e+00 +2.8354e+00 +3.6885e+00 -1.7496e+00 +8.5721e-01 -3.7247e+00 +2.8963e+00 +6.3652e-01 +7.7308e-01 +2.6113e+00 -3.4750e+00 +1.3461e+00 +3.9547e+00 +2.0664e+00 -1.5748e+00 +2.6380e+00 +2.5551e+00
8632 +3.446824702e-02 +3.446824702e-02 -5.490553175e+01 -5.490553175e+01 -1.6896e+00 -1.4908e+00 -1.3766e+00 +3.3338e+00 +2.8449e+00 +3.6957e+00 -1.7573e+00 +8.6538e-01 -3.7230e+00 +2.8880e+00 +6.3361e-01 +7.7786e-01 +2.6205e+00 -3.4785e+00 +1.3462e+00 +3.9477e+00 +2.0605e+00 -1.5832e+00 +2.6397e+00 +2.5528e+00
8758 +2.503024296e-02 +2.503024296e-02 -5.491496976e+01 -5.491496976e+01 -1.7026e+00 -1.4912e+00 -1.3798e+00 +3.3456e+00 +2.8504e+00 +3.6837e+00 -1.7564e+00 +8.5942e-01 -3.7300e+00 +2.8772e+00 +6.4163e-01 +7.8345e-01 +2.6248e+00 -3.4778e+00 +1.3616e+00 +3.9356e+00 +2.0538e+00 -1.5994e+00 +2.6445e+00 +2.5336e+00
20161 +1.354323346e-02 +1.354323346e-02 -5.492645677e+01 -5.492645677e+01 -1.7127e+00 -1.5079e+00 -1.3669e+00 +3.3314e+00 +2.8359e+00 +3.7000e+00 -1.7760e+00 +8.2368e-01 -3.7124e+00 +2.8886e+00 +6.6733e-01 +7.5471e-01 +2.6130e+00 -3.4726e+00 +1.3391e+00 +3.9414e+00 +2.0583e+00 -1.5863e+00 +2.6449e+00 +2.5625e+00
20182 +8.094557609e-03 +8.094557609e-03 -5.493190544e+01 -5.493190544e+01 -1.7119e+00 -1.5079e+00 -1.3688e+00 +3.3338e+00 +2.8391e+00 +3.6824e+00 -1.7640e+00 +8.2897e-01 -3.7154e+00 +2.8869e+00 +6.6168e-01 +7.6483e-01 +2.6197e+00 -3.4782e+00 +1.3477e+00 +3.9372e+00 +2.0504e+00 -1.5909e+00 +2.6498e+00 +2.5553e+00
20245 +5.716669468e-03 +5.716669468e-03 -5.493428333e+01 -5.493428333e+01 -1.7102e+00 -1.5076e+00 -1.3706e+00 +3.3343e+00 +2.8427e+00 +3.6731e+00 -1.7574e+00 +8.3424e-01 -3.7173e+00 +2.8854e+00 +6.5625e-01 +7.7207e-01 +2.6248e+00 -3.4818e+00 +1.3521e+00 +3.9349e+00 +2.0452e+00 -1.5942e+00 +2.6531e+00 +2.5510e+00
20308 +3.857144937e-03 +3.857144937e-03 -5.493614286e+01 -5.493614286e+01 -1.7125e+00 -1.5076e+00 -1.3727e+00 +3.3348e+00 +2.8465e+00 +3.6824e+00 -1.7662e+00 +8.3382e-01 -3.7186e+00 +2.8804e+00 +6.6028e-01 +7.7098e-01 +2.6250e+00 -3.4795e+00 +1.3518e+00 +3.9316e+00 +2.0457e+00 -1.5996e+00 +2.6513e+00 +2.5485e+00
20329 +2.063682698e-03 +2.063682698e-03 -5.493793632e+01 -5.493793632e+01 -1.7144e+00 -1.5078e+00 -1.3743e+00 +3.3343e+00 +2.8482e+00 +3.6996e+00 -1.7809e+00 +8.3138e-01 -3.7198e+00 +2.8765e+00 +6.6978e-01 +7.6658e-01 +2.6210e+00 -3.4745e+00 +1.3481e+00 +3.9294e+00 +2.0504e+00 -1.6029e+00 +2.6461e+00 +2.5483e+00
20371 +1.483584602e-03 +1.483584602e-03 -5.493851642e+01 -5.493851642e+01 -1.7150e+00 -1.5077e+00 -1.3740e+00 +3.3354e+00 +2.8481e+00 +3.6944e+00 -1.7773e+00 +8.3139e-01 -3.7199e+00 +2.8769e+00 +6.6773e-01 +7.6780e-01 +2.6222e+00 -3.4754e+00 +1.3500e+00 +3.9292e+00 +2.0490e+00 -1.6032e+00 +2.6478e+00 +2.5470e+00
20455 +5.717604131e-04 +5.717604131e-04 -5.493942824e+01 -5.493942824e+01 -1.7206e+00 -1.5078e+00 -1.3742e+00 +3.3383e+00 +2.8481e+00 +3.7006e+00 -1.7863e+00 +8.2591e-01 -3.7213e+00 +2.8746e+00 +6.7548e-01 +7.6360e-01 +2.6189e+00 -3.4710e+00 +1.3501e+00 +3.9265e+00 +2.0520e+00 -1.6071e+00 +2.6462e+00 +2.5432e+00
20518 +3.486024796e-04 +3.486024796e-04 -5.493965140e+01 -5.493965140e+01 -1.7234e+00 -1.5079e+00 -1.3737e+00 +3.3400e+00 +2.8467e+00 +3.7028e+00 -1.7901e+00 +8.2224e-01 -3.7220e+00 +2.8745e+00 +6.8003e-01 +7.6079e-01 +2.6160e+00 -3.4685e+00 +1.3501e+00 +3.9260e+00 +2.0543e+00 -1.6078e+00 +2.6453e+00 +2.5416e+00
20539 +2.129807540e-04 +2.129807540e-04 -5.493978702e+01 -5.493978702e+01 -1.7240e+00 -1.5080e+00 -1.3737e+00 +3.3408e+00 +2.8465e+00 +3.7022e+00 -1.7900e+00 +8.2152e-01 -3.7225e+00 +2.8743e+00 +6.8097e-01 +7.6087e-01 +2.6157e+00 -3.4681e+00 +1.3509e+00 +3.9255e+00 +2.0542e+00 -1.6081e+00 +2.6454e+00 +2.5407e+00
20581 +1.028838610e-04 +1.028838610e-04 -5.493989712e+01 -5.493989712e+01 -1.7248e+00 -1.5080e+00 -1.3738e+00 +3.3418e+00 +2.8462e+00 +3.7015e+00 -1.7900e+00 +8.2067e-01 -3.7232e+00 +2.8739e+00 +6.8207e-01 +7.6091e-01 +2.6154e+00 -3.4675e+00 +1.3520e+00 +3.9249e+00 +2.0542e+00 -1.6087e+00 +2.6455e+00 +2.5394e+00
20602 +8.263276609e-05 +8.263276609e-05 -5.493991737e+01 -5.493991737e+01 -1.7269e+00 -1.5080e+00 -1.3738e+00 +3.3434e+00 +2.8457e+00 +3.7032e+00 -1.7928e+00 +8.1829e-01 -3.7240e+00 +2.8732e+00 +6.8524e-01 +7.5933e-01 +2.6138e+00 -3.4656e+00 +1.3525e+00 +3.9240e+00 +2.0555e+00 -1.6097e+00 +2.6450e+00 +2.5377e+00
20623 +2.602128676e-05 +2.602128676e-05 -5.493997398e+01 -5.493997398e+01 -1.7267e+00 -1.5079e+00 -1.3737e+00 +3.3430e+00 +2.8456e+00 +3.7041e+00 -1.7933e+00 +8.1831e-01 -3.7237e+00 +2.8735e+00 +6.8515e-01 +7.5878e-01 +2.6135e+00 -3.4655e+00 +1.3519e+00 +3.9244e+00 +2.0559e+00 -1.6092e+00 +2.6448e+00 +2.5384e+00
20644 +7.719879122e-06 +7.719879122e-06 -5.493999228e+01 -5.493999228e+01 -1.7262e+00 -1.5079e+00 -1.3736e+00 +3.3424e+00 +2.8455e+00 +3.7047e+00 -1.7934e+00 +8.1857e-01 -3.7232e+00 +2.8738e+00 +6.8461e-01 +7.5845e-01 +2.6135e+00 -3.4656e+00 +1.3512e+00 +3.9250e+00 +2.0561e+00 -1.6086e+00 +2.6447e+00 +2.5393e+00
20665 +4.410129172e-06 +4.410129172e-06 -5.493999559e+01 -5.493999559e+01 -1.7262e+00 -1.5079e+00 -1.3736e+00 +3.3424e+00 +2.8456e+00 +3.7048e+00 -1.7934e+00 +8.1865e-01 -3.7232e+00 +2.8737e+00 +6.8453e-01 +7.5849e-01 +2.6136e+00 -3.4657e+00 +1.3512e+00 +3.9249e+00 +2.0560e+00 -1.6086e+00 +2.6448e+00 +2.5393e+00
20686 +2.745460023e-06 +2.745460023e-06 -5.493999725e+01 -5.493999725e+01 -1.7264e+00 -1.5079e+00 -1.3736e+00 +3.3425e+00 +2.8455e+00 +3.7049e+00 -1.7936e+00 +8.1844e-01 -3.7232e+00 +2.8737e+00 +6.8473e-01 +7.5829e-01 +2.6135e+00 -3.4655e+00 +1.3512e+00 +3.9249e+00 +2.0562e+00 -1.6086e+00 +2.6448e+00 +2.5392e+00
20791 +1.869764837e-06 +1.869764837e-06 -5.493999813e+01 -5.493999813e+01 -1.7266e+00 -1.5079e+00 -1.3736e+00 +3.3426e+00 +2.8455e+00 +3.7049e+00 -1.7939e+00 +8.1822e-01 -3.7232e+00 +2.8736e+00 +6.8496e-01 +7.5817e-01 +2.6134e+00 -3.4654e+00 +1.3513e+00 +3.9248e+00 +2.0562e+00 -1.6088e+00 +2.6448e+00 +2.5390e+00
20812 +1.429245458e-06 +1.429245458e-06 -5.493999857e+01 -5.493999857e+01 -1.7264e+00 -1.5080e+00 -1.3736e+00 +3.3424e+00 +2.8456e+00 +3.7049e+00 -1.7937e+00 +8.1847e-01 -3.7232e+00 +2.8736e+00 +6.8475e-01 +7.5839e-01 +2.6136e+00 -3.4656e+00 +1.3512e+00 +3.9248e+00 +2.0560e+00 -1.6088e+00 +2.6448e+00 +2.5392e+00
20854 +9.109808587e-07 +9.109808587e-07 -5.493999909e+01 -5.493999909e+01 -1.7266e+00 -1.5080e+00 -1.3736e+00 +3.3425e+00 +2.8455e+00 +3.7049e+00 -1.7938e+00 +8.1828e-01 -3.7232e+00 +2.8736e+00 +6.8494e-01 +7.5823e-01 +2.6135e+00 -3.4655e+00 +1.3512e+00 +3.9248e+00 +2.0561e+00 -1.6088e+00 +2.6448e+00 +2.5391e+00
453181 +5.626268873e-07 +5.626268873e-07 -5.493999944e+01 -5.493999944e+01 -1.7265e+00 -1.5080e+00 -1.3736e+00 +3.3424e+00 +2.8455e+00 +3.7049e+00 -1.7937e+00 +8.1832e-01 -3.7232e+00 +2.8737e+00 +6.8484e-01 +7.5824e-01 +2.6135e+00 -3.4655e+00 +1.3512e+00 +3.9249e+00 +2.0561e+00 -1.6087e+00 +2.6448e+00 +2.5392e+00
