% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
27070 +3.048173687e-01 +3.048173687e-01 -9.996951826e+02 -9.996951826e+02 +1.6889e+00 +2.4947e-01 +1.3184e+00 -1.1655e+00 -3.7187e+00 -1.6982e+00 -1.5970e+00 -8.0947e-02 +2.9653e+00 -1.0204e+00 -5.7581e-01 +4.4062e+00 -4.3004e+00 +1.0145e+00 +2.5767e+00 +2.5527e+00 +1.7491e+00 -6.9880e-01 +1.3406e+00 -2.8149e+00
27133 +2.452101805e-01 +2.452101805e-01 -9.997547898e+02 -9.997547898e+02 +1.6430e+00 +2.7284e-01 +1.3447e+00 -1.1948e+00 -3.6931e+00 -1.7026e+00 -1.5934e+00 -7.7012e-02 +2.9773e+00 -1.0048e+00 -5.5737e-01 +4.4085e+00 -4.2528e+00 +9.6148e-01 +2.5451e+00 +2.5871e+00 +1.7381e+00 -6.9624e-01 +1.3372e+00 -2.7991e+00
27196 +1.497578441e-01 +1.497578441e-01 -9.998502422e+02 -9.998502422e+02 +1.5061e+00 +3.0438e-01 +1.6774e+00 -1.1920e+00 -3.3611e+00 -1.7052e+00 -1.5635e+00 -2.4729e-01 +3.1588e+00 -8.3445e-01 -3.8754e-01 +4.1824e+00 -4.0551e+00 +9.3848e-01 +2.3745e+00 +2.5752e+00 +1.7493e+00 -8.7581e-01 +1.2513e+00 -2.5843e+00
27259 +9.928462897e-02 +9.928462897e-02 -9.999007154e+02 -9.999007154e+02 +1.3677e+00 +4.5658e-01 +2.0672e+00 -1.0652e+00 -3.0220e+00 -1.8155e+00 -1.5305e+00 -3.8621e-01 +3.2402e+00 -6.0169e-01 -1.5442e-01 +3.8674e+00 -3.7957e+00 +1.0245e+00 +2.2609e+00 +2.6332e+00 +1.7997e+00 -1.2213e+00 +1.1763e+00 -2.3022e+00
27343 +5.245814656e-02 +5.245814656e-02 -9.999475419e+02 -9.999475419e+02 +1.3545e+00 +5.9506e-01 +2.1643e+00 -9.1558e-01 -3.0036e+00 -1.9439e+00 -1.5253e+00 -3.5438e-01 +3.1082e+00 -5.0456e-01 -8.5977e-02 +3.7453e+00 -3.6972e+00 +1.1509e+00 +2.3298e+00 +2.7149e+00 +1.8533e+00 -1.4377e+00 +1.2092e+00 -2.2083e+00
27427 +3.785947812e-02 +3.785947812e-02 -9.999621405e+02 -9.999621405e+02 +1.3523e+00 +6.1394e-01 +2.1963e+00 -8.5734e-01 -3.0565e+00 -1.9853e+00 -1.5359e+00 -3.1648e-01 +2.9706e+00 -4.3828e-01 -1.4676e-01 +3.6889e+00 -3.6269e+00 +1.1889e+00 +2.3968e+00 +2.7412e+00 +1.8871e+00 -1.5039e+00 +1.3097e+00 -2.1825e+00
27469 +1.901882667e-02 +1.901882667e-02 -9.999809812e+02 -9.999809812e+02 +1.2291e+00 +6.0938e-01 +2.5131e+00 -8.1785e-01 -2.8549e+00 -2.0005e+00 -1.5382e+00 -4.2193e-01 +2.9479e+00 -1.9925e-01 -1.4891e-01 +3.4119e+00 -3.3529e+00 +1.1765e+00 +2.3244e+00 +2.7380e+00 +1.9292e+00 -1.6689e+00 +1.3999e+00 -1.9732e+00
27511 +1.522535917e-02 +1.522535917e-02 -9.999847746e+02 -9.999847746e+02 +1.1918e+00 +6.0502e-01 +2.6017e+00 -8.2167e-01 -2.7707e+00 -1.9935e+00 -1.5385e+00 -4.6931e-01 +2.9885e+00 -1.4335e-01 -1.3110e-01 +3.3319e+00 -3.2868e+00 +1.1625e+00 +2.2770e+00 +2.7282e+00 +1.9290e+00 -1.6935e+00 +1.3914e+00 -1.9106e+00
27637 +9.374773363e-03 +9.374773363e-03 -9.999906252e+02 -9.999906252e+02 +1.1863e+00 +6.7402e-01 +2.6592e+00 -7.1570e-01 -2.7501e+00 -2.0691e+00 -1.5948e+00 -4.6666e-01 +2.8820e+00 -1.1856e-02 -2.1762e-01 +3.0804e+00 -3.1431e+00 +1.2331e+00 +2.3046e+00 +2.7455e+00 +1.9321e+00 -1.6971e+00 +1.4535e+00 -1.7872e+00
27742 +5.684692032e-03 +5.684692032e-03 -9.999943153e+02 -9.999943153e+02 +1.1482e+00 +6.7520e-01 +2.7483e+00 -7.2057e-01 -2.6596e+00 -2.0910e+00 -1.5843e+00 -5.0157e-01 +2.9043e+00 +5.4388e-02 -2.0531e-01 +3.0293e+00 -3.0885e+00 +1.2092e+00 +2.2937e+00 +2.7010e+00 +1.9355e+00 -1.7414e+00 +1.4872e+00 -1.7411e+00
27847 +3.908201338e-03 +3.908201338e-03 -9.999960918e+02 -9.999960918e+02 +1.1550e+00 +7.0275e-01 +2.7226e+00 -7.1867e-01 -2.6030e+00 -2.1693e+00 -1.5754e+00 -4.8903e-01 +2.9140e+00 +7.2568e-02 -2.0719e-01 +3.0309e+00 -3.1190e+00 +1.1868e+00 +2.3370e+00 +2.6121e+00 +1.9154e+00 -1.7253e+00 +1.5340e+00 -1.7570e+00
28162 +2.309100058e-03 +2.309100058e-03 -9.999976909e+02 -9.999976909e+02 +1.1364e+00 +6.8583e-01 +2.7236e+00 -6.9513e-01 -2.4544e+00 -2.3081e+00 -1.5477e+00 -4.7005e-01 +2.8708e+00 +1.5207e-01 -1.7930e-01 +2.8847e+00 -3.0609e+00 +1.1188e+00 +2.2907e+00 +2.5544e+00 +1.9047e+00 -1.7353e+00 +1.6385e+00 -1.7283e+00
28267 +1.403179828e-03 +1.403179828e-03 -9.999985968e+02 -9.999985968e+02 +1.1374e+00 +6.8390e-01 +2.7474e+00 -6.9180e-01 -2.4038e+00 -2.3134e+00 -1.5261e+00 -4.7460e-01 +2.8782e+00 +1.7569e-01 -1.6859e-01 +2.8723e+00 -3.0568e+00 +1.0995e+00 +2.2901e+00 +2.5245e+00 +1.9167e+00 -1.7254e+00 +1.6590e+00 -1.7038e+00
28330 +9.783396074e-04 +9.783396074e-04 -9.999990217e+02 -9.999990217e+02 +1.1348e+00 +6.8146e-01 +2.7963e+00 -6.8197e-01 -2.2963e+00 -2.3346e+00 -1.4876e+00 -4.8431e-01 +2.8890e+00 +2.2884e-01 -1.4473e-01 +2.8274e+00 -3.0363e+00 +1.0624e+00 +2.2810e+00 +2.4722e+00 +1.9357e+00 -1.7131e+00 +1.7004e+00 -1.6517e+00
29023 +5.066075174e-04 +5.066075174e-04 -9.999994934e+02 -9.999994934e+02 +1.2153e+00 +7.2123e-01 +2.7969e+00 -5.5425e-01 -1.9619e+00 -2.3567e+00 -1.3609e+00 -4.5621e-01 +2.8066e+00 +3.6939e-01 -9.6824e-02 +2.6949e+00 -3.0047e+00 +9.6687e-01 +2.3085e+00 +2.3445e+00 +1.8712e+00 -1.7252e+00 +1.8088e+00 -1.5870e+00
29065 +3.761750677e-04 +3.761750677e-04 -9.999996238e+02 -9.999996238e+02 +1.2101e+00 +7.2465e-01 +2.8106e+00 -5.5450e-01 -2.0100e+00 -2.3081e+00 -1.3759e+00 -4.7169e-01 +2.8163e+00 +3.5617e-01 -1.1258e-01 +2.7181e+00 -3.0041e+00 +9.8759e-01 +2.3081e+00 +2.3668e+00 +1.8697e+00 -1.7393e+00 +1.7731e+00 -1.5888e+00
29212 +2.415753155e-04 +2.415753155e-04 -9.999997584e+02 -9.999997584e+02 +1.2142e+00 +7.6246e-01 +2.8105e+00 -5.0130e-01 -1.9277e+00 -2.3053e+00 -1.3319e+00 -4.5400e-01 +2.7604e+00 +4.3529e-01 -1.3414e-01 +2.6787e+00 -2.9637e+00 +9.0621e-01 +2.3223e+00 +2.3462e+00 +1.8372e+00 -1.7505e+00 +1.8059e+00 -1.5643e+00
29737 +1.365390260e-04 +1.365390260e-04 -9.999998635e+02 -9.999998635e+02 +1.2500e+00 +7.2771e-01 +2.7667e+00 -4.9028e-01 -1.9483e+00 -2.2666e+00 -1.3317e+00 -4.7985e-01 +2.8194e+00 +4.3378e-01 -1.0554e-01 +2.7171e+00 -2.9766e+00 +8.5067e-01 +2.3398e+00 +2.3480e+00 +1.8313e+00 -1.7455e+00 +1.7683e+00 -1.5867e+00
29779 +8.934229754e-05 +8.934229754e-05 -9.999999107e+02 -9.999999107e+02 +1.2806e+00 +7.2953e-01 +2.7411e+00 -4.3962e-01 -1.9310e+00 -2.2543e+00 -1.3294e+00 -4.8542e-01 +2.8280e+00 +4.7166e-01 -7.5497e-02 +2.6994e+00 -2.9371e+00 +7.9392e-01 +2.3670e+00 +2.3375e+00 +1.8184e+00 -1.7546e+00 +1.7913e+00 -1.5754e+00
29968 +6.143616417e-05 +6.143616417e-05 -9.999999386e+02 -9.999999386e+02 +1.3242e+00 +7.4853e-01 +2.7279e+00 -3.4776e-01 -1.8306e+00 -2.2221e+00 -1.2900e+00 -4.8923e-01 +2.8119e+00 +5.5776e-01 -4.4312e-02 +2.6530e+00 -2.8772e+00 +6.9966e-01 +2.3879e+00 +2.3057e+00 +1.7855e+00 -1.7824e+00 +1.8295e+00 -1.5392e+00
30241 +3.588208199e-05 +3.588208199e-05 -9.999999641e+02 -9.999999641e+02 +1.3476e+00 +7.3837e-01 +2.7104e+00 -2.8631e-01 -1.7887e+00 -2.2229e+00 -1.2996e+00 -4.8653e-01 +2.8487e+00 +6.1123e-01 -2.0211e-02 +2.6332e+00 -2.8362e+00 +6.5257e-01 +2.4010e+00 +2.2852e+00 +1.7795e+00 -1.8006e+00 +1.8731e+00 -1.5237e+00
30640 +2.510622107e-05 +2.510622107e-05 -9.999999749e+02 -9.999999749e+02 +1.3340e+00 +7.2127e-01 +2.6933e+00 -2.6386e-01 -1.8220e+00 -2.2105e+00 -1.3267e+00 -4.5075e-01 +2.8891e+00 +6.1536e-01 -3.6441e-02 +2.6703e+00 -2.8445e+00 +6.5683e-01 +2.4034e+00 +2.3195e+00 +1.7914e+00 -1.7928e+00 +1.8743e+00 -1.5419e+00
30808 +1.271328779e-05 +1.271328779e-05 -9.999999873e+02 -9.999999873e+02 +1.3340e+00 +7.1367e-01 +2.6861e+00 -2.5067e-01 -1.8224e+00 -2.1953e+00 -1.3348e+00 -4.4284e-01 +2.9051e+00 +6.2127e-01 -3.3891e-02 +2.6784e+00 -2.8367e+00 +6.4256e-01 +2.3974e+00 +2.3150e+00 +1.7862e+00 -1.7976e+00 +1.8694e+00 -1.5481e+00
30829 +7.413263006e-06 +7.413263006e-06 -9.999999926e+02 -9.999999926e+02 +1.3361e+00 +7.0761e-01 +2.6749e+00 -2.3529e-01 -1.8272e+00 -2.1901e+00 -1.3460e+00 -4.2812e-01 +2.9172e+00 +6.2660e-01 -3.4837e-02 +2.6865e+00 -2.8323e+00 +6.3896e-01 +2.3998e+00 +2.3167e+00 +1.7856e+00 -1.7990e+00 +1.8733e+00 -1.5550e+00
30934 +5.543629072e-06 +5.543629072e-06 -9.999999945e+02 -9.999999945e+02 +1.3389e+00 +7.0347e-01 +2.6649e+00 -2.2033e-01 -1.8279e+00 -2.1917e+00 -1.3607e+00 -4.0701e-01 +2.9270e+00 +6.3178e-01 -3.5844e-02 +2.6912e+00 -2.8256e+00 +6.4352e-01 +2.4029e+00 +2.3148e+00 +1.7880e+00 -1.7977e+00 +1.8824e+00 -1.5591e+00
30997 +3.825149633e-06 +3.825149633e-06 -9.999999962e+02 -9.999999962e+02 +1.3407e+00 +7.0056e-01 +2.6571e+00 -2.1160e-01 -1.8313e+00 -2.1961e+00 -1.3747e+00 -3.8839e-01 +2.9329e+00 +6.3305e-01 -3.8052e-02 +2.6949e+00 -2.8209e+00 +6.5223e-01 +2.4057e+00 +2.3135e+00 +1.7914e+00 -1.7951e+00 +1.8901e+00 -1.5628e+00
31102 +2.031979193e-06 +2.031979193e-06 -9.999999980e+02 -9.999999980e+02 +1.3420e+00 +6.9553e-01 +2.6572e+00 -1.8922e-01 -1.8112e+00 -2.1877e+00 -1.3761e+00 -3.7835e-01 +2.9508e+00 +6.5211e-01 -3.3819e-02 +2.6948e+00 -2.8125e+00 +6.3942e-01 +2.4047e+00 +2.3102e+00 +1.7916e+00 -1.7984e+00 +1.8967e+00 -1.5582e+00
31228 +1.576892714e-06 +1.576892714e-06 -9.999999984e+02 -9.999999984e+02 +1.3559e+00 +6.9165e-01 +2.6552e+00 -1.4506e-01 -1.7732e+00 -2.1667e+00 -1.3734e+00 -3.7071e-01 +2.9774e+00 +6.8409e-01 -1.5312e-02 +2.6901e+00 -2.7949e+00 +6.1494e-01 +2.4086e+00 +2.3011e+00 +1.7882e+00 -1.8088e+00 +1.9050e+00 -1.5460e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.638060253e+01 +8.638060253e+01 +1.086380603e+03 +1.086380603e+03 +4.5495e+00 +3.9615e+00 -3.1436e+00 +1.5801e+00 +1.6024e+00 +1.9801e-01 +9.9483e-01 -7.5570e-01 +2.8371e+00 -3.2953e+00 -3.6236e+00 -4.6715e+00 -2.4117e+00 -2.7306e+00 -6.1934e-01 +1.2360e+00 -3.8632e+00 +9.0323e-01 +1.5384e-01 -3.8955e+00
1639 +4.729394562e+01 +4.729394562e+01 +1.047293946e+03 +1.047293946e+03 +1.3836e+00 +2.2618e+00 -1.1149e+00 -1.0875e+00 +3.6036e+00 +1.0704e+00 +1.5586e+00 -2.4414e+00 -3.5921e+00 -1.4348e+00 -4.4882e+00 +5.1979e-01 -4.3358e+00 -3.1839e+00 +1.0062e-01 +4.0691e+00 -2.3322e+00 -5.3119e-01 +1.4482e+00 +5.3054e+00
1807 +3.137590964e+01 +3.137590964e+01 +1.031375910e+03 +1.031375910e+03 +1.3293e+00 +1.9759e+00 -8.4950e-01 -1.3535e+00 +3.6491e+00 +1.0547e+00 +7.3376e-01 -2.5761e+00 -3.6754e+00 -1.8049e+00 -4.7075e+00 +1.3635e+00 -4.2502e+00 -2.8554e+00 -1.3111e-01 +4.0635e+00 -2.4209e+00 -6.6136e-01 +1.2316e+00 +5.4121e+00
1828 +1.290644007e+01 +1.290644007e+01 +1.012906440e+03 +1.012906440e+03 +2.0690e-01 +1.5870e+00 -1.7690e-01 -2.0067e+00 +2.7522e+00 +4.4526e-01 -1.5734e+00 -2.3333e+00 -3.2646e+00 -3.0490e+00 -4.8867e+00 +2.2801e+00 -3.4896e+00 -2.6031e+00 -7.2708e-01 +3.1065e+00 -2.6141e+00 -8.9750e-01 +5.9937e-02 +5.3761e+00
1870 +8.670432477e+00 +8.670432477e+00 +1.008670432e+03 +1.008670432e+03 +8.5173e-02 +1.8716e+00 -1.3614e-01 -2.2562e+00 +2.4490e+00 +8.9285e-02 -2.0737e+00 -2.8641e+00 -3.4601e+00 -3.3884e+00 -4.8526e+00 +2.6457e+00 -3.1815e+00 -2.6436e+00 -8.2809e-01 +2.8435e+00 -2.6993e+00 -8.7332e-01 -1.2224e-02 +4.9698e+00
1933 +5.549079295e+00 +5.549079295e+00 +1.005549079e+03 +1.005549079e+03 -1.0781e-01 +2.0905e+00 -1.6687e-01 -3.0098e+00 +2.3510e+00 -6.3380e-01 -2.4746e+00 -3.2057e+00 -3.5929e+00 -3.7115e+00 -4.7754e+00 +3.0830e+00 -2.5473e+00 -3.0854e+00 -5.6454e-01 +2.0913e+00 -2.7512e+00 -2.2964e-01 -4.2689e-01 +4.8150e+00
1975 +3.563581284e+00 +3.563581284e+00 +1.003563581e+03 +1.003563581e+03 -4.2105e-01 +2.4446e+00 -4.4658e-01 -3.5110e+00 +2.4346e+00 -1.1944e+00 -2.9175e+00 -3.4871e+00 -3.7823e+00 -3.8510e+00 -4.7926e+00 +3.4732e+00 -1.8431e+00 -3.6223e+00 -3.1851e-01 +1.6267e+00 -2.7379e+00 +2.8292e-01 -9.8291e-01 +4.5944e+00
3298 +2.025773345e+00 +2.025773345e+00 +1.002025773e+03 +1.002025773e+03 -2.5402e+00 -3.9082e+00 +5.8024e-01 -3.0019e+00 +1.1638e+00 -3.0087e+00 +9.5094e-01 +3.1537e-01 -2.9472e+00 -3.5187e+00 -3.4099e+00 -2.3777e+00 -7.0133e-01 -4.4431e+00 -2.5669e+00 -4.7263e+00 +2.6616e+00 -3.3803e+00 +2.8073e+00 +2.1174e+00
58150 +1.573097393e+00 +1.573097393e+00 +1.001573097e+03 +1.001573097e+03 +1.5815e+00 +4.5853e+00 -2.8269e+00 -6.4591e-01 +5.7342e-01 +4.6405e+00 +8.1647e-01 -1.9075e+00 +2.1434e+00 -3.3891e+00 -1.4431e+00 +4.3887e+00 +1.9161e+00 -2.3579e+00 -4.2223e+00 -2.7336e+00 -2.6799e+00 -2.2455e+00 -3.3201e+00 +8.5567e-01
58192 +7.589355309e-01 +7.589355309e-01 +1.000758936e+03 +1.000758936e+03 +2.0100e+00 +4.6736e+00 -3.1394e+00 -1.2081e+00 +7.0535e-01 +4.6840e+00 +9.1514e-01 -2.2774e+00 +2.6703e+00 -3.4373e+00 -1.7726e+00 +3.9192e+00 +1.8218e+00 -2.2608e+00 -3.9174e+00 -2.9178e+00 -2.7367e+00 -2.9538e+00 -3.6019e+00 +6.9764e-01
% function evaluation | noise-free fitness - Fopt (-4.913000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.625951019e+01 +8.625951019e+01 +3.712951019e+01 +3.712951019e+01 -2.2208e+00 +3.7892e+00 +7.8770e-01 -8.5794e-01 -4.8940e+00 -4.1213e+00 +7.0090e-01 +6.3285e-01 +4.5793e+00 -1.6708e+00 +4.1921e+00 -1.8958e+00 -3.4756e+00 -1.4356e+00 -1.1540e+00 -1.0277e+00 -4.5791e+00 -3.2764e+00 -4.1319e+00 +1.4254e+00
148 +5.073656957e+01 +5.073656957e+01 +1.606569570e+00 +1.606569570e+00 -2.5000e+00 +4.6500e+00 +1.1933e-01 -3.8865e+00 -1.1683e+00 +3.7278e+00 -4.0219e+00 -5.7164e-01 +8.0099e-01 +3.6798e+00 +3.5807e+00 -5.1857e+00 -5.0838e+00 +1.6842e-01 +5.0166e+00 +1.6621e+00 -2.4660e+00 -1.9765e+00 +3.8700e+00 -4.0533e-01
232 +3.301113768e+01 +3.301113768e+01 -1.611886232e+01 -1.611886232e+01 -2.4804e+00 +4.3017e+00 +3.5154e-01 -3.5605e+00 -1.5856e+00 +3.8553e+00 -4.6240e+00 -6.5525e-01 -7.1825e-03 +4.4272e+00 +3.5004e+00 -3.7697e+00 -4.4627e+00 +6.4766e-01 +4.8460e+00 +1.9841e+00 -2.4285e+00 -1.7671e+00 +3.3906e+00 -7.5834e-01
253 +2.191814105e+01 +2.191814105e+01 -2.721185895e+01 -2.721185895e+01 -2.7873e+00 +3.9195e+00 +5.6098e-02 -2.9659e+00 -2.5184e+00 +4.5241e+00 -4.4225e+00 -2.8311e-01 -1.0752e+00 +4.7078e+00 +2.7833e+00 -2.6486e+00 -3.6599e+00 +7.4432e-01 +4.7639e+00 +1.9807e+00 -1.8099e+00 -2.3711e+00 +2.8659e+00 -1.7556e+00
1072 +1.223647097e+01 +1.223647097e+01 -3.689352903e+01 -3.689352903e+01 -1.5742e+00 +4.3932e+00 -2.8395e+00 +2.0434e+00 +4.2979e+00 -6.0228e-01 +1.7932e+00 -3.6294e+00 -3.0834e+00 +1.6371e+00 +3.9689e+00 -1.0674e+00 -1.9444e+00 -1.9196e+00 +3.4424e-01 -1.1455e+00 +3.8666e+00 +7.0832e-01 +1.7631e+00 -3.1515e+00
1198 +9.266721281e+00 +9.266721281e+00 -3.986327872e+01 -3.986327872e+01 -1.4657e+00 +4.3295e+00 -3.0486e+00 +1.7797e+00 +4.3728e+00 -5.7967e-01 +1.9372e+00 -3.4112e+00 -2.5304e+00 +1.2742e+00 +4.1418e+00 -1.0622e+00 -1.9559e+00 -1.8839e+00 +2.1065e-01 -1.3615e+00 +4.3402e+00 +9.1910e-01 +2.1043e+00 -2.9323e+00
5272 +2.993226854e+00 +2.993226854e+00 -4.613677315e+01 -4.613677315e+01 +1.9392e+00 +3.4237e+00 +2.9849e+00 -4.2388e-01 +4.9075e+00 +2.9842e+00 -2.7963e+00 +4.4790e+00 +3.4651e+00 +3.9485e+00 -3.9567e+00 -1.1089e+00 +2.9492e+00 +3.9316e+00 +1.4389e+00 -6.3607e-03 +2.4945e+00 -2.7656e+00 -9.4767e-01 -2.5708e+00
13189 +2.415985389e+00 +2.415985389e+00 -4.671401461e+01 -4.671401461e+01 +1.1267e+00 +2.5545e-01 +1.2842e+00 +1.7644e+00 +3.7271e+00 +3.1555e+00 +2.8458e+00 +4.1980e+00 +1.6399e+00 +3.4132e+00 -1.0025e+00 -1.3311e-01 +4.1288e+00 -2.6743e+00 +1.1822e+00 -4.7320e+00 -5.5781e+00 -5.2276e+00 -3.5766e+00 +5.0247e+00
13210 +7.760168992e-01 +7.760168992e-01 -4.835398310e+01 -4.835398310e+01 +6.9930e-01 +5.9751e-02 +9.0761e-01 +1.4330e+00 +3.5363e+00 +3.1095e+00 +3.0243e+00 +4.0409e+00 +1.0005e+00 +2.8374e+00 -7.8108e-01 +5.1025e-02 +4.0061e+00 -1.8929e+00 +6.2035e-01 -4.7104e+00 -4.4991e+00 -4.7763e+00 -3.7100e+00 +4.7594e+00
29842 +5.732232349e-01 +5.732232349e-01 -4.855677677e+01 -4.855677677e+01 +2.6420e+00 +3.5268e+00 +3.0666e+00 +9.0412e-01 +1.2867e-01 +2.6082e+00 +3.8359e-01 +2.7845e+00 +3.0433e+00 -9.6071e-01 +9.6456e-01 -4.4063e+00 -2.6006e+00 +1.1767e+00 -1.3388e+00 -3.3593e+00 +4.7722e+00 -9.5730e-01 +1.3419e+00 +6.9944e-01
30094 +3.571895320e-01 +3.571895320e-01 -4.877281047e+01 -4.877281047e+01 +2.6344e+00 +3.4221e+00 +2.8387e+00 +5.8769e-01 +1.5553e-01 +2.6183e+00 +2.4061e-01 +2.8951e+00 +3.0113e+00 -1.0442e+00 +8.0818e-01 -4.2906e+00 -2.3257e+00 +1.4446e+00 -1.4074e+00 -3.3442e+00 +4.6099e+00 -9.5458e-01 +1.2750e+00 +5.8308e-01
