% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
2668 +1.496662977e+01 +1.496662977e+01 +5.086662977e+01 +5.086662977e+01 +1.7299e+00 +1.8035e+00 +3.6369e+00 +3.3852e+00 -1.6063e+00 -3.8020e+00 -2.4543e+00 -2.1732e+00 -2.2997e+00 -4.3825e+00 -1.7067e+00 -2.3353e-01 -5.8684e-01 -9.1428e-01 +1.5868e+00 -4.1641e+00 +1.0776e+00 +4.1295e+00 -9.8728e-01 -3.7496e+00
2857 +9.500595986e+00 +9.500595986e+00 +4.540059599e+01 +4.540059599e+01 +1.9630e+00 +1.9256e+00 +3.1932e+00 +3.6860e+00 -1.8886e+00 -3.3922e+00 -2.3030e+00 -2.0506e+00 -2.4137e+00 -3.5894e+00 -1.9314e+00 +6.3285e-01 -8.8177e-01 -1.0316e+00 +1.7985e+00 -4.2143e+00 +1.0335e+00 +3.5236e+00 -1.2604e+00 -3.5102e+00
3676 +6.052951295e+00 +6.052951295e+00 +4.195295130e+01 +4.195295130e+01 +2.2365e+00 +1.7259e+00 +2.9357e+00 +3.6930e+00 -1.9271e+00 -3.2130e+00 -2.3126e+00 -1.9516e+00 -2.6479e+00 -3.0132e+00 -1.9433e+00 +9.9917e-01 -9.1627e-01 -8.6184e-01 +1.8036e+00 -4.2915e+00 +9.8268e-01 +3.2096e+00 -1.2132e+00 -3.3276e+00
4768 +3.948635965e+00 +3.948635965e+00 +3.984863597e+01 +3.984863597e+01 +2.3524e+00 +1.5542e+00 +2.9217e+00 +3.6157e+00 -1.8753e+00 -3.2461e+00 -2.3693e+00 -1.9418e+00 -2.7710e+00 -2.9272e+00 -1.8964e+00 +9.7906e-01 -8.0096e-01 -6.9472e-01 +1.7342e+00 -4.3100e+00 +9.5551e-01 +3.2037e+00 -1.1129e+00 -3.2771e+00
4852 +2.432345687e+00 +2.432345687e+00 +3.833234569e+01 +3.833234569e+01 +2.5374e+00 +1.3692e+00 +2.9853e+00 +3.5852e+00 -1.7561e+00 -3.2792e+00 -2.5202e+00 -1.9739e+00 -2.8239e+00 -2.9775e+00 -1.8304e+00 +9.5595e-01 -6.0444e-01 -4.7368e-01 +1.6352e+00 -4.1806e+00 +9.5401e-01 +3.2722e+00 -1.0210e+00 -3.2196e+00
5146 +1.518658950e+00 +1.518658950e+00 +3.741865895e+01 +3.741865895e+01 +2.7178e+00 +1.3443e+00 +2.9228e+00 +3.6629e+00 -1.7189e+00 -3.1612e+00 -2.5263e+00 -1.9902e+00 -2.8084e+00 -2.9587e+00 -1.8167e+00 +1.1357e+00 -5.7439e-01 -4.1900e-01 +1.6096e+00 -4.0431e+00 +9.5440e-01 +3.1967e+00 -1.0149e+00 -3.1621e+00
6196 +9.914756520e-01 +9.914756520e-01 +3.689147565e+01 +3.689147565e+01 +2.7874e+00 +1.3300e+00 +2.8130e+00 +3.5758e+00 -1.6150e+00 -3.1067e+00 -2.5553e+00 -2.0226e+00 -2.8703e+00 -3.0081e+00 -1.7225e+00 +1.2479e+00 -5.5483e-01 -4.1267e-01 +1.6140e+00 -3.9524e+00 +8.5274e-01 +3.1279e+00 -9.9789e-01 -3.1703e+00
6994 +6.261905757e-01 +6.261905757e-01 +3.652619058e+01 +3.652619058e+01 +2.7950e+00 +1.3125e+00 +2.7584e+00 +3.4940e+00 -1.5497e+00 -3.0892e+00 -2.5386e+00 -2.0477e+00 -2.9265e+00 -3.0330e+00 -1.6388e+00 +1.3063e+00 -5.3057e-01 -4.2694e-01 +1.6132e+00 -3.8903e+00 +7.5865e-01 +3.0617e+00 -9.7522e-01 -3.1940e+00
7540 +3.975655194e-01 +3.975655194e-01 +3.629756552e+01 +3.629756552e+01 +2.7549e+00 +1.2711e+00 +2.7518e+00 +3.4544e+00 -1.5222e+00 -3.1288e+00 -2.5246e+00 -2.0858e+00 -2.9763e+00 -3.0383e+00 -1.5813e+00 +1.2793e+00 -4.8854e-01 -4.1484e-01 +1.6027e+00 -3.8742e+00 +6.9463e-01 +3.0394e+00 -9.4620e-01 -3.2086e+00
8338 +2.433608940e-01 +2.433608940e-01 +3.614336089e+01 +3.614336089e+01 +2.7162e+00 +1.1743e+00 +2.7332e+00 +3.4894e+00 -1.4701e+00 -3.1449e+00 -2.5113e+00 -2.1680e+00 -3.0442e+00 -2.9930e+00 -1.5089e+00 +1.2619e+00 -3.8681e-01 -3.6783e-01 +1.6150e+00 -3.8226e+00 +6.3984e-01 +3.0316e+00 -9.1078e-01 -3.1923e+00
8989 +1.508858824e-01 +1.508858824e-01 +3.605088588e+01 +3.605088588e+01 +2.7635e+00 +1.2018e+00 +2.6637e+00 +3.4906e+00 -1.4620e+00 -3.1238e+00 -2.5591e+00 -2.1369e+00 -3.0644e+00 -2.9935e+00 -1.5083e+00 +1.3492e+00 -4.2273e-01 -4.1734e-01 +1.6600e+00 -3.8033e+00 +6.6798e-01 +3.0091e+00 -9.1040e-01 -3.1424e+00
9199 +9.614740404e-02 +9.614740404e-02 +3.599614740e+01 +3.599614740e+01 +2.7443e+00 +1.1598e+00 +2.6579e+00 +3.4994e+00 -1.4564e+00 -3.1479e+00 -2.5493e+00 -2.1517e+00 -3.0884e+00 -2.9671e+00 -1.5044e+00 +1.3278e+00 -3.9273e-01 -4.0667e-01 +1.6733e+00 -3.8043e+00 +6.4778e-01 +3.0039e+00 -8.9624e-01 -3.1369e+00
10564 +6.276813138e-02 +6.276813138e-02 +3.596276813e+01 +3.596276813e+01 +2.7520e+00 +1.1174e+00 +2.6191e+00 +3.4935e+00 -1.4368e+00 -3.1560e+00 -2.5604e+00 -2.1578e+00 -3.1302e+00 -2.9468e+00 -1.4956e+00 +1.3324e+00 -3.6125e-01 -4.1984e-01 +1.7107e+00 -3.7896e+00 +6.2669e-01 +2.9993e+00 -8.6848e-01 -3.1196e+00
11383 +3.939675906e-02 +3.939675906e-02 +3.593939676e+01 +3.593939676e+01 +2.7694e+00 +1.1093e+00 +2.5976e+00 +3.4754e+00 -1.4331e+00 -3.1432e+00 -2.5665e+00 -2.1485e+00 -3.1523e+00 -2.9469e+00 -1.5002e+00 +1.3376e+00 -3.5087e-01 -4.3031e-01 +1.7377e+00 -3.7824e+00 +6.1890e-01 +3.0014e+00 -8.3610e-01 -3.1066e+00
11992 +2.417449015e-02 +2.417449015e-02 +3.592417449e+01 +3.592417449e+01 +2.7758e+00 +1.1139e+00 +2.5943e+00 +3.4630e+00 -1.4423e+00 -3.1378e+00 -2.5600e+00 -2.1360e+00 -3.1631e+00 -2.9412e+00 -1.5111e+00 +1.3386e+00 -3.4870e-01 -4.3214e-01 +1.7476e+00 -3.7861e+00 +6.1907e-01 +2.9995e+00 -8.1338e-01 -3.0999e+00
12580 +1.443669307e-02 +1.443669307e-02 +3.591443669e+01 +3.591443669e+01 +2.7877e+00 +1.1190e+00 +2.5962e+00 +3.4438e+00 -1.4409e+00 -3.1239e+00 -2.5519e+00 -2.1254e+00 -3.1621e+00 -2.9310e+00 -1.5182e+00 +1.3395e+00 -3.4226e-01 -4.2574e-01 +1.7452e+00 -3.7830e+00 +6.2075e-01 +2.9968e+00 -8.0014e-01 -3.1038e+00
13735 +9.246733905e-03 +9.246733905e-03 +3.590924673e+01 +3.590924673e+01 +2.7909e+00 +1.1197e+00 +2.5954e+00 +3.4367e+00 -1.4332e+00 -3.1164e+00 -2.5496e+00 -2.1245e+00 -3.1579e+00 -2.9247e+00 -1.5166e+00 +1.3421e+00 -3.4105e-01 -4.1870e-01 +1.7406e+00 -3.7804e+00 +6.2275e-01 +2.9926e+00 -8.0423e-01 -3.1080e+00
13861 +6.131082922e-03 +6.131082922e-03 +3.590613108e+01 +3.590613108e+01 +2.7843e+00 +1.1201e+00 +2.5941e+00 +3.4351e+00 -1.4312e+00 -3.1168e+00 -2.5484e+00 -2.1242e+00 -3.1569e+00 -2.9201e+00 -1.5142e+00 +1.3458e+00 -3.4498e-01 -4.1417e-01 +1.7388e+00 -3.7812e+00 +6.2522e-01 +2.9850e+00 -8.1005e-01 -3.1069e+00
14827 +3.867181326e-03 +3.867181326e-03 +3.590386718e+01 +3.590386718e+01 +2.7770e+00 +1.1201e+00 +2.5911e+00 +3.4329e+00 -1.4285e+00 -3.1129e+00 -2.5454e+00 -2.1234e+00 -3.1537e+00 -2.9116e+00 -1.5116e+00 +1.3523e+00 -3.4957e-01 -4.0635e-01 +1.7373e+00 -3.7812e+00 +6.3189e-01 +2.9749e+00 -8.1891e-01 -3.1043e+00
15205 +2.490130955e-03 +2.490130955e-03 +3.590249013e+01 +3.590249013e+01 +2.7786e+00 +1.1190e+00 +2.5895e+00 +3.4331e+00 -1.4290e+00 -3.1085e+00 -2.5452e+00 -2.1225e+00 -3.1540e+00 -2.9089e+00 -1.5113e+00 +1.3559e+00 -3.4918e-01 -4.0573e-01 +1.7382e+00 -3.7815e+00 +6.3301e-01 +2.9747e+00 -8.1871e-01 -3.1016e+00
15814 +1.421544340e-03 +1.421544340e-03 +3.590142154e+01 +3.590142154e+01 +2.7809e+00 +1.1172e+00 +2.5880e+00 +3.4327e+00 -1.4290e+00 -3.1018e+00 -2.5450e+00 -2.1212e+00 -3.1558e+00 -2.9058e+00 -1.5107e+00 +1.3606e+00 -3.4778e-01 -4.0527e-01 +1.7392e+00 -3.7813e+00 +6.3377e-01 +2.9741e+00 -8.1797e-01 -3.0981e+00
16129 +8.414937046e-04 +8.414937046e-04 +3.590084149e+01 +3.590084149e+01 +2.7818e+00 +1.1161e+00 +2.5891e+00 +3.4312e+00 -1.4278e+00 -3.0975e+00 -2.5452e+00 -2.1202e+00 -3.1593e+00 -2.9057e+00 -1.5095e+00 +1.3625e+00 -3.4576e-01 -4.0575e-01 +1.7393e+00 -3.7797e+00 +6.3285e-01 +2.9729e+00 -8.1718e-01 -3.0967e+00
16696 +6.215820950e-04 +6.215820950e-04 +3.590062158e+01 +3.590062158e+01 +2.7818e+00 +1.1160e+00 +2.5895e+00 +3.4307e+00 -1.4276e+00 -3.0967e+00 -2.5455e+00 -2.1199e+00 -3.1602e+00 -2.9058e+00 -1.5094e+00 +1.3626e+00 -3.4540e-01 -4.0610e-01 +1.7393e+00 -3.7794e+00 +6.3237e-01 +2.9725e+00 -8.1695e-01 -3.0964e+00
17179 +3.495530677e-04 +3.495530677e-04 +3.590034955e+01 +3.590034955e+01 +2.7815e+00 +1.1157e+00 +2.5907e+00 +3.4288e+00 -1.4273e+00 -3.0957e+00 -2.5467e+00 -2.1188e+00 -3.1622e+00 -2.9064e+00 -1.5093e+00 +1.3620e+00 -3.4479e-01 -4.0711e-01 +1.7395e+00 -3.7785e+00 +6.3055e-01 +2.9713e+00 -8.1654e-01 -3.0959e+00
17872 +1.990872825e-04 +1.990872825e-04 +3.590019909e+01 +3.590019909e+01 +2.7819e+00 +1.1147e+00 +2.5895e+00 +3.4292e+00 -1.4273e+00 -3.0960e+00 -2.5473e+00 -2.1188e+00 -3.1629e+00 -2.9061e+00 -1.5085e+00 +1.3620e+00 -3.4430e-01 -4.0630e-01 +1.7405e+00 -3.7774e+00 +6.2932e-01 +2.9701e+00 -8.1656e-01 -3.0960e+00
18271 +1.544302709e-04 +1.544302709e-04 +3.590015443e+01 +3.590015443e+01 +2.7819e+00 +1.1145e+00 +2.5894e+00 +3.4293e+00 -1.4274e+00 -3.0962e+00 -2.5475e+00 -2.1187e+00 -3.1630e+00 -2.9062e+00 -1.5083e+00 +1.3619e+00 -3.4428e-01 -4.0621e-01 +1.7408e+00 -3.7772e+00 +6.2911e-01 +2.9699e+00 -8.1648e-01 -3.0959e+00
18775 +9.965489605e-05 +9.965489605e-05 +3.590009965e+01 +3.590009965e+01 +2.7818e+00 +1.1140e+00 +2.5888e+00 +3.4293e+00 -1.4276e+00 -3.0967e+00 -2.5482e+00 -2.1186e+00 -3.1634e+00 -2.9063e+00 -1.5078e+00 +1.3613e+00 -3.4420e-01 -4.0597e-01 +1.7417e+00 -3.7764e+00 +6.2843e-01 +2.9692e+00 -8.1609e-01 -3.0958e+00
19195 +6.263414209e-05 +6.263414209e-05 +3.590006263e+01 +3.590006263e+01 +2.7822e+00 +1.1138e+00 +2.5878e+00 +3.4291e+00 -1.4276e+00 -3.0968e+00 -2.5480e+00 -2.1186e+00 -3.1633e+00 -2.9062e+00 -1.5075e+00 +1.3611e+00 -3.4416e-01 -4.0563e-01 +1.7421e+00 -3.7759e+00 +6.2888e-01 +2.9689e+00 -8.1574e-01 -3.0956e+00
19678 +3.533348657e-05 +3.533348657e-05 +3.590003533e+01 +3.590003533e+01 +2.7820e+00 +1.1138e+00 +2.5874e+00 +3.4285e+00 -1.4273e+00 -3.0969e+00 -2.5477e+00 -2.1182e+00 -3.1628e+00 -2.9059e+00 -1.5073e+00 +1.3610e+00 -3.4407e-01 -4.0559e-01 +1.7423e+00 -3.7758e+00 +6.2937e-01 +2.9688e+00 -8.1541e-01 -3.0955e+00
20476 +2.457083406e-05 +2.457083406e-05 +3.590002457e+01 +3.590002457e+01 +2.7816e+00 +1.1138e+00 +2.5872e+00 +3.4281e+00 -1.4270e+00 -3.0968e+00 -2.5475e+00 -2.1179e+00 -3.1625e+00 -2.9056e+00 -1.5072e+00 +1.3611e+00 -3.4410e-01 -4.0557e-01 +1.7422e+00 -3.7759e+00 +6.2974e-01 +2.9686e+00 -8.1534e-01 -3.0955e+00
20980 +1.579876007e-05 +1.579876007e-05 +3.590001580e+01 +3.590001580e+01 +2.7813e+00 +1.1138e+00 +2.5874e+00 +3.4279e+00 -1.4267e+00 -3.0966e+00 -2.5475e+00 -2.1177e+00 -3.1624e+00 -2.9053e+00 -1.5072e+00 +1.3613e+00 -3.4410e-01 -4.0570e-01 +1.7420e+00 -3.7762e+00 +6.2981e-01 +2.9685e+00 -8.1536e-01 -3.0956e+00
21736 +9.403167489e-06 +9.403167489e-06 +3.590000940e+01 +3.590000940e+01 +2.7814e+00 +1.1137e+00 +2.5873e+00 +3.4280e+00 -1.4266e+00 -3.0965e+00 -2.5477e+00 -2.1178e+00 -3.1626e+00 -2.9052e+00 -1.5070e+00 +1.3614e+00 -3.4404e-01 -4.0564e-01 +1.7420e+00 -3.7761e+00 +6.2969e-01 +2.9683e+00 -8.1524e-01 -3.0955e+00
22492 +6.309175681e-06 +6.309175681e-06 +3.590000631e+01 +3.590000631e+01 +2.7815e+00 +1.1137e+00 +2.5872e+00 +3.4280e+00 -1.4266e+00 -3.0964e+00 -2.5478e+00 -2.1179e+00 -3.1629e+00 -2.9052e+00 -1.5070e+00 +1.3614e+00 -3.4398e-01 -4.0560e-01 +1.7421e+00 -3.7760e+00 +6.2956e-01 +2.9682e+00 -8.1517e-01 -3.0954e+00
23227 +3.542011413e-06 +3.542011413e-06 +3.590000354e+01 +3.590000354e+01 +2.7816e+00 +1.1136e+00 +2.5872e+00 +3.4280e+00 -1.4265e+00 -3.0963e+00 -2.5478e+00 -2.1178e+00 -3.1630e+00 -2.9050e+00 -1.5071e+00 +1.3615e+00 -3.4402e-01 -4.0564e-01 +1.7421e+00 -3.7760e+00 +6.2957e-01 +2.9682e+00 -8.1517e-01 -3.0954e+00
23920 +2.416074288e-06 +2.416074288e-06 +3.590000242e+01 +3.590000242e+01 +2.7816e+00 +1.1137e+00 +2.5873e+00 +3.4279e+00 -1.4265e+00 -3.0961e+00 -2.5479e+00 -2.1178e+00 -3.1630e+00 -2.9050e+00 -1.5071e+00 +1.3615e+00 -3.4403e-01 -4.0569e-01 +1.7422e+00 -3.7761e+00 +6.2959e-01 +2.9682e+00 -8.1518e-01 -3.0953e+00
24907 +1.487846617e-06 +1.487846617e-06 +3.590000149e+01 +3.590000149e+01 +2.7816e+00 +1.1136e+00 +2.5872e+00 +3.4280e+00 -1.4265e+00 -3.0961e+00 -2.5479e+00 -2.1177e+00 -3.1631e+00 -2.9049e+00 -1.5072e+00 +1.3615e+00 -3.4402e-01 -4.0570e-01 +1.7423e+00 -3.7761e+00 +6.2958e-01 +2.9681e+00 -8.1519e-01 -3.0953e+00
25369 +9.753502468e-07 +9.753502468e-07 +3.590000098e+01 +3.590000098e+01 +2.7816e+00 +1.1136e+00 +2.5872e+00 +3.4280e+00 -1.4265e+00 -3.0961e+00 -2.5479e+00 -2.1177e+00 -3.1631e+00 -2.9049e+00 -1.5072e+00 +1.3615e+00 -3.4402e-01 -4.0569e-01 +1.7423e+00 -3.7761e+00 +6.2958e-01 +2.9681e+00 -8.1518e-01 -3.0953e+00
274954 +5.404061909e-07 +5.404061909e-07 +3.590000054e+01 +3.590000054e+01 +2.7816e+00 +1.1136e+00 +2.5873e+00 +3.4280e+00 -1.4264e+00 -3.0960e+00 -2.5480e+00 -2.1177e+00 -3.1631e+00 -2.9048e+00 -1.5073e+00 +1.3616e+00 -3.4399e-01 -4.0563e-01 +1.7424e+00 -3.7760e+00 +6.2962e-01 +2.9681e+00 -8.1520e-01 -3.0952e+00
275626 +3.672932110e-07 +3.672932110e-07 +3.590000037e+01 +3.590000037e+01 +2.7816e+00 +1.1136e+00 +2.5873e+00 +3.4280e+00 -1.4264e+00 -3.0960e+00 -2.5480e+00 -2.1177e+00 -3.1631e+00 -2.9048e+00 -1.5073e+00 +1.3616e+00 -3.4401e-01 -4.0564e-01 +1.7424e+00 -3.7760e+00 +6.2961e-01 +2.9681e+00 -8.1519e-01 -3.0952e+00
275962 +2.481277761e-07 +2.481277761e-07 +3.590000025e+01 +3.590000025e+01 +2.7816e+00 +1.1136e+00 +2.5872e+00 +3.4280e+00 -1.4264e+00 -3.0960e+00 -2.5480e+00 -2.1176e+00 -3.1632e+00 -2.9048e+00 -1.5072e+00 +1.3615e+00 -3.4403e-01 -4.0565e-01 +1.7424e+00 -3.7760e+00 +6.2960e-01 +2.9681e+00 -8.1518e-01 -3.0952e+00
391693 +1.543663899e-07 +1.543663899e-07 +3.590000015e+01 +3.590000015e+01 +2.7816e+00 +1.1136e+00 +2.5872e+00 +3.4280e+00 -1.4264e+00 -3.0960e+00 -2.5480e+00 -2.1176e+00 -3.1632e+00 -2.9048e+00 -1.5072e+00 +1.3616e+00 -3.4402e-01 -4.0561e-01 +1.7424e+00 -3.7760e+00 +6.2960e-01 +2.9680e+00 -8.1522e-01 -3.0952e+00
393079 +9.995381589e-08 +9.995381589e-08 +3.590000010e+01 +3.590000010e+01 +2.7816e+00 +1.1136e+00 +2.5872e+00 +3.4280e+00 -1.4264e+00 -3.0960e+00 -2.5480e+00 -2.1176e+00 -3.1632e+00 -2.9048e+00 -1.5072e+00 +1.3616e+00 -3.4401e-01 -4.0561e-01 +1.7424e+00 -3.7760e+00 +6.2960e-01 +2.9680e+00 -8.1521e-01 -3.0952e+00
1987512 +6.278336429e-08 +6.278336429e-08 +3.590000006e+01 +3.590000006e+01 +2.7816e+00 +1.1136e+00 +2.5872e+00 +3.4280e+00 -1.4264e+00 -3.0960e+00 -2.5480e+00 -2.1176e+00 -3.1632e+00 -2.9048e+00 -1.5072e+00 +1.3616e+00 -3.4400e-01 -4.0561e-01 +1.7424e+00 -3.7760e+00 +6.2963e-01 +2.9680e+00 -8.1522e-01 -3.0952e+00
% function evaluation | noise-free fitness - Fopt (3.137000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.083552069e+06 +1.083552069e+06 +1.083583439e+06 +1.083583439e+06 -2.3261e+00 +2.2461e+00 +3.6758e+00 -2.0375e+00 -1.0956e+00 +8.3564e-01 +2.2175e+00 +4.4360e+00 -3.1159e+00 +3.8770e-01 -1.2878e+00 -1.2401e+00 +1.4041e+00 -4.9947e+00 -3.7021e+00 +4.9324e+00 -5.3169e-01 -1.9516e+00 -7.6752e-01 -2.6102e+00
22 +7.494808957e+05 +7.494808957e+05 +7.495122657e+05 +7.495122657e+05 -1.6335e+00 +2.1111e+00 +2.9916e+00 -1.0375e+00 -1.1205e+00 +6.3881e-02 +1.8887e+00 +4.2542e+00 -2.7551e+00 +5.2398e-01 -1.4525e+00 -1.3209e+00 +1.2955e+00 -4.6091e+00 -3.5675e+00 +4.7824e+00 -1.0498e-01 -2.2416e+00 -8.9983e-01 -2.4425e+00
43 +4.741195314e+05 +4.741195314e+05 +4.741509014e+05 +4.741509014e+05 -6.8830e-01 +1.9267e+00 +2.0579e+00 +3.2724e-01 -1.1546e+00 -9.8934e-01 +1.4400e+00 +4.0062e+00 -2.2627e+00 +7.0996e-01 -1.6774e+00 -1.4312e+00 +1.1472e+00 -4.0828e+00 -3.3837e+00 +4.5778e+00 +4.7735e-01 -2.6373e+00 -1.0804e+00 -2.2136e+00
85 +1.666777813e+05 +1.666777813e+05 +1.667091513e+05 +1.667091513e+05 +2.2157e+00 +1.3604e+00 -8.1081e-01 +4.5201e+00 -1.2592e+00 -4.2252e+00 +6.1351e-02 +3.2440e+00 -7.4992e-01 +1.2814e+00 -2.3684e+00 -1.7700e+00 +6.9168e-01 -2.4657e+00 -2.8192e+00 +3.9489e+00 +2.2665e+00 -3.8531e+00 -1.6352e+00 -1.5104e+00
106 +1.299411028e+04 +1.299411028e+04 +1.302548028e+04 +1.302548028e+04 +3.7031e+00 +1.0700e-01 -2.6445e+00 +5.4815e+00 -2.5521e+00 -4.8762e+00 -8.1565e-01 +2.8255e+00 -1.7650e+00 +2.5714e-01 -1.3832e+00 -1.6771e+00 +1.5816e-01 -2.1027e+00 -8.7939e-01 +3.6266e+00 +9.3388e-01 -5.0515e+00 -1.5537e+00 -6.2257e-01
127 +2.207415145e+02 +2.207415145e+02 +2.521115145e+02 +2.521115145e+02 +4.1802e+00 -8.8639e-02 -3.6835e+00 +5.3240e+00 -3.0956e+00 -4.5782e+00 -1.6134e-01 +3.0625e+00 -2.0594e+00 +2.2948e-01 -1.2466e+00 -1.8292e+00 -1.7990e-01 -1.8758e+00 -3.8223e-01 +3.2393e+00 +4.4861e-01 -5.2388e+00 -1.2478e+00 -4.2765e-01
799 +1.218422685e+02 +1.218422685e+02 +1.532122685e+02 +1.532122685e+02 +2.7622e+00 +1.8378e-01 -2.6101e+00 +3.5690e+00 -2.9022e+00 -2.6727e+00 -2.7697e-01 +3.1040e+00 -1.7003e+00 -1.0238e-01 -9.4457e-01 -1.8795e+00 +7.3092e-02 -1.6488e+00 -9.7391e-01 +3.7148e+00 +7.6920e-01 -4.9147e+00 -1.0055e+00 -9.1937e-01
1450 +9.816858741e+01 +9.816858741e+01 +1.295385874e+02 +1.295385874e+02 +2.4731e+00 +4.9569e-02 -2.4951e+00 +3.2335e+00 -2.8460e+00 -2.1835e+00 -6.3595e-01 +3.0838e+00 -1.3406e+00 -3.4254e-01 -6.3180e-01 -1.7886e+00 +8.1978e-02 -1.2142e+00 -1.0538e+00 +3.7854e+00 +8.8268e-01 -4.9323e+00 -8.4188e-01 -1.0166e+00
