% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.233162985e+03 +3.233162985e+03 +3.326102985e+03 +3.326102985e+03 -1.9350e-01 -3.5472e+00 -2.5456e+00 +1.9233e+00 +4.8581e-01 -1.0156e+00 -4.8180e+00 +4.9321e-01 +4.7123e+00 -2.3470e+00 -7.5947e-01 +1.7252e+00 +2.9835e+00 +2.5966e+00 +2.8468e+00 +6.7237e-01 -3.6961e+00 -1.4979e+00 -1.5987e+00 +3.7424e-01
190 +2.106091582e+03 +2.106091582e+03 +2.199031582e+03 +2.199031582e+03 +1.4168e+00 -3.3839e+00 -2.2318e+00 +4.1957e+00 -4.9007e+00 +3.0008e+00 -1.8048e+00 +6.2200e-01 +2.5708e+00 +1.6637e+00 -4.0817e+00 -2.9743e+00 +2.5589e-01 +1.4278e+00 -2.6531e+00 -1.4226e+00 -3.8828e+00 +1.2029e+00 -3.8579e+00 +4.2761e+00
337 +1.275167036e+03 +1.275167036e+03 +1.368107036e+03 +1.368107036e+03 +1.7933e+00 -1.8015e+00 -3.8877e+00 -3.5645e+00 -2.6541e+00 +3.7813e+00 -2.9437e+00 -4.2181e+00 -1.1013e+00 +3.6514e+00 +4.5350e+00 -4.5902e+00 -3.4351e+00 +4.3740e+00 +1.0467e+00 -2.5691e+00 +4.0898e+00 -4.6426e+00 +2.5305e+00 +1.7908e+00
610 +9.776082360e+02 +9.776082360e+02 +1.070548236e+03 +1.070548236e+03 -3.7550e+00 +1.9346e+00 -2.6672e+00 +3.9521e+00 +4.7948e+00 +3.9536e+00 +6.3655e-01 +2.9004e+00 +1.2297e+00 +2.3690e+00 +4.6586e+00 -2.1269e+00 -7.6376e-01 +1.6140e+00 -7.6918e-01 -3.4372e+00 +1.5691e-01 -2.5106e+00 +2.0623e+00 +3.4203e+00
1387 +6.294598375e+02 +6.294598375e+02 +7.223998375e+02 +7.223998375e+02 -4.1653e+00 -1.3650e+00 +2.0915e+00 +4.3359e+00 -3.0698e+00 +2.8067e+00 +4.8952e+00 +3.2966e-01 +4.1548e+00 -2.2304e-01 -3.0886e+00 -4.6935e+00 -4.9439e-01 -1.7318e+00 +6.5294e-01 +1.2345e+00 +3.4354e+00 -3.6955e+00 +2.4962e+00 +1.5967e+00
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.262977412e+03 +2.262977412e+03 +2.298327412e+03 +2.298327412e+03 -2.0609e-01 -5.2573e-01 -4.1739e-01 +2.9658e+00 +1.2468e-01 -3.1442e+00 +4.9366e+00 +3.6692e+00 +2.8333e+00 +4.5047e+00 +4.3842e+00 +3.6162e+00 +3.5519e+00 -1.4966e+00 -3.5297e-01 -2.2466e+00 +4.6769e+00 -3.1655e-02 +1.4217e-01 +3.6582e+00
337 +1.341194973e+03 +1.341194973e+03 +1.376544973e+03 +1.376544973e+03 +9.6936e-01 +2.1125e+00 -1.4042e-02 +1.1025e+00 -2.4502e+00 -2.5635e+00 -2.0264e+00 +4.3710e+00 +1.4922e+00 -2.2519e+00 +3.9533e+00 -2.6454e+00 +1.9131e+00 -4.7492e+00 +2.5842e+00 +4.9755e-02 +4.6509e+00 -7.6247e-01 +4.1995e+00 +4.2244e+00
1576 +9.293694652e+02 +9.293694652e+02 +9.647194652e+02 +9.647194652e+02 +9.2298e-01 +5.0487e-01 -9.2692e-01 +4.5148e+00 +1.0245e+00 +3.7794e+00 -1.4300e-01 +4.6215e+00 +4.3285e-01 -2.8793e+00 +3.6550e+00 -7.1034e-01 -1.7495e+00 +4.1626e+00 -2.5505e+00 +6.1795e-01 +3.6771e+00 -1.5205e+00 +4.5784e+00 +1.5845e+00
% function evaluation | noise-free fitness - Fopt (3.820000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.751923400e+03 +2.751923400e+03 +2.755743400e+03 +2.755743400e+03 -4.9237e-01 +1.5543e-01 -4.9315e+00 +4.2066e-01 -6.1736e-01 +1.5124e+00 +3.5416e+00 +3.9891e+00 +3.4723e+00 +3.7882e+00 +1.0161e+00 -2.0019e+00 +5.3179e-02 -2.4448e+00 +2.2096e+00 +2.9332e+00 +2.5048e+00 -8.6995e-01 -4.7057e+00 -2.4258e+00
22 +2.471222386e+03 +2.471222386e+03 +2.475042386e+03 +2.475042386e+03 +1.6528e+00 -4.0925e+00 +3.0532e+00 +9.6307e-01 +4.4745e+00 +4.5375e-01 -3.1331e+00 +4.2733e+00 +3.8703e+00 -1.8848e+00 -2.0673e+00 -4.4671e+00 -1.6091e-02 -3.1265e+00 -4.3773e+00 -1.9160e+00 +1.6193e+00 -1.5564e+00 +7.2971e-01 +8.4629e-01
106 +1.496556570e+03 +1.496556570e+03 +1.500376570e+03 +1.500376570e+03 +4.8850e+00 -4.5936e+00 +3.9159e+00 -3.2008e-02 +2.7076e+00 +3.9444e+00 -1.1826e+00 +1.4706e+00 -4.1013e+00 -6.1813e-01 +2.9915e+00 +4.1387e+00 -7.9437e-01 +1.3923e+00 -2.8970e-01 +4.9636e+00 +4.8512e+00 +2.1507e-01 -2.7137e+00 -4.7629e+00
547 +7.185679188e+02 +7.185679188e+02 +7.223879188e+02 +7.223879188e+02 -1.6525e+00 -2.2222e+00 +2.0167e+00 -3.9445e+00 +1.3340e+00 -1.5102e+00 +9.4657e-01 -2.1696e+00 -3.7040e+00 +9.7669e-01 -2.8928e+00 +4.3082e+00 -1.0552e-01 -1.7375e+00 +2.2385e+00 +4.6415e-01 -4.5786e+00 +1.7129e+00 +1.5284e+00 -3.5451e+00
