% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
295 +7.917659893e+05 +7.917659893e+05 +7.911448793e+05 +7.911448793e+05 -1.3582e+00 +4.1703e+00 -1.5240e-01 -4.5326e+00 -2.2852e-01 -1.9047e+00 +8.2819e-01 -6.8451e-01 +1.1357e+00 -1.2085e-01 +1.1794e+00 +2.9558e+00 +3.7890e+00 +1.0121e+00 +3.1442e+00 -2.1094e+00 +1.9088e+00 +1.3389e+00 -2.0918e-01 -1.2662e-01
316 +3.484553852e+05 +3.484553852e+05 +3.478342752e+05 +3.478342752e+05 -1.3761e+00 +3.8472e+00 -1.1455e-01 -4.3705e+00 -1.1985e-01 -1.9388e+00 +6.3155e-01 -6.8566e-01 +1.2273e+00 -8.7874e-02 +1.1087e+00 +2.7965e+00 +3.7623e+00 +1.1028e+00 +2.9573e+00 -1.9460e+00 +1.7391e+00 +1.3456e+00 -2.4094e-01 -7.3654e-02
400 +2.376780664e+05 +2.376780664e+05 +2.370569564e+05 +2.370569564e+05 -1.3639e+00 +3.7439e+00 -1.5603e-01 -4.3506e+00 -9.2411e-02 -2.0074e+00 +5.8447e-01 -6.4336e-01 +1.3085e+00 -9.9356e-02 +1.0504e+00 +2.6183e+00 +3.7910e+00 +1.2040e+00 +2.9022e+00 -1.9627e+00 +1.6632e+00 +1.4433e+00 -2.7739e-01 -7.2800e-02
421 +1.251317143e+05 +1.251317143e+05 +1.245106043e+05 +1.245106043e+05 -1.3574e+00 +3.7454e+00 -1.8446e-01 -4.4005e+00 -9.0551e-02 -2.1155e+00 +6.4413e-01 -6.8179e-01 +1.3248e+00 -1.5114e-01 +9.9852e-01 +2.5165e+00 +3.8349e+00 +1.2644e+00 +2.9205e+00 -1.9836e+00 +1.6172e+00 +1.5537e+00 -3.1792e-01 -8.6310e-02
442 +5.463058474e+04 +5.463058474e+04 +5.400947474e+04 +5.400947474e+04 -1.3622e+00 +3.7704e+00 -1.8065e-01 -4.4480e+00 -9.0492e-02 -2.1993e+00 +7.1824e-01 -7.6063e-01 +1.2981e+00 -1.9916e-01 +9.6823e-01 +2.5023e+00 +3.8615e+00 +1.2753e+00 +2.9522e+00 -1.9679e+00 +1.5902e+00 +1.6136e+00 -3.4460e-01 -9.3867e-02
463 +1.990568807e+04 +1.990568807e+04 +1.928457807e+04 +1.928457807e+04 -1.3751e+00 +3.7954e+00 -1.5197e-01 -4.4761e+00 -8.7959e-02 -2.2451e+00 +7.7790e-01 -8.5076e-01 +1.2487e+00 -2.3116e-01 +9.5920e-01 +2.5528e+00 +3.8674e+00 +1.2491e+00 +2.9796e+00 -1.9223e+00 +1.5782e+00 +1.6206e+00 -3.5532e-01 -9.2866e-02
547 +1.467476362e+04 +1.467476362e+04 +1.405365362e+04 +1.405365362e+04 -1.3829e+00 +3.7930e+00 -1.3427e-01 -4.4627e+00 -8.5402e-02 -2.2269e+00 +7.7662e-01 -8.6926e-01 +1.2299e+00 -2.2357e-01 +9.6875e-01 +2.6030e+00 +3.8587e+00 +1.2172e+00 +2.9735e+00 -1.8938e+00 +1.5781e+00 +1.5898e+00 -3.4920e-01 -7.9214e-02
589 +7.533006540e+03 +7.533006540e+03 +6.911896540e+03 +6.911896540e+03 -1.3881e+00 +3.7884e+00 -1.4036e-01 -4.4500e+00 -8.8918e-02 -2.2199e+00 +7.8873e-01 -8.7147e-01 +1.2285e+00 -2.1678e-01 +9.6348e-01 +2.6357e+00 +3.8735e+00 +1.1832e+00 +2.9544e+00 -1.8824e+00 +1.5542e+00 +1.5908e+00 -3.5677e-01 -4.4578e-02
610 +3.514246506e+03 +3.514246506e+03 +2.893136506e+03 +2.893136506e+03 -1.3886e+00 +3.7945e+00 -1.5346e-01 -4.4518e+00 -9.5381e-02 -2.2253e+00 +8.0663e-01 -8.6869e-01 +1.2321e+00 -2.1776e-01 +9.5540e-01 +2.6426e+00 +3.8908e+00 +1.1688e+00 +2.9479e+00 -1.8888e+00 +1.5383e+00 +1.6074e+00 -3.6586e-01 -2.5030e-02
631 +1.820187263e+03 +1.820187263e+03 +1.199077263e+03 +1.199077263e+03 -1.3869e+00 +3.8031e+00 -1.6465e-01 -4.4591e+00 -1.0078e-01 -2.2333e+00 +8.1968e-01 -8.6410e-01 +1.2366e+00 -2.2155e-01 +9.4940e-01 +2.6355e+00 +3.9021e+00 +1.1687e+00 +2.9495e+00 -1.9008e+00 +1.5325e+00 +1.6241e+00 -3.7192e-01 -1.9894e-02
673 +1.574451981e+03 +1.574451981e+03 +9.533419807e+02 +9.533419807e+02 -1.3860e+00 +3.8058e+00 -1.6595e-01 -4.4634e+00 -1.0145e-01 -2.2374e+00 +8.2120e-01 -8.6377e-01 +1.2373e+00 -2.2443e-01 +9.4806e-01 +2.6279e+00 +3.9025e+00 +1.1748e+00 +2.9534e+00 -1.9047e+00 +1.5344e+00 +1.6289e+00 -3.7256e-01 -2.4894e-02
736 +9.791360381e+02 +9.791360381e+02 +3.580260381e+02 +3.580260381e+02 -1.3898e+00 +3.8073e+00 -1.6444e-01 -4.4666e+00 -1.0423e-01 -2.2360e+00 +8.1665e-01 -8.6150e-01 +1.2332e+00 -2.2915e-01 +9.4234e-01 +2.6205e+00 +3.9001e+00 +1.1816e+00 +2.9575e+00 -1.9020e+00 +1.5348e+00 +1.6339e+00 -3.7422e-01 -3.3732e-02
757 +4.984492271e+02 +4.984492271e+02 -1.226607729e+02 -1.226607729e+02 -1.3944e+00 +3.8085e+00 -1.6475e-01 -4.4667e+00 -1.0832e-01 -2.2309e+00 +8.1333e-01 -8.5711e-01 +1.2294e+00 -2.3146e-01 +9.3632e-01 +2.6201e+00 +3.9004e+00 +1.1812e+00 +2.9577e+00 -1.8983e+00 +1.5315e+00 +1.6381e+00 -3.7677e-01 -3.5660e-02
778 +1.628800540e+02 +1.628800540e+02 -4.582299460e+02 -4.582299460e+02 -1.3985e+00 +3.8095e+00 -1.6600e-01 -4.4651e+00 -1.1229e-01 -2.2249e+00 +8.1137e-01 -8.5241e-01 +1.2266e+00 -2.3196e-01 +9.3138e-01 +2.6237e+00 +3.9021e+00 +1.1770e+00 +2.9557e+00 -1.8950e+00 +1.5270e+00 +1.6410e+00 -3.7926e-01 -3.3424e-02
799 +7.352439606e+01 +7.352439606e+01 -5.475856039e+02 -5.475856039e+02 -1.3996e+00 +3.8096e+00 -1.6695e-01 -4.4636e+00 -1.1354e-01 -2.2222e+00 +8.1154e-01 -8.5066e-01 +1.2262e+00 -2.3100e-01 +9.3043e-01 +2.6274e+00 +3.9034e+00 +1.1731e+00 +2.9537e+00 -1.8940e+00 +1.5247e+00 +1.6411e+00 -3.8002e-01 -3.0167e-02
862 +6.031932021e+01 +6.031932021e+01 -5.607906798e+02 -5.607906798e+02 -1.3989e+00 +3.8097e+00 -1.6710e-01 -4.4632e+00 -1.1294e-01 -2.2224e+00 +8.1230e-01 -8.5094e-01 +1.2271e+00 -2.3004e-01 +9.3141e-01 +2.6290e+00 +3.9038e+00 +1.1718e+00 +2.9531e+00 -1.8944e+00 +1.5247e+00 +1.6402e+00 -3.7965e-01 -2.8680e-02
904 +3.863793100e+01 +3.863793100e+01 -5.824720690e+02 -5.824720690e+02 -1.3979e+00 +3.8105e+00 -1.6653e-01 -4.4636e+00 -1.1155e-01 -2.2232e+00 +8.1233e-01 -8.5085e-01 +1.2286e+00 -2.2903e-01 +9.3169e-01 +2.6304e+00 +3.9036e+00 +1.1713e+00 +2.9529e+00 -1.8943e+00 +1.5246e+00 +1.6405e+00 -3.7907e-01 -2.8591e-02
925 +1.953442170e+01 +1.953442170e+01 -6.015755783e+02 -6.015755783e+02 -1.3976e+00 +3.8114e+00 -1.6587e-01 -4.4643e+00 -1.1058e-01 -2.2236e+00 +8.1173e-01 -8.5018e-01 +1.2298e+00 -2.2845e-01 +9.3104e-01 +2.6313e+00 +3.9033e+00 +1.1711e+00 +2.9529e+00 -1.8936e+00 +1.5242e+00 +1.6415e+00 -3.7881e-01 -2.9206e-02
946 +6.478622430e+00 +6.478622430e+00 -6.146313776e+02 -6.146313776e+02 -1.3978e+00 +3.8122e+00 -1.6531e-01 -4.4649e+00 -1.1016e-01 -2.2235e+00 +8.1082e-01 -8.4928e-01 +1.2303e+00 -2.2834e-01 +9.2989e-01 +2.6316e+00 +3.9030e+00 +1.1713e+00 +2.9530e+00 -1.8927e+00 +1.5236e+00 +1.6428e+00 -3.7886e-01 -3.0167e-02
967 +3.105304510e+00 +3.105304510e+00 -6.180046955e+02 -6.180046955e+02 -1.3982e+00 +3.8124e+00 -1.6518e-01 -4.4651e+00 -1.1035e-01 -2.2233e+00 +8.1033e-01 -8.4883e-01 +1.2301e+00 -2.2858e-01 +9.2921e-01 +2.6314e+00 +3.9029e+00 +1.1716e+00 +2.9531e+00 -1.8923e+00 +1.5233e+00 +1.6434e+00 -3.7905e-01 -3.0699e-02
1093 +2.490933262e+00 +2.490933262e+00 -6.186190667e+02 -6.186190667e+02 -1.3984e+00 +3.8122e+00 -1.6525e-01 -4.4650e+00 -1.1061e-01 -2.2229e+00 +8.1047e-01 -8.4884e-01 +1.2299e+00 -2.2883e-01 +9.2932e-01 +2.6309e+00 +3.9030e+00 +1.1716e+00 +2.9531e+00 -1.8922e+00 +1.5233e+00 +1.6434e+00 -3.7928e-01 -3.0850e-02
2500 +1.502919873e+00 +1.502919873e+00 -6.196070801e+02 -6.196070801e+02 -1.2955e+00 +3.8573e+00 -8.2645e-02 -4.3265e+00 -1.9840e-01 -2.1865e+00 +9.4055e-01 -8.3633e-01 +1.1918e+00 -2.5538e-01 +9.2270e-01 +2.6572e+00 +3.8695e+00 +1.2262e+00 +2.8714e+00 -1.9105e+00 +1.4465e+00 +1.7334e+00 -2.0502e-01 -7.7960e-02
2857 +9.937503060e-01 +9.937503060e-01 -6.201162497e+02 -6.201162497e+02 -1.2230e+00 +3.8866e+00 -2.8499e-02 -4.2309e+00 -2.5574e-01 -2.1632e+00 +1.0272e+00 -8.2367e-01 +1.1714e+00 -2.7081e-01 +9.1908e-01 +2.6749e+00 +3.8474e+00 +1.2629e+00 +2.8130e+00 -1.9263e+00 +1.3940e+00 +1.7944e+00 -8.7097e-02 -1.0679e-01
3214 +6.125045486e-01 +6.125045486e-01 -6.204974955e+02 -6.204974955e+02 -1.1729e+00 +3.9057e+00 +6.9459e-03 -4.1648e+00 -2.9320e-01 -2.1481e+00 +1.0855e+00 -8.1324e-01 +1.1604e+00 -2.7959e-01 +9.1698e-01 +2.6870e+00 +3.8332e+00 +1.2880e+00 +2.7718e+00 -1.9389e+00 +1.3578e+00 +1.8362e+00 -6.5229e-03 -1.2500e-01
3508 +3.856442439e-01 +3.856442439e-01 -6.207243558e+02 -6.207243558e+02 -1.1191e+00 +3.9251e+00 +4.2886e-02 -4.0945e+00 -3.3118e-01 -2.1332e+00 +1.1460e+00 -8.0043e-01 +1.1518e+00 -2.8739e-01 +9.1524e-01 +2.6996e+00 +3.8188e+00 +1.3140e+00 +2.7270e+00 -1.9537e+00 +1.3194e+00 +1.8798e+00 +7.7815e-02 -1.4206e-01
3718 +2.437293414e-01 +2.437293414e-01 -6.208662707e+02 -6.208662707e+02 -1.0759e+00 +3.9397e+00 +7.0097e-02 -4.0386e+00 -3.5994e-01 -2.1223e+00 +1.1930e+00 -7.8903e-01 +1.1471e+00 -2.9240e-01 +9.1419e-01 +2.7096e+00 +3.8080e+00 +1.3342e+00 +2.6907e+00 -1.9665e+00 +1.2889e+00 +1.9140e+00 +1.4393e-01 -1.5389e-01
3949 +1.509691256e-01 +1.509691256e-01 -6.209590309e+02 -6.209590309e+02 -1.0301e+00 +3.9541e+00 +9.7452e-02 -3.9794e+00 -3.8893e-01 -2.1119e+00 +1.2417e+00 -7.7593e-01 +1.1444e+00 -2.9660e-01 +9.1332e-01 +2.7200e+00 +3.7973e+00 +1.3550e+00 +2.6515e+00 -1.9811e+00 +1.2566e+00 +1.9495e+00 +2.1284e-01 -1.6455e-01
4264 +9.905980926e-02 +9.905980926e-02 -6.210109402e+02 -6.210109402e+02 -9.9360e-01 +3.9647e+00 +1.1795e-01 -3.9325e+00 -4.1074e-01 -2.1047e+00 +1.2795e+00 -7.6486e-01 +1.1439e+00 -2.9906e-01 +9.1285e-01 +2.7282e+00 +3.7893e+00 +1.3710e+00 +2.6200e+00 -1.9934e+00 +1.2310e+00 +1.9772e+00 +2.6648e-01 -1.7142e-01
4348 +5.913284686e-02 +5.913284686e-02 -6.210508672e+02 -6.210508672e+02 -9.7962e-01 +3.9686e+00 +1.2548e-01 -3.9145e+00 -4.1889e-01 -2.1022e+00 +1.2939e+00 -7.6059e-01 +1.1440e+00 -2.9977e-01 +9.1274e-01 +2.7314e+00 +3.7863e+00 +1.3770e+00 +2.6078e+00 -1.9982e+00 +1.2211e+00 +1.9878e+00 +2.8678e-01 -1.7365e-01
4453 +3.971941785e-02 +3.971941785e-02 -6.210702806e+02 -6.210702806e+02 -9.6782e-01 +3.9718e+00 +1.3179e-01 -3.8993e+00 -4.2563e-01 -2.1001e+00 +1.3058e+00 -7.5691e-01 +1.1442e+00 -3.0030e-01 +9.1270e-01 +2.7341e+00 +3.7839e+00 +1.3821e+00 +2.5975e+00 -2.0024e+00 +1.2128e+00 +1.9966e+00 +3.0380e-01 -1.7542e-01
4579 +2.431280751e-02 +2.431280751e-02 -6.210856872e+02 -6.210856872e+02 -9.4842e-01 +3.9769e+00 +1.4191e-01 -3.8743e+00 -4.3658e-01 -2.0969e+00 +1.3255e+00 -7.5080e-01 +1.1448e+00 -3.0113e-01 +9.1255e-01 +2.7385e+00 +3.7800e+00 +1.3902e+00 +2.5804e+00 -2.0093e+00 +1.1990e+00 +2.0110e+00 +3.3170e-01 -1.7799e-01
4705 +1.492285991e-02 +1.492285991e-02 -6.210950771e+02 -6.210950771e+02 -9.3282e-01 +3.9809e+00 +1.4996e-01 -3.8543e+00 -4.4529e-01 -2.0945e+00 +1.3414e+00 -7.4591e-01 +1.1454e+00 -3.0174e-01 +9.1246e-01 +2.7421e+00 +3.7770e+00 +1.3967e+00 +2.5666e+00 -2.0149e+00 +1.1880e+00 +2.0225e+00 +3.5403e-01 -1.7974e-01
4768 +8.857092032e-03 +8.857092032e-03 -6.211011429e+02 -6.211011429e+02 -9.2475e-01 +3.9829e+00 +1.5405e-01 -3.8438e+00 -4.4977e-01 -2.0933e+00 +1.3496e+00 -7.4341e-01 +1.1457e+00 -3.0203e-01 +9.1242e-01 +2.7440e+00 +3.7754e+00 +1.4000e+00 +2.5595e+00 -2.0178e+00 +1.1823e+00 +2.0285e+00 +3.6552e-01 -1.8057e-01
4852 +6.083716760e-03 +6.083716760e-03 -6.211039163e+02 -6.211039163e+02 -9.2035e-01 +3.9840e+00 +1.5627e-01 -3.8381e+00 -4.5221e-01 -2.0927e+00 +1.3540e+00 -7.4207e-01 +1.1459e+00 -3.0219e-01 +9.1239e-01 +2.7450e+00 +3.7745e+00 +1.4018e+00 +2.5555e+00 -2.0193e+00 +1.1791e+00 +2.0317e+00 +3.7179e-01 -1.8101e-01
4915 +3.884957243e-03 +3.884957243e-03 -6.211061150e+02 -6.211061150e+02 -9.1390e-01 +3.9856e+00 +1.5955e-01 -3.8297e+00 -4.5582e-01 -2.0919e+00 +1.3606e+00 -7.4013e-01 +1.1461e+00 -3.0246e-01 +9.1235e-01 +2.7466e+00 +3.7733e+00 +1.4045e+00 +2.5498e+00 -2.0216e+00 +1.1745e+00 +2.0365e+00 +3.8100e-01 -1.8162e-01
5041 +2.041354318e-03 +2.041354318e-03 -6.211079586e+02 -6.211079586e+02 -9.0768e-01 +3.9872e+00 +1.6273e-01 -3.8216e+00 -4.5934e-01 -2.0910e+00 +1.3671e+00 -7.3832e-01 +1.1462e+00 -3.0276e-01 +9.1228e-01 +2.7481e+00 +3.7721e+00 +1.4070e+00 +2.5443e+00 -2.0238e+00 +1.1700e+00 +2.0410e+00 +3.8991e-01 -1.8221e-01
5104 +1.411250989e-03 +1.411250989e-03 -6.211085887e+02 -6.211085887e+02 -9.0474e-01 +3.9879e+00 +1.6424e-01 -3.8177e+00 -4.6102e-01 -2.0906e+00 +1.3701e+00 -7.3749e-01 +1.1462e+00 -3.0291e-01 +9.1226e-01 +2.7488e+00 +3.7715e+00 +1.4082e+00 +2.5417e+00 -2.0248e+00 +1.1679e+00 +2.0432e+00 +3.9412e-01 -1.8249e-01
5209 +9.961055453e-04 +9.961055453e-04 -6.211090039e+02 -6.211090039e+02 -9.0258e-01 +3.9884e+00 +1.6537e-01 -3.8149e+00 -4.6227e-01 -2.0903e+00 +1.3724e+00 -7.3690e-01 +1.1462e+00 -3.0303e-01 +9.1223e-01 +2.7493e+00 +3.7711e+00 +1.4091e+00 +2.5397e+00 -2.0255e+00 +1.1663e+00 +2.0448e+00 +3.9724e-01 -1.8271e-01
5314 +5.556574946e-04 +5.556574946e-04 -6.211094443e+02 -6.211094443e+02 -8.9994e-01 +3.9891e+00 +1.6675e-01 -3.8114e+00 -4.6382e-01 -2.0900e+00 +1.3752e+00 -7.3620e-01 +1.1462e+00 -3.0321e-01 +9.1219e-01 +2.7500e+00 +3.7705e+00 +1.4102e+00 +2.5374e+00 -2.0264e+00 +1.1643e+00 +2.0468e+00 +4.0106e-01 -1.8298e-01
5419 +3.842245611e-04 +3.842245611e-04 -6.211096158e+02 -6.211096158e+02 -8.9809e-01 +3.9896e+00 +1.6774e-01 -3.8090e+00 -4.6493e-01 -2.0897e+00 +1.3772e+00 -7.3572e-01 +1.1461e+00 -3.0335e-01 +9.1216e-01 +2.7504e+00 +3.7702e+00 +1.4110e+00 +2.5358e+00 -2.0270e+00 +1.1630e+00 +2.0482e+00 +4.0376e-01 -1.8318e-01
5629 +2.359825439e-04 +2.359825439e-04 -6.211097640e+02 -6.211097640e+02 -8.9540e-01 +3.9903e+00 +1.6921e-01 -3.8054e+00 -4.6658e-01 -2.0893e+00 +1.3801e+00 -7.3508e-01 +1.1460e+00 -3.0358e-01 +9.1210e-01 +2.7511e+00 +3.7696e+00 +1.4121e+00 +2.5334e+00 -2.0278e+00 +1.1610e+00 +2.0502e+00 +4.0770e-01 -1.8350e-01
5713 +1.428754292e-04 +1.428754292e-04 -6.211098571e+02 -6.211098571e+02 -8.9473e-01 +3.9904e+00 +1.6959e-01 -3.8045e+00 -4.6700e-01 -2.0892e+00 +1.3809e+00 -7.3492e-01 +1.1459e+00 -3.0365e-01 +9.1208e-01 +2.7513e+00 +3.7694e+00 +1.4124e+00 +2.5328e+00 -2.0280e+00 +1.1605e+00 +2.0507e+00 +4.0869e-01 -1.8358e-01
5881 +9.907756385e-05 +9.907756385e-05 -6.211099009e+02 -6.211099009e+02 -8.9429e-01 +3.9906e+00 +1.6984e-01 -3.8039e+00 -4.6727e-01 -2.0892e+00 +1.3814e+00 -7.3483e-01 +1.1459e+00 -3.0369e-01 +9.1207e-01 +2.7514e+00 +3.7693e+00 +1.4126e+00 +2.5324e+00 -2.0282e+00 +1.1601e+00 +2.0510e+00 +4.0935e-01 -1.8364e-01
5944 +6.183125345e-05 +6.183125345e-05 -6.211099382e+02 -6.211099382e+02 -8.9419e-01 +3.9906e+00 +1.6990e-01 -3.8038e+00 -4.6734e-01 -2.0891e+00 +1.3815e+00 -7.3481e-01 +1.1459e+00 -3.0371e-01 +9.1207e-01 +2.7514e+00 +3.7693e+00 +1.4126e+00 +2.5323e+00 -2.0282e+00 +1.1601e+00 +2.0511e+00 +4.0949e-01 -1.8365e-01
6112 +3.739021179e-05 +3.739021179e-05 -6.211099626e+02 -6.211099626e+02 -8.9390e-01 +3.9907e+00 +1.7007e-01 -3.8034e+00 -4.6752e-01 -2.0891e+00 +1.3818e+00 -7.3475e-01 +1.1459e+00 -3.0374e-01 +9.1206e-01 +2.7515e+00 +3.7692e+00 +1.4128e+00 +2.5321e+00 -2.0283e+00 +1.1599e+00 +2.0513e+00 +4.0993e-01 -1.8369e-01
6217 +2.125005869e-05 +2.125005869e-05 -6.211099787e+02 -6.211099787e+02 -8.9346e-01 +3.9908e+00 +1.7032e-01 -3.8028e+00 -4.6781e-01 -2.0890e+00 +1.3823e+00 -7.3465e-01 +1.1458e+00 -3.0379e-01 +9.1205e-01 +2.7516e+00 +3.7692e+00 +1.4130e+00 +2.5317e+00 -2.0284e+00 +1.1595e+00 +2.0517e+00 +4.1059e-01 -1.8376e-01
6280 +1.460984754e-05 +1.460984754e-05 -6.211099854e+02 -6.211099854e+02 -8.9324e-01 +3.9908e+00 +1.7045e-01 -3.8025e+00 -4.6795e-01 -2.0890e+00 +1.3826e+00 -7.3461e-01 +1.1458e+00 -3.0382e-01 +9.1205e-01 +2.7517e+00 +3.7691e+00 +1.4131e+00 +2.5315e+00 -2.0285e+00 +1.1594e+00 +2.0518e+00 +4.1091e-01 -1.8379e-01
6364 +9.479403502e-06 +9.479403502e-06 -6.211099905e+02 -6.211099905e+02 -8.9298e-01 +3.9909e+00 +1.7060e-01 -3.8021e+00 -4.6813e-01 -2.0890e+00 +1.3829e+00 -7.3456e-01 +1.1458e+00 -3.0385e-01 +9.1204e-01 +2.7517e+00 +3.7690e+00 +1.4132e+00 +2.5312e+00 -2.0286e+00 +1.1592e+00 +2.0520e+00 +4.1131e-01 -1.8383e-01
6469 +5.376686886e-06 +5.376686886e-06 -6.211099946e+02 -6.211099946e+02 -8.9271e-01 +3.9910e+00 +1.7076e-01 -3.8018e+00 -4.6831e-01 -2.0889e+00 +1.3832e+00 -7.3451e-01 +1.1457e+00 -3.0389e-01 +9.1203e-01 +2.7518e+00 +3.7690e+00 +1.4133e+00 +2.5310e+00 -2.0286e+00 +1.1589e+00 +2.0522e+00 +4.1172e-01 -1.8387e-01
6553 +3.924322982e-06 +3.924322982e-06 -6.211099961e+02 -6.211099961e+02 -8.9259e-01 +3.9910e+00 +1.7083e-01 -3.8016e+00 -4.6839e-01 -2.0889e+00 +1.3833e+00 -7.3449e-01 +1.1457e+00 -3.0390e-01 +9.1202e-01 +2.7518e+00 +3.7689e+00 +1.4133e+00 +2.5309e+00 -2.0287e+00 +1.1589e+00 +2.0523e+00 +4.1190e-01 -1.8389e-01
6595 +2.112086690e-06 +2.112086690e-06 -6.211099979e+02 -6.211099979e+02 -8.9243e-01 +3.9911e+00 +1.7093e-01 -3.8014e+00 -4.6850e-01 -2.0889e+00 +1.3835e+00 -7.3446e-01 +1.1457e+00 -3.0393e-01 +9.1202e-01 +2.7519e+00 +3.7689e+00 +1.4134e+00 +2.5308e+00 -2.0287e+00 +1.1587e+00 +2.0525e+00 +4.1214e-01 -1.8392e-01
6679 +1.440416099e-06 +1.440416099e-06 -6.211099986e+02 -6.211099986e+02 -8.9231e-01 +3.9911e+00 +1.7100e-01 -3.8012e+00 -4.6858e-01 -2.0889e+00 +1.3836e+00 -7.3444e-01 +1.1457e+00 -3.0395e-01 +9.1201e-01 +2.7519e+00 +3.7689e+00 +1.4135e+00 +2.5307e+00 -2.0287e+00 +1.1586e+00 +2.0526e+00 +4.1232e-01 -1.8394e-01
