% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.189528706e+02 +1.189528706e+02 +2.181228706e+02 +2.181228706e+02 -2.0937e+00 -3.5604e+00 -2.0313e+00 -3.7093e+00 +2.3320e+00 +2.2580e+00 +2.3895e+00 -3.9448e+00 -3.7549e+00 +1.1719e+00 -7.5689e-01 -4.6362e+00 -2.5794e+00 -1.0960e+00 +3.2699e+00 -2.1559e+00 -2.7053e+00 -5.1321e-01 -1.1965e-01 -2.5986e+00
2038 +6.481476802e+01 +6.481476802e+01 +1.639847680e+02 +1.639847680e+02 -3.4350e+00 +2.3171e+00 -3.5256e+00 -1.8921e+00 +2.0005e+00 -2.6107e+00 -2.1452e-01 -4.8227e+00 +4.4824e-01 -2.7686e+00 -3.1011e+00 +1.1364e+00 +7.6032e-01 +3.1784e+00 -3.8362e+00 -4.7380e-01 +1.9794e-01 +3.3490e+00 -1.1567e+00 +1.6526e+00
2059 +5.816566561e+01 +5.816566561e+01 +1.573356656e+02 +1.573356656e+02 -3.2395e+00 +2.3430e+00 -4.1985e+00 -1.8098e+00 +1.9635e+00 -2.2560e+00 +7.8548e-01 -4.7959e+00 +9.5641e-01 -2.4722e+00 -3.2607e+00 +1.7351e+00 +2.6403e-01 +3.0910e+00 -3.5986e+00 -4.7460e-01 +7.9259e-01 +3.4909e+00 -1.1711e+00 +1.6702e+00
192991 +3.949823892e+01 +3.949823892e+01 +1.386682389e+02 +1.386682389e+02 -4.9436e+00 +9.6979e-01 -3.9199e+00 -5.0817e+00 -4.1346e+00 -1.1357e+00 +4.0920e+00 -4.4412e+00 +4.8533e+00 -2.1598e+00 -7.2431e-01 -3.0526e+00 +2.5019e+00 -2.6419e+00 +2.0859e+00 -1.8609e+00 +2.2733e+00 +3.6505e+00 -4.0407e+00 +2.9932e-01
% function evaluation | noise-free fitness - Fopt (-5.179100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.854348580e+01 +6.854348580e+01 -4.493665142e+02 -4.493665142e+02 -3.8105e+00 +4.0268e+00 -2.1269e+00 -4.8887e+00 +4.7828e+00 +2.9868e+00 +4.4173e+00 -1.8667e+00 +3.3816e+00 +3.1284e+00 -4.6962e-01 -1.0406e+00 -1.1828e+00 -1.9446e+00 -3.4733e+00 +4.3538e+00 -3.7211e+00 +2.4494e-01 +4.5299e+00 -1.0514e+00
43 +6.185374254e+01 +6.185374254e+01 -4.560562575e+02 -4.560562575e+02 -3.9110e+00 +4.1843e+00 -1.9566e+00 -4.5693e+00 +4.6698e+00 +3.2618e+00 +4.2611e+00 -1.7767e+00 +3.4403e+00 +3.2141e+00 -4.6155e-01 -8.5681e-01 -1.3403e+00 -1.8197e+00 -3.3262e+00 +4.4307e+00 -3.7339e+00 +8.9016e-02 +4.3877e+00 -9.3274e-01
33748 +3.962861327e+01 +3.962861327e+01 -4.782813867e+02 -4.782813867e+02 -3.5565e+00 -9.7852e-01 -4.1204e-01 +1.3725e+00 +4.4990e-01 -5.0019e+00 +4.9788e-01 +2.1068e+00 +3.6684e+00 -3.4450e+00 +1.3226e+00 +4.2924e+00 +3.3512e+00 +1.3233e+00 +2.6611e+00 -8.5543e-01 -1.1168e+00 -9.1939e-01 +2.2364e+00 +2.3448e+00
% function evaluation | noise-free fitness - Fopt (-5.721000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.258831104e+02 +1.258831104e+02 +6.867311038e+01 +6.867311038e+01 +4.9605e+00 +1.4272e+00 +3.8448e+00 -3.6588e-01 +3.4380e+00 -9.8813e-01 -4.0316e+00 +4.5398e+00 +4.0982e+00 -2.4598e+00 +4.0928e-01 -3.1316e+00 +1.2416e+00 +6.6415e-01 +4.7938e+00 +4.3507e+00 +3.9761e+00 +7.5168e-01 -2.5854e+00 +3.4865e+00
22 +8.540700723e+01 +8.540700723e+01 +2.819700723e+01 +2.819700723e+01 +5.1765e+00 +7.8825e-01 +3.9241e+00 -9.8489e-02 +4.1633e+00 -9.8361e-01 -4.2053e+00 +4.1503e+00 +3.7867e+00 -2.3214e+00 -2.5396e-01 -3.0948e+00 +1.2881e+00 +3.5443e-01 +3.7938e+00 +4.2492e+00 +4.0678e+00 +2.9004e-01 -2.3311e+00 +3.1290e+00
3991 +5.657341631e+01 +5.657341631e+01 -6.365836892e-01 -6.365836892e-01 +2.5142e-01 -1.6272e+00 +2.9614e+00 +2.0604e+00 +3.0340e+00 -3.3549e+00 +3.3473e+00 +4.8537e+00 -2.7412e+00 -4.7155e+00 +3.9614e+00 +3.2500e+00 -1.1564e+00 -1.9304e+00 -4.3070e+00 +5.1066e-01 +2.3398e-01 -1.4716e+00 -1.6940e+00 -3.1417e+00
9955 +3.497564804e+01 +3.497564804e+01 -2.223435196e+01 -2.223435196e+01 +3.9527e+00 -2.1089e-01 +2.0045e+00 -9.6751e-02 -2.9028e+00 -1.9735e+00 -2.9619e-01 +4.5691e+00 -3.5335e+00 +1.5384e-01 +4.1861e-01 -4.1627e+00 -3.2740e+00 -3.0638e+00 -3.0402e+00 +3.6450e+00 +1.9632e+00 +4.7790e+00 -2.0577e+00 -2.1597e+00
% function evaluation | noise-free fitness - Fopt (-5.179100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.587741518e+01 +7.587741518e+01 -4.420325848e+02 -4.420325848e+02 +6.0329e-02 -1.5507e+00 -1.2063e+00 -1.9999e+00 +5.7379e-02 -9.8176e-01 +5.2258e-01 +3.9166e+00 +2.9326e+00 -2.2977e+00 +3.7145e+00 -1.1505e+00 -2.0661e+00 +3.0355e+00 -1.0973e+00 -2.6421e+00 -4.6286e+00 +2.1114e+00 -3.6012e+00 +3.4067e+00
3445 +6.097285065e+01 +6.097285065e+01 -4.569371494e+02 -4.569371494e+02 -2.3682e+00 -2.7300e-01 -3.1476e+00 +2.7829e+00 +2.1755e+00 -3.4873e-01 +2.5948e+00 +2.8795e+00 +1.8602e+00 -1.6279e-01 +4.3337e+00 +1.8362e+00 +7.2491e-01 -2.4365e+00 +1.8240e+00 +4.4911e+00 -1.4110e+00 +9.9578e-01 -2.1186e+00 -1.1163e+00
78877 +3.225493321e+01 +3.225493321e+01 -4.856550668e+02 -4.856550668e+02 -1.4535e+00 -3.1071e+00 -1.5600e+00 -3.7582e+00 -9.7347e-01 -4.0846e+00 -4.2783e+00 +4.3352e+00 -5.8531e-01 -2.0010e+00 +2.7767e+00 -1.8852e+00 -3.0572e+00 -3.1885e+00 +2.5039e+00 +7.6302e-01 -1.7856e+00 +1.1394e-01 -2.2542e-01 +2.0914e+00
171298 +2.507947440e+01 +2.507947440e+01 -4.928305256e+02 -4.928305256e+02 -8.5677e-01 -5.3484e-01 -3.8464e+00 +9.0035e-01 +3.9038e+00 +4.6002e+00 -1.9670e+00 +4.7512e+00 +4.6773e+00 +7.5611e-01 +6.4985e-01 +4.9347e+00 -4.0918e+00 +1.0820e+00 +2.3632e+00 +3.5314e+00 +4.1994e+00 -3.7081e+00 +1.3144e+00 +2.3943e+00
% function evaluation | noise-free fitness - Fopt (-5.721000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.920658315e+01 +8.920658315e+01 +3.199658315e+01 +3.199658315e+01 -1.7802e+00 +1.1359e+00 +2.5576e+00 -4.0595e+00 +8.8452e-01 -3.5498e+00 +3.1388e+00 +2.2753e+00 +3.1487e+00 -1.2989e-01 +6.2507e-01 -8.0989e-01 +4.2887e+00 -4.0532e+00 -1.6558e+00 -3.0786e+00 -7.5985e-01 -4.4900e+00 +3.1976e+00 -9.4056e-01
8485 +5.393824008e+01 +5.393824008e+01 -3.271759922e+00 -3.271759922e+00 -3.8115e+00 -4.2461e+00 +3.2218e+00 +1.7988e+00 +4.5176e+00 -2.1541e+00 -2.7593e+00 -1.6611e+00 +2.7411e+00 -3.0219e+00 -2.6629e+00 -8.1685e-01 -1.9106e+00 +1.8696e+00 +2.6208e+00 -5.2785e-01 +3.9011e+00 -1.5200e+00 -5.9551e-01 +4.0431e+00
116047 +3.864534961e+01 +3.864534961e+01 -1.856465039e+01 -1.856465039e+01 -5.3074e+00 +4.3939e+00 -1.6737e-03 +2.9815e+00 -1.7962e-02 +5.4808e-01 -2.3930e+00 +3.2363e+00 -2.9797e+00 +4.5122e+00 -4.0374e+00 +3.4722e+00 -3.1889e+00 -3.0519e+00 +1.6300e-01 +2.7112e+00 -9.0379e-01 -4.7463e+00 -1.5538e+00 +6.7589e-01
