% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.810831613e+02 +8.810831613e+02 +9.967631613e+02 +9.967631613e+02 +1.4508e+00 +1.2206e+00 -2.5418e-01 -2.2309e+00 -1.0732e+00 +4.9946e+00 +4.0936e+00 +3.5047e+00 +4.2228e+00 -4.7754e+00 -1.5601e+00 +9.6762e-01 -4.3082e+00 +6.4603e-01 +8.5424e-01 -3.3127e+00 +3.2999e-01 +3.5004e+00 +3.4677e+00 -2.0140e+00
17452 +6.136299158e+02 +6.136299158e+02 +7.293099158e+02 +7.293099158e+02 +1.1686e+00 -2.7546e+00 +9.8346e-01 -3.9374e+00 +3.9237e-01 -5.3651e+00 +1.3778e+00 +2.9297e+00 -1.9187e+00 +1.5939e+00 -1.8163e+00 -3.7145e+00 +2.9119e+00 -2.5506e+00 +4.7358e-01 -3.2531e+00 -9.2376e-01 +1.7504e+00 +2.4249e+00 -2.7379e+00
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.591531767e+03 +2.591531767e+03 +2.587821767e+03 +2.587821767e+03 -3.2601e+00 +9.1454e-02 -1.0992e+00 +1.2971e+00 -2.6151e+00 +3.8682e-01 +2.7497e+00 +4.7181e+00 +2.2456e+00 +4.3680e+00 +2.0591e+00 -3.8904e+00 -7.7140e-01 -8.5031e-01 -3.8892e+00 -2.3534e+00 -1.0176e+00 -2.9502e+00 +3.3779e+00 +1.1175e-01
22 +1.388160321e+03 +1.388160321e+03 +1.384450321e+03 +1.384450321e+03 -3.2008e+00 +3.1306e-01 -8.2316e-01 +1.3797e+00 -2.5430e+00 +6.7021e-01 +1.7540e+00 +4.9595e+00 +2.5914e+00 +3.7909e+00 +2.4262e+00 -3.4016e+00 -5.2131e-01 -2.3365e-01 -3.2137e+00 -3.1580e+00 -7.0945e-01 -2.6806e+00 +3.1931e+00 -8.8825e-01
43 +8.416298147e+02 +8.416298147e+02 +8.379198147e+02 +8.379198147e+02 -3.1318e+00 +5.8798e-01 -5.1905e-01 +1.4683e+00 -2.4621e+00 +1.0028e+00 +1.5313e-01 +5.1986e+00 +2.4210e+00 +3.0576e+00 +2.8152e+00 -2.8105e+00 -2.2890e-01 +4.7996e-01 -2.4628e+00 -4.1454e+00 -3.9352e-01 -2.4061e+00 +3.0395e+00 -1.9994e+00
568 +6.300780597e+02 +6.300780597e+02 +6.263680597e+02 +6.263680597e+02 -3.2146e+00 +4.7350e-01 -9.5453e-01 +1.3402e+00 -2.5711e+00 +1.4938e+00 +1.5616e-01 +4.8696e+00 +2.4006e+00 +2.8752e+00 +2.6896e+00 -2.5126e+00 -2.3508e-01 +4.3772e-01 -2.5383e+00 -4.1270e+00 -3.0237e-01 -2.3718e+00 +3.2228e+00 -2.0637e+00
126106 +3.616397669e+02 +3.616397669e+02 +3.579297669e+02 +3.579297669e+02 +2.1262e+00 +5.7603e-01 -2.5209e+00 +5.1617e+00 -1.7051e-02 -1.6126e+00 -1.0518e+00 -3.2287e+00 -1.7626e-01 -8.7036e-01 +1.5183e+00 +3.2633e+00 +3.1575e+00 -3.9957e+00 -7.1805e-01 -2.0901e+00 +1.1474e+00 -1.1041e+00 +1.7600e+00 -3.4561e+00
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.745023556e+03 +2.745023556e+03 +2.877203556e+03 +2.877203556e+03 -3.8614e+00 +8.3121e-01 -4.4965e-01 -3.2132e+00 -3.5746e+00 +4.5892e+00 +4.8963e+00 -6.7777e-01 -3.8221e+00 +3.8024e-01 -3.0318e+00 +4.3698e+00 -2.9050e-01 +2.5412e+00 -3.0434e+00 -4.4813e+00 -1.3019e+00 +3.2930e+00 -9.2543e-01 -1.4386e+00
22 +1.637803085e+03 +1.637803085e+03 +1.769983085e+03 +1.769983085e+03 -3.7871e+00 +7.9871e-01 -4.1368e-01 -3.2645e+00 -3.5106e+00 +4.6201e+00 +3.8963e+00 -6.2834e-01 -3.8549e+00 +4.1535e-01 -2.9950e+00 +4.3970e+00 -3.8312e-01 +2.5582e+00 -3.0410e+00 -4.4595e+00 -1.3868e+00 +3.3027e+00 -1.0257e+00 -1.5356e+00
43 +1.528667840e+03 +1.528667840e+03 +1.660847840e+03 +1.660847840e+03 -3.6867e+00 +7.4044e-01 -3.4169e-01 -3.3660e+00 -3.4109e+00 +4.6918e+00 +3.6234e+00 -6.1375e-01 -3.9195e+00 +4.0455e-01 -3.0063e+00 +4.4278e+00 -2.6507e-01 +2.6159e+00 -3.0324e+00 -4.4880e+00 -1.4705e+00 +3.3521e+00 -1.0152e+00 -1.5403e+00
4600 +7.136908697e+02 +7.136908697e+02 +8.458708697e+02 +8.458708697e+02 -4.6605e-01 +3.1492e+00 -3.2352e+00 -2.5590e+00 -2.8858e+00 +3.3810e-01 +3.1816e+00 +1.4509e+00 -3.4899e-01 -3.3697e+00 -1.1254e+00 +2.9677e+00 +1.0593e+00 -7.7497e-01 +1.7578e+00 +1.5889e+00 +3.0663e-01 +4.6178e+00 +1.2409e+00 +2.8779e+00
4621 +4.996619484e+02 +4.996619484e+02 +6.318419484e+02 +6.318419484e+02 -4.1975e-01 +3.1763e+00 -3.1943e+00 -2.5895e+00 -2.9063e+00 +3.4284e-01 +2.1816e+00 +1.4369e+00 -2.5311e-01 -3.3667e+00 -1.1513e+00 +3.0098e+00 +4.0855e-01 -7.8520e-01 +1.7965e+00 +1.6151e+00 +2.7422e-01 +4.6628e+00 +1.2788e+00 +2.7087e+00
4852 +3.963388421e+02 +3.963388421e+02 +5.285188421e+02 +5.285188421e+02 -2.0396e-01 +3.4055e+00 -3.0661e+00 -2.8001e+00 -3.0540e+00 +3.6775e-01 +2.2365e+00 +1.3411e+00 -2.1822e-01 -3.3069e+00 -1.3737e+00 +3.0599e+00 +5.5809e-01 -7.8176e-01 +2.1520e+00 +1.6121e+00 +2.7926e-01 +4.9647e+00 +1.4239e+00 +2.7595e+00
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.592311353e+03 +1.592311353e+03 +1.588601353e+03 +1.588601353e+03 -1.0041e+00 +4.7303e+00 +7.7708e-01 +1.3630e+00 +4.5457e+00 +2.5053e-01 -4.9157e+00 +4.9983e+00 -4.7204e+00 +3.9186e+00 +4.6342e+00 +2.8340e+00 +4.0143e+00 -2.2870e+00 -1.1044e-01 +1.9478e+00 -2.2740e+00 +3.3118e+00 -9.2159e-02 -2.6257e+00
127 +1.584548351e+03 +1.584548351e+03 +1.580838351e+03 +1.580838351e+03 -1.0005e+00 +4.7337e+00 +7.8255e-01 +1.3622e+00 +4.5377e+00 +2.4780e-01 -4.9110e+00 +4.9897e+00 -4.7246e+00 +3.9149e+00 +4.6393e+00 +2.8382e+00 +4.0056e+00 -2.2813e+00 -1.0427e-01 +1.9535e+00 -2.2712e+00 +3.3229e+00 -9.8745e-02 -2.6286e+00
4579 +9.352252833e+02 +9.352252833e+02 +9.315152833e+02 +9.315152833e+02 +9.6684e-02 -2.4514e+00 -7.6215e-01 +4.0808e+00 +1.8499e+00 +3.1505e+00 -3.8917e-01 -1.4224e+00 +2.4832e+00 -2.5895e+00 +1.9242e+00 -2.4529e+00 +4.1426e+00 -2.5804e+00 -7.1700e-01 +3.6616e+00 -9.5719e-01 +2.8195e+00 +2.0730e+00 +4.6656e-02
4726 +5.899428618e+02 +5.899428618e+02 +5.862328618e+02 +5.862328618e+02 -4.0859e-01 -2.2352e+00 -1.0045e+00 +3.8634e+00 +2.3699e+00 +2.8799e+00 -5.9989e-01 -1.2438e+00 +1.1458e+00 -1.4666e+00 +2.2427e+00 -2.0917e+00 +3.9357e+00 -2.0054e+00 -3.8465e-01 +2.6064e+00 +9.2571e-01 +3.7450e+00 +2.2026e+00 -2.2928e+00
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.976895221e+03 +6.976895221e+03 +7.109075221e+03 +7.109075221e+03 -1.0250e+00 +2.6132e+00 +1.8980e+00 -4.6716e+00 +2.0211e+00 +1.5742e+00 +4.7231e+00 +2.7448e+00 +3.0525e+00 -1.4902e+00 +3.6549e+00 -3.8014e+00 -4.5144e+00 -1.3693e-01 -4.4533e+00 -2.8838e+00 -1.1678e-02 +2.0478e+00 -4.4594e+00 +3.7569e+00
22 +4.181647239e+03 +4.181647239e+03 +4.313827239e+03 +4.313827239e+03 -1.0505e+00 +2.5558e+00 +1.8805e+00 -4.6329e+00 +2.0004e+00 +1.5998e+00 +3.7231e+00 +2.7085e+00 +2.3979e+00 -1.4514e+00 +2.9743e+00 -3.7895e+00 -4.5131e+00 -8.6927e-02 -4.3153e+00 -2.7997e+00 -7.5380e-02 +2.1629e+00 -4.4463e+00 +3.8066e+00
43 +2.870517043e+03 +2.870517043e+03 +3.002697043e+03 +3.002697043e+03 -1.0925e+00 +2.4406e+00 +1.8581e+00 -4.5855e+00 +1.9634e+00 +1.6424e+00 +3.5824e+00 +2.6528e+00 +1.9801e+00 -1.3763e+00 +2.4169e+00 -3.7547e+00 -4.5121e+00 +7.6325e-02 -4.3807e+00 -2.6390e+00 -1.5085e-01 +2.1287e+00 -4.3985e+00 +3.8722e+00
64 +1.529790421e+03 +1.529790421e+03 +1.661970421e+03 +1.661970421e+03 -1.2564e+00 +2.1289e+00 +1.7788e+00 -4.4259e+00 +1.8124e+00 +1.8100e+00 +2.8649e+00 +2.4473e+00 +1.4544e+00 -1.0716e+00 +7.6888e-02 -3.5646e+00 -4.5095e+00 +4.9554e-01 -4.5491e+00 -2.2186e+00 -3.3953e-01 +2.1512e+00 -4.0953e+00 +4.0569e+00
631 +9.911940814e+02 +9.911940814e+02 +1.123374081e+03 +1.123374081e+03 -1.3416e+00 +5.0900e-01 +1.8466e+00 -5.2510e+00 +1.6611e+00 +1.9241e+00 +9.9066e-01 +2.5509e+00 -2.7875e+00 +1.4595e+00 -7.0350e-01 -3.4780e+00 -4.5163e+00 +4.1865e-02 -3.5687e+00 -3.1994e+00 -1.8073e-01 +4.8828e+00 -1.5579e-01 +2.2220e+00
6805 +6.174385075e+02 +6.174385075e+02 +7.496185075e+02 +7.496185075e+02 -9.1603e-02 -5.3075e-01 -1.7251e+00 -2.8373e+00 +3.1451e+00 -1.0359e+00 +2.0583e-01 +2.5053e+00 +2.6079e-01 +7.8163e-01 -7.3560e-01 +4.4068e+00 +8.6996e-01 +2.2874e+00 +2.5426e+00 -6.4117e-01 -2.4816e+00 -4.5580e-01 +1.1332e+00 +3.3897e-01
