% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
2794 +6.225576464e+02 +6.225576464e+02 +1.604676464e+02 +1.604676464e+02 -1.1144e+00 -4.5423e+00 -5.6901e-01 +2.5272e+00 -6.8160e-01 +3.5066e+00 +1.2960e+00 +3.7746e+00 -2.5252e+00 +4.6756e+00 -1.5977e+00 +3.1938e-01 -5.0090e-01 -1.6679e+00 -4.3652e+00 -2.3258e+00 -7.1350e-01 +3.9775e+00 +2.0857e+00 +2.1122e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.286256687e+03 +5.286256687e+03 +5.363916687e+03 +5.363916687e+03 +2.5227e+00 +6.4015e-01 -2.6599e-01 +3.3744e+00 +2.5489e+00 -4.2762e-01 +2.6373e+00 -3.7600e+00 +3.3071e+00 -2.9299e+00 -4.9770e+00 +2.3043e+00 +8.0964e-01 +1.0959e+00 +1.8585e+00 -3.6513e+00 -6.9665e-01 +2.6411e+00 -3.9411e+00 +4.2932e+00
127 +2.731090403e+03 +2.731090403e+03 +2.808750403e+03 +2.808750403e+03 +1.7811e+00 +6.4600e-01 -3.5849e-01 +3.2948e+00 +1.4561e+00 -5.6012e-01 +6.8137e-01 -3.8023e+00 +1.2858e+00 -2.9041e+00 -4.8720e+00 +1.8615e+00 +1.3882e+00 +9.6397e-01 +2.2229e+00 -3.3149e+00 -1.0647e+00 +2.6242e+00 -4.0787e+00 +3.8392e+00
148 +2.494881890e+03 +2.494881890e+03 +2.572541890e+03 +2.572541890e+03 +1.6967e+00 +6.4675e-01 -3.6836e-01 +3.2880e+00 +1.3574e+00 -5.7456e-01 +4.0821e-01 -3.8055e+00 +1.0875e+00 -2.8964e+00 -4.8657e+00 +1.8126e+00 +1.3827e+00 +9.5236e-01 +2.2617e+00 -3.2778e+00 -1.1078e+00 +2.6247e+00 -4.0779e+00 +3.7835e+00
715 +1.348708673e+03 +1.348708673e+03 +1.426368673e+03 +1.426368673e+03 +1.4180e+00 +7.0274e-01 -3.7754e-01 +3.1237e+00 +1.4333e+00 -7.5580e-01 +1.0932e+00 -3.9200e+00 +1.7428e-01 -1.9857e+00 -4.6567e+00 +1.4704e+00 +4.7945e-01 +1.3276e+00 +2.9012e+00 -1.6629e+00 -3.3414e-01 +2.8545e+00 -1.2922e+00 +2.4837e+00
5125 +8.646485864e+02 +8.646485864e+02 +9.423085864e+02 +9.423085864e+02 +1.2027e-01 +2.0307e+00 -3.0566e+00 +1.7816e+00 -2.1877e+00 -3.5526e+00 +1.3742e+00 +3.4665e+00 -1.3880e+00 -3.3176e+00 +2.1810e-01 +2.5578e+00 -5.5028e-01 -1.8368e-01 +2.0097e-01 +3.5321e+00 +2.8501e-01 +1.1138e+00 +7.7223e-01 +1.6633e+00
10165 +5.946411024e+02 +5.946411024e+02 +6.723011024e+02 +6.723011024e+02 +2.8900e+00 +1.8730e+00 +1.7857e+00 +1.7185e+00 -1.4292e+00 +2.4368e+00 +4.5429e-01 -5.0650e-01 +1.2784e-01 -8.8556e-01 -2.0342e+00 -3.3609e-01 -3.4907e+00 +2.7051e-01 +7.4818e-01 +2.1133e+00 -1.9048e+00 -1.3213e+00 +7.8738e-01 +1.7847e-01
60502 +3.954997150e+02 +3.954997150e+02 +4.731597150e+02 +4.731597150e+02 -5.8055e-01 -2.6198e+00 +1.3634e+00 +2.9289e+00 +2.4488e+00 +1.0583e+00 -3.5509e+00 -1.6089e+00 -1.6316e+00 -3.3047e+00 +7.7154e-01 -1.3670e+00 -2.1918e+00 -2.5693e+00 +5.9609e-01 +4.8997e-01 +2.1621e-01 +1.1657e+00 +5.0211e-03 -4.1314e+00
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.807798647e+03 +1.807798647e+03 +1.923478647e+03 +1.923478647e+03 +2.5875e+00 -2.8996e+00 +1.4129e+00 -2.2775e+00 +1.3015e-01 -4.6208e+00 -4.7545e+00 +3.8853e+00 +1.2246e+00 +4.7677e+00 -2.8957e+00 -4.0304e+00 -3.5380e+00 -1.8625e+00 -4.3247e+00 -9.7492e-01 +5.4751e-01 -3.1325e+00 -7.1007e-02 -9.0120e-01
526 +1.578579888e+03 +1.578579888e+03 +1.694259888e+03 +1.694259888e+03 +2.5993e+00 -2.8373e+00 +1.1096e+00 -2.1116e+00 +3.5451e-01 -4.5860e+00 -4.9014e+00 +3.8026e+00 +1.4072e+00 +4.7063e+00 -3.0457e+00 -4.1486e+00 -3.2531e+00 -1.6184e+00 -4.2483e+00 -7.6151e-01 +9.1338e-01 -2.8927e+00 +7.4545e-02 -9.1775e-01
5797 +9.804701384e+02 +9.804701384e+02 +1.096150138e+03 +1.096150138e+03 +7.6981e-02 +3.7218e+00 -2.4604e+00 +3.0350e+00 +2.7688e+00 +4.7114e-01 -4.3736e+00 +3.5410e+00 +2.1816e+00 -5.3769e+00 -5.3302e-01 +1.3592e+00 +4.2216e-01 -5.8206e-01 -3.2105e+00 -2.3191e+00 -3.3462e+00 +2.1924e+00 +1.4518e+00 +4.1524e+00
48217 +6.249197506e+02 +6.249197506e+02 +7.405997506e+02 +7.405997506e+02 +2.1625e-01 -1.9145e+00 -1.3853e+00 -3.0372e+00 +2.6769e+00 -2.5470e+00 +2.8760e+00 -3.0323e+00 +1.1753e+00 -2.0504e+00 +2.1429e+00 +2.9003e+00 +2.8130e+00 -9.5872e-01 +1.2429e+00 -4.3889e-01 +4.8709e-01 +4.6720e+00 -2.2018e+00 +5.0598e-01
131356 +3.802853793e+02 +3.802853793e+02 +4.959653793e+02 +4.959653793e+02 -1.8576e+00 +1.5625e+00 -1.5902e+00 -2.0117e+00 -3.8151e+00 -3.2374e+00 -2.2205e+00 +3.1164e+00 +3.2234e+00 -2.0526e+00 -5.8565e-01 -3.2360e+00 +2.9138e+00 +7.1327e-01 +2.1528e+00 +7.6502e-01 +5.5944e-01 +4.2648e+00 +1.0047e+00 -1.1506e+00
