% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
295 +7.956478482e+02 +7.956478482e+02 +9.194778482e+02 +9.194778482e+02 +3.8311e-03 +1.3585e+00 +3.8393e-01 +9.9211e-01 +6.5941e-01 +1.1015e+00 +4.0894e-01 -1.6162e+00 -2.8883e-01 +8.9514e-01 -9.2876e-01 -2.0187e+00 -1.6654e+00 +5.1694e-01 +4.6347e-01 -1.1527e+00 +6.1819e-01 +4.6535e-01 +1.3738e+00 -1.0738e+00
337 +5.849656296e+02 +5.849656296e+02 +7.087956296e+02 +7.087956296e+02 -3.3577e-01 +1.2710e+00 +5.6588e-02 +8.8415e-01 +3.5622e-01 +8.0746e-01 +3.4838e-01 -1.5382e+00 -5.0995e-01 +7.3251e-01 -1.0860e+00 -2.0680e+00 -1.6747e+00 +5.0658e-01 +6.0349e-01 -1.1538e+00 +2.0402e-01 +4.5293e-01 +1.2788e+00 -1.1241e+00
463 +3.600153356e+02 +3.600153356e+02 +4.838453356e+02 +4.838453356e+02 -4.7169e-01 +1.2589e+00 -1.4077e-01 +4.3031e-01 +2.6840e-02 +1.0498e+00 +5.7897e-01 -1.1928e+00 -8.9418e-01 +4.5164e-01 -9.7706e-01 -2.0363e+00 -1.8144e+00 +9.8289e-01 +5.9840e-01 -1.1946e+00 -2.4435e-01 +4.9020e-01 +5.5218e-01 -1.2275e+00
568 +2.378500099e+02 +2.378500099e+02 +3.616800099e+02 +3.616800099e+02 -5.2795e-01 +1.3013e+00 +1.3556e-01 +6.0204e-01 +4.7264e-01 +9.8864e-01 +1.2362e-01 -1.1424e+00 -7.9705e-01 +5.8824e-01 -1.1240e+00 -2.1780e+00 -1.4546e+00 +7.1613e-01 +5.8450e-01 -1.0518e+00 -5.7705e-02 +5.8346e-01 +5.5157e-01 -1.1752e+00
736 +1.395471017e+02 +1.395471017e+02 +2.633771017e+02 +2.633771017e+02 -4.7198e-01 +1.3419e+00 +2.3333e-01 +7.8549e-02 +6.2138e-01 +1.1128e+00 +5.9827e-01 -8.0835e-01 -8.8746e-01 +5.3136e-01 -6.9363e-01 -2.0429e+00 -1.6571e+00 +9.8636e-01 +4.0192e-01 -1.1302e+00 +2.6019e-01 +5.0968e-01 +1.3146e-01 -1.4417e+00
925 +9.785822204e+01 +9.785822204e+01 +2.216882220e+02 +2.216882220e+02 -7.2476e-01 +1.2250e+00 +1.5029e-01 +7.2093e-02 +6.4206e-01 +7.6287e-01 +3.3834e-01 -5.4500e-01 -1.1175e+00 +5.4524e-01 -6.2850e-01 -2.0713e+00 -1.5066e+00 +9.9545e-01 +6.6812e-01 -1.2204e+00 +1.2631e-01 +4.5931e-01 -2.1299e-02 -1.4124e+00
4033 +5.937509524e+01 +5.937509524e+01 +1.832050952e+02 +1.832050952e+02 +1.7416e-01 -4.4388e-02 -5.5442e-01 +1.4650e-01 +1.1759e+00 -3.4928e-03 -5.7585e-01 -7.6061e-01 -6.8283e-01 +1.6323e+00 -8.0158e-01 -1.1840e+00 -4.9731e-01 +3.8903e-01 -1.7621e-01 -1.5846e+00 +1.1546e+00 +3.0702e-02 +5.1930e-02 -9.9158e-01
4222 +3.516125797e+01 +3.516125797e+01 +1.589912580e+02 +1.589912580e+02 +1.4144e-01 +2.3092e-02 -6.7474e-01 +3.3278e-01 +1.0805e+00 +8.7692e-02 -6.6305e-01 -7.1587e-01 -5.4931e-01 +1.6970e+00 -8.1353e-01 -1.2680e+00 -4.5258e-01 +2.4460e-01 -4.2411e-01 -1.5490e+00 +1.0956e+00 +2.1970e-01 +1.4263e-01 -9.3124e-01
4264 +2.191736624e+01 +2.191736624e+01 +1.457473662e+02 +1.457473662e+02 +9.5390e-02 -9.9311e-03 -7.1910e-01 +3.4942e-01 +1.0979e+00 +1.6809e-01 -6.9967e-01 -6.3763e-01 -5.3833e-01 +1.7132e+00 -8.1400e-01 -1.2541e+00 -4.2165e-01 +1.7046e-01 -5.2994e-01 -1.6169e+00 +1.0961e+00 +2.2479e-01 +2.2781e-01 -8.9252e-01
4390 +1.402994544e+01 +1.402994544e+01 +1.378599454e+02 +1.378599454e+02 +8.6856e-02 -7.3460e-02 -7.6246e-01 +2.9913e-01 +1.1589e+00 +1.5425e-01 -7.0692e-01 -5.9699e-01 -5.6813e-01 +1.7721e+00 -8.3663e-01 -1.1485e+00 -3.9121e-01 +1.5206e-01 -5.4087e-01 -1.6501e+00 +1.1539e+00 +1.9654e-01 +2.1259e-01 -8.5035e-01
4411 +8.895288388e+00 +8.895288388e+00 +1.327252884e+02 +1.327252884e+02 +7.1684e-02 -8.7698e-02 -8.1777e-01 +2.7354e-01 +1.2000e+00 +1.5208e-01 -6.9518e-01 -5.8771e-01 -5.7915e-01 +1.8154e+00 -8.6525e-01 -1.0902e+00 -3.8051e-01 +1.3498e-01 -5.6524e-01 -1.6439e+00 +1.1791e+00 +2.1238e-01 +2.4235e-01 -7.7249e-01
4432 +3.592573757e+00 +3.592573757e+00 +1.274225738e+02 +1.274225738e+02 +4.5247e-02 -6.0136e-02 -8.7078e-01 +2.5374e-01 +1.2387e+00 +1.6205e-01 -6.6268e-01 -5.7802e-01 -5.9051e-01 +1.8337e+00 -8.9549e-01 -1.0644e+00 -3.8419e-01 +1.3760e-01 -5.7381e-01 -1.6197e+00 +1.1852e+00 +2.3684e-01 +2.8961e-01 -6.8717e-01
4453 +1.034082424e+00 +1.034082424e+00 +1.248640824e+02 +1.248640824e+02 +3.2197e-02 -2.1429e-02 -8.7608e-01 +2.5878e-01 +1.2410e+00 +1.9278e-01 -6.4994e-01 -5.7453e-01 -5.9202e-01 +1.8208e+00 -9.0589e-01 -1.0813e+00 -3.9445e-01 +1.4661e-01 -5.5972e-01 -1.6038e+00 +1.1789e+00 +2.5844e-01 +3.2196e-01 -6.6242e-01
4474 +7.779832345e-01 +7.779832345e-01 +1.246079832e+02 +1.246079832e+02 +4.0397e-02 -1.4238e-02 -8.6767e-01 +2.5666e-01 +1.2435e+00 +1.8838e-01 -6.4750e-01 -5.8268e-01 -5.9942e-01 +1.8064e+00 -9.0018e-01 -1.0935e+00 -3.9451e-01 +1.5602e-01 -5.4749e-01 -1.5992e+00 +1.1724e+00 +2.6130e-01 +3.3805e-01 -6.6405e-01
4789 +5.812000573e-01 +5.812000573e-01 +1.244112001e+02 +1.244112001e+02 +5.8798e-02 -1.4354e-01 -8.2839e-01 +1.8129e-01 +1.1069e+00 +1.2344e-01 -6.8830e-01 -4.6906e-01 -4.4444e-01 +1.6141e+00 -7.2632e-01 -8.3726e-01 -2.2409e-01 +1.2224e-01 -5.9766e-01 -1.3065e+00 +1.1572e+00 +1.7159e-01 +3.0040e-01 -4.9556e-01
4831 +2.973282294e-01 +2.973282294e-01 +1.241273282e+02 +1.241273282e+02 +6.8487e-02 -2.1956e-01 -7.9654e-01 +1.3884e-01 +1.0099e+00 +8.4356e-02 -7.0680e-01 -3.8826e-01 -3.4024e-01 +1.4848e+00 -6.0740e-01 -6.7179e-01 -9.7698e-02 +9.6847e-02 -6.3244e-01 -1.1176e+00 +1.1273e+00 +1.0938e-01 +2.8642e-01 -3.7318e-01
4873 +2.121950198e-01 +2.121950198e-01 +1.240421950e+02 +1.240421950e+02 +7.9565e-02 -2.7247e-01 -7.7504e-01 +1.0537e-01 +9.4283e-01 +5.2839e-02 -7.1858e-01 -3.3628e-01 -2.7046e-01 +1.3995e+00 -5.2968e-01 -5.5530e-01 -1.4504e-02 +7.9071e-02 -6.5190e-01 -9.8757e-01 +1.1109e+00 +6.5806e-02 +2.7295e-01 -2.9276e-01
4894 +1.190626190e-01 +1.190626190e-01 +1.239490626e+02 +1.239490626e+02 +9.5834e-02 -3.3086e-01 -7.4954e-01 +6.7365e-02 +8.6416e-01 +1.4389e-02 -7.2830e-01 -2.7807e-01 -1.9122e-01 +1.3048e+00 -4.4404e-01 -4.1692e-01 +8.2921e-02 +5.3872e-02 -6.7066e-01 -8.4306e-01 +1.0897e+00 +1.5390e-02 +2.5898e-01 -2.0024e-01
4915 +7.566156967e-02 +7.566156967e-02 +1.239056616e+02 +1.239056616e+02 +1.0229e-01 -3.4543e-01 -7.4062e-01 +5.7377e-02 +8.3856e-01 +2.1667e-03 -7.2754e-01 -2.6099e-01 -1.6762e-01 +1.2788e+00 -4.2110e-01 -3.7517e-01 +1.1215e-01 +4.3707e-02 -6.7415e-01 -8.0365e-01 +1.0806e+00 -1.5560e-04 +2.5543e-01 -1.7258e-01
4957 +5.170096585e-02 +5.170096585e-02 +1.238817010e+02 +1.238817010e+02 +1.1139e-01 -3.7600e-01 -7.2489e-01 +3.7756e-02 +7.9269e-01 -1.8928e-02 -7.3065e-01 -2.2754e-01 -1.2244e-01 +1.2261e+00 -3.7377e-01 -2.9888e-01 +1.6682e-01 +2.8894e-02 -6.8433e-01 -7.2437e-01 +1.0660e+00 -2.8826e-02 +2.4799e-01 -1.2022e-01
4978 +2.844665216e-02 +2.844665216e-02 +1.238584467e+02 +1.238584467e+02 +1.1836e-01 -3.9469e-01 -7.1351e-01 +2.6322e-02 +7.6119e-01 -3.3000e-02 -7.3121e-01 -2.0532e-01 -9.2228e-02 +1.1923e+00 -3.4302e-01 -2.4769e-01 +2.0500e-01 +1.7294e-02 -6.9058e-01 -6.7404e-01 +1.0534e+00 -4.7955e-02 +2.4488e-01 -8.4231e-02
4999 +1.442602573e-02 +1.442602573e-02 +1.238444260e+02 +1.238444260e+02 +1.2275e-01 -4.0181e-01 -7.0667e-01 +2.2060e-02 +7.4366e-01 -4.0318e-02 -7.2895e-01 -1.9415e-01 -7.7069e-02 +1.1763e+00 -3.2909e-01 -2.2204e-01 +2.2474e-01 +9.7702e-03 -6.9281e-01 -6.5133e-01 +1.0443e+00 -5.7778e-02 +2.4405e-01 -6.5778e-02
5020 +9.044076819e-03 +9.044076819e-03 +1.238390441e+02 +1.238390441e+02 +1.3412e-01 -4.3141e-01 -6.8931e-01 +3.1227e-03 +6.9403e-01 -6.3115e-02 -7.2944e-01 -1.5976e-01 -3.0251e-02 +1.1233e+00 -2.8176e-01 -1.4085e-01 +2.8366e-01 -8.8991e-03 -7.0193e-01 -5.7218e-01 +1.0257e+00 -8.7917e-02 +2.3805e-01 -1.0094e-02
5041 +5.542813096e-03 +5.542813096e-03 +1.238355428e+02 +1.238355428e+02 +1.3031e-01 -4.2150e-01 -6.9513e-01 +9.4673e-03 +7.1066e-01 -5.5478e-02 -7.2927e-01 -1.7128e-01 -4.5937e-02 +1.1411e+00 -2.9762e-01 -1.6805e-01 +2.6392e-01 -2.6444e-03 -6.9888e-01 -5.9870e-01 +1.0319e+00 -7.7820e-02 +2.4006e-01 -2.8750e-02
5062 +2.596510572e-03 +2.596510572e-03 +1.238325965e+02 +1.238325965e+02 +1.3355e-01 -4.2752e-01 -6.9108e-01 +5.2830e-03 +6.9951e-01 -6.0840e-02 -7.2881e-01 -1.6410e-01 -3.5751e-02 +1.1303e+00 -2.8802e-01 -1.4975e-01 +2.7696e-01 -7.3791e-03 -7.0017e-01 -5.8213e-01 +1.0275e+00 -8.4587e-02 +2.3893e-01 -1.6579e-02
5083 +6.225998335e-04 +6.225998335e-04 +1.238306226e+02 +1.238306226e+02 +1.3628e-01 -4.3134e-01 -6.8767e-01 +2.3969e-03 +6.9036e-01 -6.5216e-02 -7.2748e-01 -1.5873e-01 -2.8118e-02 +1.1224e+00 -2.8136e-01 -1.3589e-01 +2.8663e-01 -1.1398e-02 -7.0067e-01 -5.7020e-01 +1.0235e+00 -8.9801e-02 +2.3791e-01 -7.5491e-03
5104 +2.489932601e-04 +2.489932601e-04 +1.238302490e+02 +1.238302490e+02 +1.3953e-01 -4.3828e-01 -6.8286e-01 -2.0914e-03 +6.7722e-01 -7.1174e-02 -7.2689e-01 -1.4998e-01 -1.6110e-02 +1.1092e+00 -2.6972e-01 -1.1512e-01 +3.0182e-01 -1.6622e-02 -7.0265e-01 -5.5068e-01 +1.0179e+00 -9.7584e-02 +2.3659e-01 +6.7772e-03
5125 +2.594631778e-05 +2.594631778e-05 +1.238300259e+02 +1.238300259e+02 +1.3913e-01 -4.3710e-01 -6.8356e-01 -1.2214e-03 +6.7931e-01 -7.0193e-02 -7.2693e-01 -1.5137e-01 -1.7974e-02 +1.1115e+00 -2.7161e-01 -1.1832e-01 +2.9965e-01 -1.6003e-02 -7.0231e-01 -5.5404e-01 +1.0186e+00 -9.6338e-02 +2.3708e-01 +4.7014e-03
5146 +1.916426399e-06 +1.916426399e-06 +1.238300019e+02 +1.238300019e+02 +1.3940e-01 -4.3757e-01 -6.8309e-01 -1.5101e-03 +6.7809e-01 -7.0708e-02 -7.2676e-01 -1.5060e-01 -1.6936e-02 +1.1103e+00 -2.7066e-01 -1.1662e-01 +3.0089e-01 -1.6456e-02 -7.0246e-01 -5.5245e-01 +1.0180e+00 -9.7004e-02 +2.3694e-01 +5.8870e-03
5167 +7.355666298e-08 +7.355666298e-08 +1.238300001e+02 +1.238300001e+02 +1.3960e-01 -4.3796e-01 -6.8281e-01 -1.7512e-03 +6.7732e-01 -7.1062e-02 -7.2670e-01 -1.5010e-01 -1.6239e-02 +1.1096e+00 -2.7000e-01 -1.1540e-01 +3.0178e-01 -1.6788e-02 -7.0256e-01 -5.5135e-01 +1.0176e+00 -9.7451e-02 +2.3689e-01 +6.7397e-03
5188 +4.883844440e-09 +4.883844440e-09 +1.238300000e+02 +1.238300000e+02 +1.3960e-01 -4.3794e-01 -6.8282e-01 -1.7391e-03 +6.7735e-01 -7.1049e-02 -7.2670e-01 -1.5012e-01 -1.6268e-02 +1.1096e+00 -2.7004e-01 -1.1546e-01 +3.0174e-01 -1.6773e-02 -7.0255e-01 -5.5140e-01 +1.0176e+00 -9.7431e-02 +2.3689e-01 +6.6966e-03
% function evaluation | noise-free fitness - Fopt (4.751000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.773683181e+05 +1.773683181e+05 +1.774158281e+05 +1.774158281e+05 +3.4825e+00 +2.3290e+00 +2.0812e+00 -4.8890e+00 +6.6821e-01 +1.9847e+00 -4.5305e-01 -1.4004e+00 -3.0377e-01 -2.0839e-01 -4.6886e+00 +6.5262e-01 +2.7933e+00 -2.0043e+00 +3.2702e+00 +1.7251e+00 -6.5248e-01 +3.8382e+00 -2.7944e+00 -1.0799e+00
22 +7.563881876e+04 +7.563881876e+04 +7.568632876e+04 +7.568632876e+04 +2.7346e+00 +2.0516e+00 +1.6007e+00 -4.2187e+00 +3.7594e-01 +1.5618e+00 -5.5225e-01 -1.2784e+00 -3.6876e-01 -2.8979e-01 -3.6886e+00 +6.5367e-01 +2.5969e+00 -1.9459e+00 +2.4588e+00 +1.2643e+00 -6.5712e-01 +3.5144e+00 -2.6181e+00 -1.1499e+00
43 +2.563821292e+04 +2.563821292e+04 +2.568572292e+04 +2.568572292e+04 +2.0517e+00 +1.8307e+00 +1.2099e+00 -3.5193e+00 +2.1610e-01 +1.2768e+00 -5.8313e-01 -1.1272e+00 -2.0542e-01 -4.8314e-01 -2.4790e+00 +4.9288e-01 +2.0869e+00 -1.7660e+00 +1.7152e+00 +9.9062e-01 -5.2941e-01 +3.0621e+00 -2.1979e+00 -1.2857e+00
64 +1.004225216e+04 +1.004225216e+04 +1.008976216e+04 +1.008976216e+04 +1.6579e+00 +1.6081e+00 +9.7638e-01 -2.9657e+00 +7.8887e-02 +1.0897e+00 -5.7928e-01 -9.8576e-01 -6.9492e-02 -5.7992e-01 -1.6194e+00 +3.4980e-01 +1.7200e+00 -1.6029e+00 +1.1476e+00 +8.3921e-01 -4.4066e-01 +2.6924e+00 -1.8388e+00 -1.3006e+00
85 +4.256744208e+03 +4.256744208e+03 +4.304254208e+03 +4.304254208e+03 +1.3902e+00 +1.3866e+00 +7.8932e-01 -2.4939e+00 -3.7629e-02 +9.3270e-01 -5.4061e-01 -8.4879e-01 +7.0579e-02 -6.3690e-01 -9.3518e-01 +2.1579e-01 +1.4230e+00 -1.4446e+00 +6.9037e-01 +7.3783e-01 -3.5642e-01 +2.3535e+00 -1.5141e+00 -1.2651e+00
106 +2.132053348e+03 +2.132053348e+03 +2.179563348e+03 +2.179563348e+03 +1.2106e+00 +1.1799e+00 +6.3218e-01 -2.1118e+00 -1.2859e-01 +7.9924e-01 -4.7651e-01 -7.2646e-01 +2.0139e-01 -6.6192e-01 -4.1685e-01 +1.0333e-01 +1.1934e+00 -1.3008e+00 +3.4605e-01 +6.6912e-01 -2.7482e-01 +2.0604e+00 -1.2411e+00 -1.2016e+00
127 +1.232916904e+03 +1.232916904e+03 +1.280426904e+03 +1.280426904e+03 +1.0765e+00 +9.7987e-01 +4.8647e-01 -1.7835e+00 -2.0178e-01 +6.7638e-01 -3.9208e-01 -6.1365e-01 +3.2420e-01 -6.6509e-01 -1.4412e-03 +7.5393e-03 +1.0043e+00 -1.1649e+00 +7.5179e-02 +6.1713e-01 -1.9147e-01 +1.7954e+00 -1.0022e+00 -1.1203e+00
148 +7.869498348e+02 +7.869498348e+02 +8.344598348e+02 +8.344598348e+02 +9.6355e-01 +7.7930e-01 +3.4125e-01 -1.4827e+00 -2.6300e-01 +5.5595e-01 -2.8875e-01 -5.0495e-01 +4.4147e-01 -6.5252e-01 +3.5262e-01 -7.6399e-02 +8.3762e-01 -1.0311e+00 -1.4961e-01 +5.7313e-01 -1.0398e-01 +1.5438e+00 -7.8300e-01 -1.0248e+00
169 +5.230766053e+02 +5.230766053e+02 +5.705866053e+02 +5.705866053e+02 +8.5174e-01 +5.6420e-01 +1.8305e-01 -1.1788e+00 -3.1865e-01 +4.2757e-01 -1.6197e-01 -3.9114e-01 +5.5964e-01 -6.2742e-01 +6.8626e-01 -1.5535e-01 +6.7418e-01 -8.8927e-01 -3.5559e-01 +5.3006e-01 -7.6769e-03 +1.2836e+00 -5.6375e-01 -9.1249e-01
190 +3.615548164e+02 +3.615548164e+02 +4.090648164e+02 +4.090648164e+02 +7.2946e-01 +3.2761e-01 +4.4709e-03 -8.5558e-01 -3.7214e-01 +2.8625e-01 -9.4856e-03 -2.6660e-01 +6.8009e-01 -5.9182e-01 +1.0195e+00 -2.3248e-01 +5.0335e-01 -7.3540e-01 -5.5711e-01 +4.8388e-01 +9.8338e-02 +1.0025e+00 -3.3418e-01 -7.8263e-01
253 +1.424410220e+02 +1.424410220e+02 +1.899510220e+02 +1.899510220e+02 +5.7020e-01 -7.9865e-03 -2.7999e-01 -5.6081e-01 -3.6377e-01 +1.1445e-01 +3.5006e-01 -7.7132e-02 +6.8505e-01 -4.4658e-01 +1.0183e+00 -2.2904e-01 +3.5316e-01 -5.8488e-01 -5.2983e-01 +4.3838e-01 +2.0363e-01 +6.3588e-01 -1.4439e-01 -5.2324e-01
274 +9.509025617e+01 +9.509025617e+01 +1.426002562e+02 +1.426002562e+02 +5.7567e-01 -2.1561e-02 -3.0746e-01 -6.4241e-01 -3.1666e-01 +1.2548e-01 +4.4550e-01 -6.3167e-02 +5.9521e-01 -3.8811e-01 +7.5293e-01 -1.6671e-01 +4.0280e-01 -6.1732e-01 -3.5500e-01 +4.4768e-01 +1.8345e-01 +6.4047e-01 -2.0883e-01 -4.6909e-01
379 +6.278332076e+01 +6.278332076e+01 +1.102933208e+02 +1.102933208e+02 +6.3071e-01 -1.8773e-02 -2.9427e-01 -7.6999e-01 -2.9291e-01 +2.3136e-01 +6.6671e-01 -1.1852e-02 +4.5862e-01 -2.5308e-01 +3.1234e-01 -1.3124e-03 +6.5849e-01 -7.1227e-01 -1.0026e-01 +4.5143e-01 +1.2033e-01 +6.8976e-01 -7.9625e-02 -3.8743e-01
421 +3.662851291e+01 +3.662851291e+01 +8.413851291e+01 +8.413851291e+01 +6.7211e-01 -3.2903e-02 -2.5128e-01 -7.3067e-01 -3.6659e-01 +3.3568e-01 +8.1449e-01 +5.9361e-02 +4.6922e-01 -1.7024e-01 +2.8859e-01 +9.0841e-02 +8.8462e-01 -7.5136e-01 -1.2809e-01 +4.3369e-01 +8.9564e-02 +6.9289e-01 +2.7060e-01 -3.5768e-01
568 +2.304242093e+01 +2.304242093e+01 +7.055242093e+01 +7.055242093e+01 +7.0073e-01 +1.1466e-01 -1.7842e-01 -9.3107e-01 -3.7557e-01 +4.6556e-01 +8.1586e-01 +6.4332e-02 +5.7469e-01 -1.4511e-01 +4.9023e-01 +6.5033e-02 +9.7063e-01 -7.3737e-01 -1.2213e-01 +4.7944e-01 +8.2145e-03 +7.3777e-01 +1.8131e-01 -3.2406e-01
2437 +1.580806300e+01 +1.580806300e+01 +6.331806300e+01 +6.331806300e+01 +1.9633e-01 +3.9876e-01 -8.0315e-01 -7.6225e-01 -2.9036e-01 +1.1049e+00 +5.9964e-01 +9.4122e-02 +2.3056e-01 -1.6888e-01 +1.7546e-01 +3.9462e-01 +2.1753e-01 -2.4081e-01 -5.6520e-01 +9.0152e-01 +4.4342e-01 +7.4374e-01 +7.0278e-01 +3.2551e-02
3655 +9.801414628e+00 +9.801414628e+00 +5.731141463e+01 +5.731141463e+01 +1.5065e-02 +1.1919e-01 -2.9551e-01 -7.1101e-01 +4.6955e-01 +4.2071e-01 -3.9228e-01 +1.6424e-01 +5.9198e-02 -4.6381e-01 -7.3874e-01 +5.6631e-01 +1.1963e-01 +5.1453e-01 -1.0150e+00 +1.1604e+00 +5.0849e-01 +2.7904e-01 +8.0760e-01 -1.6546e-01
3949 +6.117540397e+00 +6.117540397e+00 +5.362754040e+01 +5.362754040e+01 -1.4162e-01 +1.6856e-01 -3.7732e-01 -3.0579e-01 +5.8741e-01 +4.8370e-01 -6.4368e-01 +3.3274e-01 +1.9728e-01 -4.6236e-01 -9.8577e-01 -1.7209e-02 +2.9726e-02 +8.2460e-01 -1.1987e+00 +3.8755e-01 +5.0732e-01 -8.6706e-02 +8.1158e-01 -4.7329e-01
13189 +3.919257026e+00 +3.919257026e+00 +5.142925703e+01 +5.142925703e+01 -3.5936e-01 +1.8998e-01 +1.1754e-01 +1.5744e-01 +1.1797e+00 +1.4912e-01 -9.8070e-02 -2.2122e-01 -1.2926e-01 -7.6000e-02 -8.0625e-01 +5.4778e-01 -3.4660e-01 +5.9386e-01 -1.7307e-01 +6.7019e-01 +4.2045e-03 -4.5985e-01 +3.4907e-01 +1.6666e-01
13336 +2.450925987e+00 +2.450925987e+00 +4.996092599e+01 +4.996092599e+01 -4.3552e-01 +1.9704e-01 +1.5191e-04 +4.2601e-01 +1.1773e+00 +1.8752e-01 -2.4558e-01 -1.2537e-01 -8.3846e-02 -1.3914e-01 -8.7362e-01 +2.2016e-01 -4.0482e-01 +7.1880e-01 -2.2979e-01 +3.1428e-01 -7.5786e-03 -6.2272e-01 +3.1187e-01 -4.3229e-03
13462 +1.245923401e+00 +1.245923401e+00 +4.875592340e+01 +4.875592340e+01 -5.3428e-01 +1.0241e-01 -1.0019e-01 +5.8722e-01 +1.0652e+00 +1.7189e-01 -4.4610e-01 -5.3347e-02 -2.4931e-01 -1.1908e-01 -8.2556e-01 +6.5452e-02 -4.0686e-01 +6.9094e-01 -3.3459e-01 +8.0459e-02 -2.0467e-02 -6.8572e-01 +2.2892e-01 -2.2517e-02
