% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
442 +1.246946191e+00 +1.246946191e+00 -5.110305381e+01 -5.110305381e+01 -7.2244e-01 -9.8346e-01 +2.1929e+00 -2.3865e+00 -1.3323e+00 +3.1642e+00 -3.8184e+00 +2.7636e-01 +2.9876e+00 -1.5029e+00 +2.0546e+00 -3.5122e-01 +4.2719e+00 -7.7998e-01 -1.7994e+00 +3.4315e-01 -1.6933e+00 +1.6592e+00 +3.1479e+00 -3.2487e+00
526 +9.199309246e-01 +9.199309246e-01 -5.143006908e+01 -5.143006908e+01 -7.8686e-01 -8.6249e-01 +2.4000e+00 -2.4349e+00 -1.3886e+00 +3.1776e+00 -3.8855e+00 +4.1662e-01 +3.4094e+00 -1.6975e+00 +2.2807e+00 -4.0619e-01 +4.2373e+00 -8.7450e-01 -1.9520e+00 +4.8848e-01 -1.5804e+00 +1.7796e+00 +3.1901e+00 -3.5866e+00
589 +5.478033265e-01 +5.478033265e-01 -5.180219667e+01 -5.180219667e+01 -8.6960e-01 -8.5832e-01 +2.6156e+00 -2.2465e+00 -1.4119e+00 +3.2455e+00 -3.7776e+00 +2.9290e-01 +3.6107e+00 -1.9288e+00 +2.6454e+00 -3.6538e-01 +3.5588e+00 -8.9903e-01 -1.9507e+00 +6.3322e-01 -1.4814e+00 +1.6260e+00 +3.1827e+00 -3.8956e+00
610 +3.196177704e-01 +3.196177704e-01 -5.203038223e+01 -5.203038223e+01 -9.4016e-01 -9.8598e-01 +2.7238e+00 -2.1765e+00 -1.4054e+00 +3.2951e+00 -3.7185e+00 +2.5182e-01 +3.4196e+00 -1.8722e+00 +2.8721e+00 -4.4009e-01 +3.2657e+00 -9.3490e-01 -1.9114e+00 +8.2424e-01 -1.3268e+00 +1.5712e+00 +3.1199e+00 -3.8870e+00
631 +2.236604586e-01 +2.236604586e-01 -5.212633954e+01 -5.212633954e+01 -9.4154e-01 -1.0351e+00 +2.6964e+00 -2.2352e+00 -1.4113e+00 +3.2877e+00 -3.7501e+00 +3.0924e-01 +3.2739e+00 -1.7585e+00 +2.8412e+00 -5.0760e-01 +3.4489e+00 -9.5082e-01 -1.9160e+00 +8.6736e-01 -1.2919e+00 +1.6421e+00 +3.1026e+00 -3.7847e+00
673 +1.556075499e-01 +1.556075499e-01 -5.219439245e+01 -5.219439245e+01 -9.6579e-01 -1.1419e+00 +2.6444e+00 -2.2983e+00 -1.5210e+00 +3.2623e+00 -3.7883e+00 +3.8899e-01 +2.9892e+00 -1.6090e+00 +2.8331e+00 -6.3298e-01 +3.6937e+00 -9.8638e-01 -1.9126e+00 +9.7095e-01 -1.2940e+00 +1.7714e+00 +3.1102e+00 -3.6747e+00
757 +7.258144425e-02 +7.258144425e-02 -5.227741856e+01 -5.227741856e+01 -8.9133e-01 -1.1562e+00 +2.6025e+00 -2.3047e+00 -1.3639e+00 +3.3811e+00 -3.7928e+00 +2.1511e-01 +2.7869e+00 -1.5276e+00 +2.8725e+00 -6.3734e-01 +3.6575e+00 -9.1486e-01 -1.9127e+00 +1.0451e+00 -1.1894e+00 +1.7004e+00 +3.0815e+00 -3.6627e+00
778 +5.486447581e-02 +5.486447581e-02 -5.229513552e+01 -5.229513552e+01 -8.9012e-01 -1.1740e+00 +2.6141e+00 -2.3044e+00 -1.3498e+00 +3.4350e+00 -3.8073e+00 +1.6557e-01 +2.7049e+00 -1.5169e+00 +2.9548e+00 -6.6884e-01 +3.6264e+00 -9.0562e-01 -1.9254e+00 +1.1345e+00 -1.1357e+00 +1.7036e+00 +3.0795e+00 -3.7097e+00
841 +2.330395327e-02 +2.330395327e-02 -5.232669605e+01 -5.232669605e+01 -8.9043e-01 -1.1342e+00 +2.6021e+00 -2.2848e+00 -1.3576e+00 +3.4916e+00 -3.8423e+00 +1.0084e-01 +2.7366e+00 -1.5997e+00 +3.0093e+00 -6.3372e-01 +3.5778e+00 -8.7176e-01 -1.9299e+00 +1.1594e+00 -1.1626e+00 +1.6902e+00 +3.1018e+00 -3.8085e+00
925 +1.411361495e-02 +1.411361495e-02 -5.233588639e+01 -5.233588639e+01 -9.0474e-01 -1.1489e+00 +2.5901e+00 -2.2763e+00 -1.4147e+00 +3.4870e+00 -3.8506e+00 +1.0392e-01 +2.7210e+00 -1.6216e+00 +3.0224e+00 -6.3965e-01 +3.5761e+00 -8.7512e-01 -1.9204e+00 +1.1720e+00 -1.1958e+00 +1.7087e+00 +3.1201e+00 -3.8312e+00
1009 +9.261338445e-03 +9.261338445e-03 -5.234073866e+01 -5.234073866e+01 -9.0893e-01 -1.1696e+00 +2.5728e+00 -2.2703e+00 -1.4802e+00 +3.4902e+00 -3.8658e+00 +1.0048e-01 +2.7449e+00 -1.6603e+00 +3.0231e+00 -6.3086e-01 +3.5706e+00 -8.8053e-01 -1.9215e+00 +1.1752e+00 -1.2300e+00 +1.7387e+00 +3.1547e+00 -3.8843e+00
1030 +6.083091224e-03 +6.083091224e-03 -5.234391691e+01 -5.234391691e+01 -9.0541e-01 -1.1737e+00 +2.5715e+00 -2.2632e+00 -1.4930e+00 +3.5082e+00 -3.8755e+00 +8.6893e-02 +2.8066e+00 -1.6992e+00 +3.0197e+00 -5.9980e-01 +3.5377e+00 -8.8046e-01 -1.9325e+00 +1.1645e+00 -1.2373e+00 +1.7433e+00 +3.1729e+00 -3.9313e+00
1114 +3.896942196e-03 +3.896942196e-03 -5.234610306e+01 -5.234610306e+01 -9.0127e-01 -1.2016e+00 +2.5619e+00 -2.2672e+00 -1.4973e+00 +3.5361e+00 -3.8883e+00 +6.5289e-02 +2.7820e+00 -1.6959e+00 +3.0245e+00 -5.9200e-01 +3.5279e+00 -8.7730e-01 -1.9320e+00 +1.1832e+00 -1.2217e+00 +1.7497e+00 +3.1734e+00 -3.9419e+00
1177 +2.206634722e-03 +2.206634722e-03 -5.234779337e+01 -5.234779337e+01 -8.8890e-01 -1.2532e+00 +2.5551e+00 -2.3010e+00 -1.4698e+00 +3.5737e+00 -3.9022e+00 +5.2146e-02 +2.7165e+00 -1.6401e+00 +2.9965e+00 -5.8660e-01 +3.5540e+00 -8.8089e-01 -1.9233e+00 +1.1997e+00 -1.1584e+00 +1.7511e+00 +3.1341e+00 -3.8947e+00
1240 +1.347776114e-03 +1.347776114e-03 -5.234865222e+01 -5.234865222e+01 -8.8750e-01 -1.2462e+00 +2.5581e+00 -2.3008e+00 -1.4810e+00 +3.5783e+00 -3.9038e+00 +4.7295e-02 +2.7433e+00 -1.6613e+00 +2.9961e+00 -5.7527e-01 +3.5429e+00 -8.8162e-01 -1.9247e+00 +1.1953e+00 -1.1624e+00 +1.7512e+00 +3.1386e+00 -3.9186e+00
1303 +8.253063080e-04 +8.253063080e-04 -5.234917469e+01 -5.234917469e+01 -8.8259e-01 -1.2442e+00 +2.5620e+00 -2.3096e+00 -1.4903e+00 +3.5924e+00 -3.9079e+00 +3.6995e-02 +2.7613e+00 -1.6778e+00 +2.9917e+00 -5.5996e-01 +3.5347e+00 -8.8346e-01 -1.9243e+00 +1.1945e+00 -1.1523e+00 +1.7495e+00 +3.1344e+00 -3.9403e+00
1366 +6.248898977e-04 +6.248898977e-04 -5.234937511e+01 -5.234937511e+01 -8.8128e-01 -1.2366e+00 +2.5643e+00 -2.3090e+00 -1.4993e+00 +3.5953e+00 -3.9090e+00 +3.2279e-02 +2.7861e+00 -1.6972e+00 +2.9940e+00 -5.4848e-01 +3.5212e+00 -8.8449e-01 -1.9275e+00 +1.1895e+00 -1.1558e+00 +1.7471e+00 +3.1398e+00 -3.9608e+00
1471 +3.656795644e-04 +3.656795644e-04 -5.234963432e+01 -5.234963432e+01 -8.7709e-01 -1.2426e+00 +2.5613e+00 -2.3187e+00 -1.5043e+00 +3.6025e+00 -3.9147e+00 +2.6097e-02 +2.7842e+00 -1.6994e+00 +2.9955e+00 -5.3940e-01 +3.5175e+00 -8.8648e-01 -1.9299e+00 +1.1909e+00 -1.1443e+00 +1.7466e+00 +3.1379e+00 -3.9642e+00
1639 +2.409535971e-04 +2.409535971e-04 -5.234975905e+01 -5.234975905e+01 -8.7637e-01 -1.2439e+00 +2.5608e+00 -2.3271e+00 -1.5125e+00 +3.5994e+00 -3.9111e+00 +2.6075e-02 +2.7787e+00 -1.7010e+00 +2.9960e+00 -5.3284e-01 +3.5173e+00 -8.8709e-01 -1.9308e+00 +1.1910e+00 -1.1411e+00 +1.7498e+00 +3.1353e+00 -3.9596e+00
1723 +1.572240116e-04 +1.572240116e-04 -5.234984278e+01 -5.234984278e+01 -8.7680e-01 -1.2485e+00 +2.5597e+00 -2.3288e+00 -1.5175e+00 +3.6007e+00 -3.9046e+00 +2.4620e-02 +2.7736e+00 -1.6993e+00 +3.0000e+00 -5.3064e-01 +3.5133e+00 -8.8184e-01 -1.9297e+00 +1.1957e+00 -1.1457e+00 +1.7558e+00 +3.1348e+00 -3.9572e+00
1786 +9.376597752e-05 +9.376597752e-05 -5.234990623e+01 -5.234990623e+01 -8.7477e-01 -1.2460e+00 +2.5606e+00 -2.3343e+00 -1.5183e+00 +3.6026e+00 -3.8993e+00 +2.0929e-02 +2.7735e+00 -1.7003e+00 +3.0076e+00 -5.2610e-01 +3.5057e+00 -8.7732e-01 -1.9304e+00 +1.1988e+00 -1.1436e+00 +1.7554e+00 +3.1316e+00 -3.9571e+00
1891 +6.270829425e-05 +6.270829425e-05 -5.234993729e+01 -5.234993729e+01 -8.7347e-01 -1.2456e+00 +2.5604e+00 -2.3389e+00 -1.5161e+00 +3.6035e+00 -3.8941e+00 +1.8457e-02 +2.7758e+00 -1.7001e+00 +3.0101e+00 -5.2281e-01 +3.5002e+00 -8.7381e-01 -1.9307e+00 +1.2006e+00 -1.1423e+00 +1.7576e+00 +3.1268e+00 -3.9539e+00
1975 +3.781976961e-05 +3.781976961e-05 -5.234996218e+01 -5.234996218e+01 -8.7229e-01 -1.2449e+00 +2.5594e+00 -2.3447e+00 -1.5160e+00 +3.6058e+00 -3.8938e+00 +1.5286e-02 +2.7794e+00 -1.7014e+00 +3.0102e+00 -5.2059e-01 +3.4975e+00 -8.7414e-01 -1.9318e+00 +1.2019e+00 -1.1403e+00 +1.7579e+00 +3.1229e+00 -3.9548e+00
2101 +2.229600506e-05 +2.229600506e-05 -5.234997770e+01 -5.234997770e+01 -8.7119e-01 -1.2454e+00 +2.5565e+00 -2.3502e+00 -1.5198e+00 +3.6083e+00 -3.8923e+00 +1.2716e-02 +2.7806e+00 -1.7041e+00 +3.0106e+00 -5.1882e-01 +3.4936e+00 -8.7526e-01 -1.9328e+00 +1.2046e+00 -1.1415e+00 +1.7615e+00 +3.1214e+00 -3.9546e+00
2143 +1.259037101e-05 +1.259037101e-05 -5.234998741e+01 -5.234998741e+01 -8.7010e-01 -1.2455e+00 +2.5553e+00 -2.3514e+00 -1.5205e+00 +3.6107e+00 -3.8911e+00 +1.2394e-02 +2.7787e+00 -1.7040e+00 +3.0111e+00 -5.1950e-01 +3.4917e+00 -8.7546e-01 -1.9323e+00 +1.2065e+00 -1.1418e+00 +1.7629e+00 +3.1212e+00 -3.9528e+00
2185 +9.864421486e-06 +9.864421486e-06 -5.234999014e+01 -5.234999014e+01 -8.6829e-01 -1.2460e+00 +2.5541e+00 -2.3547e+00 -1.5210e+00 +3.6142e+00 -3.8897e+00 +1.0140e-02 +2.7783e+00 -1.7049e+00 +3.0123e+00 -5.1761e-01 +3.4878e+00 -8.7506e-01 -1.9323e+00 +1.2086e+00 -1.1399e+00 +1.7644e+00 +3.1195e+00 -3.9520e+00
2416 +6.028202939e-06 +6.028202939e-06 -5.234999397e+01 -5.234999397e+01 -8.6628e-01 -1.2448e+00 +2.5533e+00 -2.3569e+00 -1.5211e+00 +3.6166e+00 -3.8889e+00 +8.5690e-03 +2.7819e+00 -1.7074e+00 +3.0131e+00 -5.1485e-01 +3.4843e+00 -8.7623e-01 -1.9326e+00 +1.2088e+00 -1.1382e+00 +1.7650e+00 +3.1174e+00 -3.9535e+00
5356 +3.799727416e-06 +3.799727416e-06 -5.234999620e+01 -5.234999620e+01 -8.7611e-01 -1.2430e+00 +2.5292e+00 -2.3628e+00 -1.5276e+00 +3.6254e+00 -3.8774e+00 +1.2518e-02 +2.7805e+00 -1.7038e+00 +3.0083e+00 -5.1583e-01 +3.4936e+00 -8.8246e-01 -1.9346e+00 +1.2095e+00 -1.1329e+00 +1.7733e+00 +3.1183e+00 -3.9535e+00
12265 +2.369322338e-06 +2.369322338e-06 -5.234999763e+01 -5.234999763e+01 -8.6761e-01 -1.2459e+00 +2.5401e+00 -2.3565e+00 -1.5255e+00 +3.6197e+00 -3.8816e+00 +9.9649e-03 +2.7808e+00 -1.7050e+00 +3.0123e+00 -5.1424e-01 +3.4943e+00 -8.8128e-01 -1.9327e+00 +1.2136e+00 -1.1351e+00 +1.7670e+00 +3.1169e+00 -3.9487e+00
% function evaluation | noise-free fitness - Fopt (-1.795400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.853812464e+02 +1.853812464e+02 +5.841246402e+00 +5.841246402e+00 -4.6373e+00 +1.5045e-01 -1.1667e+00 -1.5716e+00 -4.0413e+00 +1.6208e+00 +1.2622e+00 -2.2913e+00 -3.7491e+00 +9.1662e-01 -3.9321e+00 -1.9002e+00 +2.1640e+00 +1.0642e+00 +1.3117e+00 -2.3809e+00 -1.9816e+00 -1.9908e+00 -4.4308e-01 +4.7496e+00
22 +8.985253436e+01 +8.985253436e+01 -8.968746564e+01 -8.968746564e+01 -4.6196e+00 +3.5465e-01 -1.1400e+00 -7.7318e-01 -3.4325e+00 +1.6787e+00 +9.3653e-01 -1.2913e+00 -3.6688e+00 +1.3855e+00 -3.3061e+00 -1.4028e+00 +1.9797e+00 +1.0324e+00 +1.6421e+00 -2.5193e+00 -2.0070e+00 -2.4919e+00 -3.2611e-01 +5.2030e+00
64 +4.841107230e+01 +4.841107230e+01 -1.311289277e+02 -1.311289277e+02 -4.5684e+00 +7.1557e-01 -1.1965e+00 +2.1290e-01 -2.1063e+00 +1.6237e+00 +7.2839e-01 -4.0025e-01 -3.5420e+00 +1.9382e+00 -2.6978e+00 -7.0053e-01 +1.5455e+00 +1.9289e+00 +2.6550e+00 -2.6821e+00 -2.1949e+00 -2.3823e+00 -7.1885e-01 +4.9493e+00
106 +3.374008427e+01 +3.374008427e+01 -1.457999157e+02 -1.457999157e+02 -4.5062e+00 +1.2909e+00 -1.5503e+00 +1.2651e+00 -3.8845e-01 +1.3961e+00 +7.9841e-01 +4.4166e-01 -3.0941e+00 +2.6427e+00 -2.1537e+00 -1.0795e-01 +8.5487e-01 +2.5797e+00 +3.7011e+00 -2.7071e+00 -2.3231e+00 -1.7477e+00 -1.2434e+00 +4.3627e+00
169 +2.451715574e+01 +2.451715574e+01 -1.550228443e+02 -1.550228443e+02 -4.2867e+00 +2.1626e+00 -2.0428e+00 +2.6704e+00 +2.0070e+00 +1.0276e+00 +9.9909e-01 +1.5971e+00 -2.2879e+00 +3.6611e+00 -1.4433e+00 +6.9793e-01 -1.7202e-01 +3.3067e+00 +5.0283e+00 -2.6790e+00 -2.4469e+00 -7.5055e-01 -1.8469e+00 +3.4695e+00
232 +1.177792031e+01 +1.177792031e+01 -1.677620797e+02 -1.677620797e+02 -2.3022e+00 +2.9472e+00 -2.2560e+00 +2.2332e+00 +3.3445e+00 +5.7205e-02 +2.8224e+00 +1.1308e+00 +5.2483e-02 +4.0720e+00 -1.6651e+00 +8.1017e-01 -1.4279e+00 +2.1728e+00 +4.2940e+00 -1.2009e+00 -2.0445e+00 +1.7885e+00 -8.1692e-01 +1.3649e+00
253 +8.998885266e+00 +8.998885266e+00 -1.705411147e+02 -1.705411147e+02 -1.3859e+00 +3.2315e+00 -2.3559e+00 +1.9686e+00 +3.8552e+00 -3.8427e-01 +3.6482e+00 +9.0276e-01 +1.0701e+00 +4.1876e+00 -1.7826e+00 +8.2493e-01 -1.9401e+00 +1.6064e+00 +3.8709e+00 -4.9958e-01 -1.8633e+00 +2.8957e+00 -2.8280e-01 +4.4782e-01
379 +6.148706346e+00 +6.148706346e+00 -1.733912937e+02 -1.733912937e+02 -6.8095e-01 +2.6440e+00 -2.6219e+00 +1.3380e+00 +3.5018e+00 -5.8261e-01 +4.0326e+00 +9.5473e-01 +1.1654e+00 +3.3178e+00 -1.8799e+00 +4.5411e-01 -1.6286e+00 +1.0927e+00 +2.9371e+00 +2.9490e-01 -1.7082e+00 +3.1516e+00 +6.8438e-01 +1.4746e-01
400 +3.630238499e+00 +3.630238499e+00 -1.759097615e+02 -1.759097615e+02 -4.2081e-01 +1.6718e+00 -3.1406e+00 +1.1874e+00 +3.3214e+00 -5.7045e-01 +3.8092e+00 +1.8141e+00 +4.9764e-01 +2.1637e+00 -1.5786e+00 +1.7478e-01 -9.4862e-01 +1.1491e+00 +2.3837e+00 +8.5484e-01 -1.7126e+00 +2.7083e+00 +1.4793e+00 +3.3663e-01
463 +2.308771123e+00 +2.308771123e+00 -1.772312289e+02 -1.772312289e+02 -1.3823e-01 +1.3124e+00 -3.5079e+00 +1.3625e+00 +3.7092e+00 -6.6689e-01 +3.7858e+00 +2.4868e+00 +3.7167e-01 +1.7428e+00 -1.2776e+00 +1.8279e-01 -8.1790e-01 +1.2618e+00 +2.2878e+00 +1.2277e+00 -1.7221e+00 +2.7562e+00 +1.8466e+00 +1.8025e-01
505 +1.546162046e+00 +1.546162046e+00 -1.779938380e+02 -1.779938380e+02 +4.7277e-01 +1.2370e+00 -3.8500e+00 +1.6184e+00 +4.4799e+00 -9.3578e-01 +4.0732e+00 +3.0617e+00 +7.6555e-01 +1.6284e+00 -9.8845e-01 +2.9823e-01 -1.0616e+00 +1.2186e+00 +2.2248e+00 +1.7574e+00 -1.6662e+00 +3.3758e+00 +2.2125e+00 -4.4550e-01
568 +8.546900726e-01 +8.546900726e-01 -1.786853099e+02 -1.786853099e+02 +5.8988e-01 +1.0573e+00 -3.8444e+00 +2.4434e+00 +4.8770e+00 -8.5943e-01 +3.6727e+00 +3.7341e+00 +7.0890e-01 +1.9816e+00 -5.6884e-01 +4.6538e-01 -1.3217e+00 +1.4007e+00 +2.5314e+00 +1.5811e+00 -1.6455e+00 +3.7383e+00 +1.7835e+00 -9.1422e-01
631 +5.411077509e-01 +5.411077509e-01 -1.789988922e+02 -1.789988922e+02 +4.3898e-01 +8.4145e-01 -3.7197e+00 +2.5794e+00 +4.5544e+00 -6.9634e-01 +3.3627e+00 +3.8137e+00 +4.1386e-01 +1.9778e+00 -5.1381e-01 +4.1927e-01 -1.1963e+00 +1.4450e+00 +2.5223e+00 +1.3695e+00 -1.6461e+00 +3.5405e+00 +1.6075e+00 -7.9318e-01
673 +3.068860564e-01 +3.068860564e-01 -1.792331139e+02 -1.792331139e+02 +4.5489e-01 +8.4323e-01 -3.4549e+00 +2.5854e+00 +4.2173e+00 -6.2255e-01 +3.2984e+00 +3.5860e+00 +4.5726e-01 +2.1816e+00 -5.8768e-01 +4.0444e-01 -1.2820e+00 +1.2766e+00 +2.4267e+00 +1.2041e+00 -1.5854e+00 +3.6447e+00 +1.4485e+00 -8.7441e-01
694 +2.077493306e-01 +2.077493306e-01 -1.793322507e+02 -1.793322507e+02 +6.0046e-01 +7.4107e-01 -3.4661e+00 +2.5805e+00 +4.1968e+00 -6.5043e-01 +3.3303e+00 +3.6560e+00 +4.8676e-01 +2.1122e+00 -5.5153e-01 +3.9047e-01 -1.2891e+00 +1.1979e+00 +2.3080e+00 +1.3016e+00 -1.5517e+00 +3.7520e+00 +1.5525e+00 -9.9182e-01
736 +1.448938285e-01 +1.448938285e-01 -1.793951062e+02 -1.793951062e+02 +6.4220e-01 +7.3638e-01 -3.4424e+00 +2.4117e+00 +4.1056e+00 -6.6402e-01 +3.4304e+00 +3.5291e+00 +5.0513e-01 +2.0385e+00 -6.1744e-01 +3.8954e-01 -1.2690e+00 +1.1196e+00 +2.2107e+00 +1.3375e+00 -1.5357e+00 +3.7335e+00 +1.6610e+00 -9.4804e-01
778 +9.977006823e-02 +9.977006823e-02 -1.794402299e+02 -1.794402299e+02 +7.4430e-01 +5.9197e-01 -3.3009e+00 +2.1596e+00 +3.7592e+00 -6.2071e-01 +3.5103e+00 +3.3203e+00 +4.4447e-01 +1.9247e+00 -7.0622e-01 +3.9030e-01 -1.2382e+00 +9.0790e-01 +1.9670e+00 +1.3057e+00 -1.4705e+00 +3.7265e+00 +1.7961e+00 -9.1409e-01
862 +5.093475722e-02 +5.093475722e-02 -1.794890652e+02 -1.794890652e+02 +7.1740e-01 +5.4638e-01 -3.3282e+00 +2.2366e+00 +3.8321e+00 -5.7578e-01 +3.4695e+00 +3.4138e+00 +3.4888e-01 +1.9304e+00 -6.5265e-01 +4.7000e-01 -1.2662e+00 +9.6242e-01 +2.0577e+00 +1.2062e+00 -1.4776e+00 +3.7081e+00 +1.7439e+00 -8.9687e-01
883 +3.108984212e-02 +3.108984212e-02 -1.795089102e+02 -1.795089102e+02 +7.5969e-01 +5.0870e-01 -3.3351e+00 +2.2550e+00 +3.8717e+00 -5.6313e-01 +3.4992e+00 +3.4587e+00 +3.1771e-01 +1.9279e+00 -6.2045e-01 +5.4580e-01 -1.3141e+00 +9.4993e-01 +2.0807e+00 +1.1594e+00 -1.4635e+00 +3.7614e+00 +1.7535e+00 -9.3097e-01
925 +2.139039180e-02 +2.139039180e-02 -1.795186096e+02 -1.795186096e+02 +7.6667e-01 +5.2517e-01 -3.3360e+00 +2.2745e+00 +3.9046e+00 -5.7172e-01 +3.5354e+00 +3.4790e+00 +3.1723e-01 +1.9530e+00 -6.0284e-01 +5.9721e-01 -1.3563e+00 +9.5418e-01 +2.1180e+00 +1.1263e+00 -1.4572e+00 +3.8071e+00 +1.7455e+00 -9.5346e-01
988 +1.359608491e-02 +1.359608491e-02 -1.795264039e+02 -1.795264039e+02 +7.6006e-01 +5.5355e-01 -3.3695e+00 +2.3508e+00 +3.9722e+00 -5.7312e-01 +3.5567e+00 +3.5248e+00 +3.0877e-01 +2.0049e+00 -5.8089e-01 +6.3152e-01 -1.4071e+00 +9.9831e-01 +2.1998e+00 +1.0840e+00 -1.4640e+00 +3.8321e+00 +1.7166e+00 -9.7259e-01
1030 +9.212337095e-03 +9.212337095e-03 -1.795307877e+02 -1.795307877e+02 +7.5742e-01 +5.3427e-01 -3.3929e+00 +2.3704e+00 +3.9663e+00 -5.6254e-01 +3.5554e+00 +3.5520e+00 +2.7437e-01 +2.0050e+00 -5.7293e-01 +6.3578e-01 -1.3909e+00 +1.0165e+00 +2.2291e+00 +1.0676e+00 -1.4704e+00 +3.8193e+00 +1.7319e+00 -9.6100e-01
1093 +5.154081907e-03 +5.154081907e-03 -1.795348459e+02 -1.795348459e+02 +7.7514e-01 +5.1117e-01 -3.3960e+00 +2.3557e+00 +3.9023e+00 -5.4662e-01 +3.5773e+00 +3.5353e+00 +2.3439e-01 +2.0096e+00 -5.8930e-01 +6.4466e-01 -1.3894e+00 +1.0082e+00 +2.2234e+00 +1.0452e+00 -1.4632e+00 +3.8193e+00 +1.7788e+00 -9.4837e-01
