% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1471 +9.072806312e-01 +9.072806312e-01 +7.717728063e+01 +7.717728063e+01 -8.8046e-01 -3.3531e+00 -1.3298e+00 +9.9681e-01 -1.9877e+00 -2.3514e+00 -5.3501e-01 +1.4001e+00 -1.3180e+00 +2.9573e+00 +2.6062e+00 -2.4245e+00 -2.8595e+00 +3.4644e+00 -1.7917e+00 -1.8071e+00 +1.2428e+00 -3.2742e+00 +7.5801e-01 -1.8396e+00
1492 +5.637433374e-01 +5.637433374e-01 +7.683374334e+01 +7.683374334e+01 -1.0740e+00 -3.1895e+00 -1.3693e+00 +7.6880e-01 -2.0244e+00 -2.5066e+00 -5.9626e-01 +1.2916e+00 -1.1430e+00 +3.1186e+00 +2.4759e+00 -2.4075e+00 -2.8542e+00 +3.5497e+00 -2.0503e+00 -1.6078e+00 +1.2038e+00 -3.3577e+00 +5.9877e-01 -2.0997e+00
1534 +2.422191683e-01 +2.422191683e-01 +7.651221917e+01 +7.651221917e+01 -9.4761e-01 -3.2915e+00 -1.1550e+00 +5.0776e-01 -1.7751e+00 -2.3478e+00 -5.3021e-01 +1.2525e+00 -1.0902e+00 +2.8800e+00 +2.4750e+00 -2.4740e+00 -2.5596e+00 +3.3919e+00 -2.0854e+00 -1.7763e+00 +1.0545e+00 -3.2212e+00 +4.4958e-01 -1.8580e+00
1597 +1.449948991e-01 +1.449948991e-01 +7.641499490e+01 +7.641499490e+01 -1.0083e+00 -3.1284e+00 -1.2888e+00 +5.5592e-01 -1.8859e+00 -2.3882e+00 -7.1615e-01 +1.2561e+00 -9.3101e-01 +2.9157e+00 +2.3893e+00 -2.4148e+00 -2.6879e+00 +3.2967e+00 -2.2114e+00 -1.5946e+00 +1.1546e+00 -3.2036e+00 +5.2377e-01 -1.9835e+00
4306 +8.230710087e-02 +8.230710087e-02 +7.635230710e+01 +7.635230710e+01 -8.7200e-01 -3.1125e+00 -1.2815e+00 +6.1604e-01 -1.7272e+00 -2.2212e+00 -6.4997e-01 +1.3802e+00 -1.0098e+00 +2.7475e+00 +2.3598e+00 -2.2746e+00 -2.7238e+00 +3.2082e+00 -2.0569e+00 -1.6410e+00 +1.2872e+00 -3.1815e+00 +4.5517e-01 -2.0048e+00
4327 +4.813318471e-02 +4.813318471e-02 +7.631813318e+01 +7.631813318e+01 -8.7580e-01 -3.0994e+00 -1.2567e+00 +6.0216e-01 -1.7206e+00 -2.1982e+00 -6.2392e-01 +1.3644e+00 -1.0071e+00 +2.7553e+00 +2.3216e+00 -2.2761e+00 -2.7118e+00 +3.2397e+00 -2.0461e+00 -1.6281e+00 +1.3149e+00 -3.2009e+00 +4.5230e-01 -1.9815e+00
4348 +3.062231973e-02 +3.062231973e-02 +7.630062232e+01 +7.630062232e+01 -9.0212e-01 -3.1157e+00 -1.2419e+00 +5.8908e-01 -1.7246e+00 -2.1957e+00 -6.2552e-01 +1.3593e+00 -9.9781e-01 +2.7355e+00 +2.3154e+00 -2.2989e+00 -2.7024e+00 +3.2828e+00 -2.0529e+00 -1.6338e+00 +1.3340e+00 -3.1889e+00 +4.3185e-01 -1.9949e+00
4369 +2.039025961e-02 +2.039025961e-02 +7.629039026e+01 +7.629039026e+01 -9.3289e-01 -3.1461e+00 -1.2136e+00 +5.5016e-01 -1.7376e+00 -2.2104e+00 -6.2415e-01 +1.3360e+00 -9.7856e-01 +2.7302e+00 +2.2924e+00 -2.3398e+00 -2.6872e+00 +3.3417e+00 -2.0688e+00 -1.6543e+00 +1.3482e+00 -3.1981e+00 +4.1066e-01 -1.9967e+00
4432 +1.543653723e-02 +1.543653723e-02 +7.628543654e+01 +7.628543654e+01 -9.2054e-01 -3.1545e+00 -1.2367e+00 +5.6029e-01 -1.7439e+00 -2.2353e+00 -6.4478e-01 +1.3465e+00 -9.8187e-01 +2.7352e+00 +2.3228e+00 -2.3344e+00 -2.6995e+00 +3.3023e+00 -2.0777e+00 -1.6668e+00 +1.3159e+00 -3.1919e+00 +4.2088e-01 -2.0081e+00
10585 +8.808045036e-03 +8.808045036e-03 +7.627880805e+01 +7.627880805e+01 -9.2008e-01 -3.1582e+00 -1.2393e+00 +5.2315e-01 -1.7812e+00 -2.2447e+00 -6.5090e-01 +1.2675e+00 -9.9074e-01 +2.7539e+00 +2.3632e+00 -2.3648e+00 -2.6467e+00 +3.3050e+00 -2.0416e+00 -1.6316e+00 +1.2673e+00 -3.1866e+00 +4.3215e-01 -2.0496e+00
10606 +5.283077968e-03 +5.283077968e-03 +7.627528308e+01 +7.627528308e+01 -9.2770e-01 -3.1557e+00 -1.2471e+00 +5.3069e-01 -1.7779e+00 -2.2485e+00 -6.4870e-01 +1.2684e+00 -9.9359e-01 +2.7509e+00 +2.3599e+00 -2.3651e+00 -2.6533e+00 +3.3034e+00 -2.0503e+00 -1.6290e+00 +1.2594e+00 -3.1958e+00 +4.3547e-01 -2.0466e+00
10669 +3.877469492e-03 +3.877469492e-03 +7.627387747e+01 +7.627387747e+01 -9.3407e-01 -3.1553e+00 -1.2463e+00 +5.4173e-01 -1.7713e+00 -2.2426e+00 -6.5305e-01 +1.2681e+00 -9.9276e-01 +2.7527e+00 +2.3590e+00 -2.3612e+00 -2.6632e+00 +3.3052e+00 -2.0658e+00 -1.6283e+00 +1.2471e+00 -3.2012e+00 +4.4477e-01 -2.0486e+00
36772 +2.492618390e-03 +2.492618390e-03 +7.627249262e+01 +7.627249262e+01 -9.3422e-01 -3.1730e+00 -1.2343e+00 +5.4225e-01 -1.7509e+00 -2.2295e+00 -6.6371e-01 +1.2974e+00 -9.9593e-01 +2.7648e+00 +2.3507e+00 -2.3557e+00 -2.6595e+00 +3.3067e+00 -2.0740e+00 -1.6153e+00 +1.2680e+00 -3.2184e+00 +4.1453e-01 -2.0434e+00
36982 +1.583999552e-03 +1.583999552e-03 +7.627158400e+01 +7.627158400e+01 -9.3990e-01 -3.1668e+00 -1.2450e+00 +5.4514e-01 -1.7441e+00 -2.2313e+00 -6.5130e-01 +1.2860e+00 -9.9926e-01 +2.7612e+00 +2.3430e+00 -2.3602e+00 -2.6625e+00 +3.3127e+00 -2.0786e+00 -1.6310e+00 +1.2745e+00 -3.2050e+00 +4.0722e-01 -2.0474e+00
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.128598765e+06 +4.128598765e+06 +4.128576215e+06 +4.128576215e+06 +3.8727e+00 -3.6601e+00 +4.6268e+00 +4.8759e+00 -1.5868e+00 -3.8971e+00 -1.0892e+00 -2.4651e+00 -2.0893e+00 +2.3771e+00 -3.9726e+00 +6.6663e-01 +3.7613e+00 -3.1323e-01 -4.8927e+00 +2.4107e+00 +4.9010e-02 +4.8845e+00 -2.1342e+00 -2.7598e+00
22 +4.119265174e+05 +4.119265174e+05 +4.119039674e+05 +4.119039674e+05 +4.4963e+00 -4.0994e+00 +3.9741e+00 +5.8331e+00 -7.3182e-01 -3.0624e+00 -8.8081e-01 -3.2610e+00 -2.0622e+00 +2.2146e+00 -3.3923e+00 +2.1582e-01 +3.7399e+00 +6.8677e-01 -4.6391e+00 +2.7125e+00 -2.1711e-01 +4.7952e+00 -1.1702e+00 -2.5979e+00
43 +8.344420871e+04 +8.344420871e+04 +8.342165871e+04 +8.342165871e+04 +4.2864e+00 -3.9515e+00 +4.1938e+00 +5.5109e+00 -1.0196e+00 -3.3434e+00 -9.5097e-01 -2.9931e+00 -2.0713e+00 +2.2693e+00 -3.5877e+00 +3.6758e-01 +3.7471e+00 +3.5012e-01 -4.7245e+00 +2.6109e+00 -1.2751e-01 +4.8252e+00 -1.4947e+00 -2.6524e+00
64 +7.338281663e+02 +7.338281663e+02 +7.112781663e+02 +7.112781663e+02 +4.3501e+00 -3.9964e+00 +4.1271e+00 +5.6088e+00 -9.3219e-01 -3.2580e+00 -9.2965e-01 -3.0745e+00 -2.0685e+00 +2.2527e+00 -3.5283e+00 +3.2148e-01 +3.7449e+00 +4.5239e-01 -4.6986e+00 +2.6417e+00 -1.5473e-01 +4.8161e+00 -1.3961e+00 -2.6358e+00
85 +3.464498554e+02 +3.464498554e+02 +3.238998554e+02 +3.238998554e+02 +4.3540e+00 -3.9991e+00 +4.1231e+00 +5.6146e+00 -9.2693e-01 -3.2529e+00 -9.2837e-01 -3.0794e+00 -2.0683e+00 +2.2517e+00 -3.5248e+00 +3.1871e-01 +3.7448e+00 +4.5853e-01 -4.6970e+00 +2.6436e+00 -1.5636e-01 +4.8155e+00 -1.3902e+00 -2.6348e+00
442 +1.234090103e+02 +1.234090103e+02 +1.008590103e+02 +1.008590103e+02 +3.3631e+00 -1.7946e+00 +3.3716e+00 +2.3105e+00 +3.9416e-01 -2.3130e+00 -2.2428e-02 -3.5318e+00 -4.0895e-01 +1.8580e+00 -2.1976e+00 +6.2063e-01 +3.5171e+00 -1.1156e-01 -2.4893e+00 +1.2937e+00 +1.2799e+00 +1.7515e+00 -9.1463e-02 -6.2706e-01
463 +4.460844724e+01 +4.460844724e+01 +2.205844724e+01 +2.205844724e+01 +2.6576e+00 -2.2467e-01 +2.8361e+00 -4.2420e-02 +1.3354e+00 -1.6432e+00 +6.2288e-01 -3.8544e+00 +7.7292e-01 +1.5775e+00 -1.2521e+00 +8.3549e-01 +3.3550e+00 -5.1720e-01 -9.1675e-01 +3.3235e-01 +2.3027e+00 -4.3075e-01 +8.3391e-01 +8.0299e-01
484 +3.729023597e+01 +3.729023597e+01 +1.474023597e+01 +1.474023597e+01 +1.3147e+00 +2.7629e+00 +1.8177e+00 -4.5202e+00 +3.1258e+00 -3.6931e-01 +1.8506e+00 -4.4677e+00 +3.0218e+00 +1.0440e+00 +5.4661e-01 +1.2446e+00 +3.0465e+00 -1.2897e+00 +2.0753e+00 -1.4971e+00 +4.2491e+00 -4.5832e+00 +2.5941e+00 +3.5240e+00
505 +1.707270524e+01 +1.707270524e+01 -5.477294761e+00 -5.477294761e+00 +1.8773e+00 +1.5112e+00 +2.2443e+00 -2.6442e+00 +2.3758e+00 -9.0294e-01 +1.3363e+00 -4.2108e+00 +2.0796e+00 +1.2675e+00 -2.0691e-01 +1.0732e+00 +3.1757e+00 -9.6601e-01 +8.2179e-01 -7.3061e-01 +3.4336e+00 -2.8435e+00 +1.8567e+00 +2.3840e+00
547 +1.558599070e+01 +1.558599070e+01 -6.964009302e+00 -6.964009302e+00 +1.9664e+00 +1.3133e+00 +2.3117e+00 -2.3474e+00 +2.2573e+00 -9.8723e-01 +1.2550e+00 -4.1703e+00 +1.9307e+00 +1.3028e+00 -3.2599e-01 +1.0460e+00 +3.1961e+00 -9.1470e-01 +6.2359e-01 -6.0936e-01 +3.3046e+00 -2.5685e+00 +1.7402e+00 +2.2038e+00
904 +9.026627427e+00 +9.026627427e+00 -1.352337257e+01 -1.352337257e+01 +2.1135e+00 +1.8442e+00 +2.4552e+00 -2.2261e+00 +2.0345e+00 -1.1447e+00 +1.2266e+00 -4.2442e+00 +2.0032e+00 +6.7315e-01 -2.4374e-02 +9.3397e-01 +3.1918e+00 -6.9900e-01 +2.2370e-01 -2.0459e-01 +3.4157e+00 -2.8276e+00 +1.5700e+00 +2.1527e+00
967 +4.899287074e+00 +4.899287074e+00 -1.765071293e+01 -1.765071293e+01 +2.2670e+00 +2.5208e+00 +2.6090e+00 -2.1527e+00 +1.7988e+00 -1.3112e+00 +1.2125e+00 -4.3418e+00 +2.1247e+00 -8.2123e-02 +3.6191e-01 +8.0739e-01 +3.1817e+00 -4.5505e-01 -2.0332e-01 +2.4672e-01 +3.5781e+00 -3.2005e+00 +1.3962e+00 +2.1351e+00
1009 +3.875559812e+00 +3.875559812e+00 -1.867444019e+01 -1.867444019e+01 +2.3505e+00 +2.9350e+00 +2.6946e+00 -2.1324e+00 +1.6688e+00 -1.4030e+00 +1.2103e+00 -4.4022e+00 +2.2077e+00 -5.3002e-01 +5.9866e-01 +7.3496e-01 +3.1742e+00 -3.1538e-01 -4.3984e-01 +5.0337e-01 +3.6838e+00 -3.4415e+00 +1.3026e+00 +2.1386e+00
1408 +2.051870526e+00 +2.051870526e+00 -2.049812947e+01 -2.049812947e+01 +2.4658e+00 +2.9092e+00 +2.6434e+00 -2.1518e+00 +1.6084e+00 -1.3846e+00 +9.7793e-01 -4.2654e+00 +2.1681e+00 -5.8650e-01 +7.7389e-01 +6.5544e-01 +3.1530e+00 -2.6975e-01 -7.4360e-01 +8.3954e-01 +3.4881e+00 -3.4651e+00 +1.1593e+00 +1.9200e+00
1429 +1.482808481e+00 +1.482808481e+00 -2.106719152e+01 -2.106719152e+01 +2.4499e+00 +2.6662e+00 +2.5725e+00 -2.1860e+00 +1.6710e+00 -1.3201e+00 +9.0626e-01 -4.1862e+00 +2.1136e+00 -3.4229e-01 +6.9812e-01 +6.7340e-01 +3.1494e+00 -3.4010e-01 -6.9435e-01 +7.9298e-01 +3.3675e+00 -3.3447e+00 +1.1730e+00 +1.8548e+00
1492 +3.527608287e-01 +3.527608287e-01 -2.219723917e+01 -2.219723917e+01 +2.4823e+00 +2.5759e+00 +2.3491e+00 -2.5827e+00 +1.7969e+00 -1.1277e+00 +6.1274e-01 -3.9628e+00 +2.1666e+00 -1.7573e-01 +9.7294e-01 +6.2081e-01 +3.0947e+00 -4.1856e-01 -8.1140e-01 +1.0416e+00 +3.1190e+00 -3.5457e+00 +1.1327e+00 +1.6974e+00
1555 +2.052067673e-01 +2.052067673e-01 -2.234479323e+01 -2.234479323e+01 +2.4948e+00 +2.5620e+00 +2.2728e+00 -2.7259e+00 +1.8385e+00 -1.0622e+00 +5.1149e-01 -3.8874e+00 +2.1905e+00 -1.3339e-01 +1.0791e+00 +6.0046e-01 +3.0750e+00 -4.4219e-01 -8.5689e-01 +1.1351e+00 +3.0381e+00 -3.6290e+00 +1.1174e+00 +1.6457e+00
1597 +1.506841604e-01 +1.506841604e-01 -2.239931584e+01 -2.239931584e+01 +2.5019e+00 +2.6211e+00 +2.2718e+00 -2.7537e+00 +1.8330e+00 -1.0622e+00 +5.0440e-01 -3.8887e+00 +2.2107e+00 -1.8549e-01 +1.1255e+00 +5.9077e-01 +3.0709e+00 -4.3021e-01 -8.8091e-01 +1.1705e+00 +3.0488e+00 -3.6812e+00 +1.1101e+00 +1.6496e+00
7183 +5.128144906e-02 +5.128144906e-02 -2.249871855e+01 -2.249871855e+01 +2.5500e+00 +2.5108e+00 +2.5150e+00 -2.8521e+00 +1.8223e+00 -9.8411e-01 +4.8962e-01 -3.9485e+00 +2.3270e+00 -1.5416e-02 +1.2493e+00 +5.9404e-01 +3.0758e+00 -4.2726e-01 -1.0192e+00 +1.2227e+00 +3.0794e+00 -3.6028e+00 +1.1829e+00 +1.5837e+00
7204 +3.364543298e-02 +3.364543298e-02 -2.251635457e+01 -2.251635457e+01 +2.5352e+00 +2.5064e+00 +2.4979e+00 -2.8078e+00 +1.8595e+00 -1.0023e+00 +4.9310e-01 -3.9139e+00 +2.3520e+00 -3.8837e-02 +1.1914e+00 +5.9204e-01 +3.0566e+00 -4.0568e-01 -1.0299e+00 +1.1918e+00 +3.1188e+00 -3.5812e+00 +1.1837e+00 +1.5463e+00
14638 +1.417603748e-02 +1.417603748e-02 -2.253582396e+01 -2.253582396e+01 +2.5447e+00 +2.5814e+00 +2.5006e+00 -2.7141e+00 +1.8822e+00 -1.0367e+00 +4.9858e-01 -3.9539e+00 +2.3592e+00 -4.3986e-02 +1.1566e+00 +6.5706e-01 +2.9467e+00 -4.4173e-01 -1.0391e+00 +1.1295e+00 +3.1648e+00 -3.6586e+00 +1.1945e+00 +1.6315e+00
14869 +9.894509124e-03 +9.894509124e-03 -2.254010549e+01 -2.254010549e+01 +2.5415e+00 +2.5785e+00 +2.4956e+00 -2.7133e+00 +1.8605e+00 -1.0269e+00 +5.0348e-01 -3.9494e+00 +2.3606e+00 -4.4915e-02 +1.1620e+00 +6.6429e-01 +2.9341e+00 -4.3660e-01 -1.0276e+00 +1.1193e+00 +3.1530e+00 -3.6543e+00 +1.1982e+00 +1.6178e+00
148996 +5.334624026e-03 +5.334624026e-03 -2.254466538e+01 -2.254466538e+01 +2.5809e+00 +2.5762e+00 +2.5015e+00 -2.7308e+00 +1.8716e+00 -1.0318e+00 +5.0335e-01 -3.9369e+00 +2.3361e+00 -3.8166e-02 +1.1743e+00 +6.2143e-01 +2.9860e+00 -4.4348e-01 -1.0126e+00 +1.1327e+00 +3.1298e+00 -3.7104e+00 +1.1706e+00 +1.5595e+00
% function evaluation | noise-free fitness - Fopt (1.366000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.913955321e+04 +5.913955321e+04 +5.915321321e+04 +5.915321321e+04 -9.2062e-01 +2.6702e+00 +4.8579e+00 -4.3644e+00 +7.3811e-01 +9.9105e-03 +1.4763e+00 +4.2182e+00 -1.0664e-01 +3.4447e+00 -3.6456e+00 -1.9338e+00 +4.6111e+00 -2.8938e+00 +3.3266e+00 +4.1874e+00 +4.0324e+00 +3.2299e-01 -4.8996e+00 -1.9650e+00
43 +3.483078950e+03 +3.483078950e+03 +3.496738950e+03 +3.496738950e+03 -9.2235e-01 +2.6319e+00 +4.9020e+00 -4.3531e+00 +7.0447e-01 +6.2128e-02 +1.4653e+00 +4.2699e+00 -1.2006e-01 +3.4036e+00 -3.6787e+00 -1.8899e+00 +4.6723e+00 -2.9152e+00 +3.2266e+00 +4.2233e+00 +4.0091e+00 +3.2725e-01 -4.8479e+00 -1.9106e+00
64 +3.569679240e+02 +3.569679240e+02 +3.706279240e+02 +3.706279240e+02 -9.2286e-01 +2.6207e+00 +4.9150e+00 -4.3498e+00 +6.9458e-01 +7.7478e-02 +1.4621e+00 +4.2851e+00 -1.2400e-01 +3.3915e+00 -3.6884e+00 -1.8770e+00 +4.6903e+00 -2.9215e+00 +3.1972e+00 +4.2339e+00 +4.0023e+00 +3.2850e-01 -4.8328e+00 -1.8946e+00
421 +1.853961355e+02 +1.853961355e+02 +1.990561355e+02 +1.990561355e+02 -7.0701e-01 +1.6868e+00 +4.0722e+00 -3.0959e+00 -2.1203e-01 -2.4504e-01 +2.1762e+00 +2.5745e+00 -2.6044e-01 +1.7585e+00 -3.2539e+00 -4.7112e-01 +2.4084e+00 -2.4129e+00 +3.0794e+00 +3.6306e+00 +2.0586e+00 -7.3435e-01 -3.0814e+00 -2.2169e+00
442 +4.234523676e+01 +4.234523676e+01 +5.600523676e+01 +5.600523676e+01 -2.9766e-01 -8.6768e-02 +2.4759e+00 -7.1663e-01 -1.9336e+00 -8.5402e-01 +3.5303e+00 -6.6758e-01 -5.1997e-01 -1.3416e+00 -2.4314e+00 +2.1981e+00 -1.9170e+00 -1.4493e+00 +2.8505e+00 +2.4880e+00 -1.6298e+00 -2.7503e+00 +2.4361e-01 -2.8252e+00
463 +3.727696109e+01 +3.727696109e+01 +5.093696109e+01 +5.093696109e+01 -2.0116e-01 -5.0476e-01 +2.0995e+00 -1.5583e-01 -2.3394e+00 -9.9764e-01 +3.8495e+00 -1.4319e+00 -5.8113e-01 -2.0722e+00 -2.2375e+00 +2.8272e+00 -2.9366e+00 -1.2221e+00 +2.7967e+00 +2.2187e+00 -2.4991e+00 -3.2255e+00 +1.0273e+00 -2.9687e+00
862 +2.291777061e+01 +2.291777061e+01 +3.657777061e+01 +3.657777061e+01 +5.4355e-02 +3.8630e-02 +1.9908e+00 +5.4893e-01 -2.3355e+00 -1.0640e+00 +4.2240e+00 -3.0722e+00 -5.9497e-02 -3.7259e+00 -2.1752e+00 +3.6650e+00 -3.9546e+00 -7.8224e-01 +2.2969e+00 +1.5045e+00 -4.2178e+00 -4.0501e+00 +1.0875e+00 -2.5577e+00
883 +1.371200674e+01 +1.371200674e+01 +2.737200674e+01 +2.737200674e+01 +6.0592e-03 +6.0655e-01 +2.3725e+00 +9.8641e-02 -1.8980e+00 -9.2355e-01 +3.9618e+00 -2.6061e+00 +1.1972e-01 -3.2993e+00 -2.3706e+00 +3.1703e+00 -3.0782e+00 -9.3122e-01 +2.2455e+00 +1.6393e+00 -3.6560e+00 -3.7179e+00 +2.5735e-01 -2.3135e+00
904 +4.302379194e+00 +4.302379194e+00 +1.796237919e+01 +1.796237919e+01 +4.6452e-02 +1.5541e+00 +2.8193e+00 -1.9735e-01 -1.3344e+00 -7.6971e-01 +3.7750e+00 -2.6648e+00 +5.5912e-01 -3.4143e+00 -2.5967e+00 +2.8706e+00 -2.3603e+00 -9.4629e-01 +1.9792e+00 +1.5262e+00 -3.6232e+00 -3.6217e+00 -7.8511e-01 -1.8350e+00
925 +3.661113924e+00 +3.661113924e+00 +1.732111392e+01 +1.732111392e+01 +1.9845e-01 +2.8508e+00 +3.2789e+00 -2.3836e-01 -6.9612e-01 -6.2349e-01 +3.7199e+00 -3.4140e+00 +1.2727e+00 -4.2326e+00 -2.8261e+00 +2.8808e+00 -1.9729e+00 -7.8022e-01 +1.4702e+00 +1.1011e+00 -4.3016e+00 -3.8563e+00 -1.9377e+00 -1.1232e+00
946 +1.844569631e+00 +1.844569631e+00 +1.550456963e+01 +1.550456963e+01 +1.5426e-01 +2.2670e+00 +3.0339e+00 -1.2866e-01 -1.0168e+00 -7.0545e-01 +3.7949e+00 -3.2444e+00 +9.7954e-01 -4.0299e+00 -2.7028e+00 +2.9815e+00 -2.2965e+00 -8.0820e-01 +1.6631e+00 +1.2247e+00 -4.1774e+00 -3.8425e+00 -1.3501e+00 -1.4294e+00
1387 +1.513832566e+00 +1.513832566e+00 +1.517383257e+01 +1.517383257e+01 +1.6196e-01 +2.1961e+00 +2.9944e+00 -1.2683e-01 -1.0784e+00 -6.9463e-01 +3.7677e+00 -3.1509e+00 +9.3334e-01 -3.9113e+00 -2.6788e+00 +2.9499e+00 -2.2721e+00 -8.0936e-01 +1.6709e+00 +1.2917e+00 -4.0254e+00 -3.7983e+00 -1.3477e+00 -1.4718e+00
1618 +5.906154667e-01 +5.906154667e-01 +1.425061547e+01 +1.425061547e+01 +3.0602e-01 +2.0765e+00 +2.7661e+00 +1.2698e-01 -1.3813e+00 -6.4462e-01 +3.7391e+00 -3.2459e+00 +9.0441e-01 -3.8749e+00 -2.5380e+00 +3.0643e+00 -2.4597e+00 -6.5063e-01 +1.5018e+00 +1.3926e+00 -3.8111e+00 -3.8518e+00 -1.3959e+00 -1.5169e+00
1639 +3.283650326e-01 +3.283650326e-01 +1.398836503e+01 +1.398836503e+01 +3.9142e-01 +2.0867e+00 +2.6703e+00 +2.6180e-01 -1.5061e+00 -6.1065e-01 +3.7229e+00 -3.3445e+00 +9.3052e-01 -3.9080e+00 -2.4760e+00 +3.1291e+00 -2.5423e+00 -5.5585e-01 +1.3827e+00 +1.4192e+00 -3.7431e+00 -3.8967e+00 -1.4839e+00 -1.5000e+00
