% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1576 +4.865180505e+00 +4.865180505e+00 +8.113518051e+01 +8.113518051e+01 -1.2921e+00 -3.3265e+00 -1.4989e+00 +3.8415e-01 -1.8606e+00 -2.3087e+00 -1.3214e+00 +7.1316e-01 -1.0843e+00 +2.3821e+00 +2.4270e+00 -2.4321e+00 -3.1731e+00 +3.6965e+00 -1.6871e+00 -1.5249e+00 +1.6360e+00 -3.0731e+00 +7.7984e-01 -3.2158e+00
1597 +2.316115249e+00 +2.316115249e+00 +7.858611525e+01 +7.858611525e+01 -1.1515e+00 -3.1343e+00 -1.4069e+00 +2.5975e-01 -1.9096e+00 -2.3807e+00 -8.9306e-01 +7.8745e-01 -1.2226e+00 +2.7676e+00 +2.2588e+00 -2.4101e+00 -3.2162e+00 +3.7733e+00 -1.9016e+00 -1.6286e+00 +1.8880e+00 -3.3500e+00 +7.4784e-01 -2.8696e+00
3130 +1.084077793e+00 +1.084077793e+00 +7.735407779e+01 +7.735407779e+01 -1.1520e+00 -3.0299e+00 -1.2739e+00 +6.0485e-01 -1.8673e+00 -2.3766e+00 -5.5108e-01 +1.1157e+00 -1.0527e+00 +2.8187e+00 +2.2197e+00 -2.3907e+00 -2.7313e+00 +3.3487e+00 -2.2503e+00 -1.6673e+00 +1.3947e+00 -3.6881e+00 +9.3757e-01 -2.3827e+00
3151 +7.356169014e-01 +7.356169014e-01 +7.700561690e+01 +7.700561690e+01 -1.2352e+00 -3.2039e+00 -1.2509e+00 +3.9257e-01 -1.7919e+00 -2.4560e+00 -6.0846e-01 +1.0225e+00 -9.5093e-01 +2.8526e+00 +2.0783e+00 -2.3338e+00 -2.6891e+00 +3.1521e+00 -2.0344e+00 -1.7251e+00 +1.3484e+00 -3.3144e+00 +9.8021e-01 -2.2447e+00
3718 +4.563073013e-01 +4.563073013e-01 +7.672630730e+01 +7.672630730e+01 -1.2025e+00 -3.1531e+00 -1.2524e+00 +4.6049e-01 -1.7875e+00 -2.3433e+00 -6.1471e-01 +1.1334e+00 -9.5945e-01 +2.8491e+00 +2.1368e+00 -2.3272e+00 -2.6811e+00 +3.1887e+00 -2.0343e+00 -1.6410e+00 +1.3006e+00 -3.3455e+00 +8.8951e-01 -2.1979e+00
3739 +3.132190980e-01 +3.132190980e-01 +7.658321910e+01 +7.658321910e+01 -1.1665e+00 -3.1603e+00 -1.2470e+00 +4.6131e-01 -1.7557e+00 -2.2871e+00 -6.3349e-01 +1.1918e+00 -9.4966e-01 +2.8462e+00 +2.1744e+00 -2.3172e+00 -2.6632e+00 +3.1855e+00 -1.9965e+00 -1.6167e+00 +1.2637e+00 -3.2528e+00 +7.7624e-01 -2.1193e+00
3760 +2.058051328e-01 +2.058051328e-01 +7.647580513e+01 +7.647580513e+01 -1.0953e+00 -3.1697e+00 -1.2377e+00 +4.6778e-01 -1.6995e+00 -2.1882e+00 -6.6527e-01 +1.2964e+00 -9.3629e-01 +2.8386e+00 +2.2491e+00 -2.3024e+00 -2.6322e+00 +3.1876e+00 -1.9376e+00 -1.5773e+00 +1.2017e+00 -3.0934e+00 +5.6555e-01 -1.9821e+00
3802 +8.169255160e-02 +8.169255160e-02 +7.635169255e+01 +7.635169255e+01 -1.0791e+00 -3.1158e+00 -1.2464e+00 +5.3103e-01 -1.7312e+00 -2.1828e+00 -6.4225e-01 +1.3057e+00 -9.7044e-01 +2.8287e+00 +2.2819e+00 -2.3231e+00 -2.6502e+00 +3.2489e+00 -2.0153e+00 -1.5697e+00 +1.2279e+00 -3.2321e+00 +5.8381e-01 -2.0472e+00
3823 +5.392982598e-02 +5.392982598e-02 +7.632392983e+01 +7.632392983e+01 -1.0477e+00 -3.0961e+00 -1.2476e+00 +5.5954e-01 -1.7285e+00 -2.1586e+00 -6.4029e-01 +1.3345e+00 -9.8355e-01 +2.8207e+00 +2.3203e+00 -2.3302e+00 -2.6499e+00 +3.2792e+00 -2.0371e+00 -1.5627e+00 +1.2263e+00 -3.2460e+00 +5.2756e-01 -2.0390e+00
3907 +3.190084551e-02 +3.190084551e-02 +7.630190085e+01 +7.630190085e+01 -1.0286e+00 -3.1005e+00 -1.2476e+00 +5.5665e-01 -1.7251e+00 -2.1813e+00 -6.3717e-01 +1.3173e+00 -9.9166e-01 +2.8141e+00 +2.3346e+00 -2.3393e+00 -2.6517e+00 +3.2920e+00 -2.0552e+00 -1.5920e+00 +1.2433e+00 -3.2374e+00 +5.0381e-01 -2.0454e+00
3949 +2.250248058e-02 +2.250248058e-02 +7.629250248e+01 +7.629250248e+01 -1.0073e+00 -3.1019e+00 -1.2465e+00 +5.5897e-01 -1.7161e+00 -2.1772e+00 -6.3949e-01 +1.3252e+00 -9.9518e-01 +2.8092e+00 +2.3548e+00 -2.3426e+00 -2.6485e+00 +3.3014e+00 -2.0587e+00 -1.6004e+00 +1.2435e+00 -3.2145e+00 +4.6011e-01 -2.0303e+00
3991 +1.429096852e-02 +1.429096852e-02 +7.628429097e+01 +7.628429097e+01 -9.8204e-01 -3.1103e+00 -1.2449e+00 +5.5337e-01 -1.7044e+00 -2.1871e+00 -6.4164e-01 +1.3210e+00 -9.9923e-01 +2.8028e+00 +2.3752e+00 -2.3482e+00 -2.6455e+00 +3.3101e+00 -2.0642e+00 -1.6236e+00 +1.2505e+00 -3.1796e+00 +4.1198e-01 -2.0163e+00
4054 +7.955954634e-03 +7.955954634e-03 +7.627795595e+01 +7.627795595e+01 -9.7788e-01 -3.1152e+00 -1.2458e+00 +5.4697e-01 -1.7082e+00 -2.2198e+00 -6.3571e-01 +1.2917e+00 -1.0060e+00 +2.7991e+00 +2.3742e+00 -2.3566e+00 -2.6505e+00 +3.3169e+00 -2.0833e+00 -1.6531e+00 +1.2717e+00 -3.1888e+00 +4.2245e-01 -2.0380e+00
69805 +4.679716605e-03 +4.679716605e-03 +7.627467972e+01 +7.627467972e+01 -9.2091e-01 -3.1677e+00 -1.2547e+00 +5.6294e-01 -1.7675e+00 -2.2436e+00 -6.5312e-01 +1.2642e+00 -1.0000e+00 +2.7835e+00 +2.3386e+00 -2.3850e+00 -2.6621e+00 +3.3368e+00 -2.0808e+00 -1.6384e+00 +1.2651e+00 -3.2087e+00 +4.3293e-01 -2.0567e+00
69847 +2.580614068e-03 +2.580614068e-03 +7.627258061e+01 +7.627258061e+01 -9.2635e-01 -3.1668e+00 -1.2534e+00 +5.6171e-01 -1.7602e+00 -2.2288e+00 -6.5961e-01 +1.2822e+00 -9.9050e-01 +2.7792e+00 +2.3269e+00 -2.3730e+00 -2.6663e+00 +3.3255e+00 -2.0761e+00 -1.6309e+00 +1.2608e+00 -3.2057e+00 +4.2520e-01 -2.0473e+00
69910 +2.391788464e-03 +2.391788464e-03 +7.627239179e+01 +7.627239179e+01 -9.2792e-01 -3.1679e+00 -1.2530e+00 +5.6105e-01 -1.7607e+00 -2.2292e+00 -6.5960e-01 +1.2829e+00 -9.9113e-01 +2.7768e+00 +2.3270e+00 -2.3733e+00 -2.6659e+00 +3.3256e+00 -2.0772e+00 -1.6297e+00 +1.2591e+00 -3.2025e+00 +4.2695e-01 -2.0468e+00
% function evaluation | noise-free fitness - Fopt (-2.255000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.119572044e+05 +2.119572044e+05 +2.119346544e+05 +2.119346544e+05 -1.2567e+00 -3.6565e+00 -1.7991e+00 -2.8804e+00 -7.8795e-01 +5.5141e-01 +2.0933e+00 -2.6245e+00 -4.1966e+00 -1.8707e+00 -2.3489e+00 +3.3423e+00 +2.6355e+00 +1.0934e+00 +8.6342e-01 +1.4291e+00 -1.3449e-01 -1.7607e+00 -1.2486e+00 +2.5053e+00
43 +1.096320829e+05 +1.096320829e+05 +1.096095329e+05 +1.096095329e+05 -1.0708e+00 -3.7875e+00 -1.9937e+00 -2.5950e+00 -5.3300e-01 +8.0030e-01 +2.1555e+00 -2.8618e+00 -4.1885e+00 -1.9191e+00 -2.1758e+00 +3.2079e+00 +2.6291e+00 +1.3915e+00 +9.3903e-01 +1.5191e+00 -2.1384e-01 -1.7874e+00 -9.6114e-01 +2.5535e+00
64 +2.233569706e+02 +2.233569706e+02 +2.008069706e+02 +2.008069706e+02 -1.1499e+00 -3.7317e+00 -1.9108e+00 -2.7165e+00 -6.4154e-01 +6.9434e-01 +2.1290e+00 -2.7608e+00 -4.1919e+00 -1.8985e+00 -2.2495e+00 +3.2651e+00 +2.6318e+00 +1.2646e+00 +9.0684e-01 +1.4808e+00 -1.8006e-01 -1.7760e+00 -1.0835e+00 +2.5330e+00
379 +1.422728110e+02 +1.422728110e+02 +1.197228110e+02 +1.197228110e+02 +2.8071e-01 -1.2401e+00 +6.0241e-02 -2.3790e+00 -4.1295e-03 +2.0216e-02 +1.8289e+00 -3.1962e+00 -2.1664e+00 -1.0422e+00 -8.8368e-01 +2.3584e+00 +2.0649e+00 +4.8990e-01 +1.9751e-01 +1.4846e+00 +8.0303e-01 -2.8498e+00 -3.4318e-02 +2.0306e+00
421 +9.305793672e+01 +9.305793672e+01 +7.050793672e+01 +7.050793672e+01 +4.5462e-01 -9.3449e-01 +3.0253e-01 -2.3395e+00 +7.2331e-02 -6.3738e-02 +1.7918e+00 -3.2480e+00 -1.9186e+00 -9.3720e-01 -7.1762e-01 +2.2482e+00 +1.9956e+00 +3.9335e-01 +1.1028e-01 +1.4845e+00 +9.2377e-01 -2.9810e+00 +9.2324e-02 +1.9688e+00
442 +4.554271104e+01 +4.554271104e+01 +2.299271104e+01 +2.299271104e+01 +1.5617e+00 +1.0010e+00 +1.8351e+00 -2.0823e+00 +5.6277e-01 -5.9087e-01 +1.5578e+00 -3.5820e+00 -3.4705e-01 -2.7200e-01 +3.3936e-01 +1.5469e+00 +1.5558e+00 -2.1261e-01 -4.4134e-01 +1.4860e+00 +1.6879e+00 -3.8138e+00 +9.0175e-01 +1.5782e+00
463 +2.361736321e+01 +2.361736321e+01 +1.067363212e+00 +1.067363212e+00 +3.2692e+00 +3.9871e+00 +4.1997e+00 -1.6860e+00 +1.3189e+00 -1.4045e+00 +1.1969e+00 -4.0968e+00 +2.0774e+00 +7.5428e-01 +1.9696e+00 +4.6510e-01 +8.7739e-01 -1.1479e+00 -1.2925e+00 +1.4881e+00 +2.8668e+00 -5.0984e+00 +2.1499e+00 +9.7554e-01
547 +1.348610774e+01 +1.348610774e+01 -9.063892259e+00 -9.063892259e+00 +2.8838e+00 +3.3142e+00 +3.6671e+00 -1.7760e+00 +1.1478e+00 -1.2217e+00 +1.2781e+00 -3.9802e+00 +1.5308e+00 +5.2304e-01 +1.6017e+00 +7.0929e-01 +1.0304e+00 -9.3782e-01 -1.1008e+00 +1.4874e+00 +2.6012e+00 -4.8087e+00 +1.8678e+00 +1.1113e+00
736 +9.987424566e+00 +9.987424566e+00 -1.256257543e+01 -1.256257543e+01 +2.4224e+00 +2.5082e+00 +3.0290e+00 -1.8836e+00 +9.4319e-01 -1.0025e+00 +1.3754e+00 -3.8407e+00 +8.7618e-01 +2.4601e-01 +1.1611e+00 +1.0016e+00 +1.2136e+00 -6.8584e-01 -8.7111e-01 +1.4866e+00 +2.2831e+00 -4.4618e+00 +1.5302e+00 +1.2739e+00
2500 +2.147787158e+00 +2.147787158e+00 -2.040221284e+01 -2.040221284e+01 +2.8949e+00 +3.0982e+00 +2.2706e+00 -2.6539e+00 +1.6832e+00 -6.5867e-01 +4.8189e-01 -3.4424e+00 +2.3744e+00 -3.4374e-01 +5.8865e-01 +6.9243e-01 +2.5407e+00 -1.4354e-01 -8.2815e-01 +1.8176e+00 +3.2328e+00 -3.8603e+00 +1.0125e+00 +1.4394e+00
2521 +1.471850976e+00 +1.471850976e+00 -2.107814902e+01 -2.107814902e+01 +2.6445e+00 +3.0602e+00 +2.3055e+00 -2.9153e+00 +1.8492e+00 -8.3131e-01 +6.7629e-01 -3.8855e+00 +2.8576e+00 -6.5372e-01 +9.1813e-01 +6.4420e-01 +3.0881e+00 -3.3644e-01 -8.1038e-01 +1.6014e+00 +3.2958e+00 -3.8485e+00 +1.0467e+00 +1.4155e+00
4726 +9.476808642e-01 +9.476808642e-01 -2.160231914e+01 -2.160231914e+01 +2.4209e+00 +2.3109e+00 +2.8550e+00 -2.4989e+00 +1.9296e+00 -1.1025e+00 +6.5553e-01 -3.7404e+00 +2.4850e+00 -9.0021e-02 +1.0559e+00 +3.7485e-01 +2.8081e+00 -5.1471e-01 -6.6979e-01 +1.0614e+00 +3.0548e+00 -4.1731e+00 +1.1905e+00 +1.5130e+00
9115 +1.472820335e-01 +1.472820335e-01 -2.240271797e+01 -2.240271797e+01 +2.5928e+00 +2.4659e+00 +2.5033e+00 -2.8128e+00 +1.8188e+00 -1.1097e+00 +4.8117e-01 -3.9632e+00 +2.3890e+00 -2.3095e-01 +1.2477e+00 +6.2608e-01 +3.0067e+00 -4.3146e-01 -9.5336e-01 +1.0501e+00 +3.0483e+00 -3.5176e+00 +1.2101e+00 +1.5571e+00
9199 +9.702403343e-02 +9.702403343e-02 -2.245297597e+01 -2.245297597e+01 +2.6565e+00 +2.5803e+00 +2.4277e+00 -2.8317e+00 +1.8138e+00 -1.0414e+00 +4.6339e-01 -3.9920e+00 +2.4139e+00 -1.5977e-01 +1.1926e+00 +7.0720e-01 +2.9839e+00 -4.1168e-01 -9.8294e-01 +1.0258e+00 +3.1111e+00 -3.5341e+00 +1.2059e+00 +1.5630e+00
15205 +6.278652611e-02 +6.278652611e-02 -2.248721347e+01 -2.248721347e+01 +2.5824e+00 +2.5480e+00 +2.5260e+00 -2.7163e+00 +1.9211e+00 -1.0924e+00 +4.8671e-01 -3.9105e+00 +2.2739e+00 +3.4102e-02 +1.2125e+00 +6.9971e-01 +3.0343e+00 -4.3791e-01 -9.7357e-01 +1.0650e+00 +3.1394e+00 -3.5464e+00 +1.2416e+00 +1.5776e+00
15310 +3.805138382e-02 +3.805138382e-02 -2.251194862e+01 -2.251194862e+01 +2.5731e+00 +2.5585e+00 +2.5492e+00 -2.7246e+00 +1.8837e+00 -1.0311e+00 +4.3074e-01 -3.8960e+00 +2.3323e+00 +3.7475e-02 +1.1767e+00 +6.7749e-01 +2.9958e+00 -4.2765e-01 -9.8411e-01 +1.1178e+00 +3.1593e+00 -3.5761e+00 +1.2640e+00 +1.6018e+00
23059 +1.541723483e-02 +1.541723483e-02 -2.253458277e+01 -2.253458277e+01 +2.5624e+00 +2.5565e+00 +2.4897e+00 -2.7241e+00 +1.8388e+00 -1.0287e+00 +5.4694e-01 -3.8485e+00 +2.3214e+00 -3.4410e-02 +1.1634e+00 +6.2884e-01 +2.9634e+00 -3.7871e-01 -1.0192e+00 +1.1210e+00 +3.1014e+00 -3.6740e+00 +1.1892e+00 +1.5828e+00
23185 +9.859271099e-03 +9.859271099e-03 -2.254014073e+01 -2.254014073e+01 +2.5580e+00 +2.5610e+00 +2.5173e+00 -2.7235e+00 +1.8762e+00 -1.0345e+00 +5.3109e-01 -3.8807e+00 +2.3000e+00 -4.4776e-02 +1.1494e+00 +6.2081e-01 +2.9631e+00 -3.9954e-01 -1.0122e+00 +1.1417e+00 +3.1006e+00 -3.6873e+00 +1.1799e+00 +1.5618e+00
90616 +6.119709389e-03 +6.119709389e-03 -2.254388029e+01 -2.254388029e+01 +2.5571e+00 +2.5766e+00 +2.4760e+00 -2.7469e+00 +1.8960e+00 -1.0701e+00 +4.9279e-01 -3.9455e+00 +2.3317e+00 -3.3282e-02 +1.1746e+00 +6.3756e-01 +3.0235e+00 -4.3577e-01 -1.0460e+00 +1.1366e+00 +3.1257e+00 -3.7056e+00 +1.1937e+00 +1.5940e+00
% function evaluation | noise-free fitness - Fopt (1.366000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.398641610e+02 +3.398641610e+02 +3.535241610e+02 +3.535241610e+02 +1.8503e-01 +4.6591e+00 -4.6875e+00 -1.5986e-01 +2.6617e+00 +4.5510e-01 +3.6492e+00 +2.2490e+00 +5.0840e-01 +1.1356e+00 +2.7838e+00 -9.8293e-01 +9.0637e-01 +2.0260e+00 -2.9360e+00 +2.0453e+00 -8.7083e-01 +4.7287e+00 +4.4206e+00 -3.4636e+00
337 +2.458914786e+02 +2.458914786e+02 +2.595514786e+02 +2.595514786e+02 +5.4608e-02 +3.9761e+00 -7.6992e-01 -2.9333e-01 +1.9297e+00 -2.4187e-01 +3.8301e+00 -4.4451e-01 +4.8966e-01 +1.5033e-01 +9.8118e-02 +8.5104e-01 +5.0493e-01 +8.9270e-01 -6.9275e-01 +2.4196e+00 -1.6897e+00 +1.4947e+00 +2.7601e+00 -2.7483e+00
379 +8.277336179e+01 +8.277336179e+01 +9.643336179e+01 +9.643336179e+01 -1.9463e-01 +2.6753e+00 +6.7177e+00 -5.5031e-01 +5.3455e-01 -1.5828e+00 +4.1776e+00 -5.6047e+00 +4.5579e-01 -1.7284e+00 -5.0345e+00 +4.3529e+00 -2.7202e-01 -1.2721e+00 +3.6130e+00 +3.1304e+00 -3.2528e+00 -4.6924e+00 -4.2395e-01 -1.3881e+00
400 +4.650011060e+01 +4.650011060e+01 +6.016011060e+01 +6.016011060e+01 -1.3605e-01 +2.9814e+00 +4.9581e+00 -4.9011e-01 +8.6280e-01 -1.2686e+00 +4.0961e+00 -4.3933e+00 +4.6394e-01 -1.2864e+00 -3.8283e+00 +3.5296e+00 -9.0427e-02 -7.6324e-01 +2.6030e+00 +2.9629e+00 -2.8852e+00 -3.2391e+00 +3.2323e-01 -1.7084e+00
421 +3.858181586e+01 +3.858181586e+01 +5.224181586e+01 +5.224181586e+01 -9.9870e-02 +3.1710e+00 +3.8712e+00 -4.5314e-01 +1.0660e+00 -1.0755e+00 +4.0460e+00 -3.6464e+00 +4.6921e-01 -1.0130e+00 -3.0832e+00 +3.0207e+00 +2.0639e-02 -4.4878e-01 +1.9813e+00 +2.8589e+00 -2.6580e+00 -2.3420e+00 +7.8358e-01 -1.9071e+00
1072 +2.486144966e+01 +2.486144966e+01 +3.852144966e+01 +3.852144966e+01 +1.6393e-01 +2.9238e+00 +2.7982e+00 -1.6209e-01 +1.4318e-01 -7.9801e-01 +3.9299e+00 -3.2291e+00 +7.3797e-01 -1.9494e+00 -2.4516e+00 +2.7514e+00 -7.7990e-01 -2.6862e-01 +1.2917e+00 +2.3886e+00 -2.7800e+00 -2.4210e+00 +4.9799e-02 -1.8992e+00
1156 +1.322380908e+01 +1.322380908e+01 +2.688380908e+01 +2.688380908e+01 +3.1872e-01 +2.4067e+00 +3.7343e+00 +1.3427e-02 -9.4770e-01 -8.9514e-01 +3.9189e+00 -4.1359e+00 +9.4902e-01 -3.1686e+00 -3.1780e+00 +3.3791e+00 -1.6204e+00 -6.4564e-01 +1.7686e+00 +2.1769e+00 -3.2580e+00 -3.9821e+00 -1.3187e+00 -1.5629e+00
1198 +6.961318530e+00 +6.961318530e+00 +2.062131853e+01 +2.062131853e+01 +4.9795e-01 +2.2689e+00 +2.8759e+00 +2.1097e-01 -1.5297e+00 -6.8447e-01 +3.8350e+00 -3.7564e+00 +1.1272e+00 -3.7500e+00 -2.6583e+00 +3.1315e+00 -2.1332e+00 -4.8351e-01 +1.2258e+00 +1.8522e+00 -3.3075e+00 -3.9104e+00 -1.7394e+00 -1.5844e+00
1219 +5.085789774e+00 +5.085789774e+00 +1.874578977e+01 +1.874578977e+01 +5.4663e-01 +2.2501e+00 +2.5644e+00 +2.6440e-01 -1.6604e+00 -6.1417e-01 +3.8094e+00 -3.5956e+00 +1.1729e+00 -3.8745e+00 -2.4622e+00 +3.0250e+00 -2.2538e+00 -4.1533e-01 +1.0341e+00 +1.7609e+00 -3.3007e+00 -3.8152e+00 -1.8066e+00 -1.6068e+00
1240 +3.004821347e+00 +3.004821347e+00 +1.666482135e+01 +1.666482135e+01 +6.2184e-01 +2.2210e+00 +2.0831e+00 +3.4696e-01 -1.8622e+00 -5.0557e-01 +3.7698e+00 -3.3472e+00 +1.2435e+00 -4.0668e+00 -2.1593e+00 +2.8604e+00 -2.4403e+00 -3.0999e-01 +7.3798e-01 +1.6197e+00 -3.2901e+00 -3.6679e+00 -1.9106e+00 -1.6414e+00
1261 +2.501110655e+00 +2.501110655e+00 +1.616111066e+01 +1.616111066e+01 +5.7920e-01 +2.2495e+00 +2.3050e+00 +3.0003e-01 -1.7300e+00 -5.5857e-01 +3.7904e+00 -3.4504e+00 +1.2017e+00 -3.9360e+00 -2.2954e+00 +2.9282e+00 -2.3224e+00 -3.5402e-01 +8.7695e-01 +1.6977e+00 -3.2829e+00 -3.7020e+00 -1.8210e+00 -1.6325e+00
1324 +7.602703842e-01 +7.602703842e-01 +1.442027038e+01 +1.442027038e+01 +5.4292e-01 +2.2785e+00 +2.4727e+00 +2.6016e-01 -1.6103e+00 -5.9958e-01 +3.8070e+00 -3.5218e+00 +1.1653e+00 -3.8160e+00 -2.3963e+00 +2.9755e+00 -2.2165e+00 -3.8504e-01 +9.8208e-01 +1.7634e+00 -3.2714e+00 -3.7103e+00 -1.7315e+00 -1.6289e+00
1345 +5.373605844e-01 +5.373605844e-01 +1.419736058e+01 +1.419736058e+01 +5.5161e-01 +2.2297e+00 +2.6090e+00 +2.7022e-01 -1.7008e+00 -6.1919e-01 +3.8095e+00 -3.6347e+00 +1.1800e+00 -3.9202e+00 -2.4958e+00 +3.0527e+00 -2.2838e+00 -4.3202e-01 +1.0566e+00 +1.7549e+00 -3.3200e+00 -3.8791e+00 -1.8588e+00 -1.5925e+00
5440 +3.149187904e-01 +3.149187904e-01 +1.397491879e+01 +1.397491879e+01 +3.5125e-01 +2.3475e+00 +2.8467e+00 +1.8667e-01 -1.2622e+00 -5.0485e-01 +3.5616e+00 -3.4703e+00 +1.2345e+00 -4.0427e+00 -2.6472e+00 +3.0610e+00 -2.5381e+00 -1.6096e-01 +1.1389e+00 +1.5677e+00 -3.7967e+00 -3.7396e+00 -1.9441e+00 -1.3796e+00
9829 +2.356106766e-01 +2.356106766e-01 +1.389561068e+01 +1.389561068e+01 +5.0456e-01 +2.1880e+00 +2.6801e+00 +2.6281e-01 -1.5494e+00 -4.2459e-01 +3.8238e+00 -3.4884e+00 +1.1418e+00 -4.1343e+00 -2.3481e+00 +3.1237e+00 -2.5409e+00 -2.8903e-01 +1.3296e+00 +1.4698e+00 -3.5826e+00 -3.6839e+00 -1.7121e+00 -1.2774e+00
9871 +1.497918974e-01 +1.497918974e-01 +1.380979190e+01 +1.380979190e+01 +4.6615e-01 +2.2190e+00 +2.7048e+00 +3.3174e-01 -1.5188e+00 -4.4928e-01 +3.8255e+00 -3.3843e+00 +1.1330e+00 -4.0901e+00 -2.4396e+00 +3.1478e+00 -2.5008e+00 -3.1835e-01 +1.3591e+00 +1.4578e+00 -3.6536e+00 -3.8080e+00 -1.7369e+00 -1.3820e+00
